w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
94,13.0,1.0,29.0,2.0,2.0,2.0,1.0,0.0,17.82,0.0,17.81,0.0,0.0,0.0,17.82,0.0,43.43,0.0,15.0,0.0,16.0,1.01,3.96,5.0,13.73,11.76,10.0,0.0,0.0,0.0,18.0,24.24,0.0,19.8,15.31,20.0,23.0,0.0,43.0,3.0,39.0,13.13,8.0,0.99,0.97,1.0,16.33,18.0,22.22,26.0,7.92,7.0,2.0,1.01,0.0,1.0,4.04,15.15,5.05,1.0,14.0,5.94,3.88,6.93,21.0,15.84,11.11,18.18,9.0,3.06,15.15,0.99,6.0,20.2,15.0,8.0,1.01,0.0,3.03,2.97,0.0,1.0,2.02,22.22,10.1,2.02,5.0,8.08,6.06,7.14,12.87,4.04,15.31,7.0,1.01,6.06,16.83,13.13,14.71,10.0,9.09,22.0,6.06,2.02,8.0,2.97,13.86,5.94,0.0,19.0,4.0,0.0,8.91,5.05,21.0,0.0,0.0,8.91,8.91,1.96,3.96,0.0,8.0,23.23,0.0,0.0,4.95,2.04,1.69,7.0,4.95,5.1,26.0,56.57,7.07,8.0,15.84,5.05,6.0,7.0
95,5.0,0.0,4.95,0.0,1.0,0.0,0.0,0.0,7.07,0.0,0.0,24.75,0.0,0.0,7.92,27.0,0.0,0.0,0.0,11.0,0.99,23.23,22.22,0.0,9.09,52.04,36.0,0.0,11.11,0.0,32.32,1.0,38.78,4.0,0.0,2.02,3.03,21.21,0.0,0.0,0.0,0.0,0.0,1.01,19.39,0.0,0.0,4.0,20.0,13.73,25.77,6.0,0.0,1.0,0.0,0.0,0.0,4.04,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,7.0,4.04,14.85,11.11,8.08,7.0,25.25,12.87,20.2,3.96,37.62,24.24,18.63,16.83,24.24,16.0,9.09,22.22,20.2,36.0,23.0,21.0,11.11,10.0,34.65,12.87,6.0,12.0,11.0,6.0,16.16,26.26,6.93,20.2,15.15,29.0,11.0,23.76,13.27,0.0,0.0,16.16,41.0,41.0,12.24,0.0,29.29,0.0,37.76,0.0,15.0,2.0,0.0,4.04,0.0,2.94,16.47,0.0,21.0,8.22,1.41,21.21,0.0,45.54
96,0.0,18.0,0.0,16.83,18.0,1.96,13.86,19.19,0.0,17.0,0.0,5.0,27.55,36.0,0.0,9.09,0.0,3.96,0.0,21.43,0.0,17.17,21.78,0.0,3.0,0.0,0.0,13.0,16.16,25.0,18.0,0.0,21.78,30.93,0.0,0.0,4.04,12.24,20.2,17.35,0.0,0.0,29.0,41.0,0.0,0.0,53.54,3.03,3.03,0.0,17.0,0.0,16.0,16.16,2.02,11.11,3.0,5.0,4.0,20.0,0.0,0.0,32.35,8.91,0.0,0.0,25.74,3.03,28.0,14.85,0.0,13.0,15.84,0.0,18.0,13.0,15.0,18.0,15.69,42.0,27.72,16.0,0.0,10.1,10.1,19.8,6.06,2.0,0.0,1.02,0.0,2.02,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,28.57,0.0,26.26,0.0,8.08,13.86,0.0,8.0,26.14,5.88,9.57,3.92,16.83,0.0,36.27,3.33,7.58,31.68,50.0,0.0,0.0,2.0,14.14,0.0,0.0,15.69,11.0,100.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
97,21.0,12.12,19.0,5.0,6.0,13.13,11.0,12.0,9.09,7.0,53.0,6.0,0.0,5.1,1.0,19.39,2.97,19.19,6.06,0.0,23.23,4.0,0.0,13.86,25.51,0.0,0.0,27.27,2.94,19.0,4.95,7.07,0.0,11.11,0.0,4.0,0.0,0.0,6.06,10.0,2.02,2.0,15.0,2.97,0.0,33.33,17.0,6.93,13.0,0.0,0.0,16.16,16.0,2.91,19.61,24.0,18.18,15.15,13.0,2.02,9.0,18.18,1.0,15.69,27.0,15.15,9.09,22.0,7.07,17.17,11.88,0.0,8.0,22.22,25.25,14.14,6.0,5.94,6.0,10.0,2.97,1.0,19.19,18.18,9.0,0.0,11.0,11.88,14.0,11.88,17.17,30.69,50.5,15.84,29.29,26.26,10.0,5.0,25.0,32.32,6.06,38.78,43.43,0.0,12.0,0.0,30.0,29.0,3.03,15.0,21.0,0.0,39.39,0.0,11.22,4.95,28.71,0.0,0.0,0.0,36.36,7.84,0.0,0.0,0.0,10.89,0.0,0.0,25.25,7.07,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,15.0,1.0,9.0,0.0,14.14,5.0,3.96,0.0,3.96,1.98,8.08,0.0,2.02,3.96,0.0,9.9,18.0,0.0,11.0,0.0,15.0,36.0,0.0,27.27,10.89,0.0,0.0,0.0,7.14,0.0,0.0,15.0,0.0,0.0,9.09,12.12,7.14,0.0,0.0,27.72,28.0,14.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,7.0,0.0,4.04,12.87,2.02,0.0,22.0,10.89,3.03,2.0,20.0,12.75,8.0,5.94,6.0,4.9,3.03,18.0,20.2,24.75,0.0,1.0,2.02,11.0,27.72,23.23,37.25,15.84,8.08,16.16,1.98,3.06,30.3,24.24,9.09,9.0,10.0,20.2,16.16,67.68,55.0,36.36,6.06,7.22,34.65,3.0,23.23,22.0,10.89,59.6,11.11,28.28,26.26,24.0,27.0,4.0,2.02,0.0,14.58,0.0,15.0,9.9,14.29,0.0,0.0,0.0,0.0,5.0,2.02,10.1,26.26,28.28,6.06,0.0,13.13,0.0,0.0,3.08,26.26,16.16,13.86,30.0,34.34,7.0,12.12,0.0
99,0.0,30.0,13.0,22.0,26.0,36.36,22.22,22.0,5.05,18.18,1.98,17.0,11.76,0.0,1.01,0.0,0.0,16.0,2.02,12.87,14.14,0.0,13.86,0.0,0.0,9.09,15.15,0.0,4.0,0.98,2.97,2.97,13.0,0.0,28.0,0.0,2.97,0.0,0.0,38.14,17.0,0.99,32.32,0.0,49.02,4.04,0.0,0.0,0.0,6.0,21.0,6.06,0.0,60.61,5.0,20.0,15.0,6.12,13.0,50.0,4.04,2.0,27.72,40.59,0.0,3.0,13.0,19.19,42.0,12.12,7.0,22.77,19.8,17.0,16.0,13.13,29.0,11.0,0.0,47.47,11.0,10.89,0.0,3.03,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,2.02,1.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,15.0,2.0,6.0,0.0,27.0,0.0,3.06,12.0,0.0,0.0,43.43,0.0,22.0,12.5,14.71,13.51,6.0,10.0,22.77,0.0,15.15,20.0,8.0,3.0,4.0,10.89,34.69,1.0,0.0,4.95,0.0,7.0,8.08,29.29,12.0,11.88,8.0,1.0,24.0
100,53.0,12.0,26.0,4.04,17.17,14.0,6.86,0.0,4.0,0.0,13.24,0.0,0.0,7.0,0.99,16.0,12.75,6.12,19.19,5.1,7.92,0.0,2.97,0.0,0.0,5.0,7.0,14.14,0.0,20.41,27.0,60.0,23.0,9.9,0.0,4.95,0.0,22.0,9.0,0.0,6.06,11.22,24.0,11.11,10.1,7.92,22.22,1.01,0.0,0.0,5.94,5.05,12.0,0.0,5.0,11.0,10.1,11.76,22.0,14.85,20.79,13.86,0.0,10.1,6.0,31.31,7.07,0.0,6.0,0.0,33.0,4.95,1.02,34.34,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07,42.0,2.02,0.0,0.0,4.95,25.74,12.12,9.9,47.52,7.92,4.04,0.0,0.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,13.13,9.9,2.0,4.04,0.0,0.0,13.33,5.0
101,18.81,0.0,8.91,0.0,0.0,4.04,0.0,0.0,19.0,0.0,26.26,0.0,0.0,0.0,9.18,0.0,29.29,0.0,1.0,1.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,6.06,11.11,0.0,20.2,9.09,21.21,13.0,12.12,14.0,0.0,31.31,22.0,0.0,12.12,0.0,9.9,8.08,27.0,40.4,5.94,0.0,12.0,11.76,0.0,0.0,0.0,0.0,11.22,0.0,0.0,2.0,1.0,0.0,0.0,5.0,4.04,1.98,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,1.01,17.0,0.0,11.0,17.0,21.21,6.0,11.11,8.0,0.0,14.0,6.06,15.0,15.84,13.0,7.0,6.12,11.11,3.96,41.0,0.0,33.33,0.0,7.0,21.0,0.0,48.48,33.0,0.0,0.98,0.0,5.1,0.0,0.0,10.0,4.55,1.98,6.06,0.0,4.62,13.0,0.0,0.0,4.0,7.0,0.0,18.18,14.14,10.0,7.0,200.0,1.0,14.0,6.0,9.46,15.0,1.0
102,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,4.04,20.2,6.8,0.98,0.0,2.97,0.0,37.76,8.91,0.0,4.08,14.0,49.0,15.0,0.0,9.9,0.0,0.0,8.0,6.12,16.0,0.0,7.07,5.0,3.0,0.0,0.0,1.01,0.0,4.04,12.0,0.0,0.0,6.06,4.04,22.45,0.0,4.95,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.51,12.0,12.0,25.0,6.0,6.0,27.27,22.22,11.0,19.8,11.0,30.0,24.24,21.21,31.0,11.0,28.0,23.23,19.8,15.31,11.0,16.83,17.17,13.0,8.91,27.55,21.21,1.01,21.0,11.0,16.0,23.76,21.43,20.2,16.0,9.0,5.0,4.04,18.81,20.2,2.0,0.0,0.0,3.0,4.0,0.0,10.64,0.0,0.0,0.0,0.0,2.02,7.0,4.0,1.0,9.9,9.09,26.0,12.24,0.0,0.0,34.0,0.0,2.94
103,0.0,18.81,0.0,12.0,16.16,17.17,30.69,22.0,0.0,26.0,5.0,23.23,0.0,23.23,24.75,6.93,0.0,0.0,1.0,5.0,0.0,13.0,25.74,1.01,0.0,9.18,24.0,2.0,24.0,0.0,16.16,0.0,3.96,0.0,0.0,3.96,0.0,1.0,0.0,32.32,0.0,14.14,15.84,2.02,12.24,3.03,35.35,11.11,0.99,0.0,24.0,6.06,2.02,13.13,0.0,12.87,23.23,0.0,5.05,9.0,0.0,0.0,20.0,26.47,0.0,0.0,27.72,30.3,17.0,34.65,0.0,2.97,34.34,0.0,22.77,24.0,27.27,25.0,1.0,22.22,15.0,15.31,0.0,10.89,12.12,26.0,7.92,8.08,8.91,1.0,7.0,7.0,23.23,11.88,8.08,12.87,8.08,1.01,5.0,0.0,0.0,0.0,1.98,11.0,7.0,19.19,8.08,4.0,38.0,0.0,0.99,14.14,10.0,9.9,2.97,7.0,0.0,6.76,0.0,16.67,6.0,6.93,0.0,0.0,19.19,17.17,6.82,21.05,17.0,1.01,10.0,1.0,0.0,0.0,3.0,15.69,0.0,4.0,0.0,4.95
104,9.9,18.81,7.92,9.0,5.0,9.09,14.85,30.0,32.65,10.0,30.0,0.0,25.25,24.24,1.01,2.02,0.0,12.0,0.0,0.0,12.12,0.0,0.0,6.0,21.78,0.0,0.0,23.76,5.0,15.84,0.0,4.0,0.0,17.17,4.04,3.06,0.0,1.01,8.08,14.0,0.0,0.0,11.11,13.0,0.0,1.01,6.12,9.0,6.06,8.0,0.0,10.87,10.64,25.0,17.17,9.18,21.21,15.0,8.08,22.0,34.34,23.47,5.0,16.67,28.0,31.0,14.85,5.05,15.15,21.78,41.0,4.0,17.82,40.0,11.0,18.0,6.06,0.0,0.0,7.84,5.1,0.0,2.0,8.08,4.04,4.04,3.03,12.12,6.12,10.1,0.0,6.0,4.0,0.0,9.9,4.04,14.14,4.0,12.12,11.0,12.12,10.1,23.76,3.96,14.0,0.0,18.0,16.0,8.08,6.06,28.0,0.0,15.84,0.0,2.56,12.12,28.71,0.0,0.0,0.0,5.05,39.39,0.0,1.0,10.89,3.03,2.04,30.51,32.32,6.06,7.07,15.15,0.0,0.0,5.0,1.0,0.0,0.0,5.1,0.0
105,20.0,5.05,12.87,8.0,0.0,0.0,3.0,4.95,11.0,21.0,33.33,5.0,0.0,8.08,5.13,9.0,9.9,8.82,14.14,11.11,8.0,12.87,7.92,35.71,10.0,7.0,1.01,5.0,1.01,10.1,0.0,9.0,0.0,0.0,5.0,9.0,0.0,0.0,7.07,0.0,4.0,7.14,9.0,0.0,12.0,31.0,0.0,0.0,15.31,3.03,6.93,10.2,2.04,18.0,20.0,4.0,4.0,6.0,5.0,4.04,10.0,20.79,14.71,1.01,33.33,23.0,8.08,0.0,0.0,16.0,27.0,0.0,0.0,4.04,6.0,7.07,13.86,6.0,8.0,8.08,3.92,12.24,4.0,6.06,19.0,6.0,6.06,7.0,3.0,5.0,5.0,8.08,18.0,8.0,4.04,2.0,2.97,6.06,18.18,14.14,16.0,5.0,13.13,18.18,4.04,20.0,2.0,11.11,0.0,5.0,4.04,0.0,0.0,13.0,7.92,4.0,1.01,0.0,32.32,0.0,0.0,1.98,0.0,0.0,13.13,8.82,0.0,0.0,13.0,20.0,14.89,1.0,2.0,10.0,0.0,17.0,2.04,0.0,15.84,14.85
106,0.0,4.0,2.97,0.0,20.2,34.69,9.09,17.17,3.03,5.0,3.0,2.0,3.03,10.0,0.0,6.93,10.0,4.04,13.0,0.0,0.0,9.09,36.0,1.98,0.0,0.0,6.0,11.11,6.56,9.0,5.0,0.0,0.0,0.0,29.0,1.0,27.27,0.0,0.0,3.96,23.0,14.0,1.01,0.0,17.17,5.1,1.0,4.08,0.0,37.0,0.0,4.95,2.02,5.05,7.07,5.05,11.88,0.0,12.87,9.0,9.09,5.0,12.87,13.59,2.0,0.0,4.95,1.98,0.0,7.92,1.0,2.02,7.0,0.0,19.19,9.09,31.0,0.0,2.97,6.86,1.98,16.0,13.0,0.0,0.0,4.04,0.0,2.02,0.0,0.0,3.0,22.77,0.0,10.0,5.05,1.01,0.0,5.0,6.93,3.0,1.0,2.02,0.0,7.07,0.0,9.0,0.0,0.0,1.01,0.0,1.01,11.0,0.0,6.0,0.0,6.06,3.03,0.0,39.6,5.05,7.07,2.02,29.0,20.2,2.97,0.0,2.0,0.0,1.01,9.09,2.02,0.0,24.75,27.0,17.17,2.0,11.0,16.16,6.0,1.0
107,0.0,3.03,11.76,25.25,13.73,22.55,18.0,0.0,2.97,22.55,11.0,10.77,0.0,0.0,0.0,8.0,7.84,8.16,1.98,56.57,6.12,0.0,11.88,7.07,5.0,34.0,38.0,0.0,7.07,14.29,15.0,9.0,24.24,3.03,1.01,15.15,0.0,33.0,0.0,4.0,3.0,5.05,6.93,3.03,21.0,17.0,1.0,0.0,4.04,8.08,12.12,1.98,0.99,8.91,9.0,7.0,22.0,2.02,2.02,27.72,11.0,0.0,5.0,18.81,0.0,9.0,6.93,3.03,7.92,11.0,2.97,1.0,2.97,6.93,5.0,18.18,15.0,0.0,6.12,0.0,0.0,11.0,1.01,0.0,2.02,0.0,2.0,5.05,0.0,3.06,8.0,7.14,0.0,1.0,3.03,1.98,5.94,20.0,5.05,0.0,6.06,1.0,0.0,0.0,10.1,1.0,14.0,8.0,0.0,7.07,3.03,17.65,18.0,19.0,1.0,2.94,0.0,7.92,0.0,31.68,7.92,1.0,4.0,11.0,41.18,11.54,22.22,12.0,10.1,1.98,4.04,5.05,5.94,0.0,11.0,3.96,0.0,4.04,10.1,24.24
108,21.57,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,1.01,7.58,7.89,0.0,0.0,19.39,0.0,8.0,3.92,5.94,8.0,5.94,0.0,16.16,0.0,5.05,0.99,8.0,0.0,11.11,5.94,3.0,35.35,4.0,0.0,16.16,17.35,19.0,0.0,8.0,5.0,0.0,19.0,9.09,11.11,30.3,17.35,0.0,9.09,3.96,4.95,14.14,0.0,7.0,0.0,0.0,12.12,0.0,0.0,5.94,5.05,0.0,0.0,2.97,3.96,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.99,0.0,3.03,0.0,16.33,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,7.0,29.7,8.08,0.0,5.05,1.45,15.31,2.0,7.0,15.0,28.57,15.0,18.18,2.02,1.0,9.0,0.0,15.0,6.0,0.0,0.0,11.0,3.06,8.0,2.0,3.03,4.0,2.02,4.08
109,0.0,4.04,0.0,0.0,0.0,2.02,11.0,0.0,0.0,0.0,3.39,0.0,10.0,3.85,9.09,0.0,0.0,17.89,0.0,2.0,0.0,3.0,6.0,5.0,16.16,8.16,12.0,29.59,0.0,0.0,20.0,0.0,16.83,4.0,0.0,4.04,0.0,3.0,9.09,4.04,1.19,3.9,13.86,9.09,2.02,6.0,5.0,5.05,16.16,0.0,16.33,9.09,15.84,0.0,0.0,0.0,4.04,0.0,6.0,7.92,0.0,0.0,1.98,2.0,0.0,0.0,10.0,5.05,4.04,0.0,0.0,10.0,1.0,0.0,3.96,0.0,0.0,0.0,8.0,0.0,0.0,0.0,45.0,23.0,13.13,0.0,11.22,2.02,12.0,17.82,31.68,39.8,9.09,9.9,14.14,28.28,14.85,33.33,17.17,15.15,5.94,26.0,33.0,0.0,45.45,0.0,32.0,32.32,0.0,30.0,35.0,13.0,4.04,21.0,10.1,5.05,9.0,1.0,4.04,10.78,2.02,12.0,0.0,0.0,0.0,0.0,5.0,0.0,8.62,6.06,20.0,30.61,2.02,0.0,0.0,5.66,6.8,8.91,1.85,0.0
110,8.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,1.01,3.03,12.37,8.08,12.87,4.0,0.0,16.0,5.63,8.91,6.93,2.86,5.36,8.0,3.0,8.16,0.0,12.0,0.0,5.05,0.0,30.3,3.16,9.0,0.0,1.98,3.12,15.05,0.0,4.0,5.13,1.02,7.0,4.0,9.0,3.19,2.2,11.11,7.0,0.0,6.0,0.0,0.0,9.09,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.95,2.02,2.0,2.0,0.0,1.0,21.78,1.01,3.06,0.0,0.0,10.0,11.0,2.97,13.13,15.69,18.0,18.18,7.07,34.65,27.0,13.13,20.2,16.0,7.07,8.08,16.0,13.13,16.16,9.0,8.08,16.16,9.9,20.2,30.3,15.15,10.89,13.0,8.16,4.04,25.25,11.88,12.0,16.0,3.03,3.03,0.0,8.91,6.06,10.0,3.0,5.0,2.0,2.74,0.0,11.88,10.0,7.84,3.03,0.0,15.84,12.0,0.0,1.01,3.0,10.0,0.0,7.35,1.33,0.0,60.0,42.31,2.38,17.65,6.06
111,0.0,30.39,0.0,21.0,19.0,18.0,10.0,35.35,0.0,35.0,0.0,11.0,4.9,24.0,19.0,6.0,4.95,8.08,1.01,15.71,0.0,9.0,16.83,16.33,9.09,10.87,48.0,2.04,7.07,18.81,1.06,0.0,11.7,0.0,24.24,4.9,15.31,2.47,6.0,24.49,16.0,8.0,34.34,0.0,11.0,12.0,0.0,9.18,9.9,25.25,4.4,0.0,13.27,26.73,12.0,20.0,20.0,0.0,15.84,18.81,0.0,1.0,17.0,16.0,0.0,7.07,20.0,24.24,9.09,7.0,1.0,20.0,25.0,0.98,30.0,20.0,18.18,11.0,2.0,9.0,7.84,9.09,9.9,1.01,9.09,17.0,12.0,4.0,6.06,8.08,3.03,6.0,3.0,7.0,6.12,17.17,7.92,4.0,4.0,20.79,6.0,10.0,10.1,7.84,7.07,5.05,5.05,4.04,2.02,13.13,3.96,19.32,4.04,2.94,7.92,18.37,3.06,2.17,20.79,3.95,8.91,2.02,3.33,28.81,6.93,15.15,11.11,10.0,0.0,13.13,9.09,9.0,9.2,39.6,38.64,4.04,0.0,40.0,8.08,0.0
112,28.28,4.95,11.22,7.92,7.07,9.09,2.97,8.82,21.0,5.0,0.0,0.0,6.0,7.0,0.0,32.32,5.0,0.0,5.0,27.78,16.0,9.0,1.01,1.0,2.86,31.31,2.0,13.73,1.98,4.08,15.15,20.0,0.0,2.13,9.0,4.08,19.0,11.11,5.8,0.0,12.12,0.0,5.0,7.53,5.0,16.83,3.23,5.06,5.81,10.0,10.34,6.06,0.0,2.02,3.06,5.1,8.08,19.8,11.11,4.04,24.0,24.51,3.96,3.96,37.62,42.0,1.0,1.01,1.01,3.0,24.0,0.0,0.0,27.27,6.0,3.96,4.0,0.0,3.06,1.98,1.0,0.0,9.09,2.0,0.0,5.0,1.01,0.0,5.05,0.0,2.02,10.0,1.98,3.03,12.0,0.0,0.0,3.03,0.0,0.0,0.0,6.06,0.0,5.05,6.06,2.97,3.0,3.0,9.0,0.0,2.02,15.15,3.57,20.0,0.0,5.94,18.18,20.43,13.13,30.0,0.0,8.0,2.02,2.0,0.0,0.0,12.0,18.81,23.23,1.0,10.53,0.0,0.0,11.22,23.23,0.0,0.0,11.11,4.04,41.38
113,7.07,8.0,3.92,8.0,5.94,3.96,9.0,7.07,1.0,15.84,3.96,8.08,0.0,4.04,4.0,2.04,21.36,10.1,1.01,3.16,7.0,0.0,11.11,3.0,9.86,0.98,7.0,13.13,19.59,5.05,12.0,10.0,6.0,16.33,8.08,1.98,4.0,1.0,35.71,3.03,10.1,25.25,12.12,7.0,7.07,2.02,12.77,5.15,14.0,9.0,1.01,8.08,13.27,10.1,6.0,2.97,5.0,3.03,4.0,11.0,17.0,7.14,0.98,39.0,8.16,3.0,8.0,18.0,12.12,6.0,4.0,0.0,13.0,1.0,6.0,3.96,0.0,2.97,5.94,6.0,8.91,5.05,2.02,5.0,0.0,3.06,5.05,2.0,20.79,9.0,0.99,13.0,5.0,4.0,1.98,5.0,3.96,4.0,4.95,2.0,0.0,12.87,0.0,0.0,3.03,0.0,0.0,5.0,0.0,0.0,6.93,5.88,13.73,15.0,8.11,6.06,21.0,11.46,7.07,5.0,52.17,8.91,12.0,4.04,11.11,10.0,4.95,4.04,8.08,19.19,9.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,20.79,2.04
114,9.9,0.0,13.0,2.02,1.0,0.0,0.0,0.0,6.06,0.0,13.0,0.0,21.0,23.23,10.89,26.47,12.0,11.0,19.8,4.04,3.0,1.01,23.76,20.0,11.0,0.0,9.0,2.02,2.02,6.0,16.16,1.0,9.09,2.97,12.87,11.11,24.49,10.1,4.04,3.85,9.0,4.0,3.0,2.0,26.0,9.09,22.22,6.12,0.0,27.27,11.88,8.0,2.02,0.0,1.01,0.0,0.0,5.94,0.0,3.0,11.11,7.92,0.0,0.97,6.0,5.94,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,9.09,8.0,1.0,11.0,0.0,5.94,8.91,21.78,13.13,17.0,5.0,6.0,14.0,4.04,12.0,3.03,12.0,11.11,17.0,11.11,21.78,29.0,15.84,14.14,22.0,13.13,14.85,33.0,3.0,36.0,1.0,20.79,24.0,6.06,12.12,15.15,7.0,10.1,3.96,9.0,14.85,11.22,8.0,10.0,0.98,0.98,20.41,7.0,15.15,0.0,8.08,0.0,6.86,18.18,6.0,1.0,41.3,18.0,7.07,6.06,1.96,8.0,10.0,13.86,0.0
115,8.16,0.0,0.0,0.0,6.0,0.0,0.99,6.93,0.0,3.0,5.94,14.14,2.0,9.0,5.05,0.0,18.63,13.73,0.99,3.96,0.0,22.77,5.05,1.01,1.0,13.0,18.0,16.16,1.96,8.0,17.17,0.0,15.0,10.0,12.12,9.0,16.0,15.0,7.14,15.15,15.15,18.0,6.0,20.79,11.11,4.04,16.83,9.0,16.0,5.05,0.0,7.07,7.0,10.0,0.0,0.0,1.01,0.0,0.0,3.03,1.98,0.0,2.02,3.0,0.0,1.01,2.0,1.98,4.04,2.0,0.0,6.0,1.0,4.04,0.0,3.0,4.0,10.2,11.11,16.16,12.0,23.0,22.45,8.0,9.0,5.0,9.09,19.0,15.15,19.19,7.07,11.22,12.24,4.04,12.0,6.12,7.14,3.0,2.02,6.0,5.0,4.08,3.0,36.36,12.87,6.93,9.0,3.0,15.0,18.18,0.0,6.0,0.99,3.06,14.14,5.1,11.88,22.22,7.92,11.76,1.0,5.0,0.0,5.94,3.92,12.12,6.38,12.87,4.0,9.0,11.11,9.09,22.45,10.0,20.0,0.0,0.0,7.0,6.0,9.09
116,2.94,7.0,5.94,15.84,8.08,22.0,21.0,14.0,3.96,13.0,5.05,14.14,0.0,2.02,6.06,6.0,0.0,0.0,11.0,23.0,5.0,14.0,17.35,7.07,9.09,19.19,1.01,3.96,8.08,11.0,13.86,0.0,20.0,13.13,6.93,26.0,3.03,6.06,2.0,0.0,20.0,5.0,11.0,19.39,15.0,7.07,6.06,18.18,2.02,9.0,13.0,0.0,0.0,17.0,14.14,8.0,24.75,0.0,14.14,12.12,0.0,2.02,6.93,22.0,4.04,0.0,9.0,17.17,27.27,18.0,4.0,11.0,14.29,1.98,16.0,19.0,9.09,10.0,6.0,14.0,20.39,11.88,2.02,3.0,9.0,14.14,1.0,3.0,7.0,1.0,13.86,3.92,5.94,3.03,2.0,0.0,7.0,3.03,9.9,0.0,6.93,13.0,11.11,13.13,12.24,2.02,15.15,3.03,2.0,10.0,10.0,12.12,7.07,16.67,10.0,2.0,17.53,22.0,6.06,4.95,4.0,13.0,21.21,18.37,8.08,23.0,4.04,11.11,0.0,1.98,5.94,0.0,4.0,13.0,10.0,8.91,13.0,13.13,6.93,7.92
