w/s,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
318,9.09,6.0,26.26,21.78,4.0,16.0,20.79,12.87,14.71,7.0,0.0,5.0,24.0,13.86,10.1,13.04,6.06,0.0,2.0,2.0,5.05,5.94,13.27,19.19,16.16,5.0,0.0,3.03,0.0,4.0,1.0,2.02,0.0,0.0,18.0,16.0,28.0,7.07,6.06,22.22,4.0,9.09,10.1,3.03,27.0,4.08,3.06,4.95,8.16,15.0,0.0,3.96,17.17,6.0,13.0,13.0,10.0,9.0,6.0,7.0,9.9,0.0,10.1,3.03,16.0,1.01,9.0,21.0,4.95,14.14,2.94,10.1,2.02,6.86,10.0,8.0,9.09,19.19,3.0,7.0,10.1,3.06,10.1,12.87,0.0,8.0,2.0,4.04,12.12,4.0,17.0,13.13,1.98,5.05,0.0,2.02,0.0,3.0,1.98,4.04,1.0,9.0,2.02,12.0,5.0,7.07,2.02,12.0,19.19,4.04,13.27,22.22,10.0,17.17,13.86,19.0,0.0,3.0,23.76,25.25,8.0,26.26,0.0,19.0,20.2,1.01,0.0,0.99,2.02,20.75,2.08,7.0,0.0,7.14,22.77,22.0,0.0,2.0,7.0,19.19
319,4.95,10.0,4.04,19.0,3.0,10.0,10.89,5.05,13.86,3.92,12.0,4.04,2.97,26.26,0.0,0.0,20.0,21.43,4.0,23.23,14.14,8.08,5.05,16.0,0.0,2.02,23.0,4.95,3.03,12.12,14.0,1.98,35.35,22.45,14.14,0.0,15.0,11.11,1.0,10.0,7.92,0.0,14.71,17.0,16.16,0.0,5.0,27.0,3.0,0.0,23.0,1.0,0.0,2.02,2.0,10.0,13.0,8.0,10.0,8.0,7.07,27.0,0.0,9.09,14.0,2.0,3.03,7.0,27.0,9.8,24.0,7.07,9.9,8.16,2.0,14.85,1.0,19.61,8.0,13.13,11.0,9.9,0.0,3.0,29.29,16.16,3.0,16.83,9.09,10.0,11.11,7.92,9.09,4.9,1.02,4.0,5.0,5.0,11.11,13.0,2.02,1.01,27.0,4.04,0.0,2.0,0.0,0.0,4.04,7.0,2.0,13.86,23.76,9.8,4.04,30.69,17.0,8.08,2.0,18.18,16.16,5.0,16.16,1.0,14.81,43.48,7.0,0.0,10.87,6.0,0.0,22.77,7.0,32.32,18.37,18.0,26.26,22.22,2.0,22.0
320,14.0,15.15,8.0,5.0,2.02,6.93,11.11,4.04,11.0,9.9,21.0,11.65,11.11,4.08,0.0,3.03,16.16,18.18,3.0,33.33,13.0,6.93,0.0,0.0,14.14,3.96,20.2,1.01,14.0,13.13,0.0,7.14,0.0,6.0,0.0,11.88,9.09,20.0,13.13,10.1,18.18,26.0,7.0,12.12,0.0,30.69,6.06,2.02,16.0,7.0,13.27,16.33,0.0,2.97,7.14,5.05,0.0,10.89,0.0,0.0,2.97,3.0,12.0,4.04,18.18,23.0,13.0,11.0,2.02,5.94,9.09,6.06,6.06,14.85,5.0,2.02,1.0,1.01,3.03,16.0,3.03,24.24,2.97,1.98,0.0,2.94,2.02,8.91,0.0,3.0,11.11,0.0,0.98,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.99,7.07,3.0,3.0,2.0,5.05,0.0,0.0,6.0,2.94,4.0,5.05,12.12,0.0,17.0,2.02,11.11,3.0,0.0,6.0,12.0,9.09,39.39,0.0,2.22,17.65,0.0,0.0,8.0,2.02,9.09,20.2,32.67,26.26,11.0,0.0,20.0,28.57,9.09,15.0
321,0.0,0.0,0.0,9.0,1.0,0.0,10.1,0.0,2.0,0.0,10.2,22.22,8.0,1.0,9.09,17.17,0.99,25.0,9.0,13.0,0.0,16.0,31.68,6.8,16.83,0.0,12.0,14.0,6.0,8.82,24.24,0.0,18.37,2.02,24.75,20.0,0.0,13.13,4.04,5.05,0.0,15.15,8.0,18.0,5.05,18.18,18.18,20.79,6.06,21.0,14.14,21.21,11.0,0.0,0.99,1.98,0.0,0.0,1.01,0.0,7.07,3.96,3.06,0.0,3.0,3.0,0.0,6.93,6.0,1.01,6.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.07,7.07,4.0,7.0,0.0,0.0,0.0,0.0,8.08,6.86,0.0,2.02,0.0,0.0,0.0,9.9,0.0,0.0,0.0,9.09,7.0,11.0,0.0,8.08,2.02,8.91,30.3,15.84,17.0,5.1,13.13,36.0,5.0,0.0,11.88,1.0,59.18,5.0,1.11,11.88,2.0,1.0,9.9,13.13,0.0,6.93,0.0,0.0,12.0,2.97,5.0,12.12,0.0
322,2.04,0.0,3.03,5.0,7.07,1.01,4.95,0.0,0.0,0.0,5.05,0.0,26.09,8.91,9.9,5.05,14.29,6.0,14.0,0.0,23.76,26.0,16.49,8.0,22.22,37.62,13.27,10.0,18.37,4.04,21.78,6.06,16.83,2.0,5.0,15.84,5.0,9.0,15.0,15.0,12.87,5.0,3.96,5.05,4.0,0.0,6.06,1.01,18.0,7.07,19.19,13.0,1.01,0.0,0.0,9.09,0.0,0.0,2.0,0.0,3.96,5.05,2.0,3.0,0.0,5.94,0.0,3.0,1.0,0.0,0.0,6.06,9.0,2.02,2.02,10.0,2.88,0.0,15.0,0.0,0.0,2.02,5.0,13.13,10.1,0.0,15.15,10.89,12.87,14.0,11.0,4.0,17.0,31.0,23.0,12.87,9.09,19.19,6.06,14.0,16.0,9.09,12.0,0.0,25.0,0.0,22.0,11.22,2.0,7.14,18.0,35.35,22.0,23.47,18.18,9.18,7.92,13.73,15.0,26.26,1.0,14.29,0.0,0.0,0.0,18.18,10.1,20.2,4.04,15.15,5.0,8.08,2.0,4.0,28.0,5.05,3.0,0.0,1.0,17.0
323,3.92,0.0,0.0,5.94,0.0,3.0,7.07,4.04,4.0,0.0,9.0,33.33,0.0,50.0,7.92,13.13,34.0,13.13,14.14,5.0,15.0,0.0,0.98,0.0,9.0,9.09,6.93,7.07,32.0,0.0,1.0,0.0,26.0,30.61,0.0,0.0,24.24,0.0,12.87,22.22,14.29,17.35,8.0,0.0,7.0,3.0,9.0,9.09,18.18,2.0,6.93,2.0,18.0,5.05,18.0,6.86,8.08,0.0,0.0,6.0,1.98,2.0,0.0,1.0,0.0,0.0,2.02,0.99,4.04,6.06,0.0,0.0,5.0,8.08,9.0,7.07,16.16,5.88,1.0,10.0,12.87,2.0,2.94,0.0,13.0,12.0,3.0,5.0,11.0,3.0,8.08,6.06,3.0,9.09,11.11,4.04,5.0,1.01,1.01,1.01,0.0,7.0,4.04,20.0,0.0,24.24,5.0,2.0,3.03,1.98,2.04,13.73,0.0,2.02,0.0,2.2,18.18,10.1,24.24,0.0,30.0,0.0,18.0,2.0,0.0,0.0,12.87,24.0,22.0,10.0,2.02,15.0,14.89,13.0,10.0,2.97,21.43,22.0,13.0,16.0
324,2.97,9.0,1.01,11.0,12.87,12.0,0.99,10.0,5.05,17.0,8.33,12.12,0.0,0.0,0.0,8.0,4.9,6.0,4.04,1.96,0.0,57.0,0.0,8.0,10.1,8.0,0.0,33.67,13.0,0.0,0.0,4.0,0.0,26.0,5.0,7.0,2.97,14.0,6.06,7.0,4.95,11.0,3.0,36.36,13.0,7.0,0.0,10.0,15.84,14.0,3.03,4.04,16.33,4.0,16.67,2.02,13.0,4.95,15.0,13.13,0.0,2.97,28.28,19.0,3.0,5.0,13.0,13.13,9.09,13.0,1.0,19.19,6.0,0.0,10.1,8.91,8.08,5.0,28.57,8.16,7.14,4.95,10.1,2.0,8.0,12.0,7.07,4.04,13.13,2.0,10.1,25.0,3.03,22.77,8.08,22.0,38.0,11.0,5.05,2.0,18.0,3.06,10.78,2.02,6.06,0.0,8.16,11.22,2.0,17.17,18.0,13.27,0.0,5.05,13.13,0.0,0.0,4.04,12.0,9.09,10.0,10.89,1.11,23.0,44.44,13.0,1.02,16.0,6.06,1.0,0.0,2.94,6.67,4.04,21.0,27.27,6.67,22.77,10.0,10.1
325,10.78,1.0,11.0,4.0,3.06,1.0,0.0,4.0,12.75,6.0,6.25,2.02,7.0,0.0,0.0,0.0,4.08,0.0,0.0,6.0,11.0,3.96,26.73,30.69,0.99,11.0,2.0,9.9,7.0,3.03,27.55,7.07,30.69,18.18,10.0,6.06,4.04,24.0,0.0,0.0,4.04,3.03,0.0,12.0,6.06,5.05,19.19,3.03,0.0,12.0,0.0,0.0,3.03,4.0,18.0,5.05,3.0,6.06,5.0,18.0,27.0,20.0,3.03,11.11,11.0,7.92,9.0,2.0,9.0,1.01,1.0,7.07,8.08,8.82,4.95,0.0,10.0,16.0,4.0,31.31,7.0,11.0,0.99,29.7,11.0,4.0,12.0,15.0,0.0,0.0,8.08,24.24,11.11,4.04,10.1,4.04,5.1,2.0,5.0,6.06,2.02,0.0,0.0,0.99,5.0,10.78,1.0,4.04,13.13,7.0,12.12,7.92,17.65,44.79,29.29,9.0,11.11,21.43,13.04,4.0,5.1,2.97,0.0,25.0,7.07,15.31,6.0,11.11,3.96,0.0,6.0,8.0,3.0,7.0,9.09,15.38,0.0,7.0,85.71,5.05
326,8.0,5.0,11.0,10.89,14.56,8.08,0.0,26.0,3.96,11.76,0.0,38.38,19.8,0.0,0.0,0.0,9.0,4.04,21.0,7.07,2.02,8.0,6.06,32.65,3.03,5.05,5.0,8.08,0.0,2.97,4.0,1.01,14.29,0.0,3.03,0.0,18.0,4.04,35.0,8.08,34.65,0.0,17.0,8.0,5.0,0.0,3.03,0.0,18.81,0.0,4.0,15.15,0.0,8.91,22.22,10.1,13.0,0.0,16.0,13.13,4.0,2.02,16.16,17.17,9.09,4.95,24.0,12.12,0.0,9.9,16.0,10.89,0.0,7.0,0.0,2.0,3.0,18.0,2.0,0.0,1.01,3.03,16.0,30.3,15.69,16.83,1.98,8.91,10.0,6.0,24.0,10.0,10.1,14.14,7.0,15.15,17.0,2.97,5.0,10.0,26.26,12.0,3.0,25.0,57.58,5.05,5.94,18.18,7.0,24.0,10.0,5.62,8.0,2.22,16.0,16.33,21.0,15.0,12.12,18.18,7.84,1.0,15.15,0.0,1.0,11.0,9.0,25.25,0.0,6.0,0.0,10.75,0.0,12.22,25.93,26.47,11.0,9.18,8.08,14.71
327,26.73,1.0,7.07,18.0,2.0,0.0,0.0,6.06,12.12,0.0,22.22,15.0,11.11,12.0,4.04,0.0,15.0,6.06,17.0,14.0,13.0,3.06,0.0,7.0,5.94,5.05,4.0,0.0,1.0,23.0,11.88,10.0,16.0,14.0,0.0,19.19,5.05,16.16,22.0,17.17,5.1,12.87,15.0,4.04,0.0,1.0,8.91,24.49,25.25,8.0,19.0,4.95,0.0,0.0,1.02,15.15,9.09,19.8,8.91,16.16,6.0,8.0,0.0,11.11,42.0,13.13,4.0,0.0,0.0,6.12,9.0,1.01,9.0,28.28,0.0,3.03,17.0,18.0,4.04,24.0,7.0,2.02,9.0,15.15,11.11,5.0,14.85,11.11,20.2,25.25,18.18,16.16,26.0,3.0,27.27,8.08,17.17,42.86,16.83,24.24,10.0,15.15,25.51,4.04,14.14,8.0,21.43,13.73,13.13,22.22,6.0,0.0,1.0,0.0,0.0,7.07,13.86,16.0,11.88,2.11,6.82,46.94,38.78,0.0,3.0,0.0,13.0,18.0,2.02,0.0,8.08,2.41,14.71,4.0,14.29,4.0,7.0,12.12,0.0,0.0
328,3.96,17.0,4.0,18.0,15.0,25.0,36.36,17.0,0.0,19.8,16.0,0.0,14.0,6.06,3.0,16.0,0.0,24.0,12.0,17.65,0.0,11.76,19.0,7.14,17.0,3.0,30.0,0.0,0.0,10.1,4.0,3.92,12.0,0.0,7.07,0.0,0.0,16.83,2.02,5.05,0.0,0.0,25.0,8.0,12.0,12.12,8.0,14.0,12.0,12.12,2.0,16.16,0.0,13.13,0.0,21.78,21.78,0.0,23.23,5.05,0.0,0.0,23.0,9.0,4.9,1.0,24.0,17.0,15.84,23.76,1.0,7.92,31.0,1.01,4.04,7.0,10.2,19.0,19.8,17.0,24.24,24.24,24.51,23.23,36.36,25.0,33.67,16.16,21.0,19.0,10.0,10.78,15.15,11.0,11.0,32.32,9.09,12.0,9.09,15.15,12.12,10.1,12.0,14.85,24.75,17.17,2.0,6.0,6.86,45.92,9.09,0.0,15.31,4.04,19.39,20.79,13.0,9.0,2.02,0.0,0.0,8.0,3.0,10.0,0.0,3.03,0.0,13.13,0.0,5.94,6.0,0.0,14.0,0.0,4.95,1.01,7.07,3.03,27.0,3.96
329,15.84,17.0,17.17,4.95,11.22,22.55,12.0,28.0,24.24,13.0,10.0,0.0,6.12,19.0,2.02,12.12,13.0,23.23,53.0,0.0,22.0,10.1,0.0,0.0,21.0,2.0,29.7,5.0,10.1,13.79,10.1,20.2,8.08,1.98,9.9,20.41,0.0,0.0,41.41,11.88,10.0,6.93,17.17,8.0,10.1,13.0,12.12,6.93,11.11,1.01,17.0,7.89,20.0,10.89,0.0,17.17,28.57,7.07,6.0,17.65,9.09,27.0,14.85,17.35,17.0,18.0,16.0,18.18,14.29,36.36,22.0,13.13,25.0,17.0,15.69,9.0,13.0,20.0,0.0,31.0,1.98,15.0,0.0,0.0,0.0,24.0,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.14,0.0,37.0,0.0,0.0,6.12,0.0,0.0,22.0,8.91,25.0,55.56,18.18,7.0,7.61,12.12,28.0,25.25,0.0,40.0,9.09,0.0,0.0,15.0,0.0,18.18,10.1,21.78,13.13,9.0,6.0,8.91,4.0,13.13,0.0,13.0,9.0
330,22.45,9.0,20.79,15.0,3.0,14.14,8.0,19.0,18.0,1.0,9.09,2.02,0.0,8.08,0.0,20.0,4.04,15.0,5.0,6.0,8.08,0.0,14.0,0.99,12.12,4.0,16.0,23.0,12.75,66.67,6.0,14.85,1.0,2.04,7.0,5.94,8.08,0.0,8.16,28.28,3.0,7.07,13.86,0.0,17.0,30.61,1.0,1.01,6.0,22.77,4.0,28.57,1.01,6.0,0.0,7.0,7.0,21.21,18.0,22.22,25.0,16.0,6.06,21.57,17.35,41.41,3.03,13.0,5.05,3.96,20.2,36.36,5.0,23.76,5.1,9.9,0.0,0.0,44.44,0.0,0.0,0.0,22.0,24.0,9.9,0.0,8.08,3.03,11.0,3.03,14.0,19.61,27.27,21.43,5.05,11.11,9.0,34.0,16.16,29.0,30.3,16.0,18.0,0.0,15.0,0.0,21.0,15.31,0.0,17.0,11.0,18.18,0.0,21.43,17.65,0.0,2.0,3.0,17.0,33.33,2.02,0.0,10.0,9.9,5.0,0.0,0.0,1.98,26.0,33.33,1.01,20.0,14.85,0.0,17.17,28.28,12.0,1.01,12.12,26.53
331,16.67,0.0,24.24,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.03,1.98,0.0,8.0,9.0,4.95,7.0,4.0,5.0,23.23,11.11,30.3,0.0,22.0,16.33,0.0,9.09,4.0,2.02,0.0,2.04,0.0,24.0,26.26,3.96,8.0,6.06,3.96,2.02,12.12,17.17,4.0,10.1,36.0,5.05,0.0,13.13,7.92,10.1,0.0,21.78,7.84,0.0,3.03,0.0,0.0,16.0,0.0,0.0,13.86,11.0,0.0,0.0,9.9,29.0,3.92,0.0,4.95,1.0,5.94,0.0,0.0,2.0,0.0,0.0,1.0,18.0,18.0,4.04,7.92,7.0,11.0,20.2,17.17,20.2,9.09,5.94,27.0,32.0,22.22,16.33,32.32,5.05,16.16,10.1,13.13,6.0,26.73,14.14,24.0,8.0,18.0,20.2,22.0,9.0,11.11,24.0,21.21,13.0,11.11,17.82,5.0,24.75,1.98,3.03,0.0,0.0,10.89,22.45,1.0,0.0,1.01,9.09,17.0,22.22,10.1,0.0,10.89,0.0,8.0,0.0,0.0,7.0,9.9,16.0,0.0,27.27,21.21,12.75
332,2.02,45.54,0.0,30.3,10.78,16.16,49.49,38.38,0.0,9.0,2.04,8.0,12.0,0.0,9.09,1.01,14.14,0.0,5.05,11.0,0.0,2.0,17.0,22.22,2.97,11.0,0.0,28.89,33.33,1.0,11.11,0.0,13.0,0.0,3.0,0.0,16.83,32.0,0.0,0.0,18.0,0.0,15.0,8.0,4.0,0.0,17.17,1.0,0.0,0.0,5.05,3.03,3.75,22.0,3.0,23.23,51.0,0.0,15.0,43.0,0.0,0.0,27.45,33.33,0.0,0.0,38.78,13.0,9.09,11.11,6.0,13.13,30.0,0.0,51.52,20.0,13.0,37.62,13.0,27.0,16.33,39.39,6.12,2.02,2.02,6.06,1.0,3.03,2.02,0.0,10.1,3.0,0.0,11.88,2.0,2.02,16.0,6.06,2.02,7.07,2.0,1.01,3.03,19.0,5.94,27.72,6.0,4.0,37.0,5.05,6.0,12.12,10.1,7.0,10.1,0.0,0.0,0.0,8.08,9.0,30.3,4.08,0.0,5.05,3.0,6.0,16.67,12.0,3.03,18.0,10.1,27.0,0.0,16.16,13.0,5.0,7.0,0.0,7.92,12.12
333,9.9,17.0,50.5,20.0,4.04,5.0,17.17,8.08,39.22,2.97,1.98,10.89,15.31,21.0,5.0,6.06,11.22,0.0,0.0,9.9,29.29,24.24,0.0,4.0,0.0,8.91,0.0,16.0,5.0,0.0,20.2,15.0,7.07,0.0,0.0,9.0,1.01,4.95,16.0,36.36,20.2,0.0,12.12,8.08,0.0,0.0,7.07,0.0,2.02,0.0,0.0,10.1,37.5,7.0,37.37,17.0,14.0,19.0,7.07,10.0,10.1,6.93,11.11,19.19,10.0,40.4,10.0,21.78,10.0,5.94,28.0,13.0,4.95,13.0,9.0,9.0,4.04,4.95,5.05,3.96,1.01,2.02,15.0,5.0,12.0,0.0,6.06,2.02,5.05,3.03,6.06,11.0,6.06,5.05,2.02,0.0,7.07,10.1,11.11,9.0,7.07,3.03,4.0,14.14,13.13,0.0,5.05,1.01,10.0,3.03,0.0,7.0,11.76,0.0,14.0,0.0,10.1,17.82,0.0,1.98,7.07,1.96,0.0,5.0,5.1,4.04,0.0,30.95,24.24,23.0,23.0,6.0,3.92,7.07,8.0,1.02,0.0,31.0,0.0,0.0
334,9.09,10.1,48.51,3.0,10.1,13.86,7.07,12.12,24.27,3.0,16.0,5.05,6.93,21.0,3.0,15.84,0.0,7.07,0.0,16.16,52.0,31.0,0.0,8.08,0.0,0.0,2.02,8.0,0.0,0.0,2.97,6.0,11.0,5.94,0.0,0.0,0.0,28.71,10.0,7.0,1.0,1.0,4.04,17.17,9.9,1.0,5.94,12.0,19.0,3.03,35.0,0.0,4.04,13.86,6.67,8.08,15.15,31.63,8.0,9.09,1.0,14.0,2.94,7.0,10.0,8.08,17.0,7.07,3.0,1.0,6.0,0.0,2.02,6.0,5.05,10.1,7.84,3.96,26.73,11.0,1.01,4.0,18.18,9.0,9.0,0.0,10.0,17.0,17.17,8.0,13.86,12.12,5.05,1.0,12.0,12.24,17.0,31.07,11.88,16.16,0.99,16.0,3.03,0.0,10.2,6.06,12.0,11.11,20.0,12.87,22.0,0.99,7.92,0.0,4.95,9.09,10.1,14.14,0.0,0.0,1.0,16.16,10.1,0.0,18.18,12.24,0.0,0.0,22.22,1.96,1.0,2.0,8.91,0.0,6.06,0.0,4.0,2.0,0.0,0.99
335,4.04,8.91,0.0,2.02,0.0,17.17,7.92,2.02,6.0,10.89,19.19,2.02,0.0,7.0,0.0,0.0,0.0,11.0,5.0,0.0,12.12,12.87,0.0,3.9,3.03,0.0,36.0,6.06,7.0,0.0,5.0,8.08,21.21,8.0,0.0,9.9,0.0,4.04,14.71,14.0,0.0,6.93,2.0,9.09,0.0,1.01,13.13,8.0,13.13,0.0,11.11,0.0,2.02,10.78,45.45,1.0,3.03,5.0,7.0,8.08,11.11,1.98,4.0,10.89,11.88,14.0,10.0,15.0,12.0,6.06,8.0,3.0,4.04,9.0,11.88,16.0,23.23,15.0,7.0,6.93,19.0,18.18,2.0,2.0,3.03,10.1,16.16,3.06,6.0,5.05,4.08,7.0,3.0,9.0,1.01,3.96,6.0,6.0,11.11,2.97,8.0,1.0,15.0,18.0,5.94,0.0,9.0,5.0,8.08,13.4,6.06,7.92,7.07,0.0,14.14,18.0,5.05,28.0,3.0,2.02,5.0,12.0,10.78,24.75,6.0,22.0,1.0,19.19,12.87,2.6,0.0,1.0,11.11,12.0,9.9,0.0,5.1,0.0,9.09,1.0
336,0.99,24.75,1.0,4.9,14.0,19.0,0.0,8.91,13.0,9.9,8.08,14.14,12.12,3.03,5.05,1.0,0.0,21.78,16.83,0.0,7.92,0.0,6.0,10.81,10.0,0.0,21.21,0.0,0.0,18.0,10.1,4.0,13.0,12.0,6.0,16.0,0.0,0.0,11.11,36.36,0.0,5.94,11.11,0.0,2.0,9.09,13.13,15.15,31.0,27.72,10.1,9.9,0.0,10.2,17.17,16.0,3.03,1.0,12.12,9.9,7.07,3.03,4.04,11.0,9.0,9.9,4.08,7.92,20.59,2.94,17.0,7.92,12.0,16.0,7.07,10.89,5.0,3.0,0.0,7.07,10.1,6.06,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,1.01,0.0,0.0,20.0,0.99,0.0,0.0,0.0,2.02,4.95,11.11,0.0,13.13,10.2,0.99,0.0,0.0,20.2,28.28,6.35,15.0,1.01,0.99,1.0,8.0,19.19,0.0,5.0,0.0,5.94,13.0,10.0,0.0,10.1,22.22
337,17.17,8.91,8.91,12.0,1.98,0.0,8.82,0.0,9.0,5.05,0.99,9.0,8.0,6.0,31.31,8.08,12.0,28.36,0.0,0.0,4.0,0.0,5.0,18.18,19.19,34.34,6.67,0.0,0.0,11.0,0.0,26.73,0.0,14.14,10.0,15.0,4.04,7.0,34.34,4.04,2.0,18.81,1.0,1.01,7.0,29.7,0.0,14.14,17.82,15.0,2.27,13.27,0.0,2.0,5.0,3.03,11.0,20.2,3.0,3.06,13.0,3.03,1.02,2.0,8.08,0.0,5.0,7.07,18.0,7.07,12.12,10.0,2.02,6.06,0.0,1.0,0.0,3.96,4.0,0.0,2.97,0.0,14.0,5.05,4.0,0.0,6.0,5.0,2.97,2.0,8.08,13.0,8.0,13.13,14.0,6.06,22.0,2.97,10.1,5.05,8.91,8.16,7.0,0.0,0.0,0.0,4.0,2.02,0.0,7.14,14.14,4.0,4.95,0.99,10.1,0.0,2.04,0.0,21.0,22.0,12.0,16.83,3.03,11.0,0.0,0.0,0.0,20.0,1.02,0.0,36.0,11.0,3.96,9.09,17.0,5.0,6.0,14.0,9.0,15.15
338,7.84,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,2.0,0.0,9.0,6.06,0.0,18.81,15.15,18.18,4.95,6.0,4.0,0.0,9.09,12.12,12.0,16.0,9.9,25.51,14.85,0.0,15.15,8.91,5.0,2.94,13.13,37.5,0.0,0.0,2.0,0.0,17.35,3.23,1.01,0.0,14.0,15.05,1.01,18.81,3.0,1.05,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.08,8.91,0.0,0.0,15.0,4.0,0.0,2.0,1.0,1.98,5.0,3.03,5.0,4.0,3.03,0.0,3.96,2.0,17.0,7.07,15.0,11.88,8.08,8.08,0.0,10.0,7.07,15.0,1.01,1.01,5.0,4.0,13.0,10.1,3.03,1.98,7.0,12.12,12.0,13.0,9.09,1.98,7.0,10.0,22.0,16.83,18.18,15.0,8.08,6.0,6.0,9.09,2.02,25.0,0.0,30.3,6.93,35.71,18.18,18.18,11.0,4.04,0.0,1.0,0.0,0.0,27.27,0.0,1.01,0.0,0.0,2.02,7.07,3.03,12.12,8.0,3.03,14.85,0.0,8.0
339,0.0,0.0,0.0,2.97,4.0,2.97,1.0,15.15,0.0,11.0,39.6,0.0,0.0,17.17,2.02,0.0,14.0,6.0,20.2,6.93,0.0,1.96,23.88,13.13,5.94,20.79,7.04,10.0,14.14,0.0,0.0,0.0,0.0,0.0,66.67,8.08,16.16,7.0,2.0,6.06,17.0,13.98,4.0,17.82,23.66,9.23,2.0,0.0,11.11,10.0,7.07,20.0,10.1,12.0,0.0,2.0,7.07,0.0,7.0,13.13,0.0,0.0,15.0,9.09,0.0,0.0,15.0,1.98,2.97,16.16,4.04,8.0,7.92,0.0,23.23,2.02,5.0,18.18,10.89,8.08,26.0,11.22,13.13,2.0,4.0,11.76,5.05,16.83,28.28,11.11,5.0,20.2,9.18,4.04,2.0,10.2,13.0,0.0,10.0,5.94,21.0,8.16,16.0,15.0,7.07,3.03,6.06,1.01,3.96,15.15,4.04,29.0,4.0,22.0,10.0,7.0,6.06,0.0,0.0,5.05,2.97,2.0,24.51,2.02,15.31,14.0,0.0,10.2,17.31,37.5,0.0,20.0,15.31,26.26,5.0,0.0,6.0,8.0,12.87,0.0
340,4.95,7.0,0.0,23.76,2.0,0.0,0.0,11.11,11.0,8.91,5.1,0.0,16.16,12.0,3.0,0.0,9.68,0.0,10.68,6.0,3.03,9.09,11.11,0.0,8.33,2.17,11.11,1.02,0.0,3.96,7.0,21.0,19.0,0.0,5.94,6.93,29.79,10.1,0.0,0.0,5.61,9.09,0.0,5.0,22.22,20.0,7.0,0.0,7.07,11.88,3.03,2.02,9.9,17.17,0.0,19.0,10.1,0.0,8.0,15.15,7.0,8.0,30.0,2.0,10.1,11.88,13.13,1.0,4.0,8.0,8.0,16.0,1.0,5.0,1.0,4.0,1.01,5.0,26.47,4.95,3.06,28.43,21.21,26.73,50.0,10.1,33.0,12.12,14.0,13.86,22.22,29.0,22.0,8.91,30.3,24.0,36.36,12.75,20.0,10.1,33.66,16.83,22.22,2.0,17.17,16.0,12.0,9.0,17.0,26.0,32.67,10.1,12.0,4.04,17.0,4.0,6.06,12.0,8.16,9.0,2.02,6.0,23.47,10.0,20.83,26.53,0.0,8.91,0.0,0.0,0.0,6.93,2.97,6.93,0.0,15.0,21.0,7.07,10.1,1.02
