svctm,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
106,0.0,250.0,333.33,0.0,50.0,29.41,111.11,58.82,333.33,200.0,333.33,500.0,333.33,100.0,0.0,315.43,100.0,251.0,76.92,0.0,0.0,111.11,27.78,500.0,0.0,0.0,166.67,90.91,424.0,111.11,200.0,0.0,0.0,0.0,34.48,1000.0,37.04,0.0,0.0,250.0,43.48,71.43,1000.0,0.0,58.82,200.0,1000.0,250.0,0.0,27.03,0.0,200.8,500.0,200.0,142.86,200.0,83.33,0.0,76.92,111.11,111.11,200.0,76.92,71.43,500.0,0.0,200.0,500.0,0.0,125.0,1000.0,500.0,142.86,0.0,52.63,111.11,32.26,0.0,333.33,142.86,500.0,62.75,76.92,0.0,0.0,250.0,0.0,500.0,0.0,0.0,333.33,43.48,0.0,100.0,200.0,1000.0,0.0,200.0,142.86,333.33,1000.0,500.0,0.0,142.86,0.0,111.11,0.0,0.0,1000.0,0.0,1000.0,90.91,0.0,166.67,0.0,166.67,333.33,0.0,25.0,200.0,142.86,500.0,34.48,50.0,333.33,0.0,500.0,0.0,1000.0,111.11,500.0,0.0,40.0,37.04,58.82,500.0,91.27,62.5,166.67,1000.0
107,0.0,333.33,83.33,40.0,71.43,43.48,55.56,0.0,333.33,43.48,90.91,263.43,0.0,0.0,0.0,125.0,125.0,143.0,500.0,17.86,166.67,0.0,83.33,142.86,200.0,29.41,26.32,0.0,142.86,416.67,66.67,111.11,41.67,333.33,1000.0,66.67,0.0,30.3,0.0,250.0,333.33,200.0,142.86,333.33,47.62,58.82,1000.0,0.0,250.0,125.0,83.33,500.0,1000.0,111.11,338.22,142.86,45.45,500.0,500.0,35.71,90.91,0.0,200.0,52.63,0.0,111.11,142.86,333.33,125.0,90.91,333.33,1000.0,333.33,142.86,200.0,55.56,66.67,0.0,166.67,0.0,0.0,90.91,1000.0,0.0,500.0,0.0,500.0,200.0,0.0,333.33,125.0,142.86,0.0,1000.0,333.33,500.0,166.67,50.0,200.0,0.0,166.67,1000.0,0.0,0.0,100.0,1000.0,71.43,125.0,0.0,142.86,333.33,55.56,55.56,52.63,1000.0,500.0,0.0,125.0,0.0,31.25,125.0,1000.0,250.0,90.91,263.43,366.0,45.45,83.33,100.0,500.0,250.0,200.8,166.67,0.0,90.91,250.0,0.0,250.0,100.0,41.67
108,45.45,0.0,250.0,0.0,0.0,0.0,0.0,0.0,111.11,0.0,0.0,1000.0,272.0,226.67,0.0,0.0,52.63,0.0,125.0,250.0,166.67,125.0,166.67,0.0,62.5,0.0,200.0,1000.0,125.0,0.0,90.91,166.67,333.33,28.57,250.0,0.0,62.5,58.82,52.63,0.0,125.0,200.0,0.0,52.63,111.11,228.8,33.33,58.82,0.0,111.11,250.0,200.0,71.43,0.0,142.86,0.0,0.0,83.33,0.0,0.0,166.67,200.0,0.0,0.0,333.33,250.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,333.33,0.0,0.0,0.0,1000.0,0.0,333.33,0.0,62.5,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.67,0.0,0.0,0.0,0.0,500.0,0.0,0.0,142.86,33.33,125.0,0.0,200.0,1000.0,66.67,500.0,142.86,66.67,458.0,66.67,55.56,500.0,1000.0,111.11,0.0,453.33,166.67,0.0,0.0,90.91,333.33,125.5,502.0,333.33,250.0,500.0,250.0
109,0.0,250.0,0.0,0.0,0.0,500.0,90.91,0.0,0.0,0.0,500.0,0.0,166.67,500.0,111.56,0.0,0.0,58.82,0.0,500.0,0.0,333.33,166.67,200.0,62.5,125.0,83.33,34.48,0.0,0.0,50.0,0.0,58.82,250.0,0.0,250.0,0.0,333.33,111.11,250.0,1000.0,606.67,71.43,111.11,500.0,166.67,200.0,200.0,62.5,0.0,62.5,111.11,62.5,0.0,0.0,0.0,250.0,0.0,166.67,125.0,0.0,0.0,500.0,500.0,0.0,0.0,100.0,200.0,250.0,0.0,0.0,100.0,1000.0,0.0,250.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,22.22,43.48,76.92,0.0,90.91,500.0,83.33,55.56,31.25,25.64,111.11,100.0,71.43,35.71,66.67,30.3,58.82,66.67,166.67,38.46,30.3,0.0,22.22,0.0,31.25,31.25,0.0,33.33,28.57,76.92,250.0,47.81,100.0,200.0,111.11,1000.0,250.0,90.91,502.0,83.33,0.0,0.0,0.0,0.0,200.0,0.0,200.0,166.67,50.0,33.33,500.0,0.0,0.0,338.67,182.86,111.11,1016.0,0.0
110,125.0,0.0,0.0,0.0,0.0,200.0,333.33,0.0,0.0,0.0,200.0,333.33,0.0,0.0,1000.0,333.33,83.67,125.0,76.92,291.0,0.0,62.5,569.0,111.11,142.86,552.0,565.33,125.0,333.33,125.0,0.0,83.33,0.0,200.0,0.0,33.47,333.33,111.11,0.0,500.0,333.33,71.43,0.0,250.0,573.0,1000.0,142.86,250.0,111.11,468.0,544.0,90.91,142.86,0.0,166.67,0.0,0.0,111.11,0.0,0.0,250.0,0.0,0.0,0.0,333.33,200.0,500.0,500.0,500.0,0.0,1000.0,45.45,1000.0,333.33,0.0,0.0,100.0,90.91,333.33,76.92,62.5,55.56,55.78,142.86,28.57,37.04,76.92,50.0,62.5,142.86,125.5,62.5,76.92,62.5,111.11,125.0,62.75,100.0,50.0,33.33,66.67,90.91,76.92,125.0,250.0,40.0,83.33,83.33,62.5,333.33,333.33,0.0,111.11,166.0,100.0,333.33,200.0,500.0,500.0,0.0,83.33,100.0,428.0,1528.0,0.0,62.5,83.33,0.0,1000.0,333.33,100.0,0.0,200.0,1000.0,0.0,83.33,100.0,548.0,166.67,166.67
111,0.0,32.26,0.0,47.62,52.63,55.56,100.0,28.57,0.0,28.57,0.0,90.91,200.0,41.67,52.63,166.67,199.2,125.0,1000.0,152.0,0.0,111.11,58.82,62.5,111.11,100.0,83.33,500.0,142.86,52.63,1620.0,0.0,148.0,0.0,41.67,200.0,66.67,1084.0,166.67,41.67,62.5,125.0,29.41,0.0,90.91,83.33,0.0,111.11,100.0,40.0,404.0,0.0,76.92,37.04,83.33,50.0,50.0,0.0,62.5,52.63,0.0,1000.0,58.82,62.5,0.0,142.86,50.0,41.67,111.11,142.86,1000.0,50.0,40.0,1000.0,33.33,50.0,55.56,90.91,500.0,111.11,125.0,111.11,100.0,1000.0,111.11,58.82,83.33,250.0,166.67,125.0,333.33,166.67,333.33,142.86,166.67,58.82,125.0,250.0,250.0,47.81,166.67,100.4,100.0,125.0,142.86,200.0,200.0,250.0,500.0,76.92,250.0,58.82,250.0,500.0,125.0,55.56,333.33,592.0,47.62,333.33,111.11,500.0,500.0,58.82,142.86,66.67,91.27,100.0,0.0,76.92,111.11,111.11,125.0,25.0,64.24,250.0,0.0,279.0,125.0,0.0
112,35.71,200.0,90.91,125.0,142.86,111.11,333.33,111.11,47.62,200.0,0.0,0.0,166.67,142.86,0.0,31.25,200.0,0.0,200.0,41.6,62.5,111.11,1000.0,1000.0,936.0,32.26,500.0,71.43,500.0,250.0,66.67,50.0,0.0,810.0,111.11,250.0,52.63,90.91,250.0,0.0,83.33,0.0,200.0,231.43,200.0,58.82,330.67,405.0,330.4,100.0,98.67,166.67,0.0,500.0,333.33,200.0,125.0,50.0,90.91,250.0,41.67,40.0,250.0,250.0,26.32,23.81,1000.0,1000.0,1000.0,333.33,41.67,0.0,0.0,37.04,166.67,250.0,250.0,0.0,333.33,500.0,1000.0,0.0,111.11,500.0,0.0,200.0,1000.0,0.0,200.0,0.0,500.0,100.0,500.0,333.33,83.33,0.0,0.0,333.33,0.0,0.0,0.0,166.67,0.0,200.0,166.67,333.33,333.33,334.67,111.11,0.0,500.0,66.67,333.33,50.0,0.0,166.67,55.56,52.63,76.92,33.33,0.0,125.0,500.0,500.0,0.0,0.0,84.33,52.63,43.48,1000.0,100.0,0.0,0.0,90.91,43.48,0.0,0.0,125.0,250.0,83.33
113,142.86,125.0,250.0,125.0,166.67,250.0,111.11,142.86,1000.0,62.5,250.0,125.0,0.0,250.0,250.0,500.0,45.45,100.0,1000.0,318.67,142.86,0.0,90.91,333.33,142.86,1000.0,142.86,76.92,52.63,200.0,83.33,100.0,166.67,62.75,125.0,500.0,250.0,1000.0,234.4,333.33,100.0,40.16,83.33,142.86,142.86,500.0,78.67,200.0,142.86,111.11,1000.0,125.0,76.92,100.0,166.67,333.33,200.0,333.33,250.0,90.91,58.82,142.86,1000.0,25.64,125.0,333.33,125.0,55.56,83.33,166.67,250.0,0.0,76.92,1000.0,166.67,250.0,0.0,333.33,166.67,166.67,111.11,200.0,500.0,200.0,0.0,333.33,200.0,502.0,47.62,111.11,996.0,76.92,200.0,250.0,500.0,200.0,250.0,250.0,200.0,500.0,0.0,76.92,0.0,0.0,333.33,0.0,0.0,199.2,0.0,0.0,142.86,166.67,71.43,66.93,420.0,166.67,47.62,90.91,142.86,200.0,83.33,112.89,83.33,250.0,90.91,100.0,199.2,250.0,125.0,52.63,111.11,0.0,1000.0,66.67,125.0,0.0,0.0,0.0,47.62,500.0
114,100.0,0.0,76.92,500.0,1000.0,0.0,0.0,0.0,166.67,0.0,76.92,0.0,47.62,43.48,90.91,37.04,83.33,91.27,50.0,250.0,333.33,1000.0,41.67,50.0,90.91,0.0,111.11,500.0,500.0,166.67,62.5,1000.0,111.11,332.0,76.92,90.91,41.67,100.0,250.0,2424.0,111.11,250.0,333.33,500.0,38.46,111.11,45.45,166.67,0.0,37.04,83.33,125.0,500.0,0.0,1000.0,0.0,0.0,166.67,0.0,333.33,90.91,125.0,0.0,1000.0,166.67,166.67,0.0,0.0,0.0,0.0,111.11,0.0,0.0,125.0,1000.0,111.11,125.0,1000.0,90.91,0.0,166.67,111.11,45.45,76.92,58.82,200.0,166.67,71.43,250.0,83.33,334.67,83.33,91.27,58.82,90.91,45.45,34.48,62.5,71.43,45.45,76.92,66.67,30.3,333.33,27.78,1000.0,47.62,41.67,166.67,83.33,66.67,142.86,100.0,250.0,111.11,66.67,90.91,125.0,100.0,1000.0,1000.0,49.2,142.86,66.67,0.0,125.0,0.0,290.29,55.56,166.67,1000.0,26.53,55.56,142.86,166.67,500.0,125.5,100.0,71.43,0.0
115,125.0,0.0,0.0,0.0,166.67,0.0,1000.0,142.86,0.0,333.33,166.67,71.43,500.0,111.11,201.6,0.0,52.63,71.14,1000.0,250.0,0.0,43.48,200.0,1000.0,1004.0,76.92,55.56,62.5,500.0,125.5,58.82,0.0,66.67,100.0,83.33,111.11,62.5,66.67,142.86,66.67,66.67,55.56,166.67,47.62,90.91,250.0,58.82,111.11,62.5,200.0,0.0,142.86,142.86,100.0,0.0,0.0,1000.0,0.0,0.0,333.33,500.0,0.0,500.0,333.33,0.0,1000.0,500.0,500.0,250.0,500.0,0.0,166.67,1000.0,250.0,0.0,333.33,250.0,100.0,91.27,62.5,83.33,43.48,45.45,125.0,111.11,200.0,111.11,52.63,66.67,52.63,142.86,90.91,83.0,250.0,83.33,166.67,142.86,333.33,500.0,166.67,200.0,250.0,333.33,27.78,76.92,142.86,111.11,334.67,66.67,55.56,0.0,166.67,1000.0,333.33,71.43,200.0,83.33,45.45,125.0,83.33,1000.0,200.0,0.0,166.67,250.0,83.33,359.33,76.92,250.0,112.44,92.0,111.11,45.45,100.0,50.0,0.0,0.0,142.86,166.67,111.11
116,333.33,142.86,166.67,62.5,125.0,45.45,47.62,71.43,250.0,76.92,200.0,72.29,0.0,500.0,176.67,166.67,0.0,0.0,90.91,43.48,200.0,71.43,58.82,142.86,111.11,52.63,1000.0,250.0,125.0,90.91,71.43,0.0,50.2,76.92,142.86,38.46,333.33,166.67,500.0,0.0,50.0,200.0,90.91,52.63,66.67,142.86,166.67,55.56,500.0,111.11,76.92,0.0,0.0,58.82,71.43,125.0,40.0,0.0,71.43,83.33,0.0,500.0,142.86,45.45,250.0,0.0,111.11,58.82,37.04,55.56,250.0,90.91,71.43,502.0,62.5,52.84,111.11,100.0,166.0,71.43,47.62,83.33,500.0,333.33,111.11,71.43,1000.0,333.33,142.86,1000.0,71.43,251.0,167.33,333.33,500.0,0.0,142.86,333.33,100.0,0.0,142.86,76.92,90.91,76.92,83.33,500.0,66.67,333.33,500.0,100.0,100.0,83.33,142.86,58.82,100.0,500.0,58.82,45.45,166.67,200.0,250.0,76.92,47.62,55.56,126.0,43.48,250.0,90.91,0.0,534.0,178.0,0.0,250.0,76.92,100.0,111.11,76.92,76.92,142.86,125.0
117,41.67,83.33,28.57,125.0,1000.0,90.91,40.0,333.33,47.62,166.67,0.0,124.0,76.92,66.67,101.11,1060.0,125.0,166.67,333.33,100.0,200.0,200.0,333.33,500.0,100.0,111.11,34.48,250.0,37.04,1000.0,55.56,66.67,1000.0,142.86,30.3,200.0,66.67,76.92,66.67,41.67,125.0,100.0,500.0,90.91,500.0,50.0,100.0,83.33,250.0,83.33,0.0,250.0,40.0,200.0,333.33,50.0,142.86,62.5,166.67,55.56,55.56,90.91,43.48,66.67,45.45,52.63,200.0,71.71,200.0,76.92,62.5,1000.0,200.0,32.26,111.11,200.0,250.0,142.86,77.23,100.0,125.0,166.67,333.33,200.0,41.67,166.67,55.56,166.67,166.67,200.0,111.11,31.25,500.0,142.86,43.65,166.67,125.0,166.67,111.11,0.0,125.0,200.0,500.0,166.67,166.67,166.67,166.67,1000.0,125.0,62.5,125.0,142.86,100.0,200.0,200.0,333.33,125.0,200.0,200.0,100.0,333.33,83.33,200.0,0.0,496.0,333.33,0.0,83.33,166.67,202.67,135.0,166.67,47.62,125.0,200.0,500.0,0.0,500.0,47.62,250.0
118,83.33,125.5,166.67,111.11,142.86,166.67,100.0,500.0,333.33,200.0,333.33,134.0,500.0,111.11,43.48,53.53,125.0,62.5,250.0,71.43,142.86,142.86,111.56,125.0,1000.0,500.0,166.67,111.11,333.33,142.86,83.67,500.0,333.33,111.11,334.67,33.33,0.0,0.0,52.63,111.11,55.56,55.56,111.11,62.5,55.56,43.48,100.0,83.33,250.0,333.33,166.67,392.0,280.0,250.0,142.86,142.86,333.33,62.5,90.91,200.0,0.0,200.0,166.67,250.0,142.86,76.92,0.0,100.0,200.0,1000.0,1000.0,0.0,37.04,142.86,0.0,125.0,142.86,500.0,52.63,334.67,166.67,1000.0,34.48,58.82,55.56,500.0,66.67,43.48,166.67,41.67,111.11,52.63,100.0,28.57,100.0,66.67,111.11,30.3,52.63,52.63,45.45,90.91,200.0,45.45,71.43,83.33,47.62,47.62,250.0,90.91,62.5,100.0,52.63,66.67,111.11,386.4,38.46,76.92,200.0,90.91,250.0,55.78,52.63,111.11,67.0,180.0,90.91,0.0,125.0,82.0,55.56,76.92,83.33,200.0,52.63,0.0,250.0,0.0,76.92,0.0
119,200.0,500.0,142.86,125.0,66.67,200.0,166.67,40.0,83.33,251.0,333.33,151.33,259.33,129.67,0.0,33.33,66.67,38.46,166.67,0.0,333.33,250.0,36.89,52.63,1000.0,35.71,111.11,47.62,83.33,0.0,125.0,66.67,100.0,111.11,58.82,34.48,66.67,1000.0,200.0,0.0,500.0,90.91,50.2,200.0,55.56,1000.0,50.0,0.0,34.48,100.0,333.33,0.0,83.33,142.86,100.0,250.0,90.91,333.33,166.67,166.67,333.33,500.0,250.0,45.45,500.0,83.33,100.0,37.04,55.56,71.43,0.0,52.63,200.0,250.0,83.33,111.11,45.45,41.67,250.0,47.62,71.43,76.92,83.33,1000.0,100.0,26.32,0.0,166.67,500.0,76.92,250.0,76.92,142.86,250.0,142.86,142.86,0.0,76.92,333.33,166.67,0.0,125.0,1000.0,90.91,200.0,66.67,0.0,250.0,52.63,76.92,166.67,0.0,111.11,125.0,111.11,55.56,600.0,142.86,76.92,125.0,500.0,98.18,100.0,500.0,1820.0,304.0,1000.0,250.0,195.5,256.0,0.0,167.33,28.57,30.3,52.63,204.0,35.71,0.0,250.0,45.45
120,142.86,76.92,40.0,43.48,90.91,43.48,200.0,125.0,111.11,31.25,200.0,83.33,166.67,142.86,0.0,90.91,41.67,142.86,34.48,333.33,142.86,1000.0,91.27,142.86,166.67,125.0,83.33,1000.0,44.0,70.82,142.86,90.91,71.43,500.0,111.11,333.33,66.67,125.5,500.0,76.92,250.0,111.11,83.33,0.0,45.45,1000.0,66.67,62.5,1000.0,166.67,111.11,0.0,333.33,62.5,200.0,90.91,100.0,37.04,111.11,43.65,200.0,142.86,58.82,40.0,1000.0,166.67,125.0,55.56,200.0,111.11,166.67,66.67,47.62,142.86,50.0,66.67,200.0,1000.0,41.67,200.0,125.0,0.0,90.91,71.43,125.0,90.91,47.62,27.03,71.43,76.92,83.33,55.56,19.61,250.0,40.0,90.91,34.48,50.0,55.56,66.67,40.0,142.86,43.48,1000.0,50.0,0.0,19.61,90.91,200.0,25.0,83.33,62.5,37.04,43.48,52.63,71.43,47.27,200.0,27.78,66.67,250.0,67.41,41.67,125.0,71.43,164.0,0.0,200.0,72.67,250.0,0.0,110.67,43.48,76.92,76.92,0.0,250.0,71.43,125.0,142.86
121,71.43,333.33,50.0,251.0,142.86,200.0,250.0,100.0,58.82,250.0,690.0,0.0,333.33,250.0,83.33,58.82,0.0,111.11,100.0,76.92,250.0,250.0,500.0,250.0,142.86,83.33,83.33,142.86,292.67,292.67,1000.0,166.67,62.5,38.46,47.62,142.86,62.5,83.33,1000.0,111.11,1000.0,1000.0,62.5,71.43,100.0,62.5,50.0,142.86,58.82,76.92,62.5,100.0,333.33,200.0,245.5,111.11,333.33,62.5,1000.0,142.86,100.4,200.0,71.43,250.0,125.0,200.0,250.0,90.91,111.11,100.0,83.33,111.11,333.33,250.0,76.92,166.67,33.33,76.92,0.0,43.48,83.33,90.91,125.0,250.0,0.0,71.43,166.67,66.67,0.0,62.5,125.0,24.39,142.86,83.33,111.11,200.0,100.0,100.0,0.0,58.82,1000.0,166.67,125.0,40.0,1000.0,83.33,66.67,500.0,47.62,0.0,166.67,100.0,47.62,333.33,52.63,76.92,35.56,30.42,183.11,142.86,200.0,0.0,250.0,200.0,142.86,59.08,0.0,250.0,98.57,66.67,0.0,111.11,200.0,0.0,62.5,0.0,443.5,100.0,461.33,167.33
122,125.0,35.71,500.0,41.67,76.92,33.33,50.0,55.56,333.33,41.67,89.47,100.0,27.78,41.67,0.0,31.25,66.67,112.44,250.0,100.0,55.56,200.0,996.0,37.04,58.82,0.0,333.33,274.0,142.86,125.0,50.0,0.0,50.0,66.67,333.33,83.33,0.0,125.0,45.45,333.33,0.0,38.46,90.91,500.0,0.0,225.6,55.56,125.0,100.0,0.0,76.92,125.0,100.0,52.63,250.0,33.33,250.0,0.0,52.63,166.67,500.0,0.0,333.33,45.45,0.0,1000.0,24.39,83.33,76.92,66.67,250.0,500.0,500.0,142.86,58.82,142.86,500.0,0.0,35.71,66.67,111.11,45.45,142.86,333.33,142.86,333.33,111.11,333.33,500.0,91.27,142.86,333.33,200.0,62.5,100.0,500.0,111.11,333.33,500.0,250.0,43.48,500.0,76.92,142.86,58.82,0.0,90.91,35.71,0.0,90.91,166.67,500.0,33.47,0.0,142.86,31.25,500.0,166.67,752.0,500.0,200.0,256.0,125.0,1000.0,250.0,0.0,0.0,58.82,29.52,83.33,0.0,76.92,1544.0,1228.0,120.0,0.0,35.71,175.0,199.33,125.0
123,35.71,90.91,76.92,500.0,0.0,166.67,58.82,0.0,200.0,76.92,43.3,111.11,0.0,200.0,125.0,0.0,200.0,43.48,62.92,250.0,250.0,50.0,46.4,128.0,90.91,1000.0,1000.0,124.33,502.0,0.0,0.0,40.0,333.33,333.33,83.33,76.92,71.43,1000.0,41.83,100.0,86.67,94.67,0.0,125.0,30.3,80.92,166.67,500.0,166.67,100.0,166.67,500.0,111.11,0.0,250.0,0.0,0.0,166.67,0.0,35.71,90.91,83.67,125.0,76.92,50.0,100.0,0.0,250.0,55.56,58.82,43.48,90.91,66.67,71.43,62.5,100.0,125.0,333.33,100.0,83.33,71.43,125.0,58.82,200.0,100.0,166.67,40.0,27.03,100.0,33.33,250.0,55.56,30.3,125.0,38.46,41.67,40.0,83.33,83.33,45.45,166.67,90.91,90.91,83.33,111.11,40.0,76.92,142.86,76.92,40.0,125.0,0.0,99.6,153.5,500.0,50.0,0.0,58.89,27.27,217.6,0.0,333.33,72.63,125.09,0.0,142.86,62.5,43.48,55.56,1000.0,76.92,125.0,97.14,43.48,76.92,17.54,0.0,249.0,30.3,688.0
124,333.33,83.33,0.0,90.91,500.0,76.92,200.0,100.0,58.82,111.11,502.0,250.0,100.0,250.0,0.0,200.0,500.0,250.0,142.29,0.0,0.0,142.86,66.67,132.0,500.0,66.67,67.47,100.0,200.0,333.33,100.0,125.0,71.43,500.0,90.91,62.5,369.71,40.0,166.0,1000.0,52.4,50.82,0.0,0.0,124.89,0.0,0.0,100.0,0.0,49.39,71.43,0.0,0.0,250.0,500.0,47.62,0.0,250.0,47.62,125.0,55.56,100.0,166.67,52.63,500.0,142.86,50.0,83.33,200.0,58.82,111.11,200.0,100.0,333.33,142.86,125.0,62.5,55.56,37.04,166.67,200.0,47.62,500.0,1000.0,125.0,55.56,83.33,1000.0,200.0,125.0,200.0,250.0,71.43,90.91,200.0,111.11,166.67,111.11,500.0,83.33,166.67,90.91,250.0,166.67,125.0,45.45,250.0,66.67,55.56,58.82,83.33,49.14,690.0,40.95,358.67,0.0,43.48,0.0,218.4,100.0,1376.0,500.0,206.67,27.78,333.33,0.0,0.0,58.82,200.0,45.45,0.0,66.67,55.56,55.56,90.91,0.0,100.0,40.0,0.0,64.73
125,55.56,47.62,66.67,37.04,71.43,52.63,250.0,34.48,83.33,83.33,333.33,32.26,333.33,125.0,76.92,0.0,500.0,1000.0,0.0,41.67,125.0,111.11,72.29,43.48,166.67,187.43,140.36,91.27,142.86,58.82,62.5,333.33,250.0,111.11,66.67,0.0,0.0,76.92,0.0,111.11,71.43,0.0,37.04,63.37,116.44,334.67,111.11,50.0,0.0,261.0,71.43,111.11,30.3,50.0,500.0,90.91,52.63,66.67,76.92,200.0,166.67,125.0,41.67,76.92,52.63,1000.0,58.82,71.43,200.0,142.86,76.92,111.11,71.43,32.26,30.3,58.82,500.0,100.0,250.0,90.91,166.67,41.67,166.67,52.63,90.91,76.92,125.0,100.0,71.43,333.33,83.33,142.86,166.67,250.0,200.0,0.0,55.56,90.91,76.92,200.0,71.43,125.0,37.04,333.33,333.33,90.91,0.0,250.0,200.0,125.0,500.0,26.16,61.64,70.29,154.0,0.0,142.86,200.0,28.38,164.57,154.91,0.0,166.67,47.62,142.86,250.0,0.0,166.67,30.3,0.0,62.5,82.77,111.11,200.0,34.48,111.11,0.0,27.03,100.0,329.33
126,90.91,83.33,58.82,111.11,43.48,0.0,62.5,71.71,66.67,166.67,76.92,0.0,166.67,333.33,200.0,100.0,55.56,50.0,1000.0,45.45,71.43,500.0,66.67,333.33,66.78,149.71,0.0,199.2,0.0,0.0,0.0,500.0,20.72,55.56,111.11,50.0,250.0,90.91,125.0,0.0,200.0,125.0,90.91,66.67,0.0,142.29,62.5,224.0,202.4,83.33,50.3,200.0,502.0,250.0,0.0,251.0,500.0,250.0,200.0,58.82,1000.0,333.33,40.0,71.43,40.0,166.67,200.0,66.67,125.0,166.67,142.86,500.0,111.11,50.0,142.86,166.67,62.5,167.33,500.0,0.0,200.0,66.67,0.0,0.0,333.33,333.33,500.0,333.33,500.0,0.0,0.0,500.0,0.0,0.0,250.0,1000.0,0.0,333.33,142.86,250.0,1000.0,50.0,1000.0,1000.0,500.0,250.0,200.0,500.0,0.0,55.56,111.11,0.0,83.33,116.0,27.03,58.82,166.67,333.33,250.0,30.3,0.0,0.0,200.0,83.33,0.0,40.0,142.86,166.67,333.33,333.33,0.0,83.33,0.0,1000.0,500.0,166.67,1000.0,0.0,0.0,100.0
127,333.33,0.0,43.48,1000.0,142.86,200.0,142.86,90.91,71.43,250.0,200.0,333.33,47.62,333.33,100.0,200.0,142.86,62.5,62.5,112.44,250.0,142.86,1000.0,0.0,131.0,200.0,25.0,47.62,0.0,142.86,71.43,125.0,964.0,166.67,142.86,0.0,1000.0,250.0,52.63,155.79,83.33,71.43,500.0,200.0,333.33,500.0,137.0,27.08,17.79,55.56,170.0,167.33,76.92,1000.0,500.0,250.0,111.11,333.33,1000.0,1000.0,0.0,50.0,200.0,0.0,47.62,250.0,100.0,71.43,166.67,200.0,66.67,500.0,200.0,500.0,142.86,0.0,1000.0,996.0,33.33,0.0,0.0,200.0,45.45,55.56,100.0,0.0,166.67,55.56,33.47,90.91,27.78,35.71,41.67,142.86,50.0,50.0,1000.0,58.82,71.43,71.43,45.45,125.0,90.91,250.0,166.67,166.67,333.33,76.92,125.0,47.62,100.0,100.0,0.0,250.0,0.0,0.0,83.33,90.91,166.67,200.0,0.0,100.0,166.67,125.0,58.82,100.0,0.0,500.0,125.0,0.0,1000.0,1156.0,0.0,125.0,71.43,100.0,333.33,200.0,0.0,166.67
128,111.11,76.92,250.0,83.33,200.0,111.11,200.0,1000.0,100.0,200.0,111.11,58.82,0.0,0.0,66.67,100.0,142.86,71.43,0.0,250.0,90.91,170.67,333.33,76.92,1000.0,100.0,111.11,100.4,45.45,66.67,83.33,0.0,1000.0,200.0,111.11,500.0,62.5,1000.0,142.86,500.0,1000.0,125.0,71.43,100.4,200.0,0.0,500.0,472.0,111.11,66.67,0.0,0.0,500.0,100.0,500.0,83.33,125.0,250.0,71.43,200.0,166.67,1000.0,83.33,166.67,142.86,250.0,43.48,76.92,90.91,66.67,166.67,125.0,58.82,0.0,43.48,71.43,50.0,77.23,100.0,55.56,50.0,71.43,83.33,66.67,37.04,62.25,62.5,111.11,71.43,83.33,35.71,47.62,45.45,47.62,41.67,90.91,100.0,45.45,100.0,142.86,33.47,76.92,100.0,111.11,29.41,111.11,142.86,17.54,50.0,500.0,32.26,71.43,200.0,45.45,333.33,34.48,0.0,500.0,200.0,31.25,500.0,0.0,500.0,333.33,90.91,100.0,1000.0,200.0,166.67,77.23,66.67,35.71,166.67,500.0,500.0,83.33,1000.0,166.67,100.0,66.67
