stat_bytes_used,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
45,304609542144,305249173504,296975716352,283632103424,301789732864,327124475904,230394482688,325785423872,294846529536,334591889408,256910622720,290111307776,282674716672,335683723264,353775472640,267468591104,290722766848,263168401408,342004846592,301181796352,285262372864,287517724672,322213269504,330234290176,289298452480,270971355136,296926068736,377322401792,276359151616,317347840000,269530787840,274419871744,301302022144,318079737856,307483930624,294179852288,287027838976,346442313728,342325469184,264126570496
46,304609542144,305249132544,296975716352,283632103424,301789732864,327124475904,230394482688,325785423872,294846529536,334591889408,256910622720,290111307776,282674716672,335685820416,353775472640,267468591104,290722766848,263168401408,342004846592,301181796352,285262372864,287517724672,322213269504,330234290176,289298452480,270971355136,296926068736,377322401792,276359151616,317347840000,269530787840,274421997568,301302022144,318079737856,307483930624,294179852288,287027838976,346442313728,342327541760,264126570496
47,304609542144,305250205696,296975691776,283632103424,301789732864,327124475904,230394482688,325785423872,294846529536,334591889408,256910622720,290111307776,282674978816,335685820416,353775472640,267456434176,290715701248,263168401408,342004846592,301181796352,285255581696,287517724672,322213269504,330234290176,289298452480,270971355136,296926068736,377322401792,276359151616,317341204480,269530787840,274421997568,301302022144,318079737856,307483930624,294179852288,287027838976,346442313728,342327541760,264126570496
48,304609542144,305250205696,296975691776,283632103424,301789732864,327124475904,230394482688,325785423872,294846529536,334591889408,256910622720,290111307776,282674978816,335685820416,353777573888,267456434176,290715701248,263168401408,342004846592,301181796352,285255581696,287517724672,322213269504,330234290176,289298452480,270971355136,296926068736,377322401792,276359151616,317341204480,269530787840,274421997568,301302022144,318079700992,307483930624,294180900864,287027838976,346442313728,342327541760,264126570496
49,304609542144,305250205696,296977817600,283632103424,301789732864,327124439040,230394482688,325785423872,294846529536,334591889408,256910622720,290111307776,282675503104,335685820416,353777573888,267456978944,290715701248,263168401408,342006947840,301181796352,285255581696,287517724672,322213269504,330234290176,289298415616,270971355136,296926068736,377322401792,276359151616,317341204480,269530787840,274421997568,301302022144,318079700992,307483930624,294180900864,287027838976,346442313728,342327541760,264126570496
50,304609542144,305250205696,296977817600,283632103424,301789732864,327124439040,230394482688,325785423872,294846492672,334591889408,256910622720,290101112832,282675503104,335685820416,353777573888,267456978944,290715701248,263172632576,342006947840,301181796352,285255581696,287517724672,322213269504,330238521344,289298415616,270971355136,296926068736,377322401792,276360200192,317341708288,269530787840,274421997568,301302022144,318079700992,307483930624,294180900864,287027838976,346442313728,342327541760,264126570496
51,304609542144,305250205696,296977817600,283632103424,301789732864,327124439040,230394482688,325785423872,294846492672,334591889408,256910622720,290101112832,282675503104,335685820416,353777573888,267458031616,290715701248,263172632576,342006947840,301181796352,285255581696,287517724672,322213269504,330238521344,289298415616,270971355136,296926068736,377326632960,276360200192,317341708288,269530787840,274421997568,301302022144,318079700992,307483930624,294180900864,287027838976,346442313728,342327541760,264126570496
52,304609542144,305252311040,296977817600,283632103424,301789732864,327124439040,230398713856,325785423872,294846492672,334591889408,256910622720,290101112832,282675503104,335685820416,353777545216,267458031616,290715701248,263172632576,342006947840,301181796352,285255581696,287517724672,322217500672,330238521344,289298415616,270971355136,296926068736,377326632960,276360200192,317341708288,269530787840,274421968896,301302022144,318079700992,307483930624,294180900864,287027838976,346436186112,342327541760,264126570496
53,304610377728,305252311040,296977817600,283632103424,301789732864,327124439040,230398676992,325785423872,294846492672,334591889408,256910622720,290102120448,282676531200,335685820416,353777545216,267458031616,290713636864,263172632576,342006947840,301181796352,285255581696,287517724672,322217500672,330238521344,289298415616,270973480960,296926068736,377326632960,276360200192,317342756864,269530787840,274421968896,301306253312,318079700992,307483930624,294183026688,287027838976,346436186112,342327541760,264126570496
54,304610377728,305252311040,296977817600,283632103424,301789564928,327124439040,230398676992,325785423872,294846492672,334591889408,256910622720,290102120448,282676531200,335685820416,353777545216,267458031616,290713636864,263172632576,342006919168,301180977152,285255581696,287517724672,322217463808,330238521344,289298415616,270973480960,296926068736,377326632960,276360200192,317342756864,269530787840,274421968896,301306253312,318079700992,307483930624,294183026688,287027838976,346436186112,342327541760,264119922688
55,304610377728,305252311040,296977817600,283632103424,301789564928,327124439040,230398676992,325785423872,294846492672,334591889408,256910622720,290102120448,282676531200,335690014720,353777545216,267458031616,290713636864,263172595712,342006919168,301180977152,285256630272,287517724672,322217463808,330238521344,289298415616,270973480960,296926068736,377326632960,276362326016,317342756864,269530787840,274421968896,301306253312,318079700992,307476856832,294183026688,287027838976,346436186112,342327541760,264119922688
56,304610377728,305252311040,296977817600,283632103424,301777416192,327124439040,230398676992,325785423872,294846492672,334591889408,256910622720,290102120448,282676531200,335690014720,353777545216,267458031616,290713636864,263172595712,342006919168,301180977152,285256630272,287517724672,322217463808,330238484480,289298415616,270973452288,296926068736,377326632960,276362326016,317342756864,269530787840,274421968896,301306253312,318079700992,307476856832,294183026688,287027838976,346437238784,342327541760,264119922688
57,304603447296,305252311040,296977788928,283632103424,301777416192,327117377536,230398676992,325785423872,294846492672,334591889408,256910622720,290102120448,282676531200,335690014720,353777545216,267458031616,290713636864,263172595712,342006919168,301180977152,285256630272,287517724672,322217463808,330238484480,289298415616,270973452288,296926068736,377326632960,276362326016,317342756864,269530787840,274421968896,301306253312,318079700992,307476856832,294183026688,287027838976,346437238784,342327541760,264120426496
58,304603447296,305252311040,296977788928,283632103424,301777416192,327117377536,230398676992,325785423872,294846492672,334585249792,256910622720,290102120448,282676531200,335690014720,353777545216,267458007040,290713636864,263172595712,342006919168,301180977152,285256630272,287517724672,322217463808,330238484480,289298415616,270973452288,296930299904,377326632960,276362326016,317342756864,269530787840,274421968896,301306216448,318079700992,307476856832,294183026688,287028666368,346437238784,342331736064,264120426496
59,304603406336,305252278272,296977788928,283632103424,301777416192,327117377536,230398676992,325785423872,294846492672,334585249792,256910622720,290102120448,282676531200,335690014720,353777545216,267458007040,290713636864,263172595712,342006919168,301172789248,285256630272,287517724672,322217463808,330238484480,289298415616,270973452288,296930299904,377326632960,276362297344,317344854016,269530787840,274421968896,301306216448,318079700992,307477364736,294183026688,287028666368,346437238784,342331736064,264120426496
60,304603406336,305252278272,296977788928,283632103424,301778993152,327117516800,230398676992,325785423872,294846492672,334585249792,256904511488,290102120448,282676531200,335690014720,353777545216,267458007040,290713636864,263172595712,342006919168,301172789248,285256630272,287517724672,322217463808,330238484480,289298415616,270973452288,296930299904,377326596096,276362297344,317344854016,269530787840,274421968896,301306216448,318079700992,307477364736,294183026688,287028666368,346437238784,342331736064,264120426496
61,304603406336,305252278272,296977788928,283632103424,301778993152,327117516800,230398676992,325787049984,294846492672,334585774080,256904511488,290104246272,282676531200,335690014720,353777545216,267460132864,290713636864,263172595712,342006919168,301172789248,285256630272,287511609344,322217463808,330238484480,289298415616,270973452288,296930299904,377326596096,276362297344,317344854016,269530787840,274421968896,301306216448,318079700992,307477364736,294183026688,287028666368,346437238784,342331736064,264121475072
62,304603406336,305252278272,296977788928,283632103424,301778993152,327118323712,230398676992,325787049984,294846492672,334585774080,256904511488,290104246272,282676531200,335690014720,353777545216,267460132864,290713636864,263172595712,342006919168,301172789248,285256630272,287511609344,322217463808,330238484480,289298415616,270973452288,296930299904,377326596096,276362297344,317344854016,269530787840,274421968896,301306216448,318079700992,307477364736,294182998016,287028666368,346437214208,342331736064,264121475072
63,304603406336,305252278272,296977788928,283632103424,301778993152,327118323712,230398676992,325787049984,294846492672,334585774080,256904511488,290104246272,282676531200,335690014720,353781776384,267460132864,290713612288,263172595712,342006919168,301172789248,285256630272,287511609344,322217463808,330238484480,289298415616,270973452288,296930299904,377326596096,276362297344,317344854016,269530787840,274426200064,301306216448,318079700992,307477364736,294182998016,287021727744,346437214208,342331736064,264121475072
64,304604454912,305252278272,296977788928,283632103424,301778968576,327118323712,230398676992,325787738112,294846492672,334585774080,256904511488,290104246272,282678657024,335690014720,353781776384,267460132864,290713612288,263172595712,342011150336,301172764672,285256630272,287511609344,322217463808,330238484480,289298415616,270973452288,296930263040,377326596096,276362297344,317344854016,269530787840,274426200064,301306216448,318079602688,307477868544,294182998016,287021727744,346437214208,342331736064,264121475072
65,304604454912,305252278272,296977788928,283632103424,301778968576,327118323712,230398676992,325787738112,294846492672,334585774080,256904511488,290104246272,282678628352,335690014720,353781776384,267460132864,290715738112,263172595712,342011150336,301172764672,285258727424,287511609344,322217463808,330238484480,289298415616,270973452288,296930263040,377327280128,276362297344,317344854016,269530787840,274426200064,301306216448,318079602688,307477868544,294182998016,287021727744,346437214208,342331736064,264121475072
66,304604454912,305252278272,296977788928,283632103424,301778968576,327118323712,230398676992,325776355328,294846492672,334586826752,256904511488,290104217600,282678628352,335690014720,353781739520,267460132864,290715738112,263172595712,342011150336,301172764672,285258727424,287511609344,322217463808,330238484480,289298415616,270973452288,296930263040,377327280128,276362297344,317344854016,269530787840,274426200064,301306216448,318079602688,307477868544,294182998016,287021727744,346437214208,342331736064,264121475072
67,304604454912,305252278272,296981983232,283632103424,301778968576,327119376384,230398676992,325776355328,294846492672,334586826752,256905564160,290104217600,282678628352,335690014720,353781739520,267460132864,290715738112,263172595712,342011150336,301172764672,285258727424,287511609344,322217463808,330231848960,289298415616,270973452288,296930263040,377327280128,276362297344,317344854016,269524135936,274426200064,301306216448,318079602688,307477868544,294182998016,287021727744,346437214208,342331736064,264121475072
68,304604454912,305252278272,296981983232,283625451520,301778968576,327119376384,230398676992,325776355328,294846492672,334586826752,256905564160,290104217600,282678628352,335690014720,353781739520,267460132864,290715738112,263172595712,342011113472,301174890496,285258727424,287511609344,322217463808,330231848960,289300168704,270973452288,296930263040,377320480768,276362297344,317344854016,269524135936,274426200064,301306216448,318074654720,307477868544,294182998016,287022755840,346437214208,342331736064,264121475072
69,304604454912,305256509440,296981983232,283625451520,301778968576,327119376384,230398676992,325776355328,294839418880,334586826752,256905564160,290104217600,282678628352,335690014720,353781739520,267460104192,290715738112,263172595712,342011113472,301174890496,285258727424,287511609344,322217463808,330231848960,289300168704,270977683456,296930263040,377320480768,276362297344,317344854016,269524680704,274426163200,301306216448,318074654720,307478917120,294182998016,287022755840,346437214208,342331736064,264121475072
70,304604454912,305256509440,296981983232,283625451520,301778968576,327119376384,230398676992,325776355328,294839853056,334586826752,256905564160,290104217600,282678628352,335690014720,353781739520,267460104192,290715738112,263172595712,342011113472,301174890496,285258727424,287511609344,322217463808,330231848960,289300168704,270977683456,296930263040,377320480768,276362297344,317344854016,269524680704,274426163200,301306216448,318074654720,307478917120,294182998016,287022755840,346437214208,342331736064,264121475072
71,304604454912,305256509440,296981983232,283625451520,301781094400,327119376384,230398676992,325778452480,294839853056,334586826752,256905564160,290104217600,282678628352,335690014720,353781739520,267460104192,290715738112,263172595712,342011113472,301174890496,285258727424,287512637440,322217463808,330231848960,289300168704,270977683456,296930263040,377320480768,276362297344,317344854016,269524680704,274426163200,301306216448,318074654720,307478917120,294187229184,287022755840,346439311360,342331736064,264121475072
72,304604454912,305256509440,296981983232,283625451520,301781094400,327119351808,230398676992,325778452480,294840356864,334586826752,256905539584,290104217600,282678628352,335690014720,353781739520,267460104192,290715709440,263172595712,342011113472,301174890496,285258727424,287512637440,322217463808,330232373248,289300168704,270977683456,296930263040,377320480768,276362297344,317344854016,269524680704,274426163200,301306216448,318074630144,307478917120,294187229184,287022755840,346439311360,342331736064,264123600896
73,304604454912,305256509440,296981983232,283625996288,301781094400,327119351808,230398676992,325778452480,294840356864,334586826752,256905539584,290104217600,282678628352,335690014720,353781739520,267460104192,290715709440,263172595712,342011113472,301174861824,285258727424,287512637440,322217463808,330232373248,289286643712,270977683456,296930263040,377321508864,276362297344,317344854016,269524680704,274426163200,301306216448,318074630144,307478917120,294187229184,287022755840,346439311360,342331736064,264123600896
74,304604454912,305256472576,296981983232,283627024384,301781094400,327119351808,230398676992,325778452480,294840356864,334588932096,256905539584,290104217600,282678628352,335690014720,353781739520,267460104192,290715709440,263172595712,342011113472,301174861824,285258727424,287512637440,322211356672,330232373248,289286643712,270977683456,296930263040,377321508864,276362297344,317344854016,269524680704,274426163200,301306216448,318074630144,307478917120,294187192320,287022755840,346439311360,342331736064,264123600896
75,304606552064,305256472576,296981983232,283627024384,301781094400,327119351808,230398676992,325778452480,294840356864,334588932096,256905539584,290104217600,282678628352,335689379840,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287512637440,322211356672,330232373248,289286643712,270977683456,296930263040,377321508864,276362297344,317344854016,269524680704,274426163200,301306216448,318074630144,307478917120,294187192320,287022755840,346439311360,342331736064,264123600896
76,304606552064,305256472576,296981983232,283627024384,301781065728,327119351808,230398676992,325778452480,294840356864,334588932096,256905539584,290104217600,282678628352,335689379840,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287512637440,322211356672,330232373248,289286643712,270977683456,296930263040,377321508864,276366528512,317344854016,269524680704,274426163200,301306216448,318074630144,307478917120,294187192320,287022755840,346439311360,342331736064,264123600896
77,304606552064,305256472576,296981983232,283627024384,301781065728,327119351808,230398676992,325778452480,294841430016,334588932096,256905539584,290104217600,282678628352,335689379840,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287514734592,322211356672,330233425920,289286643712,270977683456,296930263040,377321508864,276366528512,317344854016,269525733376,274426163200,301306216448,318076727296,307478917120,294187192320,287022755840,346439311360,342331736064,264123572224
78,304606552064,305256472576,296981983232,283627024384,301781065728,327121477632,230398676992,325778452480,294841430016,334588932096,256905539584,290104217600,282678628352,335689379840,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287514734592,322211356672,330233425920,289287696384,270977646592,296930263040,377321508864,276366528512,317349085184,269525733376,274426163200,301306216448,318076727296,307481042944,294187192320,287022755840,346439311360,342331736064,264123572224
79,304606552064,305256472576,296981983232,283627024384,301781065728,327121477632,230398676992,325778452480,294841430016,334588932096,256907636736,290104217600,282678628352,335689379840,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287514734592,322212409344,330233425920,289287696384,270977646592,296930263040,377321508864,276366528512,317349085184,269525733376,274426163200,301306216448,318076727296,307481042944,294187192320,287024852992,346439311360,342331736064,264123572224
80,304606552064,305256472576,296981983232,283627024384,301781065728,327121477632,230398676992,325778452480,294841430016,334588899328,256907636736,290104217600,282678628352,335678570496,353781739520,267460104192,290715709440,263165542400,342011113472,301174861824,285258727424,287514734592,322212409344,330233425920,289287696384,270977646592,296930263040,377321508864,276366528512,317349085184,269525733376,274426163200,301295501312,318076727296,307481014272,294187192320,287024852992,346439311360,342331736064,264123572224
81,304606552064,305256472576,296981983232,283627024384,301781065728,327121477632,230398676992,325778452480,294841430016,334588899328,256907636736,290104217600,282678628352,335678570496,353781739520,267460104192,290715709440,263166488576,342011113472,301174861824,285262958592,287514734592,322212409344,330233425920,289287696384,270977646592,296930263040,377323634688,276366528512,317349085184,269525733376,274426163200,301295501312,318076727296,307481014272,294187192320,287024852992,346439311360,342325616640,264123572224
82,304606552064,305256472576,296981983232,283627024384,301781065728,327121477632,230398676992,325778452480,294841430016,334588899328,256907636736,290108448768,282678628352,335679643648,353781739520,267460104192,290719940608,263166488576,342011944960,301174861824,285262958592,287514734592,322212409344,330233425920,289287696384,270977646592,296930263040,377323634688,276366528512,317349085184,269525708800,274426163200,301295501312,318076727296,307481014272,294187192320,287024852992,346439311360,342325616640,264123572224
83,304606552064,305256472576,296981983232,283627024384,301781065728,327121448960,230398676992,325778452480,294841430016,334588899328,256907636736,290108448768,282682859520,335679643648,353775099904,267460104192,290719940608,263166488576,342011944960,301174861824,285262958592,287514734592,322212409344,330233401344,289287696384,270977646592,296930263040,377323634688,276366491648,317349085184,269525708800,274426163200,301295501312,318076727296,307481014272,294187192320,287024852992,346439311360,342325616640,264123572224
