stat_bytes_avail,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
176,694903472128,694255640576,702534184960,715875815424,697728950272,672388575232,769121013760,673729482752,704661438464,664924295168,742597300224,709405806592,716832509952,663822548992,645726187520,732050964480,708794290176,736345047040,657496797184,698335227904,714256961536,711995887616,677299494912,669279780864,710215176192,728534540288,702581669888,622189568000,723151720448,682163068928,729977131008,725090050048,698205786112,681438998528,692033146880,705324929024,712485715968,653072486400,657176190976,735386849280
177,694903472128,694255640576,702529953792,715875815424,697728950272,672386449408,769121013760,673729482752,704661438464,664924295168,742597300224,709403709440,716831436800,663822548992,645726187520,732050964480,708794290176,736345047040,657496797184,698335227904,714256961536,711995887616,677299494912,669279780864,710215176192,728534540288,702581706752,622189568000,723149647872,682163068928,729977131008,725090050048,698205786112,681438998528,692033146880,705324929024,712491847680,653072486400,657176190976,735386849280
178,694903472128,694255640576,702529953792,715875815424,697728950272,672386449408,769121013760,673729482752,704661438464,664924295168,742597300224,709403709440,716831436800,663829823488,645726187520,732049891328,708794290176,736340815872,657496797184,698333102080,714256961536,711995887616,677299494912,669279780864,710215176192,728534540288,702581706752,622189568000,723149647872,682163068928,729977131008,725090050048,698205786112,681438998528,692033146880,705324929024,712491847680,653072486400,657186676736,735386849280
179,694903472128,694255640576,702529953792,715875815424,697728950272,672386449408,769121013760,673729482752,704661438464,664924295168,742597300224,709403709440,716831436800,663829823488,645738041344,732049891328,708792217600,736340815872,657496797184,698333102080,714254835712,712002002944,677299519488,669279780864,710215176192,728534540288,702581706752,622185336832,723149647872,682163068928,729977131008,725090050048,698205786112,681438998528,692033146880,705324929024,712491847680,653068255232,657186676736,735393751040
180,694903472128,694255640576,702529990656,715875815424,697728950272,672386449408,769118887936,673729482752,704661438464,664924295168,742597300224,709403709440,716831436800,663829823488,645738041344,732049891328,708792217600,736340815872,657496797184,698333102080,714254864384,712002002944,677299519488,669277655040,710215176192,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725090050048,698205786112,681436872704,692033146880,705324929024,712491847680,653068255232,657186676736,735393751040
181,694903472128,694255640576,702529990656,715875815424,697728950272,672386449408,769118887936,673729482752,704661438464,664924295168,742597300224,709403709440,716831436800,663829823488,645738041344,732049891328,708792217600,736340815872,657496797184,698333102080,714254864384,712002002944,677299519488,669277655040,710215176192,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725090050048,698205786112,681436872704,692033146880,705320697856,712491847680,653068255232,657186676736,735393751040
182,694903472128,694251409408,702529990656,715877974016,697728950272,672386478080,769118887936,673729482752,704672092160,664924295168,742597300224,709403709440,716829364224,663828291584,645738041344,732049891328,708792217600,736340815872,657496797184,698333130752,714254864384,712002002944,677299519488,669277655040,710215176192,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725090050048,698205786112,681436872704,692033146880,705320697856,712490774528,653068255232,657186676736,735393751040
183,694903472128,694251409408,702529990656,715877974016,697728950272,672386478080,769118887936,673729482752,704672092160,664924295168,742597300224,709403709440,716829364224,663828291584,645738041344,732049891328,708792217600,736340815872,657506803712,698333130752,714254864384,712002002944,677299519488,669277683712,710222077952,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725090050048,698205786112,681436872704,692031045632,705320697856,712490774528,653068255232,657186717696,735393751040
184,694903496704,694251409408,702529990656,715877974016,697728950272,672386478080,769118887936,673729482752,704672092160,664924295168,742597300224,709403709440,716829364224,663828291584,645737558016,732049915904,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710222077952,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725090050048,698205786112,681436872704,692031045632,705320697856,712490774528,653068255232,657186717696,735393751040
185,694903496704,694251409408,702529990656,715888168960,697728950272,672386478080,769118916608,673729482752,704672092160,664924295168,742597300224,709403709440,716829364224,663828291584,645737558016,732049915904,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710222077952,728534540288,702581706752,622185373696,723149647872,682163068928,729977131008,725085818880,698205786112,681436901376,692031045632,705320697856,712490774528,653068255232,657186717696,735393488896
186,694903496704,694251409408,702529990656,715888168960,697726853120,672386478080,769118916608,673729482752,704672092160,664924295168,742597300224,709403709440,716829364224,663828291584,645737558016,732049915904,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710221291520,728534540288,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698205786112,681436901376,692031045632,705320697856,712490774528,653068255232,657186172928,735393488896
187,694903496704,694251446272,702529990656,715888168960,697726853120,672386478080,769118916608,673729482752,704671588352,664924295168,742597300224,709403709440,716829364224,663828291584,645737558016,732049915904,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710221291520,728534540288,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212876288,681436901376,692031045632,705320697856,712490799104,653068255232,657186172928,735393488896
188,694903496704,694251446272,702529990656,715888168960,697726853120,672386478080,769118916608,673729482752,704671588352,664924295168,742597300224,709403709440,716829364224,663826165760,645737558016,732049915904,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710221312000,728534540288,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212876288,681436901376,692031074304,705320697856,712490799104,653068292096,657186172928,735393488896
189,694901399552,694251446272,702529990656,715888168960,697726853120,672386478080,769118916608,673729482752,704671588352,664924295168,742597300224,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677299519488,669277683712,710221312000,728530309120,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212421632,681436901376,692031074304,705320697856,712490799104,653068292096,657185120256,735393488896
190,694901399552,694251446272,702529990656,715887644672,697726853120,672386478080,769118916608,673729482752,704671588352,664924295168,742597300224,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677297393664,669277683712,710221312000,728530309120,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212421632,681436901376,692031074304,705320697856,712490799104,653068292096,657185120256,735392985088
191,694901399552,694251446272,702529990656,715887644672,697726853120,672386478080,769118916608,673729482752,704671588352,664920064000,742597300224,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677297393664,669277683712,710221312000,728530309120,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212421632,681436901376,692031074304,705320697856,712490799104,653068292096,657185120256,735392985088
192,694901399552,694251446272,702529990656,715887644672,697726853120,672386478080,769118916608,673729482752,704670539776,664920064000,742597300224,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677297393664,669277683712,710221312000,728530309120,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698212421632,681436901376,692031074304,705320734720,712490799104,653068292096,657185120256,735392985088
193,694901399552,694251446272,702529990656,715887644672,697726853120,672386478080,769118916608,673725288448,704670539776,664920064000,742597300224,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657506803712,698333130752,714254864384,712000974848,677297393664,669277683712,710221312000,728530345984,702581706752,622185373696,723149647872,682158874624,729977131008,725085818880,698211897344,681436901376,692031074304,705320734720,712490799104,653068292096,657185120256,735392985088
194,694901399552,694251446272,702529990656,715887644672,697726853120,672386478080,769118916608,673725288448,704670539776,664920064000,742603939840,709403709440,716829364224,663826165760,645736484864,732047790080,708792217600,736340852736,657505730560,698333130752,714254864384,711998849024,677297393664,669277683712,710221312000,728530345984,702581706752,622185373696,723149647872,682158874624,729977131008,725085855744,698211897344,681436901376,692031074304,705320734720,712490799104,653068292096,657185120256,735391936512
195,694901399552,694251446272,702529990656,715886571520,697726853120,672386478080,769118916608,673725288448,704670539776,664920100864,742603939840,709403709440,716829364224,663826194432,645734412288,732047790080,708792217600,736340852736,657505730560,698333130752,714254864384,711998849024,677297393664,669277683712,710221312000,728530345984,702581706752,622185373696,723149647872,682158874624,729983762432,725085855744,698211897344,681436901376,692031074304,705320734720,712490799104,653068292096,657183047680,735391936512
196,694901399552,694251446272,702529990656,715886571520,697726853120,672386478080,769118916608,673725288448,704670539776,664920100864,742603939840,709399478272,716829364224,663826194432,645734412288,732047790080,708792217600,736340852736,657505730560,698333130752,714254864384,711998849024,677297393664,669277683712,710221312000,728530345984,702581706752,622185373696,723149647872,682158874624,729983238144,725085855744,698211897344,681436901376,692031074304,705320734720,712488673280,653068292096,657183047680,735391936512
