subop_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
101,160708368201,188385382737,163036054129,154795832005,186730787243,195813427834,133885971348,166401697971,173332878878,167804054475,159715700421,162220649264,144889941974,182090083150,186661909042,134476960757,160164885532,102942621316,201342615136,145228030555,160493630103,148003060330,172229030156,161719516745,125764150448,126280992810,188958204622,205152514921,138955763793,167009569462,138929537246,166486048255,157756476179,154831845711,172198225579,152160217595,158984308893,194675117095,135722718293,147616043798
102,160708368201,188385387608,163036054129,154795846618,186730801856,195813452189,133886010316,166401741809,173332927588,167804054475,159715739387,162220717456,144889990683,182090628688,186661967489,134476994852,160164924500,102942650541,201342663845,145228069522,160493669071,148003084684,172229083737,161719594681,125764208899,126281031778,188958282557,205152612338,138955812503,167009642525,138929595695,166486140804,157756568727,154831938257,172198225579,152160276040,158984342990,194675175544,135722718293,147616126603
103,160709400823,188385801636,163036370725,154796207061,186731303557,195813856471,133886297702,166402009705,173333219835,167804517211,159715924479,162220999971,144890292672,182090804036,186662274350,134477282235,160165129076,102942796666,201342926868,145228288714,160493941837,148003250296,172229195767,161719911289,125764418347,126281182777,188958492002,205152904583,138956051180,167009939641,138929824622,166486384351,157756851235,154832128224,172198785730,152160490357,158984644984,194675399604,135723054387,147616277601
104,160709600528,188385821120,163036502235,154796358055,186731464296,195813856471,133886487668,166402233769,173333443893,167805330652,159715924479,162221194806,144890531340,182091349576,186662274350,134477516041,160165474917,102942991502,201342999930,145228522521,160494195117,148003527938,172229712064,161720300958,125764695985,126281416583,188958540711,205153196829,138956348308,167010188053,138929980486,166486632769,157757192186,154832342540,172199014665,152160685188,158984878785,194675842853,135723146928,147616379890
105,160709712553,188385821120,163036604522,154796445729,186731586067,195813934405,133886565603,166402375021,173333565663,167805530357,159716460277,162221448088,144890731050,182091505438,186662274350,134477589105,160165601563,102943064566,201342999930,145228610196,160494302274,148003674062,172229867925,161720476312,125764764178,126281538358,188959071620,205153367305,138956494436,167010319566,138930141227,166486793510,157757372411,154832503281,172199180275,152160685188,158985073620,194676071782,135723151798,147616379890
106,160709736908,188385821120,163036614263,154796460341,186731615293,195813934405,133886619184,166402394505,173333590018,167805593679,159716484632,162221482185,144890789500,182091529793,186662274350,134477642685,160165664885,102943118146,201342999930,145228668647,160494336371,148003708159,172229892279,161720520150,125764764178,126281543229,188959071620,205153411141,138956499307,167010319566,138930165582,166486847091,157757391895,154832517893,172199209501,152160685188,158985093104,194676120490,135723390476,147616379890
107,160709775874,188385821120,163036653231,154796513920,186731649389,195813934405,133886667893,166402409118,173333702051,167805666743,159716538213,162221569863,144890872304,182091563889,186662274350,134477662169,160165723337,102943161984,201342999930,145228727099,160494394822,148003751998,172229892279,161720554247,125764798275,126281611421,188959071620,205153479329,138956528533,167010358534,138930204550,166486876316,157757430862,154832576344,172199263080,152160894628,158985136943,194676154585,135723439184,147616886462
108,160710014547,188386658918,163036960094,154796776947,186732024452,195814475065,133886677634,166402691631,173333916370,167805929772,159716781758,162221876733,144891062269,182091787948,186662342540,134477793684,160165966883,102943312981,201343983838,145228800162,160494604266,148003927349,172230247850,161720724729,125764968757,126281786775,188959475897,205153635194,138956776950,167010558231,138930360414,166487144220,157757640309,154832790662,172199511492,152160894628,158985365878,194676364030,135723741179,147617115395
109,160710072997,188386741723,163037038028,154796884106,186732141353,195814908576,133887042956,166402774436,173334008919,167806027192,159716932757,162222042345,144891184038,182091958427,186662897816,134477793684,160166137367,102943405529,201344188411,145228800162,160494755261,148004019897,172230345267,161720890339,125765080787,126281884193,188959685337,205153635194,138956913334,167010728712,138930521145,166487178317,157757801048,154832912432,172199701457,152161157654,158985536359,194676534509,135723853211,147617203072
110,160710189895,188386853752,163037038028,154796962039,186732204676,195815040090,133887154987,166402896208,173334116079,167806187931,159717039918,162222207953,144891261971,182092104555,186662897816,134477969038,160166225044,102943473723,201344339411,145228800162,160494857549,148004102704,172230579071,161720973146,125765139239,126281952384,188959787625,205154054082,138957030237,167010767680,138930584467,166487285478,157757888725,154832975754,172199798876,152161284293,158985643518,194676666023,135723974985,147617319974
111,160710472403,188387146005,163037038028,154797259163,186732613823,195815405399,133887379047,166403212819,173334393718,167806465573,159717225012,162222509952,144891495767,182092333484,186663696643,134477969038,160166434495,102943610104,201344670622,145229340833,160495071866,148004414444,172230822613,161721163113,125765309716,126282176448,188960094485,205154132015,138957186104,167011035575,138930769557,166487285478,157758137139,154833151108,172199998584,152161717797,158985760413,194676953399,135724116239,147617524554
112,160710560078,188387267777,163037038028,154797380937,186732789175,195815551526,133887515429,166403344332,173334544711,167806650670,159717356529,162222524565,144891578569,182092450387,186663842763,134477969038,160166527044,102943688039,201344841096,145229409027,160495286183,148004619025,172231085639,161721163113,125765455836,126282361541,188960289320,205154132015,138957341975,167011283988,138930905940,166487908962,157758361202,154833272882,172200237255,152161888277,158985760413,194677128748,135724262363,147617719392
113,160710959492,188387618483,163037905023,154797673190,186733120398,195815907091,133887749231,166403378428,173334729801,167806884475,159717619556,162222524565,144891792880,182092718287,186664164245,134478685069,160166868012,102943843905,201345196662,145229788958,160495515115,148004886922,172231368142,161721163113,125765631187,126282634317,188960566952,205155018502,138957590393,167011532397,138931173835,166488176862,157758463486,154833521297,172200480802,152162102588,158985760413,194677430745,135724442584,147617933715
114,160711037427,188387730514,163038012180,154797814446,186733256780,195816082439,133887841777,166403378428,173334919764,167806967280,159717726713,162223055494,144891870814,182092805960,186664237308,134478753262,160166984914,102943916970,201345362270,145229891247,160495515115,148004964857,172231548361,161721197210,125765709122,126282799920,188960776391,205155247431,138957678069,167011668780,138931276124,166488327862,157758463486,154833647938,172200646414,152162277939,158985760413,194677659672,135724535132,147618094458
115,160711193286,188387857159,163038109595,154797975182,186733437002,195816243173,133887963550,166403378428,173335095118,167807050086,159717960517,162223177266,144892026682,182092947216,186664393176,134478845808,160167121300,102943999774,201345513269,145230013020,160495515115,148005081760,172231670128,161721971686,125765830893,126282911952,188960976095,205155403298,138957809581,167011780807,138931358930,166488498346,157758463486,154833789196,172200797413,152162394835,158985760413,194677844764,135724622810,147618225975
116,160711446565,188388212731,163038513874,154798155402,186733690289,195816569520,133888236318,166403914222,173335421469,167807347209,159718243027,162223396455,144892124099,182093312526,186664665947,134479055257,160167199236,102944150769,201345927295,145230266309,160495515115,148005344794,172231942889,161722224973,125765864990,126283170107,188961336531,205155705286,138958043380,167012185083,138931646313,166488756506,157759233082,154834018129,172201099408,152162594539,158986710243,194678166242,135724822520,147618464651
117,160711636527,188388470891,163038694089,154798252820,186733880252,195816847163,133888401928,166403943448,173335621171,167807556661,159718452475,162223605906,144892348154,182093604782,186664943586,134479201387,160167462269,102944282282,201346122130,145230427048,160495515115,148005529890,172232137721,161722453902,125766230301,126283301622,188961545976,205155919600,138958043380,167012370172,138931802180,166488936730,157759364598,154834164254,172201269889,152162716310,158986987890,194678380561,135724944290,147618644877
118,160711694975,188388504987,163038742795,154798252820,186733933833,195816905614,133888479863,166404469504,173335738072,167807590758,159718530409,162223640001,144892348154,182093682718,186665065350,134479289062,160167462269,102944369956,201346224420,145230529339,160495627144,148005612697,172232244883,161722556189,125766230301,126283364943,188961619038,205156007276,138958043380,167012443233,138931855759,166489053633,157759364598,154834295770,172201367306,152162803983,158987085308,194678429271,135725066064,147618717942
119,160711914164,188388777761,163038893790,154798252820,186734182249,195817178379,133888616250,166404469504,173335757556,167807809951,159718696018,162223825097,144892348154,182093892165,186665269931,134479435187,160167822722,102944535567,201346428992,145230694949,160496620791,148005802664,172232420232,161722746153,125766444622,126283530552,188961774903,205156168011,138958476893,167012618584,138932006753,166489228987,157759427917,154834437026,172201605977,152162984205,158987323980,194678468239,135725173222,147618800748
120,160712050546,188388992082,163039127594,154798842195,186734396566,195817451144,133888767246,166404766628,173335757556,167807951209,159718924954,162224010190,144892703725,182094155194,186665474506,134479605667,160168129591,102944662210,201346643308,145230865431,160496825364,148005958534,172232668645,161722916636,125766649192,126283627969,188962013573,205156508962,138958686344,167012832905,138932177227,166489487150,157759427917,154834437026,172201810554,152163183907,158987567529,194678624104,135725333960,147619000454
121,160712406114,188389328175,163039424717,154799110090,186734640109,195817865167,133889069244,166405209881,173335757556,167808336013,159719236696,162224253731,144893088515,182094418219,186665854426,134479805374,160168485170,102944900875,201347013487,145231167429,160497078648,148006197209,172232994993,161723257597,125766770963,126283847157,188962286337,205156947337,138958934762,167013100791,138932474348,166489755053,157760178035,154834437026,172202093068,152163534603,158987898749,194678624104,135725640829,147619307319
122,160712449952,188389381755,163039512392,154799153927,186734766751,195817957713,133889098470,166405292687,173336069292,167808457785,159719324373,162224312183,144893146966,182094476668,186665961586,134479844341,160168553362,102944959325,201347115773,145231225881,160497151708,148006216693,172233063185,161723316049,125766805059,126283910479,188962359400,205157039881,138958998084,167013168982,138932527929,166489852471,157760236480,154834437026,172202166131,152163632016,158987996167,194678624104,135725670055,147619385255
123,160712664267,188389615559,163039712093,154799363378,186734776492,195818196386,133889215371,166405477779,173336819410,167808672103,159719582527,162224545983,144893346669,182094739687,186666219735,134479961243,160168753072,102945105453,201347339830,145231386620,160497404990,148006216693,172233389526,161723501144,125767004767,126284012768,188962666269,205157322392,138959168563,167013203078,138932664311,166490061921,157760489768,154835328399,172202360968,152163821973,158988293285,194678624104,135725874635,147619589834
124,160712727588,188389732461,163039819251,154799436443,186735136936,195818371732,133889317660,166405623905,173336936313,167808779262,159719684817,162224643400,144893458700,182094744558,186666351243,134480044049,160168865105,102945163903,201347485957,145231508389,160497555986,148006216693,172233521037,161723627788,125767111925,126284246574,188962797784,205157444162,138959285466,167013203078,138932790950,166490159341,157760596924,154835328399,172202463257,152163914515,158988439413,194679656716,135725947699,147619672640
125,160712727588,188389849362,163039916671,154799528990,186735136936,195818469148,133889327402,166405731067,173337077571,167808862069,159719801721,162224750561,144893575600,182094983231,186666438918,134480126855,160168938170,102945232095,201347568760,145231571710,160497750820,148006216693,172233696388,161723827497,125767311630,126284441413,188963021842,205157653609,138959402367,167013383301,138932854271,166490242147,157760689472,154835328399,172202550931,152163972962,158988497860,194679992800,135726001280,147619726221
126,160712727588,188389961393,163040033570,154799660504,186735136936,195818610400,133889390722,166405862582,173337316249,167809013067,159719879656,162224818752,144893648662,182095129354,186666560689,134480263243,160169103782,102945285675,201347700267,145231669128,160497789787,148006362823,172233730484,161723846981,125767331114,126284494994,188963080290,205157712059,138959543624,167013383301,138932932206,166490349309,157760767408,154835328399,172202648348,152164075249,158988648855,194680173021,135726108440,147619872347
127,160712727588,188390156227,163040262501,154799908915,186735697088,195818722430,133889522236,166406086644,173337525691,167809052035,159720118326,162225037939,144893901939,182095363155,186666828585,134480506791,160169391171,102945402575,201347982775,145231839610,160498023588,148007035011,172233964284,161724090528,125767540564,126284675213,188963348191,205157979954,138959699492,167013383301,138933107552,166490607463,157760947628,154835367367,172202848053,152164206758,158988770627,194680255823,135726239955,147619925927
128,160712727588,188390385163,163040496302,154800157332,186735994215,195818819847,133889692714,166406271738,173337774102,167809052035,159720313158,162225188937,144894013968,182095509285,186667135454,134480623691,160169615236,102945538962,201348299374,145231980869,160498150230,148007137302,172234090929,161724270754,125767647724,126284835956,188963533282,205158267339,138959874839,167013383301,138933166001,166490797431,157761171690,154836093129,172203047759,152164396716,158989058008,194680538331,135726313019,147620213313
129,160712727588,188390560518,163040730106,154800313204,186736198790,195818819847,133889790131,166406432475,173337959197,167809607324,159720478766,162225417870,144894164962,182095509285,186667276711,134480725977,160169771108,102945665606,201348547788,145232151352,160498267129,148007302914,172234276022,161724358432,125767759757,126284972340,188963762217,205158471911,138960040447,167014357463,138933166001,166490943558,157761361650,154836229513,172203140306,152164513614,158989223620,194680742908,135726313019,147620364313
130,160713818657,188390745611,163040876234,154800473944,186736330305,195818941616,133889872938,166406559115,173338090710,167809763190,159720512863,162225563995,144894281863,182095616444,186667388741,134480862362,160169965948,102945811735,201348547788,145232297479,160498476573,148007458778,172234465985,161724553260,125767876655,126285094115,188963996012,205158661873,138960171962,167014542555,138933419288,166491157880,157761590572,154836356157,172203140306,152164684091,158989345393,194681025416,135726313019,147620607859
131,160713852753,188390769966,163040890847,154800483686,186736364401,195818980583,133889882680,166406573728,173338105322,167809782673,159720512863,162225617576,144894286734,182095616444,186667388741,134480876974,160169975690,102945821477,201348547788,145232321833,160498554508,148007473391,172234514694,161724631195,125767915623,126285103857,188964025238,205158676484,138960181704,167014562039,138933419288,166491162751,157761605183,154836365899,172203262079,152164703574,158989384358,194681049770,135726356857,147620627343
132,160713974523,188390774837,163041051584,154800566491,186736544626,195818980583,133889975228,166406671147,173338222225,167809884960,159720512863,162225734475,144894398763,182096152242,186667388741,134480930555,160170034142,102945884798,201348547788,145232409509,160498593475,148007551326,172234578013,161724704259,125767993559,126285167180,188964112906,205158822607,138960347317,167014674070,138933667706,166491294264,157761658764,154836497415,172203456916,152164791248,158989462291,194681195895,135726356857,147620627343
133,160714008616,188390955059,163041066196,154800576232,186736578722,195818980583,133890019065,166406695502,173338280673,167809933669,159720512863,162225763698,144894408505,182096171726,186667388741,134480945168,160170063368,102945918895,201348547788,145232443605,160498827274,148007799746,172234948194,161724874743,125768066624,126285269471,188964283380,205159095369,138960551899,167014790969,138933682319,166491308877,157761668506,154836546124,172203456916,152164805860,158989491517,194681220249,135726356857,147620627343
134,160714334962,188391364213,163041533798,154800975647,186737017102,195819443312,133890330805,166407138747,173338709313,167810420761,159721199656,162226182597,144894744587,182096522430,186667388741,134481300748,160170487141,102946225762,201349064098,145232760219,160499041588,148007965357,172235225829,161725220576,125768344265,126285474049,188964658432,205159470426,138960732123,167015117319,138933955087,166491601134,157762048429,154836877346,172203841717,152165176039,158989905543,194681614786,135727194649,147620978051
135,160714466470,188391364213,163041645827,154801107162,186737158358,195820334688,133890330805,166407260518,173338884666,167810518180,159721345782,162226421271,144894885841,182096692907,186667388741,134481422521,160170667366,102946293954,201349064098,145232955057,160499177972,148008053034,172235386566,161725371573,125768412458,126285551984,188964819172,205159470426,138960810057,167015224477,138934120693,166491610875,157762155587,154837042957,172204056037,152165180910,158990173443,194681921649,135727340778,147621275178
136,160714622336,188391442149,163041801696,154801204580,186737319097,195820549008,133890330805,166407362806,173339011311,167810654567,159721506520,162226533302,144894983254,182096809805,186667900183,134481446875,160170769657,102946396241,201349858041,145232959928,160499377678,148008306325,172235620362,161725464121,125768641387,126285795532,188965160123,205159485039,138961014633,167015536211,138934271692,166491610875,157762272485,154837169602,172204182678,152165180910,158990295216,194682028808,135727496648,147621387211
137,160714719752,188391895139,163041855272,154801282514,186737543156,195820734098,133890330805,166407469968,173339206147,167810829922,159721618552,162226533302,144895080672,182097028986,186668523647,134481549165,160170915787,102946513144,201350086973,145232959928,160499572509,148008525514,172235756747,161725464121,125768753417,126285873468,188965301380,205159533749,138961141277,167015643363,138934427555,166491610875,157762433225,154837344955,172204396994,152165180910,158990499793,194682160319,135727628163,147621470015
138,160714943813,188392114328,163041855272,154801443252,186737718507,195820919193,133890827640,166407645321,173339420467,167810995536,159721779291,162226533302,144895251146,182097199464,186668713609,134481739133,160171096012,102946630040,201350247711,145232959928,160499626087,148008574224,172235844425,161725537184,125768802126,126285927049,188965418279,205159952640,138961267921,167015765136,138934578548,166491946972,157762564736,154837481342,172204533377,152165814118,158990636178,194682369768,135727735323,147621586919
139,160715055842,188392245843,163042167002,154801535800,186737850022,195821089669,133890895833,166407747606,173339498401,167811083211,159721852356,162226767108,144895377787,182097350456,186668869477,134481807327,160171198299,102946688490,201350379218,145233315506,160499786826,148008754447,172236068483,161725537184,125769011576,126286121886,188965666688,205159952640,138961457888,167015930743,138934710061,166491946972,157762725475,154837588503,172204679505,152165906664,158990636178,194682525635,135727847354,147621669726
140,160715260415,188392440682,163042376447,154801798830,186738161760,195821435492,133891129636,166407898604,173339727327,167811302401,159722095900,162226976555,144895621326,182097564775,186669137375,134482002166,160171383396,102946878457,201350705564,145233680828,160499971916,148008920057,172236253574,161726092473,125769177187,126286248530,188965963815,205159952640,138961628369,167016145058,138934895156,166492619160,157762973889,154837758982,172204888956,152166116108,158990801787,194682793537,135728012965,147621898662
141,160715372445,188392611165,163042376447,154801915732,186738351724,195821620585,133891251408,166407898604,173339922164,167811438784,159722168962,162227332132,144895762581,182097623226,186669229922,134482094713,160171505167,102946927166,201350822461,145233763632,160500040109,148008997992,172236326636,161726092473,125769206413,126286272881,188966046619,205159952640,138961677079,167016237604,138934963347,166492745805,157763081047,154837880757,172205000988,152166247624,158990845626,194682920177,135728120127,147622015565
142,160715401671,188392650132,163042381318,154801940087,186738380949,195821644939,133891275763,166407898604,173339936777,167811443655,159722173833,162227351616,144895777191,182097642709,186669244535,134482104455,160171505167,102946932037,201350846814,145233773374,160500142397,148009085667,172236409440,161726214246,125769264865,126286331330,188966168388,205159952640,138961750144,167016320405,138934963347,166492760418,157763081047,154837895370,172205005859,152166252495,158990845626,194682939661,135728120127,147622030178
143,160715562402,188392859581,163042673566,154802076464,186738566042,195821859258,133891412151,166407898604,173340170581,167811555687,159722329704,162227497745,144895894091,182097895992,186669439368,134482231097,160171709748,102947068423,201351066000,145233875664,160500205717,148009343826,172236691947,161726618529,125769474313,126286623585,188966567800,205161491822,138961793983,167016583425,138935153310,166492877321,157763081047,154838026886,172205156857,152166437582,158991079432,194683110140,135728280869,147622220145
144,160716132293,188393307708,163043185008,154802169009,186738887523,195822297635,133891704409,166407898604,173340565128,167812008685,159722709636,162227751028,144896069439,182098319755,186669814427,134482498998,160171982521,102947248644,201351548202,145234167920,160500653830,148009519180,172237003686,161726896175,125769474313,126286774582,188966840565,205161774327,138961793983,167016792875,138935367623,166493208546,157763081047,154838397066,172205590370,152166836992,158991459365,194683543646,135728534157,147622687759
145,160716317384,188393517159,163043384707,154802188493,186739135932,195822536304,133891831052,166408858168,173340740477,167812213265,159722943441,162227955602,144896152245,182098577909,186670043356,134482752285,160171987392,102947375286,201351816094,145234372501,160500994783,148009772469,172237388479,161727237137,125769474313,126287018126,188967244838,205162134765,138962256722,167017075381,138935508874,166493349803,157763081047,154838596771,172205824172,152167012343,158991693167,194683680027,135728733868,147622829017
146,160716614510,188393887339,163043701301,154802188493,186739394087,195822882136,133892103820,166409150423,173340876860,167812427581,159723206468,162228267332,144896571136,182098982190,186670447632,134483010446,160172304006,102947531153,201352200883,145234630659,160501248066,148009972175,172237563831,161727461198,125769985744,126287173998,188967464021,205162329597,138962446686,167017416332,138935801124,166493656670,157764206213,154838835445,172206223589,152167314324,158991951325,194683680027,135728899475,147623082305
147,160716819079,188394155237,163043949715,154802188493,186739696082,195823169514,133892318143,166409350131,173340876860,167812758805,159723498723,162228598553,144896678295,182099328023,186670759374,134483215027,160172849555,102947779564,201352420071,145234927778,160501525703,148010240076,172237958371,161727792416,125770258511,126287324996,188967804976,205162933567,138962914294,167017723184,138936039793,166493934314,157764449757,154839166669,172206593776,152167596822,158992243581,194683680027,135729050472,147623282015
148,160717228231,188394540032,163044232226,154803411085,186740110107,195823612763,133892566561,166409715449,173340876860,167813187448,159723844555,162228910294,144897204332,182099668977,186671066241,134483517024,160173224620,102947974397,201352892539,145235293098,160501637731,148010376462,172238192175,161727962895,125770341317,126287324996,188967946230,205163138136,138963050680,167017864436,138936351519,166494314247,157764824815,154839259215,172206983445,152167952386,158992589416,194683684897,135729342726,147623618109
149,160717315908,188394681290,163044334510,154803489017,186740231876,195823744274,133892668849,166409822608,173340876860,167813284868,159723976072,162229007713,144897345583,182099790746,186671231848,134483643669,160173336653,102948066944,201353019176,145235380774,160501676699,148010376462,172238333429,161728084669,125770472828,126287324996,188968067996,205163269647,138963182195,167017879047,138936444062,166494392180,157764966069,154839259215,172207085735,152168093641,158992735540,194684167113,135729479111,147623754492
150,160717379228,188394768967,163044402702,154803571820,186740236747,195823846560,133892707817,166409924897,173340876860,167813343316,159724010169,162229085648,144897374809,182099824842,186671295169,134483687506,160173390234,102948110781,201353101978,145235444095,160501842302,148010395946,172238572092,161728225926,125770599470,126287324996,188968296930,205163415768,138963313712,167017879047,138936521993,166494479858,157765005035,154839371246,172207139315,152168142347,158992808604,194684931830,135729566789,147623822684
151,160717462027,188394890739,163044553702,154803722816,186740265972,195824017039,133892839330,166410041796,173341846174,167813489442,159724161166,162229256132,144897467357,182099990446,186671436423,134483760571,160173512007,102948188713,201353218874,145235560998,160501983556,148010395946,172238703608,161728459731,125770769948,126287324996,188968608664,205163678793,138963508546,167017879047,138936648637,166494655212,157765141421,154839619661,172207290310,152168283603,158992969341,194684931830,135729693435,147623978553
152,160717705567,188395153769,163044821601,154803942010,186740265972,195824245970,133892946491,166410231763,173342109202,167813684282,159724380357,162229489937,144897628098,182100073252,186671636125,134483984635,160173804265,102948247163,201353477022,145235726607,160502027395,148010395946,172238723091,161728532793,125770789431,126287324996,188968691464,205163732373,138963562124,167018025170,138936780151,166494854920,157765316772,154840087265,172207499757,152168458952,158993149561,194685350722,135729839564,147624090585
153,160717749406,188395226832,163044865440,154804063784,186740368260,195824348260,133892995200,166410358408,173342196877,167813737863,159724429066,162229558130,144897754740,182100151183,186671782253,134484072312,160173901685,102948247163,201353598794,145235838640,160502129683,148010936619,172238835118,161728659439,125770872235,126287324996,188968788883,205163888241,138963644929,167018025170,138936833728,166494893887,157765404445,154840087265,172207645885,152168541758,158993256723,194685472495,135729873661,147624144166
154,160717749406,188395363219,163045011567,154804170942,186740621547,195824523598,133893121844,166410514277,173342343004,167813742734,159724555703,162229694514,144897925219,182100165796,186671933250,134484174602,160174033202,102948378676,201353759522,145235945799,160502222231,148011043778,172238937406,161728717891,125771013488,126288084858,188968905786,205164044108,138963786184,167018025170,138936989590,166494976694,157765531088,154840248006,172207738431,152168629432,158993456432,194685642977,135729873661,147624246457
155,160717983202,188395489862,163045147954,154804302453,186740748189,195824655108,133893219259,166410597084,173342489131,167813742734,159724667731,162229826027,144898046989,182100165796,186672055023,134484252535,160174208558,102948554028,201353920256,145236038346,160502407320,148011150939,172239200429,161728844533,125771159615,126288230984,188969115231,205164282777,138963878731,167018025170,138937062651,166495117950,157765662604,154840476938,172207908914,152168760943,158993553850,194685847557,135729873661,147624319522
156,160718207254,188395587280,163045235630,154804375517,186741293727,195824742784,133893292322,166410689632,173342606030,167813854763,159724813854,162229957539,144898134663,182100165796,186672225505,134484398664,160174349817,102948656317,201354149190,145236145508,160502480381,148011204519,172239254007,161728907855,125771188840,126288284563,188969159068,205164346096,138963942053,167018215131,138937067522,166495278691,157765779507,154840584098,172207908914,152168858360,158993680492,194685988815,135730107465,147624470521
157,160718343635,188395821086,163045376882,154804546000,186741547017,195824879161,133893462804,166410874725,173342722930,167813908344,159724969722,162230142631,144898314881,182100896424,186672386245,134484496083,160174569009,102948763478,201354300189,145236233184,160502728790,148011423711,172239288103,161729185498,125771349579,126288440434,188969212647,205164604246,138964136889,167018215131,138937067522,166495473529,157765920763,154840725355,172207918655,152168960647,158993816875,194686222616,135730375369,147624621519
158,160718611530,188395937989,163045639904,154804813895,186741746724,195825044767,133893735579,166411084177,173342985956,167814512330,159725130464,162230298498,144898519458,182101242251,186672590823,134484671438,160174797946,102948880379,201354358640,145236520571,160502899271,148011608804,172239288103,161729312140,125771456737,126288557336,188969212647,205164779597,138964258663,167019208773,138937067522,166495653754,157766057146,154840959160,172207918655,152169199315,158993958130,194686558708,135730609169,147624923516
159,160718704075,188395937989,163045761674,154804930797,186741897722,195825044767,133893867096,166411215690,173343117471,167814619492,159725130464,162230439754,144898621740,182101378636,186672620048,134484778600,160174890494,102948953440,201354358640,145236642345,160503040527,148011740319,172239288103,161729448524,125771612606,126288688852,188969212647,205164950070,138964404790,167019330547,138937583828,166495775528,157766213013,154841066321,172208590837,152169335700,158994050676,194686738933,135730706588,147624991710
160,160718786878,188395937989,163045844479,154805003859,186742014624,195825044767,133893969385,166411298497,173343190536,167814721781,159725330172,162230576135,144898738637,182101500408,186672620048,134484871147,160174968429,102949016759,201354816501,145236744636,160503142814,148011842609,172239288103,161729550814,125771685670,126288786272,188969295449,205165042614,138964521694,167019403610,138937725085,166495863206,157766286077,154841144254,172208707738,152169428244,158994133483,194686880190,135730769909,147625108612
161,160718957359,188396006182,163046010090,154805179213,186742194850,195825044767,133894091159,166411498203,173343346407,167814872778,159725466559,162230702780,144898889632,182101646537,186672620048,134484992921,160175099944,102949114176,201354816501,145236910249,160503274329,148011896190,172239857988,161729662844,125771783087,126288854465,188970157572,205165169256,138964619113,167019535122,138937837114,166496009335,157766441949,154841290380,172208844124,152169506176,158994313703,194687099382,135730867328,147625147579
162,160718981714,188396006182,163046044185,154805198697,186742219205,195825044767,133894105772,166411507945,173343361020,167814892262,159725534751,162230785586,144898991920,182101753698,186672620048,134485046500,160175182750,102949138531,201355128222,145236944346,160503488646,148012115382,172240301224,161729930745,125772041242,126289049302,188970508270,205165398183,138964955201,167019676373,138937861467,166496048302,157766471172,154841334219,172208878219,152169637689,158994347797,194687128607,135730916038,147625147579
163,160719254485,188396858589,163046302342,154805417888,186742535813,195826082252,133894334708,166411741750,173343609438,167815199131,159725807520,162231097326,144899250073,182102094650,186672620048,134485290047,160175411685,102949313883,201355337666,145237124570,160503547095,148012212800,172240413253,161729930745,125772114304,126289117492,188970605684,205165437150,138965052619,167019793270,138938231647,166496048302,157766802386,154841616732,172209189959,152169681524,158994722854,194687459821,135731208294,147625493419
164,160719449318,188397009587,163046458204,154805578626,186742818325,195826252726,133894519800,166411912234,173343804275,167815340385,159725978003,162231258064,144899405935,182102240777,186673550381,134485426434,160175528588,102949401558,201355478922,145237124570,160503780896,148012582991,172240715239,161730057388,125772406555,126289404880,188970854096,205165802458,138965262068,167020061165,138938406993,166496048302,157766948513,154841826180,172209355568,152170046841,158994903077,194687669268,135731315453,147625581096
165,160719614926,188397199551,163046458204,154805753979,186742983932,195826403723,133894656183,166412058358,173343969886,167815530351,159726090033,162231258064,144899527704,182102406388,186673706248,134485426434,160175679588,102949508709,201355936772,145237124570,160503810119,148012607346,172240744465,161730388613,125772430910,126289414622,188970878451,205165826812,138965301035,167020090388,138938577475,166496048302,157767089768,154841996662,172209487077,152170343963,158995010236,194687815398,135731505420,147625751579
