op_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
65,164820361216,138444992512,154564640768,148252291072,135648280576,154565570560,112655220736,181565382656,142485884928,189617864704,115302768640,147765227520,157178642432,177131196416,191362867200,151524352000,150460956672,178357538816,164157898752,177561157632,144437174272,159474786304,172278665216,191534075904,183880998912,163543322624,128848146432,198224764928,156740034560,172419268608,148974481408,126981849088,164062576640,185455419392,156626006016,162546475008,148061937664,175786024960,229947645952,134854930432
66,164820574208,138445176832,154564808704,148252291072,135648452608,154565758976,112655466496,181566316544,142485884928,189618089984,115302871040,147765411840,157179154432,177131413504,191363162112,151524540416,150461145088,178357764096,164158103552,177561341952,144437268480,159474978816,172278919168,191534297088,183881777152,163543474176,128848318464,198225043456,156740202496,172419436544,148974694400,126982053888,164062879744,185455419392,156626264064,162546696192,148062146560,175786024960,229947936768,134855069696
67,164820672512,138445283328,154564919296,148252708864,135648456704,154565853184,112655540224,181566464000,142485909504,189618221056,115302969344,147765551104,157179277312,177131528192,191363358720,151524663296,150461231104,178357919744,164158210048,177561497600,144437460992,159475011584,172279070720,191534481408,183881900032,163543511040,128848437248,198225285120,156740325376,172419596288,148974833664,126982160384,164062998528,185455476736,156626386944,162546855936,148062240768,175786094592,229948100608,134855159808
68,164820688896,138445291520,154564931584,148252717056,135648456704,154565885952,112655544320,181566492672,142485909504,189618253824,115302973440,147765555200,157179281408,177131552768,191363371008,151524671488,150461259776,178357948416,164158234624,177561518080,144437473280,159475011584,172279091200,191534514176,183881912320,163543670784,128848449536,198225305600,156740333568,172419608576,148974837760,126982164480,164063006720,185455480832,156626411520,162546864128,148062273536,175786094592,229948129280,134855184384
69,164820807680,138445373440,154565013504,148252831744,135648456704,154565980160,112655626240,181566603264,142486487040,189618380800,115303104512,147765661696,157179416576,177131630592,191363469312,151524753408,150461403136,178358063104,164158341120,177561595904,144437522432,159475011584,172279209984,191534669824,183882006528,163543740416,128848494592,198225403904,156740403200,172419690496,148974931968,126982299648,164063113216,185455480832,156626509824,162546962432,148062351360,175786094592,229948227584,134855249920
70,164820807680,138445373440,154565013504,148252831744,135648456704,154565992448,112655626240,181566619648,142486528000,189618388992,115303112704,147765661696,157179416576,177131630592,191363473408,151524753408,150461423616,178358067200,164158345216,177561616384,144437534720,159475011584,172279218176,191534690304,183882022912,163543773184,128848531456,198225444864,156740440064,172419747840,148974944256,126982303744,164063117312,185455480832,156626522112,162546987008,148062363648,175786094592,229948260352,134855282688
71,164820975616,138445619200,154565259264,148253147136,135648456704,154566234112,112655798272,181567078400,142486753280,189618393088,115303288832,147765932032,157179752448,177131917312,191363727360,151525011456,150461661184,178358337536,164158562304,177561886720,144437837824,159475011584,172279488512,191534981120,183882354688,163544117248,128848687104,198225743872,156740698112,172419760128,148975140864,126982512640,164063330304,185455833088,156626706432,162547163136,148062527488,175787057152,229948612608,134855491584
72,164820975616,138445799424,154565386240,148253417472,135648944128,154566430720,112655949824,181567254528,142486913024,189618393088,115303403520,147766120448,157179953152,177132183552,191364042752,151525203968,150461825024,178358337536,164158754816,177562062848,144437977088,159475646464,172279664640,191535263744,183882641408,163544322048,128848896000,198225948672,156740878336,172419760128,148975341568,126982709248,164063551488,185456467968,156626755584,162547421184,148062740480,175787442176,229948616704,134855700480
73,164820975616,138445832192,154565427200,148253462528,135649013760,154566443008,112655986688,181567283200,142486941696,189618393088,115303481344,147766226944,157180018688,177132298240,191364190208,151525261312,150461919232,178358550528,164158849024,177562173440,144437977088,159475654656,172279676928,191535267840,183882641408,163544330240,128848904192,198225960960,156740878336,172419760128,148975394816,126982754304,164063629312,185456508928,156626755584,162547458048,148062797824,175787458560,229948678144,134855745536
74,164820975616,138445938688,154565574656,148253626368,135649128448,154566541312,112656105472,181567463424,142487076864,189618393088,115303591936,147766358016,157180096512,177132347392,191364296704,151525371904,150462050304,178358808576,164158943232,177562300416,144438177792,159475838976,172279795712,191535431680,183882846208,163544432640,128849043456,198226063360,156740988928,172420452352,148975480832,126982856704,164063793152,185456672768,156627021824,162547576832,148062961664,175787687936,229948678144,134855864320
75,164820975616,138445983744,154565603328,148253679616,135649193984,154566541312,112656142336,181567553536,142487142400,189618393088,115303628800,147766390784,157180145664,177132347392,191364362240,151525429248,150462119936,178358870016,164158984192,177562345472,144438231040,159475949568,172279877632,191535521792,183882944512,163544522752,128849047552,198226161664,156741066752,172420575232,148975480832,126982873088,164063838208,185456701440,156627021824,162547630080,148062990336,175787765760,229949157376,134855909376
76,164821671936,138446028800,154565750784,148253859840,135649296384,154566541312,112656244736,181567696896,142487289856,189618499584,115303747584,147766591488,157180420096,177132347392,191364481024,151525560320,150462255104,178359062528,164158984192,177562525696,144438419456,159476113408,172280090624,191535636480,183883055104,163544678400,128849047552,198226395136,156741148672,172420726784,148975521792,126982991872,164064002048,185456975872,156627021824,162547904512,148063121408,175787970560,229949329408,134856011776
77,164821692416,138446028800,154565779456,148253888512,135649349632,154566541312,112656330752,181567782912,142487318528,189619347456,115303804928,147766640640,157180473344,177132347392,191364481024,151525629952,150462283776,178359140352,164158984192,177562574848,144438480896,159476142080,172280156160,191535726592,183883182080,163544760320,128849047552,198226481152,156741230592,172420833280,148975521792,126983008256,164064092160,185457053696,156627021824,162547965952,148063162368,175787995136,229949349888,134856073216
78,164821790720,138446028800,154565865472,148253966336,135649402880,154566541312,112656388096,181567889408,142487371776,189619482624,115303829504,147766706176,157180526592,177132724224,191364481024,151525662720,150462320640,178359193600,164158984192,177562648576,144438575104,159476187136,172280266752,191535812608,183883255808,163544825856,128849047552,198226579456,156741353472,172420927488,148975783936,126983081984,164064141312,185457123328,156627021824,162547978240,148063207424,175788064768,229949493248,134856110080
79,164822028288,138446049280,154566025216,148254101504,135649591296,154566615040,112656539648,181568131072,142487543808,189619814400,115303948288,147766919168,157180690432,177132998656,191364534272,151525867520,150462529536,178359406592,164158988288,177562927104,144438779904,159476391936,172280496128,191536013312,183883546624,163545042944,128849494016,198226776064,156741574656,172421169152,148976001024,126983213056,164064329728,185457369088,156627525632,162547982336,148063342592,175788244992,229949837312,134856196096
80,164822200320,138446049280,154566156288,148254261248,135649755136,154566615040,112656637952,181568315392,142487621632,189619994624,115304087552,147766980608,157180776448,177133088768,191364534272,151525982208,150462615552,178359541760,164159631360,177563045888,144438865920,159476535296,172280594432,191536128000,183883689984,163545214976,128849620992,198227001344,156741726208,172421283840,148976148480,126983294976,164064464896,185457561600,156627677184,162547982336,148063440896,175788347392,229950009344,134856196096
81,164822315008,138446049280,154566279168,148254396416,135649886208,154567254016,112656769024,181568450560,142487797760,189620195328,115304222720,147767111680,157180928000,177133285376,191364534272,151526137856,150462746624,178359660544,164159901696,177563258880,144439037952,159476723712,172280823808,191536128000,183883833344,163545366528,128849743872,198227218432,156741865472,172421439488,148976271360,126983401472,164064604160,185457750016,156627824640,162547982336,148063588352,175788556288,229950246912,134856523776
82,164822511616,138446372864,154566303744,148254531584,135650037760,154567503872,112656871424,181568573440,142487883776,189620416512,115304366080,147767242752,157181075456,177133441024,191364603904,151526199296,150462877696,178359828480,164160040960,177563258880,144439218176,159476883456,172280999936,191536128000,183883972608,163545518080,128849838080,198227283968,156742008832,172421591040,148976418816,126983409664,164064813056,185457926144,156628017152,162548060160,148063739904,175788744704,229950443520,134856638464
83,164822556672,138446737408,154566303744,148254572544,135650091008,154567553024,112656912384,181568675840,142487969792,189620539392,115304411136,147767255040,157181194240,177133531136,191365259264,151526215680,150462963712,178359980032,164160139264,177563258880,144439300096,159476977664,172281085952,191536128000,183884140544,163545653248,128849915904,198227361792,156742189056,172421738496,148976451584,126983409664,164064907264,185457995776,156628111360,162548060160,148063846400,175788855296,229950611456,134856744960
