op_r,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
325,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
326,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
327,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
328,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
329,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
330,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
331,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
332,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
333,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
334,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
335,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
336,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
337,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
338,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
339,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
340,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
341,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
342,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
343,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
344,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
345,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
346,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
347,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
348,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
349,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
350,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
351,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
352,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
353,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
354,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
355,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
356,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
357,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
358,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
359,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
360,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
361,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
362,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
363,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
364,61083,47473,51009,52996,44919,52808,36851,61549,50393,63090,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
365,61311,47549,51092,53148,44933,52817,36851,61632,50476,63249,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57575,60069,69428,63379,58785,44219,69831,56506,59897,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
366,61477,47549,51092,53224,45009,52817,36858,61715,50552,63249,42497,52384,55622,59983,65510,49870,51716,62860,56137,58624,50281,57734,60152,69511,63531,58951,44295,69990,56596,60070,50343,45898,56885,66570,52599,55120,52004,60917,80250,46160
367,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42497,52384,55622,60059,65531,49953,51792,62945,56158,58631,50281,57810,60228,69663,63538,58958,44295,69997,56596,60070,50343,45905,56899,66736,52675,55198,52004,61083,80499,46167
368,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42511,52460,55719,60135,65607,49953,51792,63026,56165,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50426,45905,57051,66895,52675,55205,52004,61159,80582,46174
369,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
370,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
371,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
372,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
373,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
374,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
375,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
376,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
377,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
378,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
379,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
380,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
381,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
382,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
383,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
384,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
385,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
386,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
387,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
388,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
389,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
390,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
391,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
392,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
393,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
394,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
395,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
396,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
397,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
398,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
399,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
400,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
401,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
402,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
403,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
404,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
405,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
406,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
407,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
408,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
409,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
410,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
411,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
412,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
413,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
414,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
415,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
416,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
417,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
418,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
419,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
420,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
421,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
422,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
423,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
424,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
425,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
426,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
427,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
428,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
429,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
430,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
431,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
432,61643,47708,51106,53300,45023,52905,36865,61798,50704,63332,42912,52716,56044,60149,65773,49953,51979,63241,56324,58652,50516,58038,60456,70057,63628,59269,44392,70322,56873,60236,50509,46306,57210,67068,52765,55300,52329,61242,80741,46326
