w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
303,422.88,265.71,810.96,0.0,112.0,0.0,483.2,0.0,587.2,0.0,0.0,392.57,5064.0,960.8,1156.0,0.0,280.0,3057.6,2248.0,455.73,354.8,819.33,908.73,1057.2,672.0,1488.0,0.0,218.55,3582.0,2566.4,384.57,133.33,629.17,2996.0,401.33,0.0,211.56,918.62,1532.4,1192.57,3160.0,0.0,0.0,690.4,2021.33,0.0,351.47,3548.0,330.4,0.0,1356.0,1380.92,445.14,1052.0,1277.5,1052.0,185.14,193.07,0.0,0.0,274.67,314.32,66.0,1470.0,207.69,84.0,729.33,0.0,626.0,813.45,708.5,0.0,430.67,0.0,0.0,0.0,203.47,251.5,1367.0,451.43,267.0,329.65,1035.33,2852.5,689.14,279.14,1516.0,2264.31,1587.75,2140.24,955.14,1307.07,1828.36,1467.08,1909.67,1369.23,640.61,757.33,1605.82,798.77,1516.0,655.23,706.0,577.33,638.8,2578.86,901.85,714.5,374.4,1731.56,1130.15,0.0,671.27,264.25,1039.33,938.32,0.0,300.4,2072.0,2676.0,118.0,432.0,0.0,301.2,279.33,1366.4,1370.0,0.0,1212.0,2021.33,1640.0,154.62,0.0,1398.67,0.0,307.47,0.0,339.68,0.0,0.0
304,0.0,0.0,0.0,480.0,4680.0,7616.0,1193.68,3276.0,432.8,2075.2,1294.15,2178.4,1515.08,458.67,0.0,1456.0,1300.0,647.69,1598.0,0.0,2256.0,282.61,0.0,2387.43,2308.0,1242.22,1422.0,0.0,1271.0,928.0,1158.4,708.0,5074.0,797.08,0.0,1329.0,429.89,1193.33,1955.43,631.79,752.73,2402.0,1258.67,1905.33,0.0,1084.0,3064.0,2004.0,1003.6,0.0,1358.4,2244.8,139.43,1119.69,3570.67,977.78,411.6,1542.0,1260.47,1129.45,0.0,3258.0,1270.86,1088.21,139.2,1172.0,973.14,1052.83,1095.83,1346.0,540.0,6436.0,2294.18,1068.0,2001.78,1375.07,2344.86,1387.6,1292.0,710.82,986.21,1213.33,1349.0,544.87,1253.0,904.5,513.33,0.0,124.67,0.0,255.56,848.8,478.4,249.33,864.0,584.0,0.0,354.0,348.86,1193.33,516.0,204.5,229.6,1196.0,918.4,708.46,274.0,512.0,1697.78,0.0,593.6,321.6,265.0,468.0,651.27,3158.67,2128.0,829.5,0.0,212.4,798.22,589.33,1192.0,0.0,2954.0,2031.2,786.93,2051.56,444.0,0.0,3574.67,658.55,0.0,919.62,777.87,0.0,2852.8,375.8,0.0,1369.33
305,524.92,1775.06,573.73,1017.41,1280.53,1343.62,781.23,661.07,385.71,2444.0,904.0,2540.0,1017.33,146.86,1288.75,3812.57,430.0,569.64,670.15,1444.62,0.0,514.67,1756.8,0.0,2431.0,0.0,641.26,6808.0,2130.86,1190.0,583.38,704.09,478.12,987.47,7048.0,2046.86,0.0,224.86,675.38,1013.2,1094.67,1055.2,467.0,2440.0,6432.0,956.0,819.53,576.75,355.6,3481.14,1688.0,324.24,0.0,558.86,0.0,592.22,1078.18,1855.33,2075.0,1000.33,1548.0,1010.4,3048.0,1790.0,1327.6,1901.43,681.75,670.5,0.0,432.0,888.0,781.33,92.0,1926.77,1202.67,249.6,261.33,1781.33,0.0,0.0,872.0,489.33,5.33,474.0,1284.0,831.6,1492.0,603.33,406.4,370.0,806.0,365.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,204.0,0.0,0.0,0.0,567.33,0.0,0.0,0.0,1077.0,525.2,185.9,320.0,1493.82,174.29,0.0,0.0,337.0,1169.87,1026.18,1396.8,80.57,0.0,186.15,465.39,2497.33,0.0,985.88,297.91,1855.64,0.0,0.0,2308.0,756.73,954.29,2003.2,0.0
306,1016.77,195.33,456.38,0.0,1000.0,662.0,1272.0,588.0,1180.75,387.0,0.0,0.0,1354.0,3203.43,5566.0,512.0,0.0,1740.67,542.67,0.0,2649.6,1778.67,826.67,634.0,452.0,1097.23,0.0,1910.93,1010.4,0.0,0.0,644.67,1381.33,1401.71,3209.33,613.14,1228.0,449.33,458.0,242.67,0.0,918.8,508.0,3100.0,1502.4,1192.57,601.33,776.44,189.0,336.57,1860.8,0.0,1729.71,722.0,1647.33,433.14,0.0,748.0,334.67,287.0,2125.33,1495.67,418.86,0.0,411.0,762.17,419.69,443.33,1992.0,396.0,1895.0,7484.0,224.0,1195.33,1359.56,265.0,572.8,302.86,0.0,1351.5,385.6,0.0,0.0,819.0,0.0,610.0,3280.0,0.0,0.0,0.0,0.0,0.0,3264.0,0.0,0.0,1460.0,1479.73,997.71,2142.4,2980.0,1600.0,2374.67,1817.33,0.0,1700.8,0.0,1129.54,425.33,0.0,1626.67,1028.5,0.0,866.0,0.0,530.0,682.5,147.47,848.8,2502.4,2692.44,0.0,997.33,0.0,807.6,5874.67,0.0,0.0,0.0,0.0,2446.77,0.0,0.0,443.59,1111.33,878.29,3092.0,646.86,0.0,1105.33,0.0
307,286.67,0.0,1552.0,0.0,750.0,0.0,0.0,0.0,187.64,0.0,2396.0,1516.0,1088.8,680.0,824.76,484.5,980.33,1256.44,1451.0,0.0,340.0,179.5,1959.2,0.0,890.26,1225.0,2438.4,3686.0,800.0,1436.0,1439.08,735.43,990.77,169.33,816.3,854.29,4670.0,910.35,591.33,302.46,594.93,944.57,0.0,891.2,625.2,922.78,715.8,674.4,500.0,1045.5,0.0,821.17,326.0,392.0,0.0,0.0,0.0,776.5,0.0,0.0,0.0,227.14,0.0,0.0,981.33,388.0,0.0,0.0,0.0,0.0,549.0,0.0,24.0,378.86,0.0,0.0,0.0,0.0,1634.46,0.0,0.0,0.0,746.75,871.53,1239.56,0.0,798.58,1084.77,1786.67,1664.8,774.62,1230.0,1056.47,1768.38,2024.0,1133.43,295.11,834.4,629.14,743.08,1492.8,1371.67,474.44,1798.0,445.76,1816.0,1068.44,881.89,1387.2,524.62,1754.8,1301.56,936.94,0.0,833.0,1322.0,769.74,680.0,446.72,593.68,1437.6,0.0,564.0,492.86,1920.0,3328.0,2194.0,0.0,2872.57,4224.0,1088.89,1669.0,780.73,3422.67,993.09,1366.0,1906.0,0.0,1617.14,1599.56
308,58.4,4066.0,0.0,1767.5,460.0,2830.29,1138.18,2451.0,0.0,1624.36,1467.43,802.95,0.0,0.0,89.6,845.0,1065.14,177.33,376.0,896.89,252.0,0.0,1996.8,0.0,3158.67,182.55,0.0,713.78,295.67,1302.22,0.0,250.67,0.0,1480.0,1207.11,1085.33,533.33,0.0,1608.0,1707.0,493.33,1964.0,612.4,544.0,2224.5,771.0,5.33,616.0,721.75,3624.0,501.87,281.4,950.29,997.0,1101.91,1804.67,972.53,0.0,1754.0,642.0,0.0,6.0,2415.43,1752.0,0.0,12.0,1174.57,1930.0,1559.38,898.29,120.0,720.86,1354.67,0.0,591.06,1526.75,1216.38,2433.33,595.64,1247.45,952.17,1800.44,384.61,306.73,877.14,2405.6,508.57,233.2,524.0,788.0,668.67,388.63,1177.54,385.07,1013.27,414.46,2498.4,874.93,542.31,869.78,624.92,1046.15,2125.33,855.09,1585.33,500.0,499.54,783.27,3556.0,470.88,396.89,77.6,0.0,1761.71,0.0,2252.0,593.64,0.0,592.62,1720.0,2284.0,3276.0,574.8,829.91,149.6,2625.5,505.76,1402.77,1038.77,560.86,0.0,1630.57,1186.0,986.67,886.4,1142.2,351.75,796.27,2800.0,469.45
309,2337.33,719.27,1502.29,519.79,2341.33,876.0,749.5,378.91,1073.33,377.37,2058.67,1168.89,3876.57,0.0,1237.71,1721.5,98.67,0.0,960.0,1056.19,1696.5,0.0,1096.0,2071.27,364.0,1020.67,1640.0,1678.67,0.0,0.0,496.0,3940.0,0.0,1297.43,476.29,568.0,4480.0,769.14,638.22,0.0,955.27,0.0,824.5,0.0,1681.71,509.0,0.0,0.0,0.0,472.8,3592.0,542.57,0.0,1620.0,2052.0,329.39,3936.0,6748.0,957.5,2244.0,4550.67,1963.27,615.64,1093.23,875.13,1107.2,567.67,2184.0,917.14,803.79,4556.8,308.42,679.17,1649.33,968.0,1090.0,1036.0,1169.71,113.0,164.0,560.24,1053.0,1682.67,631.2,497.54,872.57,614.67,748.67,0.0,1444.0,0.0,2128.0,994.5,0.0,1340.0,1578.4,295.69,2694.67,149.33,0.0,202.57,344.73,1393.14,1058.91,1524.0,1131.14,716.0,429.45,563.65,152.64,503.0,1981.67,0.0,814.67,2710.67,3444.0,736.0,0.0,1372.4,530.67,1377.82,1809.25,0.0,225.33,2065.0,432.0,297.5,2429.33,1288.0,292.8,1014.0,888.0,948.0,1165.54,503.57,296.0,159.0,1886.0,0.0,1708.0
310,824.0,729.6,629.6,560.11,1240.55,1147.56,718.33,814.93,1142.67,612.44,2748.0,465.45,0.0,2137.07,515.58,1567.2,1355.16,5928.0,3920.0,0.0,161.5,2141.33,0.0,915.27,524.0,406.0,2500.8,1487.56,1067.81,0.0,1361.45,1616.0,3574.67,0.0,816.0,1046.0,678.0,876.27,0.0,3798.0,658.22,0.0,602.17,967.37,0.0,0.0,3207.0,0.0,0.0,984.0,0.0,0.0,1004.73,1022.93,1211.38,685.45,920.27,480.18,749.33,996.18,783.37,498.74,899.27,733.5,877.82,2170.0,371.78,402.5,409.82,533.23,563.43,1360.0,788.5,965.78,3766.4,481.85,109.26,236.5,440.97,194.4,369.71,0.0,447.48,964.8,355.54,0.0,759.11,614.4,395.2,574.7,1128.5,738.33,418.96,529.55,562.0,709.17,625.78,579.8,288.71,403.14,1010.0,839.33,329.52,2542.0,749.38,560.0,599.45,388.82,1002.22,355.88,882.86,2756.0,1001.6,1040.4,1732.5,4373.33,595.43,1301.67,418.91,569.71,1932.8,0.0,0.0,2777.33,1695.2,2324.0,755.43,1387.43,418.0,2248.89,1876.4,609.65,0.0,1149.33,0.0,512.0,1001.0,661.6,0.0,881.33
311,1820.36,1131.0,1121.41,553.09,747.5,353.41,787.2,1393.71,1271.43,548.44,2200.33,233.0,1208.31,876.0,308.0,401.6,2238.0,803.16,1145.05,1001.23,544.26,1085.75,641.6,1506.33,1442.4,70.0,4273.14,893.85,1647.33,768.12,516.53,568.1,843.33,0.0,0.0,0.0,0.0,233.33,1197.0,647.6,697.75,798.67,1537.0,924.0,810.0,1390.67,3976.0,4444.0,342.13,0.0,1326.22,870.25,458.15,5582.67,258.77,464.62,119.33,993.52,1632.57,1086.67,1179.14,780.57,840.21,2478.0,757.0,1228.33,396.8,895.69,739.5,491.12,496.42,1928.0,755.64,304.0,888.84,905.26,524.76,1068.0,420.5,510.09,394.27,2356.0,413.6,0.0,739.33,444.44,172.0,778.0,396.0,84.52,194.86,1230.0,105.52,1350.67,666.67,397.33,588.57,1605.33,1944.0,2035.2,3376.0,1557.33,1360.0,1217.82,136.0,1307.33,0.0,800.0,337.81,360.24,558.0,440.0,1662.0,737.71,269.33,2592.0,626.8,27.0,760.0,627.43,778.33,2910.67,2120.0,783.0,1069.09,456.0,1884.36,1104.57,609.68,458.96,1012.0,1915.0,2576.0,148.0,698.0,385.67,1234.14,306.67,3416.0,1629.0
312,1182.0,800.0,884.0,299.52,370.89,618.96,519.6,489.41,946.32,216.91,0.0,1107.67,295.41,2550.0,0.0,0.0,0.0,2372.0,306.86,170.0,3772.0,1144.0,0.0,982.0,1808.8,0.0,730.5,277.33,477.33,754.86,570.86,719.71,1999.56,759.14,0.0,1366.22,608.0,1256.67,1696.86,1224.5,0.0,1019.31,296.77,0.0,0.0,2067.69,1637.5,1717.25,1094.46,1414.8,661.23,272.73,710.67,75.6,972.62,644.8,406.63,704.0,811.69,566.91,737.23,743.37,601.0,398.86,957.6,1846.29,872.89,233.09,275.27,94.64,973.6,437.78,427.2,541.03,113.07,156.44,166.86,476.0,1046.67,578.0,217.33,443.2,976.53,2536.0,2668.0,1922.67,827.38,561.23,646.0,582.55,555.6,2107.33,907.27,1271.5,1159.56,2396.0,538.89,1018.82,1114.2,945.88,478.8,1692.8,605.05,1718.0,534.4,231.0,808.71,1195.0,642.0,356.57,894.0,0.0,1518.22,1573.14,843.6,681.8,344.0,1569.33,1667.67,0.0,0.0,723.64,2770.0,1252.92,794.4,1646.18,2872.0,4658.67,1365.6,644.0,0.0,549.33,896.0,0.0,0.0,1581.33,12.0,473.2,661.57,544.0
313,782.67,0.0,369.12,349.85,607.43,458.0,441.33,3060.0,330.75,310.0,0.0,596.26,695.16,196.0,664.76,453.56,0.0,996.0,546.18,0.0,507.11,0.0,2596.0,680.57,1080.22,7252.0,263.2,0.0,0.0,747.5,3172.0,268.2,868.67,809.0,785.78,727.6,4160.0,0.0,873.11,534.0,0.0,76.57,546.22,4084.0,831.37,191.0,778.4,279.0,1562.4,1250.0,1132.0,2023.0,0.0,0.0,1458.5,1344.67,676.5,293.0,486.0,1088.0,481.82,289.07,305.56,642.5,425.6,291.7,416.53,458.0,838.67,816.0,427.52,0.0,308.4,296.0,0.0,316.22,999.2,1035.67,1071.33,1136.33,465.07,1814.5,106.4,0.0,216.0,2580.0,0.0,184.0,118.67,265.0,852.0,0.0,1254.4,1860.0,0.0,190.0,6.67,254.0,0.0,5.33,0.0,0.0,0.0,1744.0,0.0,1230.22,0.0,0.0,600.0,0.0,0.0,3138.67,3874.0,1876.5,2073.33,592.55,0.0,1136.89,3028.0,3344.44,0.0,721.27,678.46,2588.0,0.0,585.4,0.0,6.0,591.27,0.0,945.14,0.0,545.2,1182.0,3528.0,4928.0,1035.27,3020.0,491.0,4132.0
314,0.0,862.35,439.2,468.89,2122.4,652.8,836.0,363.43,649.0,414.89,2878.0,243.85,633.76,1455.43,308.75,413.71,2628.0,945.0,5.71,0.0,776.27,0.0,2014.67,1775.5,113.71,930.81,1174.4,997.22,1474.33,3088.0,1592.0,665.65,0.0,4952.0,1339.43,648.0,907.76,0.0,466.67,0.0,2685.71,590.67,485.33,4.0,3541.6,848.86,782.0,1734.67,1004.0,1982.67,0.0,0.0,862.1,1630.0,634.67,500.27,2494.0,0.0,751.2,551.04,374.0,446.0,445.78,730.86,0.0,661.0,1352.67,913.6,645.47,1174.4,458.86,1926.0,651.76,480.0,1038.13,2101.33,293.78,664.0,0.0,0.0,0.0,407.33,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.33,2272.0,2090.67,4460.0,0.0,0.0,1300.89,0.0,0.0,0.0,0.0,232.0,0.0,0.0,518.0,2990.29,1917.33,1501.33,0.0,453.6,2180.0,192.8,1173.5,87.33,1305.6,1646.0,684.5,1192.0,815.33,0.0,4536.0,702.4,0.0,528.48,900.8,4664.0,0.0,2756.0,1980.31,952.0,607.33,6672.0,684.57,1678.77
315,653.5,0.0,1674.67,0.0,0.0,0.0,0.0,0.0,876.8,0.0,3860.0,0.0,899.2,3510.5,1140.0,480.0,3324.0,638.94,904.8,1524.89,984.33,0.0,1754.0,288.0,0.0,1285.0,1225.54,297.6,246.33,1646.0,182.67,1636.0,0.0,591.11,631.2,286.93,1869.33,0.0,2964.0,0.0,757.5,530.0,0.0,2964.0,1700.0,0.0,1724.0,2536.0,0.0,285.14,1019.27,825.71,869.33,0.0,0.0,0.0,0.0,1254.67,0.0,0.0,1965.0,1020.24,0.0,0.0,530.0,1077.78,0.0,0.0,0.0,0.0,388.36,0.0,0.0,526.5,0.0,0.0,0.0,0.0,1331.43,0.0,0.0,0.0,1566.67,2326.55,1554.86,0.0,2725.0,1165.5,744.42,1911.33,937.8,1291.5,1418.15,2708.0,1195.73,769.24,768.67,1955.0,861.0,2576.0,4444.0,2158.0,820.8,4374.0,3347.33,3271.0,1800.89,1824.0,1239.2,302.5,2540.0,612.31,3444.0,6636.0,1474.0,1153.67,1293.0,0.0,508.36,3896.0,1569.33,384.62,953.18,0.0,539.47,1794.67,1247.45,0.0,3619.0,2496.0,635.27,1395.6,0.0,1832.0,1031.09,2046.67,2201.33,1894.0,975.27,908.67
316,0.0,4242.0,0.0,3540.0,3217.33,980.5,1118.29,1047.43,0.0,0.0,2831.2,472.0,0.0,348.86,1144.62,0.0,599.2,1046.0,1579.53,4316.0,0.0,3077.78,3220.0,0.0,1359.6,1118.29,929.09,363.27,788.67,1289.33,739.2,0.0,3469.33,0.0,196.0,4178.4,1467.2,2977.71,523.5,347.5,3226.86,982.09,1226.0,3171.67,0.0,711.2,0.0,8.0,1040.0,1463.11,507.67,1300.0,831.56,0.0,890.29,1174.0,534.5,0.0,2300.0,406.4,0.0,0.0,4658.0,500.0,0.0,0.0,1622.67,2136.0,1126.0,1473.6,0.0,821.33,794.67,0.0,1960.0,2244.0,908.0,3738.0,824.44,2882.67,1335.43,1580.92,1367.33,0.0,2425.33,743.75,1373.33,865.33,650.0,0.0,1345.33,1111.69,660.0,7640.0,1511.0,1193.33,500.71,2000.0,1032.0,0.0,0.0,234.73,434.44,1450.93,952.8,1826.5,261.33,828.0,640.0,1015.05,338.5,331.43,712.86,2560.0,1705.65,335.2,1614.22,6376.0,367.2,652.31,669.68,0.0,2024.0,4547.0,504.0,338.09,525.43,1816.94,443.8,776.0,416.25,1302.0,1153.25,1760.31,193.14,316.0,945.22,1178.93,1268.36,7216.0
317,1120.0,596.47,3355.0,1920.0,872.0,597.78,848.0,646.13,703.64,1020.33,487.03,2296.0,1106.86,0.0,1900.0,1910.0,3728.0,349.0,213.0,1045.2,0.0,0.0,672.88,793.22,1355.29,4162.0,379.33,1444.73,336.27,2461.33,1448.7,0.0,2088.0,0.0,1918.0,622.81,0.0,2730.0,525.71,1200.0,1670.0,705.56,1876.0,283.2,1065.04,1404.67,1966.67,0.0,0.0,1686.0,370.59,0.0,1670.0,1508.0,898.86,0.0,970.46,0.0,820.44,1105.14,4092.0,1279.6,693.89,1896.44,2627.2,0.0,1368.0,1459.08,2477.14,1741.5,968.0,1734.33,1012.0,2344.0,2756.0,1085.0,778.67,1165.0,1572.31,1240.0,1813.33,746.11,2399.0,362.35,392.67,3284.0,549.33,2414.67,1006.67,1011.45,1023.33,790.15,898.55,626.83,1134.0,1614.4,579.73,834.55,1562.91,366.06,1764.29,1537.75,429.0,299.11,2692.8,916.67,729.45,1792.0,674.4,902.18,771.43,0.0,4124.0,1180.53,206.67,0.0,485.14,1556.27,1412.0,1207.11,488.33,632.64,534.22,1263.06,484.67,0.0,161.24,184.0,736.0,1136.0,795.43,374.0,614.89,220.63,0.0,1961.0,292.47,990.0,683.82,494.86
318,1131.11,592.0,406.46,639.45,1581.0,666.0,421.71,627.38,979.2,651.43,0.0,1484.0,353.0,1090.29,3.6,4164.0,1601.33,0.0,1984.0,1812.0,1433.6,1392.67,526.77,325.68,310.5,2177.6,0.0,2134.67,0.0,5.0,4232.0,3212.0,0.0,0.0,644.0,343.25,726.86,1341.14,2815.33,1989.64,621.0,792.89,524.4,889.33,255.56,610.0,1629.33,1408.0,898.0,349.87,0.0,2507.0,706.35,2152.67,319.69,1063.38,727.6,2512.44,1138.0,295.43,1304.8,0.0,788.0,1528.0,853.25,2820.0,380.89,352.76,363.2,1024.86,2946.67,246.8,4.0,1492.57,916.0,1573.5,1896.44,1125.05,338.67,1523.43,2100.0,602.67,747.6,1770.77,0.0,1667.0,5144.0,341.0,530.0,638.0,306.59,253.54,1326.0,173.6,0.0,2.0,0.0,220.0,1714.0,643.0,6544.0,516.0,4102.0,262.33,947.2,828.0,498.0,806.33,801.47,1909.0,284.92,1350.36,162.0,925.18,468.86,753.89,0.0,1292.0,617.5,672.96,1292.0,416.77,0.0,418.11,568.6,1252.0,0.0,1008.0,616.0,2852.73,3008.0,1476.57,0.0,1323.43,656.35,416.55,0.0,338.0,237.14,738.95
319,801.6,1445.2,412.0,171.79,1749.33,1546.8,929.82,2396.8,585.71,639.0,434.67,385.0,494.67,484.31,0.0,0.0,627.2,642.86,1607.0,856.52,915.71,899.0,505.6,399.25,0.0,1084.0,1039.13,1242.4,1366.67,505.33,555.14,1784.0,457.37,1474.0,293.43,0.0,666.93,755.64,3284.0,300.0,1059.0,0.0,1566.13,604.47,400.5,0.0,1536.8,1154.67,2088.0,0.0,762.09,1164.0,0.0,5504.0,3100.0,826.8,1307.69,942.5,1362.8,821.0,1324.0,447.85,0.0,1443.11,334.57,1784.0,1872.0,1516.57,767.56,750.4,212.67,3000.0,2056.0,1183.5,2396.0,1272.0,2600.0,709.4,1499.5,472.62,443.64,1119.6,0.0,932.0,1305.1,507.25,876.0,663.76,468.44,504.8,734.91,1320.5,1076.89,274.4,1980.0,307.0,885.6,821.6,384.73,239.69,670.0,584.0,413.33,1511.0,0.0,720.0,0.0,0.0,856.0,196.0,3570.0,573.43,350.83,477.2,253.0,462.32,352.0,579.5,688.0,382.67,998.25,1472.8,669.0,1960.0,670.67,800.3,870.29,0.0,1325.6,1390.0,0.0,733.57,2121.14,728.25,1020.67,288.89,385.38,829.09,932.0,951.82
320,1122.29,272.53,2057.5,635.2,3172.0,1069.14,693.09,2236.0,509.09,1011.2,738.48,1766.67,180.0,606.0,0.0,1500.0,124.0,493.33,2168.0,277.45,1429.85,3737.14,0.0,0.0,660.86,1037.0,203.2,2980.0,1023.43,1402.46,0.0,5252.0,0.0,287.33,0.0,1273.67,386.22,725.6,879.08,438.0,583.78,409.38,918.29,1468.0,0.0,758.58,837.33,548.0,1619.75,878.86,200.92,1477.25,0.0,2894.67,1101.14,2348.8,0.0,1306.18,0.0,0.0,2630.67,2298.67,743.33,256.0,158.22,1062.78,802.15,773.45,3466.0,767.33,2296.44,783.33,598.67,262.93,802.4,3110.0,1556.0,960.0,265.33,1142.25,864.0,346.5,761.33,624.0,0.0,2518.67,830.0,596.0,0.0,1438.67,338.18,0.0,2428.0,0.0,0.0,1392.0,0.0,0.0,0.0,0.0,1608.0,384.0,784.0,934.67,1406.0,478.4,0.0,0.0,262.67,1768.0,967.0,452.0,615.67,0.0,631.29,1756.0,692.0,2509.33,0.0,321.33,397.33,340.44,463.69,0.0,712.0,2017.33,0.0,0.0,692.0,10.0,924.44,329.6,524.85,189.38,126.91,0.0,724.2,382.57,1253.33,110.93
321,0.0,0.0,0.0,738.22,484.0,0.0,317.6,0.0,1776.0,0.0,249.6,2614.0,1998.0,1464.0,4081.78,913.18,1980.0,762.24,1062.67,309.85,0.0,724.5,715.88,2729.71,400.24,0.0,449.33,530.29,32.0,1989.78,773.0,0.0,1617.78,1350.0,686.4,410.2,0.0,828.31,909.0,555.2,0.0,481.07,243.0,847.78,1665.6,400.44,1142.0,474.48,114.0,983.05,458.0,454.1,1208.36,0.0,3160.0,1612.0,0.0,0.0,3956.0,0.0,857.14,2227.0,1530.67,0.0,3053.33,2510.67,0.0,57.71,304.0,504.0,500.0,119.2,0.0,2648.67,157.33,0.0,0.0,0.0,0.0,3537.33,0.0,1370.0,0.0,0.0,0.0,0.0,0.0,2062.29,1019.43,1041.0,533.14,0.0,0.0,0.0,0.0,1250.5,1235.43,0.0,1832.0,0.0,0.0,0.0,715.6,0.0,0.0,0.0,407.11,667.43,77.45,0.0,743.0,1548.0,1868.89,421.33,1227.75,310.35,311.2,1632.92,666.78,456.0,0.0,748.67,1100.0,307.03,2379.2,4.0,1577.67,2376.0,5996.0,1278.0,2149.23,0.0,328.0,0.0,0.0,623.33,574.67,429.6,560.67,0.0
322,702.0,0.0,1050.67,695.2,1150.86,1488.0,462.4,0.0,0.0,0.0,205.6,0.0,2701.33,1184.89,239.2,2985.6,1118.57,350.67,585.43,0.0,214.5,339.54,165.25,199.0,592.18,684.74,621.54,509.6,555.78,664.0,599.09,300.0,553.65,1584.0,1036.0,445.0,1908.0,272.0,1486.13,1170.93,1785.54,2164.8,1058.0,642.4,919.0,0.0,2350.67,696.0,890.22,746.29,394.32,862.77,1296.0,0.0,0.0,210.22,0.0,0.0,1390.0,0.0,122.0,331.2,762.0,3564.0,0.0,95.33,0.0,257.33,1208.0,0.0,0.0,1234.0,1522.67,268.0,538.0,273.6,2394.67,0.0,1330.13,0.0,0.0,2462.0,2822.4,2496.31,1446.4,0.0,1641.6,1709.09,1551.38,978.0,1342.55,4548.0,2094.35,1551.23,1867.48,1396.92,2596.44,1140.21,3525.33,3538.57,2364.75,2536.0,529.67,0.0,1468.16,0.0,1462.0,2099.27,2172.0,961.14,1412.44,481.37,437.27,302.96,406.0,1120.0,1920.0,739.43,70.4,600.92,3036.0,435.69,0.0,0.0,0.0,154.67,1781.6,2145.4,1141.0,985.07,551.2,689.5,680.0,1219.0,539.29,1225.6,421.33,0.0,1536.0,824.94
323,322.0,0.0,0.0,335.33,0.0,4617.33,2712.57,1498.0,1348.0,0.0,1629.78,637.94,0.0,5126.67,726.5,191.69,296.71,356.0,578.29,1749.6,195.73,0.0,1428.0,0.0,1018.67,123.56,1023.43,1992.57,600.12,0.0,48.0,0.0,116.31,1087.73,0.0,0.0,600.17,0.0,828.62,761.64,549.43,586.12,882.5,0.0,1432.57,1669.33,235.11,1585.78,782.22,772.0,1036.0,686.0,1038.89,3010.4,1375.33,1254.29,1453.0,0.0,0.0,1423.33,856.0,586.0,0.0,5892.0,0.0,0.0,1562.0,1908.0,2599.0,1580.67,0.0,0.0,1356.8,602.0,2015.11,2347.43,2046.75,792.0,5728.0,1910.4,1706.46,1460.0,2178.67,0.0,706.15,2471.33,117.33,852.8,559.27,1253.33,114.5,1060.67,522.67,80.44,155.27,1692.0,2275.2,5616.0,4248.0,3852.0,0.0,861.71,1395.0,1826.6,0.0,1749.0,1060.0,550.0,4501.33,318.0,406.0,42.57,0.0,2020.0,0.0,2052.0,1574.0,295.2,467.83,0.0,632.93,0.0,556.44,1688.0,0.0,0.0,654.77,177.5,1550.91,449.2,1748.0,1072.53,747.14,411.08,725.6,542.67,809.9,1063.09,460.31,520.25
