w_await,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
22,0.0,802.0,935.33,0.0,114.6,109.5,3113.18,1367.11,1294.67,1014.5,210.0,0.0,0.0,0.0,277.2,0.0,1559.2,3993.33,0.0,1727.69,0.0,3613.0,474.32,675.0,1890.33,2556.0,1038.67,0.0,0.0,708.0,3323.43,0.0,3852.0,2068.57,0.0,0.0,3621.33,646.29,2402.0,2922.67,616.67,3696.0,0.0,3280.0,550.0,392.0,1146.4,293.65,11689.1,2632.0,1796.4,0.0,0.0,860.0,0.0,4215.2,0.0,0.0,1854.0,0.0,3391.0,887.0,719.71,1860.62,382.77,2524.0,1866.5,1239.43,4186.0,2793.71,2026.0,3075.33,1018.93,569.6,5078.67,1765.0,503.4,2503.2,2404.0,1636.0,914.86,1583.67,2232.53,1217.6,1351.29,2006.4,445.09,981.73,1510.15,1356.5,931.0,456.36,1164.86,3638.67,1217.25,0.0,1569.65,1409.82,2562.0,96.33,481.0,1742.0,2157.6,3102.67,1173.23,927.73,781.33,1211.64,878.67,889.71,450.44,606.67,943.64,1292.0,1830.29,734.67,2628.8,0.0,0.0,1306.18,3613.2,0.0,361.25,3219.2,0.0,0.0,1044.0,0.0,0.0,0.0,0.0,5084.0,1019.37,368.0,2034.86,3463.33,1076.44,704.19,856.0,212.0
23,605.38,0.0,135.73,2068.67,2000.0,1295.33,1128.29,1482.89,4656.0,1335.27,4088.0,3144.0,1023.29,1456.0,2910.0,954.95,303.0,0.0,0.0,315.11,464.0,5021.0,344.0,480.44,5246.67,1549.33,0.0,0.0,2059.56,0.0,0.0,1972.0,0.0,582.58,0.0,0.0,0.0,0.0,544.0,936.5,0.0,352.8,3804.5,2111.0,0.0,0.0,2202.0,1518.82,1365.33,0.0,0.0,1454.18,3508.5,1263.0,652.62,2440.0,2922.4,368.0,2001.5,1134.67,2359.2,498.61,1673.75,741.09,642.0,5172.0,1498.0,2565.6,1191.78,2185.78,2164.0,2121.5,1193.0,960.69,692.44,1530.12,797.82,707.43,0.0,2604.0,1880.89,449.33,281.33,381.0,1040.0,1233.38,0.0,332.5,288.0,0.0,496.0,918.0,0.0,2151.43,0.0,2060.0,2264.0,1189.33,1608.0,0.0,428.0,761.33,326.67,1397.33,363.2,2981.0,8.0,406.0,1917.6,0.0,226.0,0.0,586.67,685.78,1816.67,0.0,739.56,1670.67,681.67,393.33,1432.4,512.0,0.0,390.0,5988.0,3769.33,3704.0,3048.0,1721.71,500.65,1633.5,2165.54,376.0,586.67,1442.0,1699.5,3796.0,1301.33,0.0,0.0
24,2850.5,2128.4,1093.09,307.43,801.09,473.45,260.0,304.67,1489.78,901.5,407.74,778.18,935.0,0.0,391.0,788.5,0.0,7128.0,548.74,0.0,6085.0,3166.0,0.0,0.0,933.23,0.0,1297.78,1380.67,0.0,1263.14,0.0,1236.33,0.0,1184.0,0.0,0.0,2840.0,0.0,0.0,1721.64,0.0,0.0,0.0,893.19,0.0,10752.0,315.33,194.08,0.0,0.0,1866.0,1853.09,0.0,4172.67,747.29,2031.0,3635.2,1506.67,455.2,3386.29,1707.14,1869.07,194.4,588.0,2534.67,1682.55,1023.5,290.0,410.0,66.0,1981.71,31.27,4064.0,1234.86,2926.0,393.33,436.0,0.0,0.0,1009.09,692.0,303.2,0.0,0.0,0.0,318.4,0.0,0.0,0.0,0.0,0.0,6370.0,0.0,2120.0,0.0,2545.33,0.0,1907.0,958.67,1869.33,2162.0,1292.0,918.0,0.0,4328.0,306.0,957.0,918.67,0.0,911.0,1014.5,808.29,1522.86,2092.0,440.0,678.25,0.0,4094.0,864.67,390.0,1479.0,9.6,1904.0,5192.0,1088.24,937.5,0.0,884.86,0.0,2820.0,0.0,192.0,0.0,1394.46,439.2,0.0,752.47,2885.33,770.29,2754.4
25,1130.77,824.0,925.2,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,576.0,1070.0,1331.2,558.57,708.0,839.62,702.78,111.33,474.67,0.0,0.0,424.0,761.33,0.0,1164.0,285.39,4052.0,0.0,264.0,3012.67,170.0,1500.0,0.0,0.0,0.0,1068.0,1056.64,677.33,251.43,1945.43,0.0,0.0,0.0,0.0,1914.0,865.6,11.5,423.67,400.0,777.05,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,24.0,638.0,0.0,0.0,730.4,254.67,0.0,0.0,0.0,0.0,438.8,0.0,0.0,567.58,0.0,0.0,0.0,0.0,483.6,0.0,0.0,0.0,833.43,712.25,714.22,0.0,1329.52,665.2,630.4,1088.77,4101.33,618.81,1404.22,938.0,2070.0,606.93,1046.29,551.64,488.0,1630.4,1476.33,394.0,649.89,1554.0,1226.67,755.69,964.67,380.94,1088.95,1219.08,964.2,0.0,431.33,1877.5,0.0,468.0,635.6,0.0,780.8,1452.0,0.0,881.14,1288.0,1260.0,1854.0,0.0,1767.64,460.0,0.0,648.57,4876.0,1342.67,929.71,0.0,594.67,0.0,1945.71,670.59,1353.33,957.0
26,89.45,0.0,258.67,2864.0,812.57,901.33,2326.0,713.5,0.0,1466.67,440.67,770.0,3765.33,445.0,1475.2,1560.0,990.86,0.0,372.0,769.5,0.0,839.43,0.0,1425.03,700.0,1039.0,0.0,2880.0,2177.33,2012.0,898.0,0.0,2585.71,0.0,0.0,9490.0,968.0,0.0,590.29,0.0,2112.0,1793.2,4784.0,0.0,0.0,0.0,0.0,601.69,40.67,616.67,1341.33,0.0,0.0,698.86,1696.0,810.86,1470.0,0.0,1040.0,0.0,0.0,0.0,0.0,1633.6,0.0,0.0,0.0,599.27,1877.33,2266.22,0.0,1339.27,1074.0,0.0,0.0,2969.0,881.14,1754.67,3912.0,998.0,819.05,2188.92,0.0,932.0,63.2,824.67,0.0,0.0,0.0,125.33,0.0,604.0,0.0,60.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,577.57,0.0,590.0,0.0,106.0,181.49,0.0,0.0,718.55,0.0,0.0,1814.75,0.0,868.8,0.0,327.0,1858.8,612.56,890.67,0.0,2764.0,2996.0,0.0,793.0,5326.67,577.33,0.0,1120.5,1710.4,0.0,0.0,1485.78,886.96,513.45,26.4,592.0,5684.0
27,2960.0,706.67,1730.22,1810.5,606.16,1497.82,764.0,357.14,1177.33,1161.85,2390.0,4170.67,772.0,3590.29,116.0,989.14,0.0,449.33,759.29,0.0,1697.07,34.0,0.0,0.0,909.6,0.0,254.67,527.2,1346.4,6536.0,392.0,1072.5,1148.0,642.0,2925.89,0.0,1248.0,612.0,0.0,734.48,0.0,774.53,399.69,1054.1,0.0,0.0,2962.0,1056.8,0.0,0.0,158.5,0.0,4335.0,865.6,981.14,1928.89,1159.56,0.0,3444.0,0.0,1814.0,588.0,878.0,824.67,1656.0,2117.33,575.0,843.79,1236.24,684.57,2373.33,777.14,588.67,0.0,3730.0,813.25,0.0,2310.0,0.0,2112.0,199.33,0.0,2680.0,0.0,0.0,565.33,2496.0,2478.0,713.33,934.67,0.0,1197.0,0.0,0.0,2328.67,749.5,491.5,396.0,690.22,2832.0,442.4,1874.67,0.0,0.0,939.5,0.0,209.14,1499.0,0.0,416.0,1236.8,4588.0,1976.0,0.0,444.0,3852.67,1295.71,2535.0,2657.6,52.0,0.0,2290.5,1188.57,697.71,265.67,1873.11,0.0,544.31,754.4,972.0,2476.0,0.0,4728.0,4389.0,0.0,0.0,157.2,320.67,653.09,1243.43
28,372.8,0.0,872.8,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,545.85,0.0,0.0,0.0,1538.13,0.0,801.2,725.43,704.0,549.0,1403.0,0.0,675.25,0.0,0.0,0.0,1570.0,1868.67,0.0,1900.0,1284.0,551.0,397.2,1444.0,0.0,0.0,1138.0,1401.0,495.52,91.2,3636.0,0.0,0.0,480.44,912.12,1810.21,573.0,0.0,1348.0,0.0,2221.0,1659.64,1207.2,1368.0,7188.0,0.0,0.0,1119.2,0.0,0.0,704.89,2712.0,276.0,0.0,757.0,1031.33,0.0,1164.0,0.0,0.0,1276.0,0.0,1036.57,855.27,0.0,732.0,4044.0,714.0,2121.67,235.38,314.0,0.0,1864.0,1025.82,1882.0,893.5,901.89,983.69,239.0,1409.78,1510.91,407.33,1344.0,5528.0,2558.0,1778.13,2211.43,943.7,924.48,5818.0,1704.36,1573.78,2416.5,194.67,2594.67,2860.0,0.0,2830.0,1624.0,413.78,958.0,1349.6,331.26,1920.0,0.0,1892.89,0.0,632.0,0.0,1400.0,1026.0,0.0,1504.57,1684.86,1201.33,0.0,0.0,0.0,0.0,0.0,0.0,2484.0,2030.0,870.5,1692.0,2776.0,1314.4,1369.6,346.89,1585.87
29,0.0,623.27,0.0,930.0,1492.0,752.0,0.0,1421.71,0.0,5472.0,0.0,2476.0,0.0,0.0,0.0,0.0,606.0,687.11,0.0,1715.43,0.0,1136.0,1077.29,2492.0,2256.0,720.96,2105.82,0.0,549.0,0.0,424.89,0.0,676.46,1427.64,0.0,0.0,2492.25,0.0,1464.0,0.0,1194.59,2168.0,0.0,241.09,0.0,170.67,0.0,2005.78,4501.0,3270.75,744.0,389.07,1400.0,8.0,0.0,356.52,2608.0,1124.0,0.0,0.0,0.0,0.0,23.64,1047.43,0.0,148.89,214.4,0.0,1433.14,445.5,0.0,2761.0,0.0,1288.0,1102.33,1993.14,1488.71,6556.0,3624.0,1386.0,1889.33,2424.89,945.5,1398.53,812.44,0.0,563.8,1315.69,1079.43,247.61,3278.0,543.53,1376.62,1871.33,172.44,1549.6,1733.0,562.19,1848.0,1087.59,103.38,1233.41,2258.0,2568.8,802.5,1509.33,2470.4,64.57,228.19,3475.33,631.43,0.0,206.46,1590.0,1141.45,0.0,0.0,0.0,0.0,282.8,532.32,1934.0,0.0,2508.0,0.0,0.0,1412.33,6052.0,864.0,3904.0,0.0,1424.57,863.43,7820.0,511.79,6548.0,0.0,0.0,0.0,0.0
30,232.8,2257.0,889.0,7064.0,325.74,3165.6,5092.0,1598.35,685.2,644.86,4124.0,7104.0,0.0,0.0,2204.0,4900.0,1565.5,0.0,0.0,2127.38,3056.0,620.94,0.0,2532.0,1160.0,1827.25,0.0,845.33,4101.5,625.0,151.08,2212.0,7188.0,1600.44,830.67,4432.0,0.0,0.0,0.0,1844.0,0.0,1897.33,1664.5,755.0,0.0,0.0,306.0,472.94,2077.0,361.09,0.0,553.6,0.0,1561.14,0.0,1416.0,3855.33,0.0,1479.45,5370.67,168.4,2244.0,1782.0,1690.0,0.0,194.86,1514.0,2860.8,2545.0,2310.18,168.0,922.86,2782.91,0.0,779.85,747.58,608.32,2433.87,0.0,636.55,1756.0,1350.5,0.0,0.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5332.0,0.0,0.0,0.0,1026.4,0.0,0.0,0.0,1657.45,5284.0,1838.67,0.0,0.0,722.67,0.0,0.0,642.0,2088.0,0.0,968.0,0.0,1268.0,0.0,2977.5,1244.57,1204.0,2386.86,0.0,0.0,443.33,0.0,2366.0,3760.0,4177.23,418.0,10328.0,2437.6,0.0,0.0,2039.64,1099.2,0.0,0.0,0.0,0.0
31,3486.67,635.83,887.0,375.69,3612.0,6.0,1832.0,6.0,1121.45,713.0,1577.14,4260.0,4392.8,841.09,6565.0,2050.67,0.0,1182.0,1465.6,0.0,1245.67,0.0,0.0,1360.0,6848.0,0.0,188.33,6929.33,331.5,3582.0,0.0,4964.0,0.0,0.0,2579.43,0.0,1102.0,868.0,0.0,2085.6,0.0,1783.2,987.0,1003.27,0.0,2460.0,6436.0,498.0,0.0,0.0,0.0,0.0,3968.0,888.44,598.86,660.0,3724.0,2319.11,0.0,6590.0,2989.5,2628.0,7188.0,0.0,1428.63,964.57,2380.0,603.58,159.2,0.0,828.64,4596.0,26.0,1645.74,0.0,2130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.0,0.0,365.04,0.0,816.0,2844.0,1296.0,2180.0,0.0,0.0,0.0,294.55,2184.0,0.0,0.0,0.0,0.0,1414.0,0.0,0.0,2288.0,0.0,0.0,0.0,4764.0,430.55,0.0,792.44,1361.11,713.0,0.0,1416.0,1013.23,8768.8,2900.0,0.0,0.0,221.33,0.0,677.45,4926.29,1034.55,2692.0,0.0,1218.0,2608.0,1702.0,0.0,421.33,6915.0,0.0,0.0,6796.67,0.0,2902.4,1516.5
32,1026.88,0.0,1564.0,0.0,0.0,0.0,578.13,0.0,772.0,0.0,4230.0,1221.43,2465.6,3192.89,12.0,2483.0,0.0,95.0,1410.0,0.0,1117.0,0.0,0.0,977.71,0.0,0.0,548.8,4162.0,0.0,1750.0,2860.0,757.71,0.0,0.0,0.0,1044.0,1810.67,982.86,816.0,0.0,6924.0,1503.64,0.0,0.0,1251.22,828.89,932.0,0.0,159.0,228.36,4705.6,0.0,1312.0,0.0,1474.8,0.0,0.0,1593.14,0.0,0.0,1000.0,310.67,0.0,2562.0,1346.0,5284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.67,0.0,0.0,369.33,498.4,1793.0,0.0,1278.0,0.0,1260.0,0.0,5218.0,0.0,129.5,2625.33,4870.0,4054.67,554.0,0.0,1730.0,4870.0,1136.0,0.0,0.0,449.33,3688.0,489.71,3590.0,1598.22,598.67,348.57,3964.0,0.0,3488.0,7842.0,2276.0,966.22,809.09,653.6,13.33,3572.0,0.0,1398.32,5972.0,7652.0,324.0,2516.0,3672.0,1557.33,8434.67,464.0,28.8,0.0,822.4,1195.5,0.0,3887.56,1053.0,0.0,1788.0,1096.0,2015.0,0.0,477.78,6850.0,0.0,572.89
33,0.0,453.6,0.0,426.0,396.67,0.0,0.0,0.0,0.0,0.0,4690.67,553.87,1176.0,2295.33,1484.92,1030.15,1590.4,2821.0,1870.67,4968.0,0.0,0.0,1180.0,1494.33,0.0,3590.0,480.0,526.67,1203.64,634.0,1329.09,0.0,4248.0,568.0,756.8,6348.0,704.0,309.71,1871.2,0.0,3606.0,558.57,0.0,0.0,109.14,0.0,0.0,0.0,2322.5,898.0,600.36,5282.4,753.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,0.0,0.0,0.0,2376.0,0.0,0.0,0.0,0.0,2572.0,0.0,628.0,1326.67,0.0,3.33,967.08,0.0,0.0,0.0,819.56,1839.0,1165.9,1379.2,803.78,1662.33,544.73,1314.0,1321.67,961.71,2405.54,1668.0,3284.0,174.29,1082.0,2186.0,2374.0,1370.67,262.67,1411.33,131.2,1534.0,926.67,1226.67,717.33,1407.64,2690.91,888.86,1486.0,2226.8,0.0,819.5,3026.67,722.22,1716.0,877.6,1804.0,1371.33,1757.09,874.0,530.12,2090.0,1725.6,3150.0,0.0,0.0,2988.0,2140.0,1612.57,5682.67,293.71,0.0,1302.29,970.72,748.57,7512.0,1645.0,834.67
34,0.0,618.2,0.0,6812.0,1510.0,1608.0,1736.31,3524.57,0.0,2090.67,2497.33,7380.0,2904.0,0.0,0.0,0.0,1612.0,2186.0,622.67,411.0,0.0,2491.67,1902.0,0.0,397.27,1036.89,2342.0,1195.78,0.0,3832.8,457.33,0.0,818.4,422.47,311.43,1136.0,0.0,708.0,78.0,952.0,1068.57,1680.0,0.0,2802.0,1060.0,5980.0,0.0,737.05,342.75,679.43,1792.0,1043.33,586.05,552.0,2264.44,2746.0,0.0,578.67,748.8,1123.0,1214.0,0.0,3400.0,2144.8,2224.0,0.0,758.4,1681.33,1659.0,1370.67,0.0,2116.0,741.07,0.0,2506.67,1128.0,930.67,3820.0,0.0,1892.63,1878.0,1780.94,148.89,0.0,1721.33,1836.73,142.32,1444.0,3192.0,0.0,0.0,1369.09,393.33,396.0,2256.0,2240.0,1095.5,5477.33,873.67,0.0,1652.31,0.0,0.0,337.4,3078.86,2756.0,1224.67,2457.85,405.78,1608.33,423.5,661.14,0.0,819.56,503.64,0.0,0.0,1217.6,0.0,939.43,1476.0,1324.0,1971.43,2381.33,4059.0,2106.67,4612.0,0.0,0.0,0.0,5.0,452.0,1041.33,3742.0,916.63,1037.0,1040.89,1274.4,533.6,919.5
35,3816.0,1744.44,1566.93,2379.2,1629.6,0.0,2364.4,2826.0,1970.0,798.67,8496.0,1514.0,589.6,4272.0,0.0,1328.33,448.0,1886.0,0.0,2516.57,501.64,0.0,1140.0,452.0,4972.0,1188.57,262.0,0.0,0.0,2629.33,1735.75,943.69,908.0,2422.0,253.6,0.0,5258.4,975.43,964.22,1313.75,1000.5,2720.0,1940.0,1008.57,0.0,0.0,1894.0,716.0,642.0,1864.8,1242.67,194.0,0.0,3238.0,1734.4,899.2,5272.0,3316.8,2516.67,1928.8,6972.0,1593.5,3368.0,822.29,1202.75,910.0,2120.0,1962.0,2826.0,4604.0,1478.4,3158.4,1294.29,1049.0,1408.86,2494.67,1359.33,0.0,768.0,0.0,5792.0,0.0,1090.46,928.62,493.89,0.0,1455.2,771.38,1824.55,1418.25,1012.67,2400.0,451.5,1274.86,933.8,1289.0,2189.5,618.15,199.62,1259.25,2040.4,743.11,1039.18,788.0,503.0,794.29,2654.86,350.86,1458.86,292.0,759.43,0.0,1350.22,687.43,1841.6,6977.33,2922.67,0.0,0.0,669.33,857.82,1720.0,104.0,2258.0,397.33,0.0,1384.57,3161.71,4455.0,1032.8,1105.0,672.75,1144.5,0.0,390.22,564.84,0.0,2788.0,0.0,0.0
36,2712.0,1654.67,915.0,355.08,772.62,338.67,1029.14,1413.6,2520.0,2766.4,842.22,346.25,478.15,959.37,916.0,236.0,684.86,1510.67,4532.0,915.47,0.0,930.88,0.0,780.47,384.8,2024.0,346.25,0.0,1833.67,0.0,0.0,1726.4,0.0,846.4,2489.33,0.0,0.0,0.0,3842.0,362.67,255.2,2442.67,0.0,356.0,0.0,8056.0,3821.33,1865.5,1044.0,0.0,0.0,285.82,0.0,728.0,1252.8,2262.55,2648.0,0.0,547.11,0.0,2167.2,4254.67,3020.0,1198.67,218.67,3089.33,628.0,550.29,860.0,1330.0,160.0,2717.6,726.0,4812.0,165.2,1768.73,726.29,2924.0,134.67,656.87,425.83,2641.33,0.0,0.0,0.0,3298.86,0.0,2324.0,591.0,658.0,0.0,0.0,7256.0,0.0,0.0,0.0,2414.67,0.0,130.0,310.0,0.0,2121.71,3968.0,196.27,0.0,2966.67,687.0,920.0,1747.43,0.0,492.0,2123.2,1452.0,7640.0,811.2,506.59,2411.0,2880.0,1015.62,3332.0,1359.33,148.0,0.0,6.67,1566.29,1786.78,1865.04,2128.73,2932.0,0.0,1341.18,3100.0,0.0,1327.43,110.33,1077.6,559.64,0.0,0.0,1337.65
37,927.5,391.27,2176.0,3217.6,345.78,1326.77,277.78,969.67,1906.67,777.6,1291.83,859.09,2795.0,975.58,400.83,229.62,2454.67,0.0,296.4,0.0,2055.56,1560.0,7492.0,397.56,6672.0,3770.0,1049.71,1586.0,636.69,1404.57,2408.0,2446.22,2017.0,1814.5,0.0,2476.57,4394.0,537.2,1590.4,1119.81,0.0,331.68,6972.0,666.95,0.0,0.0,234.0,1941.0,7232.0,7464.0,0.0,0.0,1045.33,794.0,10148.0,10104.0,996.57,524.0,85.14,5022.67,741.56,141.82,0.0,6664.0,1177.33,812.5,1328.8,2446.67,1212.73,2682.67,2625.33,225.43,5473.33,2516.67,0.0,1353.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5604.0,4204.0,6096.0,3354.0,1333.14,1400.62,0.0,0.0,1254.0,0.0,1085.71,1082.86,2520.0,5110.0,3139.0,0.0,1441.71,840.57,808.0,869.18,0.0,3020.0,328.92,477.27,1667.5,1209.23,0.0,1717.33,986.4,1217.07,2282.0,1292.33,466.56,0.0,0.0,2983.0,1417.17,3472.0,1608.0,0.0,1144.5,5180.0,0.0,586.6,0.0,3593.0,298.43
38,4049.33,0.0,984.0,280.0,0.0,0.0,968.0,916.0,0.0,3478.0,1015.0,0.0,766.22,0.0,2618.46,1423.69,2499.2,2746.86,582.8,1258.0,3084.0,0.0,3466.4,208.24,0.0,0.0,1725.78,348.57,701.67,577.22,598.0,2231.0,1450.0,0.0,868.17,792.5,434.77,2070.8,0.0,4.57,0.0,22.36,1240.0,931.27,2017.07,1344.44,2275.0,816.0,0.0,1524.67,1361.33,1489.71,0.0,3753.33,1028.5,1544.0,8084.0,0.0,7972.0,2896.0,3197.33,2065.0,400.8,2248.67,152.0,0.0,0.0,778.0,164.5,332.0,2361.33,0.0,4481.6,184.0,0.0,996.0,0.0,0.0,1582.0,0.0,0.0,0.0,3128.0,1073.14,798.67,0.0,3908.0,312.57,1135.33,821.85,4182.0,1025.33,2936.0,5072.0,1457.43,794.4,568.33,8.5,1280.0,8785.33,1487.47,321.0,1228.57,664.0,1573.88,1001.33,1159.62,403.2,0.0,849.0,2232.0,546.0,1552.24,507.27,214.67,456.15,254.91,616.0,1878.0,1399.33,27.2,745.0,1747.64,730.0,1633.09,204.75,966.0,1186.22,6.8,0.0,0.0,9040.0,1967.2,616.0,572.0,1178.12,960.57,1623.56,1421.0,903.48
39,7584.0,0.0,3440.0,0.0,2488.0,1742.4,0.0,0.0,0.0,1042.86,1126.0,517.14,170.22,0.0,177.88,0.0,2057.33,636.76,272.0,1326.86,1106.67,987.0,1233.71,131.0,1563.64,1785.45,281.33,255.77,167.27,944.57,1535.38,1598.0,754.0,3086.67,485.35,0.0,1037.05,431.11,1004.17,0.0,1017.14,345.33,4412.0,554.0,486.0,1298.0,0.0,955.5,1038.95,828.32,1246.29,0.0,6510.86,0.0,430.53,0.0,2745.33,0.0,0.0,647.43,3698.0,1869.0,2180.5,802.0,2697.33,0.0,280.0,638.67,1518.86,0.0,7420.0,0.0,586.18,1169.0,5014.67,0.0,2138.0,1968.4,418.19,1969.14,1547.2,1531.33,1517.14,1197.0,1342.31,618.0,604.93,1485.65,1147.78,620.31,399.26,899.43,1188.84,706.12,121.14,1400.0,866.13,1840.71,1732.4,457.09,1180.73,901.68,593.6,423.6,383.86,68.0,247.46,567.16,1007.11,1115.2,442.67,242.86,0.0,2892.44,1401.18,110.89,1700.0,114.53,5.33,2316.67,5010.4,0.0,369.6,678.26,0.0,553.6,92.0,0.0,615.11,1937.2,1050.67,645.03,1080.83,925.0,1072.29,0.0,241.67,1034.13,34.8,0.0
40,4888.0,1572.57,3069.33,1001.33,1486.4,547.75,1897.09,1620.36,1033.33,0.0,458.13,1050.86,775.52,682.0,1047.2,313.77,994.18,581.85,1068.0,553.56,0.0,990.67,331.6,606.88,1504.0,444.22,406.48,0.0,606.12,330.22,548.5,2087.2,1369.5,856.0,596.8,474.39,285.67,407.0,326.37,1454.0,659.3,772.19,1385.14,629.6,398.91,1270.0,0.0,716.71,608.11,309.17,155.62,4917.0,20.0,1958.4,7.2,5972.0,596.8,0.0,1435.0,874.67,1716.0,3164.0,765.71,1035.65,2896.0,3054.0,822.11,909.71,357.74,446.4,2328.0,2657.33,368.62,1836.62,709.2,1362.0,1106.55,268.76,1057.78,346.15,1069.75,1365.39,1574.29,644.36,425.23,908.4,158.67,251.88,515.81,351.75,213.71,1279.0,1617.33,1341.85,474.59,291.08,123.2,343.77,429.23,193.71,154.32,788.4,1077.33,1052.0,332.5,1120.73,970.67,106.91,2460.57,218.8,88.0,482.67,1096.44,8.0,1067.6,600.0,1068.8,0.0,431.56,1139.08,219.14,1094.0,6.0,243.64,1208.4,550.55,6132.0,0.0,0.0,0.0,100.0,784.89,406.22,272.0,57.0,1121.14,505.28,915.33,833.33,652.8
41,3311.0,1141.33,877.33,885.64,885.5,1661.0,433.58,612.17,777.41,440.42,56.0,0.0,0.0,0.0,0.0,0.0,1581.33,203.2,362.41,164.89,1039.29,5064.0,562.0,0.0,983.2,169.28,287.33,938.75,259.67,1515.0,535.33,614.0,295.5,1081.0,2721.33,0.0,1312.0,562.67,1192.0,501.67,356.0,960.0,135.38,975.67,96.0,0.0,2097.45,638.91,205.33,502.67,124.65,31.25,0.0,523.11,718.5,1182.82,677.71,1048.93,1114.0,746.26,0.0,1614.22,2319.33,722.0,2962.67,935.6,652.38,414.62,534.86,793.47,748.67,821.27,409.44,984.73,1628.8,502.07,613.88,429.23,1426.29,682.67,613.5,624.53,0.0,293.0,398.8,360.44,568.92,369.6,83.08,3588.0,1748.0,179.82,422.25,544.0,163.2,251.64,110.0,172.0,545.33,550.0,152.0,514.67,0.0,742.29,670.0,422.67,948.8,1632.0,221.44,1536.0,352.0,1449.6,509.05,2093.14,354.67,177.85,565.0,1128.0,616.57,201.47,409.5,383.5,0.0,0.0,0.0,457.88,2292.0,561.33,0.0,631.0,1435.33,268.57,20.0,363.16,630.4,1431.0,0.0,16.0,814.53,1047.43
42,1087.78,1314.59,778.33,479.53,169.0,588.44,324.47,369.41,893.0,638.0,216.57,1462.67,2990.0,2110.77,0.0,954.86,0.0,2326.4,92.0,340.89,974.77,448.0,559.0,2652.0,180.24,254.96,2006.29,681.0,635.0,1203.6,116.62,137.76,0.0,65.67,0.0,1107.33,517.33,1023.69,530.86,295.18,194.53,0.0,478.15,461.82,412.0,534.33,814.75,188.0,1462.4,0.0,337.6,0.0,2960.0,271.56,859.0,527.83,1752.86,1308.57,344.4,2552.0,1509.5,415.57,1081.14,668.0,1173.41,1236.36,128.8,148.15,8.0,153.6,162.16,603.33,554.57,294.18,358.4,205.71,167.56,214.55,2281.33,167.52,360.0,98.67,5344.0,556.67,85.91,335.33,1006.67,1564.0,661.33,330.26,1384.0,627.14,596.0,432.31,2757.33,800.86,677.67,332.28,692.8,486.35,816.86,664.0,3391.0,422.0,1533.6,120.85,1132.92,977.14,783.27,952.67,1597.33,1252.0,1024.36,696.0,0.0,2112.0,782.0,0.0,0.0,1324.67,1482.8,1360.0,722.1,3073.0,1028.0,0.0,363.2,1261.23,804.44,1140.3,785.42,0.0,1155.27,0.0,0.0,6.67,0.0,417.57,137.33,0.0
