journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
158,117036333622,134798660331,131446372949,113852426563,137148271284,117207939094,119991022372,144963413647,132795357415,130833959835,120097178593,136022193527,112354241376,128411283503,141862930708,133737799749,126971338876,129995829642,111908266018,115491999285,137985990608,127056500432,125398313503,142639999961,123669448085,131143827854,127906945827,134915128436,126736262747,128284353570,118696128482,145597106732,129014311405,121013065377,124006679747,117828831898,127542931152,142052286660,138531627206,112531299423
159,117039056197,134801696369,131448925203,113854895754,137151252260,117210643779,119993535997,144965920803,132798115756,130837098959,120099615599,136024781580,112357258115,128414016079,141865696940,133740674103,126974180979,129998786968,111911311390,115494744779,137988313100,127059024065,125400417709,142643111906,123672051849,131146243402,127909092252,134917332132,126738897280,128287247247,118698677166,145599664722,129017017516,121015633363,124009168292,117830946114,127546375182,142054685712,138533966877,112533780824
160,117041486058,134803981632,131451405176,113857313430,137153551847,117213009213,119996336620,144968147404,132800036028,130839777867,120101307555,136027059724,112359179106,128416219035,141867643684,133742781188,126976072603,130000751613,111913844293,115497300593,137990358579,127061663637,125402947768,142645663430,123674500312,131148724091,127911404720,134919800627,126740637175,128289783751,118701558620,145602303597,129019763695,121018957889,124012132801,117833927070,127548426438,142057605783,138536596409,112536513462
161,117044205780,134806855233,131453729134,113860409612,137156519936,117215120583,119998415067,144970415518,132802993344,130842436031,120103424646,136029302782,112361869477,128418432724,141869918219,133745136623,126978372914,130002943140,111915883359,115499562963,137992749751,127064266699,125405520030,142648636524,123676927306,131151028704,127913759414,134922213312,126742737791,128292139873,118703498208,145604611791,129022569300,121021346222,124014342923,117836102826,127551889821,142059900345,138538799407,112540326078
162,117046841042,134809356623,131456126079,113862785074,137158908299,117217937646,120000814897,144972692944,132806032248,130846132677,120105896719,136032161334,112364337965,128421219728,141871990217,133747624473,126981225748,130005297122,111918809178,115501908354,137994548342,127066419582,125407617790,142651423539,123679147452,131153470704,127916476253,134924465655,126744847725,128294724333,118706264436,145606776851,129024947628,121023924947,124016798565,117838796063,127554631755,142062256474,138541070395,112541586459
163,117049421910,134812063429,131458597466,113865861228,137161742534,117220635194,120003895376,144975260946,132808970946,130848549647,120108129747,136034600507,112367213698,128423280999,141874820138,133749788090,126983216135,130007429966,111921455904,115504396198,137996455688,127069213016,125410053385,142653958610,123681164333,131155197727,127918563969,134927234744,126747168065,128297170650,118709019928,145609454367,129027544236,121026850815,124019056645,117841578740,127556323715,142065134333,138543538914,112544608942
164,117052196724,134814432413,131461548365,113868738401,137164642621,117223912469,120006473416,144978005021,132810950590,130851615072,120110472984,136037074040,112369899044,128425997849,141877078219,133752306713,126985849238,130009670845,111923602303,115506861133,137998776023,127071402370,125412311498,142656917380,123684135276,131157617553,127921664422,134929016889,126749088318,128299742229,118711981534,145612349444,129030202382,121029630669,124021763496,117843743791,127558772904,142067705874,138546441874,112547354453
165,117054356014,134817170734,131464104195,113871680703,137166998032,117226355201,120008980568,144980799887,132813784084,130854254640,120112651615,136039788737,112372361091,128428411243,141879244682,133754672166,126988091591,130012389828,111926869559,115509087723,138001389804,127074157176,125414850863,142659689331,123686348989,131160151145,127924520091,134931843944,126751137398,128302756121,118715102065,145614498741,129033078834,121032379739,124024669328,117846821383,127561757451,142070057705,138548614066,112550221646
166,117056445170,134819358664,131466162598,113874029680,137169173103,117228768597,120010756274,144982982105,132816210354,130857164739,120114946207,136042179250,112375151666,128430856819,141881935077,133757099170,126990208678,130014018064,111928628806,115511299268,138003844688,127076785280,125417167637,142663198484,123689301299,131162980386,127927120996,134933981766,126752955288,128305470129,118718098749,145616574334,129035947396,121035717845,124027562261,117849253396,127563694185,142073038633,138551849103,112553258430
167,117058810598,134821826443,131468744182,113876536104,137171902866,117230930779,120012815396,144985750485,132819529114,130860322470,120117255834,136044657068,112377822714,128433516389,141884084350,133759749474,126992312189,130016869454,111931150985,115513989649,138005884464,127079311783,125419684084,142666014819,123691260223,131165304312,127930056156,134936260591,126755033706,128308190560,118720867132,145619040693,129038229076,121038742473,124030349261,117851827820,127566062510,142076048904,138554205211,112556469104
168,117061620507,134824672821,131471292864,113879525653,137174528839,117233743558,120015540861,144988037919,132821616864,130862901188,120119544698,136047298804,112380739969,128436097958,141886872780,133762556536,126995026184,130019645705,111933813457,115517218248,138007708091,127081664357,125422276398,142668257864,123693409521,131167540192,127932156763,134938799237,126757298926,128310449377,118723496667,145621716758,129040671101,121041008418,124032366850,117853649311,127569092160,142077853201,138556063946,112558496021
169,117063907927,134827186419,131473886649,113882142286,137177113281,117236060339,120017952111,144990712559,132824720905,130866189875,120121475688,136049811712,112383037421,128438327391,141888658486,133764838957,126997301456,130021493675,111936081564,115518929513,138010495786,127083820091,125424361284,142671729790,123695938859,131170130360,127934641022,134940932797,126759503311,128312620860,118726219242,145624268308,129042566303,121043751758,124034993510,117855995419,127571512724,142080904280,138558680606,112561453385
170,117066637676,134829458094,131476036643,113884707387,137179588938,117238050767,120020016986,144992740186,132826280456,130868004929,120124025792,136052686039,112386749845,128441252522,141891919279,133767491430,126999372749,130024580557,111938489947,115522184589,138012642188,127086532657,125426500572,142674536829,123698649276,131172825021,127937239045,134942979034,126761440029,128315295512,118728989760,145626484186,129045827085,121046787811,124037327456,117859022182,127573866021,142083140863,138561359519,112563700047
171,117069250744,134832207828,131478296856,113887245293,137182393845,117240973059,120023309288,144995385477,132829848280,130871071783,120125923883,136055118775,112388834009,128443537785,141894155163,133769857593,127001983678,130026628204,111941350678,115524524281,138015129289,127089165068,125428395064,142677706002,123701575095,131175126046,127939381183,134945229248,126763463349,128318197768,118731713055,145628987789,129047697246,121049782357,124040450838,117861396242,127576765420,142085504130,138563895310,112566874263
172,117071780095,134834608330,131481300730,113890276336,137184882396,117243400067,120024901059,144997283558,132832433437,130874570927,120128166222,136057462019,112391124289,128446219554,141896200678,133772200146,127004396376,130028690184,111944905625,115526805988,138017714410,127091166203,125431169898,142680125133,123703944089,131177768456,127942407216,134947813000,126765602631,128320771492,118734394099,145631809881,129050729024,121052462708,124043003793,117863954926,127579223913,142088430654,138566423943,112569040022
173,117074169158,134837447544,131483937437,113893060475,137187446082,117246154873,120028323638,145000174331,132835886762,130877909718,120129870330,136059827457,112393509766,128448219255,141898660581,133774403866,127006516320,130030862362,111946529595,115529039030,138019598859,127093319084,125433717863,142683392394,123706736811,131180960554,127945262192,134949684602,126768081124,128324128925,118737487425,145634049382,129053029335,121055625446,124045188183,117866365457,127581756851,142090715197,138568540327,112571679587
174,117076573239,134839387135,131485651582,113894922763,137189504492,117248817332,120029883917,145002278554,132838068267,130879575918,120132319511,136062357509,112396019766,128450546016,141901096171,133777245988,127008661328,130033308659,111948666001,115531195472,138022424477,127096008769,125436531339,142686388393,123708676395,131183379643,127947489499,134951852519,126770310578,128327158569,118740480536,145637343132,129055686048,121058252830,124048198476,117868939893,127585011259,142093276717,138571366687,112574554633
175,117078809141,134841217218,131487981258,113897052710,137192010948,117250965944,120031086330,145004279710,132840559637,130882030832,120134649881,136065588988,112399251964,128453913458,141903613339,133779456135,127011441894,130035380648,111951374263,115533757021,138025099097,127099024809,125438642704,142688778182,123711585780,131186486552,127950485508,134954451277,126772582957,128329085992,118742684935,145639685683,129057925509,121060905253,124050450129,117871764126,127588046645,142095207003,138573957595,112577000258
176,117080816714,134843751537,131489733357,113899103211,137194190302,117252889809,120033503321,145006387491,132843198466,130883674827,120137227177,136068416072,112402275129,128456524398,141906071088,133782320455,127013820217,130037849847,111954061068,115537888129,138027501014,127101441771,125440950885,142692067609,123714157341,131188922854,127953630357,134957143059,126774477454,128332684611,118745617191,145641956646,129061282911,121063853999,124052869970,117873800366,127590376304,142097590320,138576174881,112579490268
177,117083962282,134846770410,131492647041,113902366171,137196930053,117255777017,120036588085,145008543942,132845985450,130886881957,120139005733,136070722828,112404824509,128459047290,141908393591,133785065239,127016011029,130040543789,111956794377,115539083385,138029943004,127103601101,125443729996,142695321994,123716781149,131191633989,127955492642,134959482020,126776665396,128334959876,118748433515,145644166800,129063830862,121066248780,124055369231,117876512922,127592975085,142099768230,138578594011,112582116261
178,117086405714,134849349826,131494966680,113904992137,137200020510,117258571901,120039337172,145011634399,132848647194,130889934478,120141297455,136073506949,112407669478,128461374080,141910774768,133787840091,127018281997,130042392480,111959021664,115541306399,138032022147,127105856340,125446130519,142698588517,123719845836,131194395914,127958782078,134961209751,126778876228,128338659405,118751510352,145646349053,129065995884,121068952031,124057908612,117879500316,127595538066,142102651129,138581371740,112584520380
