journal_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
93,116872478007,134633419047,131286998197,113684078769,136979300421,117044785361,119834167281,144804197306,132623271289,130650404467,119951666428,135852476033,112181760115,128244810435,141705650975,133577088132,126813345287,129844311042,111740124482,115328439944,137837085286,126896623174,125239049299,142458100188,123508816563,130983893559,127742709587,134761396360,126593710205,128115136292,118515335110,145436779070,128848278789,120833975655,123835453797,117664206390,127374703805,141889351829,138368278281,112360239334
94,116875087514,134635881083,131290149496,113686298203,136982881167,117047507951,119837141805,144807249825,132625507896,130654034564,119953879429,135855117756,112184419000,128247301112,141707561243,133580139976,126816029940,129846335085,111743751726,115331365778,137839061342,126898955716,125242056710,142460948734,123510686719,130986204590,127744667045,134763570712,126595778600,128117173231,118518009005,145439531010,128851056481,120836379720,123838060439,117666693511,127377533047,141892157408,138369635272,112362927565
95,116877526645,134638512759,131292498493,113688661497,136984872295,117050992783,119839059208,144809894399,132628226886,130656325571,119956018713,135857284943,112187095032,128249788921,141710274542,133581686646,126818086213,129848354822,111745943952,115333490723,137841353059,126901563791,125244588925,142463785121,123513197434,130988144885,127747154155,134765594049,126598097528,128120847005,118521247608,145442127655,128853709643,120840076388,123840805932,117669538480,127379998708,141894756144,138372136692,112366101061
96,116880113949,134641226030,131295162402,113691384786,136987697959,117053104157,119842281383,144812269151,132630626695,130659965013,119958157283,135860313880,112190210539,128252847175,141713347830,133584874468,126820802361,129851461025,111748312961,115336017917,137843190277,126904515422,125247287876,142466063245,123515037541,130990566143,127749767227,134767920124,126600527360,128122571865,118524255033,145444451599,128856428663,120843165383,123843564295,117671800147,127382659781,141897736368,138375124087,112368656183
97,116882513728,134643507004,131297663126,113694128114,136990295290,117055308562,119844492246,144815304513,132633413677,130662570939,119960616457,135862649988,112192910216,128255537528,141715648150,133587139728,126823142020,129853978904,111751331838,115338769844,137845397520,126906345508,125249649057,142468881003,123517428028,130993070411,127752494097,134771077879,126602746797,128124869337,118527135783,145447003150,128858996643,120845540114,123846549535,117674007424,127384995179,141900063142,138378372034,112371563433
98,116884310897,134645971221,131299215520,113696107043,136992455307,117057875116,119846647275,144817554019,132635761938,130664862648,119963249570,135865799117,112195662142,128258428291,141718280563,133589644027,126826078621,129856034415,111753813225,115341464512,137847717851,126908965031,125252249965,142471970755,123520118390,130995877454,127755198065,134773255820,126605363425,128127504615,118529771747,145449614085,128861577509,120848269122,123849121821,117677074279,127387673421,141902657581,138379754085,112374071316
99,116886759373,134648326604,131301634662,113698561941,136994633240,117060072377,119848876745,144819600247,132639020569,130667141479,119965405285,135868435114,112198611580,128260990550,141720691084,133592464674,126828205734,129858783472,111757099778,115344084035,137849819157,126911829345,125254727781,142474355520,123522448035,130998354571,127757457570,134775737911,126607026730,128129802775,118532341869,145452104792,128864065328,120850946627,123851911682,117679263640,127391022995,141904842661,138381831826,112376294345
100,116889504129,134651029846,131304925522,113701281644,136997501836,117063301677,119851229324,144822501043,132642445966,130670390095,119967541008,135870759778,112200976303,128263398199,141723217546,133594632578,126830898987,129860693706,111759494545,115346566845,137852008533,126914601315,125257644323,142477000798,123524667462,131000697096,127760218792,134778586457,126609463027,128132873205,118535181114,145454592643,128866668373,120852970657,123853622975,117682062819,127393838651,141907540153,138384829249,112379358338
101,116891969037,134653431754,131306968182,113703327894,136999793560,117065061621,119853798749,144824795640,132644228093,130672902983,119969738253,135873158146,112203380417,128265977590,141725217968,133597556297,126833663801,129862871631,111761776234,115349589317,137854331001,126916740592,125260041267,142480023981,123527090863,131003277960,127762264300,134780903934,126611922198,128135529942,118537613806,145457360334,128868842709,120855867159,123856413557,117684353110,127395885612,141909724501,138387279851,112381994352
102,116894637227,134656099943,131309436706,113706176434,137001871999,117067747006,119856631571,144827438069,132647254838,130676083636,119971962691,135875723285,112206128083,128268451818,141727757310,133599873091,126836252532,129864956518,111764446570,115351512445,137856309909,126919440999,125262513327,142482440970,123529046218,131005402186,127765022672,134783426111,126613896859,128138059294,118540785846,145459692885,128872100634,120858609773,123859241331,117686744335,127398745663,141912405549,138390076886,112383983336
103,116896983321,134658520476,131312169317,113708483880,137004920220,117069597113,119858558284,144829223773,132650529206,130677788466,119973928050,135878596918,112208640959,128270958238,141729839323,133602972151,126838678087,129867762129,111767538479,115354325919,137859184210,126921838655,125264917404,142485519979,123532568270,131008890615,127768357178,134785936840,126616252269,128140879214,118543247902,145462099850,128874956333,120861519172,123861880181,117689152720,127401056704,141914841112,138391910555,112386616462
104,116898957967,134660399214,131314344378,113710638881,137007367243,117071985471,119860585208,144831927739,132653139407,130680997718,119976048002,135880446349,112210974200,128272985851,141732114571,133604329165,126840453763,129869167080,111769381475,115356260491,137861017155,126924060238,125266962932,142488331291,123534695368,131010917525,127770823519,134787806288,126618126723,128143372788,118545968318,145464858959,128877079860,120864140836,123864509016,117691760768,127404432023,141917219422,138394499288,112389365547
105,116901183815,134662793273,131316364851,113713080894,137009586671,117075240566,119862412457,144833835846,132655587150,130683585016,119978512942,135883249116,112213655297,128276037621,141734995323,133607258614,126843189930,129871751520,111771809179,115358681052,137863562223,126926445728,125269380613,142491153387,123537069406,131013188488,127773230475,134790181029,126620535828,128146123284,118548720928,145467445559,128879793136,120866883457,123866726323,117694091130,127406867628,141919884710,138397166771,112391662284
106,116903649450,134665822865,131318952168,113716084040,137012586283,117077245290,119865077089,144836330120,132658905916,130686706990,119980610705,135885782749,112216333499,128278740886,141737473123,133609714949,126845988395,129874732451,111774474536,115361739319,137865911171,126928530630,125271774684,142493918898,123539314630,131015593283,127775864299,134792256597,126622845448,128149142220,118551808529,145469800296,128882343221,120869635379,123869954932,117696363514,127409603087,141922207906,138399457061,112394253205
107,116906163014,134668509657,131321543050,113718887468,137015185781,117079548483,119867184168,144838878794,132661277080,130689675086,119982276185,135888163939,112218527895,128280601012,141739713288,133611986637,126847494261,129876404354,111775927444,115363453471,137868119828,126930945444,125273742904,142496567036,123541650707,131018101139,127778294153,134794630652,126624882378,128151586382,118554686402,145472219438,128885043610,120872685768,123872778446,117699104718,127412548270,141925575323,138402876752,112397169756
108,116908779651,134670897276,131324066670,113721414644,137017715143,117082142964,119870247435,144841421022,132663013424,130692305342,119984961547,135890540837,112221145264,128283377960,141741978533,133615402808,126850355681,129878446996,111778988554,115365942021,137870676335,126933539202,125276198536,142500108395,123544628796,131020512392,127780662455,134797011115,126627293618,128154521555,118557125547,145474869034,128887560085,120875041162,123875140332,117702526596,127414677548,141927566421,138405247937,112399389198
109,116911064215,134673759407,131326434994,113724261029,137020051956,117084859143,119872637950,144844643902,132665632923,130695062999,119987288338,135893405849,112224061067,128285949508,141744904391,133617575724,126853146969,129881230413,111781605215,115368711125,137873064671,126935929700,125278818060,142502717883,123547226134,131022759011,127783742872,134799507538,126629533085,128157322156,118559317062,145476989001,128889883309,120877661391,123877573061,117703561524,127417119584,141929844521,138407738638,112402239175
110,116913257892,134676086176,131328706676,113726301514,137022352267,117087318344,119874658429,144846551292,132667923216,130696963946,119989499180,135896287314,112226724960,128288552566,141747633416,133619957641,126855982640,129883950112,111784495279,115371578293,137875181042,126938334518,125281324518,142505507749,123550055355,131026128602,127786600721,134801477184,126631969371,128160657403,118562368163,145479509045,128892331053,120880149942,123880489601,117706334188,127420016110,141932834046,138411259977,112404681234
111,116915576786,134678583297,131330865291,113728941793,137024821497,117089806167,119877323750,144849061311,132671281364,130700407982,119991774438,135899022785,112229609988,128290988119,141749905110,133622135579,126858212100,129886171673,111787061827,115373828510,137877523535,126940891801,125284482976,142508257519,123552317718,131028619992,127788962580,134804403022,126634105778,128162700780,118564978383,145481845152,128894778061,120882765880,123883170686,117708634485,127422246298,141934941813,138412246246,112407310793
112,116918061751,134681113322,131333337381,113731169085,137027437451,117092507267,119879607632,144851027365,132672566790,130702439197,119993889394,135901659487,112232146501,128293202525,141752338530,133624371502,126860881028,129888620851,111789986938,115376780140,137879801637,126943162793,125286335250,142510994414,123554940789,131030863038,127791543441,134806407018,126636409665,128165535735,118567663009,145484179108,128897202158,120885600125,123885845311,117711596835,127424774955,141937548428,138415268724,112410269586
113,116921044113,134683913907,131336009182,113734062010,137030578749,117095107475,119882532770,144853532359,132676013635,130705667806,119996521792,135904543841,112235107431,128296152005,141754603054,133627367524,126863562102,129891779278,111792819744,115379657336,137882318084,126946043561,125288881771,142513710557,123557644074,131033573442,127794310407,134809408011,126638482352,128168182448,118569757894,145486573907,128899886098,120887974871,123888228616,117713901450,127427608492,141939656894,138417612688,112412303668
114,116923128990,134686579214,131338536378,113736833970,137033383631,117097775674,119885248239,144856496859,132678502161,130708538540,119998594499,135906969418,112237453564,128298434404,141756652141,133629501084,126865346379,129893480518,111794991242,115381867477,137884712147,126948292347,125291224334,142516865431,123560041726,131035611069,127796591383,134811427758,126640791977,128170511413,118572586395,145488858491,128902471253,120891249269,123890599800,117716382836,127429854419,141942317204,138420026096,112414440096
115,116926062006,134688914587,131341188116,113739177200,137035326794,117099941430,119887247241,144858801481,132681208964,130711667660,120000666487,135909294058,112239779647,128300696071,141759671750,133631611066,126867588727,129895272656,111797356678,115384036098,137887479796,126950845307,125293699272,142519945871,123563299640,131038604185,127799804930,134814369335,126642567637,128173762210,118574887413,145491816560,128904781595,120893879508,123892941624,117718912187,127433802302,141943931144,138422426620,112417209190
116,116928728031,134691024517,131344094648,113741932701,137038389325,117102090726,119889787340,144861095370,132683288100,130714272163,120003177228,135912681540,112242653969,128303767887,141760972928,133634340823,126869970630,129898041038,111800907361,115386723595,137889758615,126953314552,125296686690,142522911071,123565580640,131041175041,127802288447,134816412696,126645236493,128176191364,118577745257,145493804834,128908103924,120896983565,123895822386,117721180308,127435272395,141947153978,138424759835,112419828025
117,116931572296,134694411258,131346850181,113744973768,137041703087,117105289995,119892404725,144863634032,132686560341,130716492303,120005748094,135915538709,112245831737,128306577036,141764311725,133637383355,126872771209,129900499528,111803091738,115389242921,137892097550,126955840333,125299193133,142526026593,123567775009,131043765931,127804962363,134818448908,126647476663,128179014161,118580235940,145496064375,128910246758,120899670360,123897961656,117723874991,127437715862,141949842177,138427360777,112422479781
118,116934395784,134697065122,131349062446,113747712794,137043918950,117108158594,119894937665,144866580647,132688983032,130719414576,120007821514,135918035859,112248177842,128308749223,141766202655,133639493323,126875185316,129902462021,111805253204,115391946919,137894516638,126958587266,125301938622,142528371255,123570544096,131046166433,127807884617,134821048385,126649484221,128181134124,118582672227,145498468483,128912982910,120902755078,123900578310,117726314843,127439820792,141951853303,138429731957,112425083580
119,116936770528,134699462757,131351349906,113749846340,137046255048,117110456056,119896933079,144868149486,132691344199,130721947494,120010300035,135920983888,112250845344,128311636409,141768435684,133641838755,126877517834,129904972724,111808395916,115394164211,137896987963,126960771646,125304229639,142531626338,123572818640,131048661410,127810285109,134823326499,126651823881,128183712156,118585769105,145500968498,128915435660,120905603635,123903597216,117729466133,127442346595,141954425550,138432394422,112427872032
120,116939725706,134702074380,131354014514,113752450097,137049122224,117113802030,119898943535,144870681695,132693799101,130725778002,120012814341,135923795223,112253771198,128314081991,141770946418,133644719546,126880531001,129907809103,111810735577,115396854582,137899053518,126963503562,125306617992,142535406038,123575637848,131051230115,127812972629,134825823633,126653689737,128186751801,118588289150,145502986085,128917913462,120907614790,123905447336,117731714912,127445266037,141957009985,138434995348,112430411419
121,116941990221,134704575082,131356621166,113755080329,137052750920,117116483111,119901457857,144872978444,132696138789,130728567878,120015082433,135926692444,112256435095,128316498951,141773438512,133647361276,126882932221,129909669236,111813655670,115398925881,137901242147,126965520456,125309243957,142537671271,123578173614,131053566912,127814817011,134828476769,126655627172,128189809352,118591472641,145505331491,128920260981,120910804031,123908451200,117733757569,127447244284,141959190761,138437663544,112432972277
122,116944586861,134706939791,131358879994,113757712727,137054583871,117117920290,119904374413,144875823419,132699085382,130731241795,120017593852,135929377120,112259291522,128319169287,141776380815,133649680930,126885416485,129912595068,111817179860,115401882498,137903903865,126967740611,125311457682,142540840453,123580445289,131056076933,127817926099,134830703350,126658192980,128191966513,118594295391,145508029027,128922906267,120913442884,123910855294,117736606819,127449447980,141961817428,138440227969,112434954106
123,116947073249,134709208584,131361516700,113760235611,137057123219,117120347266,119907158546,144878494471,132701647617,130733786867,120020277781,135932053175,112262200941,128321710771,141779190012,133652626839,126887659539,129915286863,111819789349,115404757548,137906202009,126970134003,125314305527,142543575901,123582587429,131059007055,127820841214,134832810426,126660712998,128194637572,118597647793,145510490399,128924714156,120916582017,123914234904,117739427469,127451861386,141964246560,138443077241,112437918622
124,116949278352,134711239059,131363167146,113762623920,137058837375,117122477231,119908540615,144880141326,132704514053,130736022764,120022762024,135934663397,112265146118,128324754707,141781310662,133654884943,126890165990,129917658032,111822296492,115407431484,137908241789,126972908851,125316416169,142546511756,123585904046,131061726769,127823051351,134835368403,126663074828,128197185528,118600150662,145513099923,128927394499,120918679063,123916293317,117742248828,127454800876,141967166650,138445548593,112440711353
125,116951751869,134713797732,131365099590,113765189020,137061803299,117124864150,119911132259,144883240398,132706800780,130739248500,120025366515,135938027969,112268088411,128327989013,141783870040,133657614704,126893506242,129920048510,111824842261,115410276447,137910393221,126975638607,125319235376,142549000292,123588527858,131063689271,127825088273,134837955721,126665607022,128199574599,118602980608,145514984418,128929795013,120921778115,123918995141,117744891237,127457507755,141969199963,138447876093,112443018115
126,116954329879,134716462331,131367843673,113767593812,137064757793,117127648302,119913726760,144885160648,132709939911,130742186518,120027522246,135940274590,112270666446,128330190530,141786591170,133659708188,126895432951,129923026577,111827470388,115413106417,137912536766,126978505050,125321713899,142552126527,123590909768,131066338132,127828014125,134840205216,126667143654,128202307937,118605996624,145517259692,128932448165,120924891487,123922362587,117747736209,127459409427,141971758617,138450592941,112446044204
127,116956645956,134718914366,131370588479,113770216880,137066836236,117130309367,119915937621,144887329978,132712536522,130744993579,120029765296,135942888366,112272971047,128332498689,141789277226,133662195319,126897542873,129924873107,111830403388,115415081804,137914498517,126980754540,125324207467,142554409666,123593004678,131068246214,127830192040,134842683755,126669557043,128204002040,118608429334,145520229941,128934926671,120928194518,123924103918,117750862465,127462171389,141974131873,138453168790,112448245055
128,116959085126,134721563233,131372361307,113772678924,137069053538,117131952655,119917412727,144890416173,132715291325,130747007584,120031702014,135945317528,112275513278,128335250583,141791259045,133664418349,126899940515,129927141188,111833020027,115417627624,137916956990,126983094927,125326414746,142556984108,123595370092,131070005434,127832344897,134845014112,126672183706,128207459655,118611454647,145522588260,128937227677,120930159144,123927418407,117752324673,127464956264,141976691260,138455916463,112451137284
129,116961599433,134724526266,131375147596,113775747898,137071783288,117134305215,119920239091,144891892687,132717720452,130750129563,120033609408,135947602079,112277736297,128337436371,141793140667,133666407332,126901935212,129928788055,111834825772,115419710355,137918893006,126985672955,125329099381,142559303764,123597654660,131072448870,127834771872,134847421787,126674651492,128208996296,118614310349,145524869960,128940130617,120933241014,123929853998,117755082323,127467255885,141979157583,138458165958,112453662345
130,116964071504,134726679828,131377338419,113777794122,137074344127,117136702153,119922930173,144893923194,132720160313,130752984538,120035897544,135950079902,112280259222,128340102379,141795631374,133669253029,126904372200,129931073335,111837423806,115422337030,137921316388,126988218056,125331825561,142562091468,123600156787,131075204406,127837321239,134850003382,126676955363,128211344581,118617419412,145527395739,128942412307,120936244883,123933468360,117758079735,127469598436,141982360381,138461039583,112456870179
131,116966691017,134729421741,131379945080,113780639084,137076447611,117139069747,119925241230,144896700178,132722560814,130756230290,120038027519,135952632167,112282878032,128341945349,141797722712,133671731596,126906419154,129934128013,111839605310,115424888566,137923200833,126990589217,125334211027,142564573560,123602469989,131077370870,127839539943,134852474738,126679159744,128214060726,118620266529,145530380994,128945106273,120939399751,123935730020,117760744355,127472678892,141985228225,138463610439,112459635723
132,116969377825,134732041969,131382546685,113783249293,137079256071,117141725061,119928224364,144899434934,132725193198,130759636416,120040357892,135955079185,112285213434,128344562698,141800751600,133674099198,126909435176,129936116975,111842607744,115427098694,137925859694,126993248109,125336759690,142567369868,123604893417,131079716989,127841947609,134854324152,126681231023,128216332422,118623018465,145532301991,128947584075,120942370682,123938685212,117763334535,127475711395,141987874916,138466214233,112462402717
133,116971975135,134734380901,131385447474,113786112863,137081624397,117144644485,119930810970,144901886988,132727271628,130762349697,120042882212,135957879072,112288092043,128347157154,141803801961,133676634999,126911472812,129938440178,111844769924,115431010842,137927884429,126995642917,125338831689,142569718846,123607316119,131082086022,127843950905,134856847771,126683228577,128218614144,118625318760,145534970914,128950738201,120944939371,123941029168,117765745078,127478205687,141990252510,138468789370,112464957826
134,116975128573,134737741877,131388793448,113789370084,137084586746,117147289787,119933197901,144904329025,132729684322,130765978361,120044622108,135960338263,112290748068,128349532594,141805793789,133679051981,126914047250,129940683218,111847455279,115432609746,137930208322,126998172266,125341000321,142572259625,123609891247,131084565244,127846947608,134858984201,126685630493,128221227233,118628349828,145537921124,128953499435,120947069347,123943992961,117768456212,127481187378,141992876278,138471420336,112467945231
135,116977309356,134740113744,131390730896,113791847171,137087176922,117150023106,119935994218,144907458856,132732385421,130768942840,120047057696,135963056592,112293412705,128352264451,141808292324,133681287900,126916632428,129943191066,111850194325,115434155709,137932348290,127000402447,125343010776,142575121768,123612255966,131087126779,127848597327,134860901604,126687119171,128224129461,118631005846,145540251478,128955768244,120950116868,123946598890,117770706412,127483538506,141995276774,138473469435,112470223370
136,116980002601,134743103974,131393789156,113794433746,137090054124,117152422919,119938024001,144909583827,132735702014,130771352662,120049302898,135965375539,112296085906,128355238251,141810777273,133684474270,126919127410,129945371849,111852775898,115437358552,137934833224,127002792951,125345607415,142577821442,123614395239,131089595268,127851532466,134863924061,126689449530,128226706027,118633845087,145542942573,128958648273,120952375664,123948711688,117772655312,127485674232,141997877652,138476198460,112473326727
137,116982969946,134745626842,131395572694,113796904385,137092680080,117154983767,119940214815,144912305709,132737767560,130774259181,120051130140,135967927060,112298400517,128357110562,141812756225,133686433209,126920744936,129947430249,111854548722,115439330358,137936822896,127005043877,125347528392,142580111743,123616548110,131091122610,127853430537,134865689738,126691253838,128228841758,118636991340,145545533456,128960623654,120955308667,123951636843,117775556089,127488594373,142001495592,138478950393,112475988490
138,116985925143,134748330095,131398586563,113799592614,137095844290,117158538005,119942940981,144914326181,132740491534,130777646655,120053360304,135970533706,112301382176,128359778010,141815311335,133688985470,126923793164,129949794977,111857136027,115441735175,137939317853,127007546737,125350165088,142583530714,123619103228,131094125026,127856138085,134867713077,126693258539,128231801961,118639829101,145548243884,128963102171,120958031964,123954556244,117778189214,127491536691,142003155308,138481942817,112478240852
139,116988225454,134750590316,131401086579,113802073991,137098445194,117160512679,119945167613,144917219834,132742872716,130779905450,120055309193,135972770326,112303466345,128362107667,141817534354,133690999514,126926111376,129952205504,111859704726,115444477807,137941683277,127009468438,125351946510,142585931225,123621772121,131096329414,127858323174,134870171543,126695114374,128234475886,118642858720,145550985794,128966347194,120960902705,123957011876,117780731438,127494826853,142005353954,138484530855,112481013540
140,116990704681,134753048089,131403555102,113804064409,137101028940,117162732842,119947961087,144919674732,132745572374,130782648066,120057731179,135975438509,112306523887,128364621252,141819737344,133693412920,126928485393,129953931802,111861889094,115447918270,137944190397,127012555327,125354334147,142589053886,123624721561,131098681978,127860866103,134872859056,126696925847,128236737548,118645649270,145553495832,128969041846,120963887239,123959686524,117783434697,127497059898,142008665554,138487346505,112483851347
141,116993198239,134755913075,131405118233,113807450457,137103529670,117165287960,119950361609,144921514841,132749152370,130786254535,120059822508,135978535435,112309426122,128367229308,141822435576,133696265793,126930928132,129956486893,111864344705,115449613798,137946494261,127014524262,125356325267,142591754290,123626970332,131101333734,127863743277,134874389253,126699865975,128239244006,118647949570,145555519170,128971516790,120966295612,123962009739,117785142401,127499792530,142010714628,138489170859,112485817431
142,116995608047,134758174734,131407654728,113809951867,137106482718,117168306161,119953568713,144924697633,132751643059,130789690666,120061997569,135980832880,112312118632,128369765078,141825328521,133699117915,126933696527,129958884522,111867798741,115451899077,137949213940,127016722940,125358874666,142594634338,123630055067,131104250265,127865869676,134876798343,126701322449,128242153405,118650978456,145558057831,128974133436,120968632422,123964278547,117787379015,127502921647,142012531821,138491523418,112488159989
143,116998025024,134760904447,131410093903,113812685163,137108918304,117170320911,119955163346,144926859819,132755393417,130791631686,120064069563,135983304271,112314354521,128372459020,141827326786,133701222849,126935397767,129960789041,111869222310,115454277398,137951630172,127019065487,125360991744,142597666095,123632362541,131106431757,127868780453,134878853158,126703333587,128245123636,118653543562,145560230023,128976040815,120971553251,123967179357,117789940577,127505122479,142015239363,138494152985,112490811744
144,116999799988,134763069479,131412163036,113815128593,137111137729,117172725002,119957230328,144928539604,132758284197,130794031479,120066122236,135986185742,112317006976,128374985489,141829456032,133703742174,126937630799,129962764410,111871757383,115456964193,137954014928,127021501796,125363655647,142600301382,123634699358,131108462235,127871384916,134881396786,126705514370,128247451153,118656652616,145562762959,128978988847,120974456190,123969702263,117792620957,127507339784,142017667799,138496353092,112493252340
145,117002361541,134765736928,131414493405,113817219202,137113538952,117175306593,119959891376,144931294413,132760580924,130796950890,120068252205,135988906176,112319662296,128377791803,141832024721,133706391064,126940437833,129965013188,111874412686,115459344681,137956525603,127023859392,125365711194,142603708181,123637764054,131112083761,127874131082,134883787993,126707547003,128250631774,118659195528,145565481976,128981138118,120977957492,123972531491,117795380742,127511199675,142020338801,138499011974,112496613368
146,117005146368,134768418015,131416819482,113820599535,137116651605,117177573281,119962397838,144933778682,132763004323,130800298995,120070469484,135991267313,112322210960,128380086398,141834560512,133708468810,126942809708,129968248939,111877256943,115462315608,137958372125,127026277081,125368420908,142606178826,123639780943,131114130710,127876578096,134885811313,126709583912,128252905618,118661879431,145567946918,128984048897,120980016605,123975216139,117798335927,127513090614,142022791527,138501654388,112498736907
147,117007654942,134770522192,131419284417,113822972114,137118939735,117179548658,119964765448,144935674601,132765902243,130802403220,120072635240,135993668551,112324788265,128382782479,141837038310,133711332427,126944970463,129970343108,111879753357,115464473496,137961314423,127028389163,125370741270,142609164059,123642659541,131116947046,127879330014,134887808178,126712149030,128255731277,118664453869,145570051834,128986078661,120982936007,123977811314,117800474471,127515368751,142025249997,138504278918,112501354289
148,117010638753,134773505979,131422085736,113825660298,137121897799,117182644154,119967372119,144938332084,132768022893,130806021180,120075106595,135996059761,112327627497,128385746234,141839246290,133713580511,126947393170,129973221005,111882078003,115467148129,137963566758,127031179740,125373183293,142611805761,123645453689,131119369761,127881628154,134890630248,126713621241,128257912785,118667382572,145572861748,128989265725,120985253485,123980768666,117802384706,127517826554,142027979018,138506845492,112504759704
149,117013310515,134776019548,131424264380,113828721390,137125419868,117185483409,119969389741,144940873606,132771050346,130808982815,120077175722,135998943397,112330064518,128388431549,141841514385,133715877970,126950042755,129975192799,111884567260,115470125525,137965898513,127032964749,125375236682,142614686531,123647255856,131122075899,127884418007,134892908368,126716070412,128261019002,118669866824,145575056128,128992044820,120987850797,123983092608,117805019973,127520914187,142030202002,138508837326,112506632728
150,117015640900,134778555337,131427448628,113831151231,137127549126,117187977701,119971941994,144943357861,132773816561,130811520023,120079834596,136001615876,112332575958,128391309435,141844030117,133718716504,126952384582,129977555360,111887344236,115472417254,137968241020,127035839062,125378014395,142618030366,123649951241,131124593073,127886906533,134895177912,126718417939,128263496832,118672766917,145577289880,128994387354,120990664273,123985013585,117807623750,127522753594,142032367035,138511076104,112509074783
151,117018367782,134781155514,131429645887,113834034843,137129933891,117190833416,119974301024,144946877033,132777116722,130814886757,120082142071,136004891729,112334934247,128394361923,141846681835,133721301672,126955381283,129979794812,111890068248,115475395356,137970438965,127038181594,125380556604,142620757938,123652560739,131126745222,127889470926,134897665013,126720557179,128266468490,118676127179,145579600211,128996598914,120993981579,123988275086,117810888149,127525248594,142035522580,138514544475,112513303258
152,117020881364,134783665522,131432145905,113836748127,137132962792,117193044270,119976650732,144948430843,132779362625,130817724579,120084249144,136007125495,112337936684,128396657220,141848841839,133723715813,126957727399,129982004943,111893140091,115477632678,137972742842,127040652970,125383102405,142623693074,123655374194,131129539359,127892509870,134900412625,126722430914,128269194682,118678634327,145582255538,128998932139,120996272586,123990620527,117813273618,127527461617,142037794971,138516474768,112515458290
153,117023783589,134786712292,131434977997,113839731944,137135375483,117195895702,119979318236,144951348813,132781788905,130820511565,120086085680,136009666306,112340669272,128399016920,141851344716,133726085559,126959656964,129984061188,111895089004,115479958061,137975072471,127043665452,125385767025,142626905921,123657255825,131131798866,127894905361,134902832446,126725194989,128271797758,118681640313,145584559451,129001378440,120999303634,123993755363,117815986188,127530588576,142040149664,138519046337,112518335505
154,117026197713,134788893077,131437388548,113842016498,137138127439,117198359944,119981948504,144953195348,132784641749,130823367252,120088338026,136012247910,112343739696,128401768142,141853329404,133728275672,126961825582,129986990603,111898063502,115482637012,137977175942,127046340812,125388071626,142629261346,123659853164,131134028323,127897441857,134905020384,126727054414,128274883917,118684682814,145586868361,129004143953,121002319661,123996208827,117818912758,127532677037,142042643907,138521289405,112520774696
155,117028293312,134791561224,131439467000,113844253810,137140627448,117200258029,119984321099,144955792678,132787738648,130825684027,120090393560,136014425828,112346028556,128403983990,141855679787,133730943879,126964081511,129989098381,111900528435,115484888650,137979444026,127048985414,125391033246,142631915933,123662391111,131136461742,127899624051,134908266146,126729736184,128276920839,118687494135,145589400578,129006625330,121004442482,123998816170,117820991915,127535098299,142044974245,138523914657,112523461534
156,117031641408,134794229363,131442286921,113847546815,137143537538,117203276914,119987040844,144958831611,132789839284,130828921925,120092638773,136017051068,112348653785,128406620655,141857954348,133733005882,126966836326,129991247674,111903316144,115487631268,137981798700,127051224895,125393405124,142635126639,123665027101,131139271626,127901947970,134909908704,126731730161,128279405097,118690542342,145591882669,129009313551,121007429858,124001114336,117823856236,127538140113,142047555815,138526505559,112527262727
157,117033887318,134796455242,131444327409,113849773418,137145537965,117205573649,119989068470,144960797681,132792727177,130831055449,120095148101,136019677032,112351795769,128408992522,141860909540,133735746356,126969720648,129993586616,111906043010,115489470657,137983990202,127053973243,125395948065,142637741863,123667066184,131141675015,127904861643,134912947640,126734309588,128281905102,118693589853,145594605993,129011378405,121010505271,124004210539,117826507959,127540723887,142050305565,138529071383,112528503083
