op_rw,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
301,204470,197790,186760,119523,145837,184709,102836,255096,237702,332753,334955,260900,289383,126604,204980,180084,217493,149496,72946,200759,222146,374130,116193,280601,198428,221403,382643,298776,283254,145071,334567,274867,280780,119020,115276,93126,416070,209921
302,204470,197790,186760,119523,145839,184709,102837,255096,237702,332753,334956,260903,289384,126608,204980,180085,217494,149496,72946,200761,222146,374133,116193,280603,198431,221405,382645,298776,283255,145072,334568,274869,280780,119021,115277,93127,416070,209922
303,204470,197790,186760,119523,145839,184709,102837,255099,237705,332753,334957,260904,289386,126609,204980,180086,217494,149496,72947,200762,222146,374134,116193,280604,198432,221405,382645,298777,283256,145072,334568,274870,280780,119023,115279,93127,416070,209922
304,204470,197790,186762,119524,145840,184710,102837,255101,237709,332754,334957,260905,289386,126609,204980,180086,217495,149496,72947,200764,222146,374135,116194,280608,198433,221407,382648,298779,283256,145073,334569,274870,280782,119025,115281,93127,416070,209924
305,204471,197790,186762,119524,145841,184710,102838,255102,237710,332754,334959,260907,289387,126610,204981,180087,217498,149497,72947,200765,222147,374137,116195,280611,198433,221410,382650,298779,283256,145073,334569,274872,280782,119027,115283,93127,416070,209925
306,204472,197790,186762,119524,145844,184710,102838,255103,237711,332754,334960,260908,289387,126610,204982,180088,217498,149497,72948,200767,222147,374139,116196,280611,198434,221410,382650,298780,283256,145075,334569,274874,280783,119028,115285,93127,416071,209925
307,204472,197790,186762,119524,145844,184710,102839,255105,237712,332754,334961,260910,289388,126614,204982,180089,217499,149497,72949,200768,222147,374140,116196,280613,198435,221412,382652,298781,283258,145075,334570,274876,280783,119031,115287,93128,416071,209926
308,204472,197790,186762,119524,145844,184710,102839,255106,237716,332754,334962,260910,289390,126615,204982,180089,217500,149497,72949,200770,222147,374142,116196,280614,198436,221412,382652,298782,283258,145075,334570,274876,280784,119032,115287,93128,416071,209927
309,204472,197790,186764,119525,145846,184710,102840,255108,237719,332755,334962,260912,289390,126615,204983,180089,217500,149497,72949,200771,222148,374142,116198,280619,198437,221414,382655,298783,283258,145076,334571,274876,280785,119034,115290,93128,416071,209928
310,204474,197790,186764,119525,145846,184710,102840,255109,237719,332755,334964,260913,289391,126616,204983,180090,217502,149498,72950,200772,222148,374145,116199,280621,198437,221417,382657,298784,283258,145076,334571,274877,280786,119036,115292,93128,416072,209928
311,204474,197790,186764,119525,145848,184710,102841,255110,237720,332755,334966,260914,289391,126619,204984,180090,217502,149498,72950,200775,222148,374146,116199,280621,198439,221417,382658,298784,283258,145078,334572,274879,280786,119037,115293,93129,416072,209928
312,204474,197790,186764,119525,145848,184710,102841,255112,237722,332755,334967,260916,289393,126621,204984,180091,217503,149498,72951,200775,222148,374147,116199,280623,198439,221419,382659,298785,283259,145078,334572,274881,280786,119038,115295,93129,416072,209929
313,204474,197790,186766,119526,145848,184710,102842,255113,237725,332755,334967,260916,289394,126621,204984,180091,217503,149498,72951,200777,222148,374148,116200,280626,198441,221420,382661,298787,283259,145078,334572,274881,280787,119039,115295,93129,416072,209930
314,204475,197790,186766,119526,145849,184710,102842,255114,237726,332756,334968,260918,289394,126621,204985,180092,217504,149498,72951,200779,222149,374148,116201,280630,198441,221423,382663,298787,283259,145079,334573,274882,280788,119041,115298,93129,416072,209931
315,204475,197790,186766,119526,145850,184710,102842,255116,237727,332756,334969,260920,289395,126622,204986,180092,217505,149499,72952,200780,222149,374150,116202,280631,198441,221424,382664,298787,283259,145080,334573,274884,280788,119043,115300,93129,416072,209931
316,204475,197790,186766,119526,145851,184710,102842,255116,237727,332756,334970,260920,289396,126624,204986,180092,217505,149499,72952,200782,222149,374151,116202,280632,198443,221426,382666,298787,283260,145081,334574,274885,280788,119044,115301,93130,416072,209931
317,204475,197790,186767,119526,145851,184710,102842,255118,237730,332756,334971,260922,289398,126626,204986,180093,217506,149499,72953,200783,222149,374153,116202,280634,198444,221426,382666,298788,283260,145081,334574,274886,280788,119045,115303,93130,416072,209932
318,204475,197790,186767,119526,145852,184710,102842,255120,237733,332757,334971,260923,289398,126626,204986,180093,217506,149499,72953,200784,222149,374153,116204,280638,198445,221428,382668,298790,283260,145082,334575,274886,280790,119047,115305,93130,416072,209933
319,204476,197790,186767,119526,145852,184710,102842,255121,237733,332757,334973,260924,289399,126627,204987,180093,217508,149499,72953,200786,222150,374153,116204,280641,198445,221431,382670,298790,283260,145083,334575,274886,280790,119049,115307,93130,416072,209934
320,204476,197790,186767,119526,145853,184710,102842,255122,237734,332757,334974,260926,289399,126627,204988,180093,217508,149500,72954,200787,222150,374155,116205,280641,198446,221431,382670,298790,283260,145084,334575,274887,280790,119050,115309,93130,416072,209935
321,204476,197790,186767,119526,145853,184710,102842,255122,237734,332757,334974,260928,289400,126630,204988,180093,217509,149500,72955,200789,222150,374156,116205,280643,198447,221432,382672,298791,283261,145084,334576,274888,280790,119052,115311,93131,416072,209935
322,204476,197790,186767,119526,145853,184710,102842,255124,237738,332757,334975,260928,289402,126631,204988,180094,217509,149500,72955,200791,222150,374157,116205,280644,198448,221432,382672,298792,283261,145084,334576,274889,280791,119053,115311,93131,416072,209936
323,204476,197790,186767,119526,145854,184710,102842,255126,237740,332758,334975,260930,289402,126631,204988,180094,217509,149500,72955,200792,222151,374157,116206,280649,198449,221434,382674,298793,283261,145084,334577,274889,280792,119055,115314,93131,416072,209937
324,204477,197790,186767,119526,145854,184710,102842,255127,237740,332758,334977,260931,289403,126632,204989,180094,217511,149501,72956,200794,222151,374159,116207,280651,198449,221437,382676,298793,283261,145084,334577,274889,280792,119056,115315,93131,416072,209937
325,204477,197790,186767,119526,145855,184710,102842,255128,237741,332758,334978,260932,289403,126633,204990,180094,217511,149501,72956,200796,222151,374159,116207,280651,198451,221437,382676,298793,283261,145085,334578,274891,280792,119058,115317,93132,416072,209937
326,204477,197790,186767,119526,145855,184710,102842,255129,237742,332758,334978,260934,289404,126635,204990,180095,217512,149501,72957,200796,222151,374161,116207,280653,198451,221438,382678,298794,283262,145085,334578,274892,280792,119059,115319,93132,416072,209937
327,204477,197790,186767,119526,145855,184710,102842,255131,237746,332758,334979,260934,289406,126636,204990,180095,217512,149501,72957,200798,222151,374161,116207,280655,198452,221439,382679,298795,283262,145085,334578,274892,280793,119060,115319,93132,416072,209938
328,204478,197790,186767,119526,145856,184710,102842,255132,237747,332759,334980,260936,289406,126636,204991,180095,217513,149501,72957,200800,222152,374162,116208,280659,198453,221442,382681,298795,283262,145085,334579,274892,280794,119062,115322,93132,416072,209939
329,204478,197790,186767,119526,145856,184710,102842,255134,237748,332759,334981,260937,289407,126637,204992,180095,217514,149502,72958,200800,222152,374163,116209,280660,198453,221443,382682,298795,283262,145086,334580,274893,280794,119064,115324,93132,416072,209939
330,204478,197790,186767,119526,145857,184710,102842,255134,237748,332759,334982,260938,289408,126639,204992,180095,217514,149502,72958,200802,222152,374164,116209,280661,198455,221444,382684,298795,283262,145086,334580,274893,280794,119065,115325,93133,416072,209939
331,204478,197790,186767,119526,145857,184710,102842,255136,237750,332759,334983,260940,289409,126640,204992,180096,217515,149502,72959,200802,222152,374164,116209,280662,198455,221444,382684,298796,283263,145086,334580,274894,280794,119067,115327,93133,416072,209941
332,204478,197790,186767,119526,145857,184710,102842,255137,237753,332760,334983,260940,289410,126640,204992,180096,217515,149502,72959,200804,222152,374164,116210,280666,198457,221447,382686,298797,283263,145086,334581,274894,280795,119068,115329,93133,416072,209941
333,204479,197790,186767,119526,145858,184710,102842,255139,237754,332760,334984,260942,289410,126640,204993,180096,217516,149502,72959,200806,222153,374165,116210,280668,198457,221448,382687,298797,283263,145086,334581,274894,280796,119069,115330,93133,416072,209941
334,204479,197790,186767,119526,145858,184710,102842,255140,237755,332760,334985,260944,289412,126641,204994,180096,217517,149503,72960,200806,222153,374165,116211,280669,198457,221449,382688,298797,283263,145087,334581,274895,280796,119071,115333,93133,416072,209941
335,204479,197790,186767,119526,145859,184710,102842,255140,237755,332760,334985,260945,289413,126642,204994,180096,217518,149503,72960,200808,222153,374166,116211,280671,198459,221450,382690,298798,283264,145087,334581,274895,280796,119072,115334,93134,416072,209941
336,204479,197790,186767,119526,145859,184710,102842,255142,237758,332760,334986,260946,289414,126643,204994,180097,217518,149503,72961,200809,222153,374166,116211,280672,198460,221450,382690,298798,283264,145087,334581,274896,280797,119073,115335,93134,416072,209941
337,204479,197790,186767,119526,145860,184710,102842,255144,237761,332761,334986,260947,289414,126643,204995,180097,217518,149503,72961,200811,222153,374166,116212,280676,198461,221452,382692,298799,283264,145087,334582,274896,280798,119075,115338,93134,416072,209941
338,204480,197790,186767,119526,145861,184710,102842,255145,237761,332761,334987,260949,289415,126644,204995,180097,217520,149504,72961,200813,222154,374166,116212,280678,198461,221454,382694,298799,283264,145087,334582,274896,280798,119076,115339,93134,416072,209941
339,204480,197790,186767,119526,145861,184710,102842,255146,237762,332761,334988,260950,289415,126644,204996,180097,217520,149504,72962,200814,222154,374166,116213,280678,198462,221454,382694,298799,283264,145088,334582,274897,280798,119077,115341,93135,416072,209941
340,204480,197790,186767,119526,145861,184710,102842,255147,237764,332762,334988,260952,289415,126645,204996,180098,217521,149504,72963,200814,222154,374167,116213,280680,198463,221455,382696,298800,283265,145088,334582,274898,280798,119079,115343,93135,416072,209941
341,204480,197790,186767,119526,145861,184710,102842,255148,237766,332762,334989,260952,289416,126646,204996,180098,217521,149504,72963,200816,222154,374167,116213,280682,198464,221456,382697,298800,283265,145088,334582,274898,280799,119079,115343,93135,416072,209941
342,204481,197790,186767,119526,145862,184710,102842,255150,237768,332762,334989,260955,289416,126646,204996,180098,217522,149504,72963,200817,222155,374167,116214,280684,198465,221457,382698,298801,283265,145088,334583,274898,280800,119081,115346,93135,416072,209941
343,204481,197790,186767,119526,145862,184710,102842,255152,237769,332762,334990,260955,289417,126647,204997,180098,217523,149505,72964,200818,222155,374168,116215,280686,198465,221459,382700,298801,283265,145089,334583,274899,280800,119083,115348,93135,416072,209941
344,204481,197790,186767,119526,145862,184710,102842,255152,237769,332762,334991,260957,289417,126648,204997,180098,217523,149505,72964,200819,222155,374168,116215,280686,198467,221459,382701,298801,283265,145089,334583,274900,280801,119084,115349,93136,416072,209941
345,204481,197790,186767,119526,145862,184710,102842,255154,237771,332762,334992,260958,289417,126649,204997,180099,217524,149505,72965,200819,222155,374168,116215,280689,198467,221460,382702,298802,283266,145089,334583,274900,280802,119085,115351,93136,416072,209941
346,204481,197790,186767,119526,145862,184710,102842,255155,237773,332762,334993,260958,289418,126649,204997,180099,217524,149505,72965,200821,222156,374168,116216,280692,198469,221462,382704,298803,283266,145089,334584,274900,280802,119085,115351,93136,416072,209941
347,204482,197790,186767,119526,145863,184710,102842,255157,237774,332762,334993,260960,289418,126649,204997,180099,217525,149505,72965,200823,222156,374168,116217,280693,198469,221463,382705,298803,283266,145089,334584,274900,280802,119087,115355,93136,416072,209941
348,204482,197790,186767,119526,145863,184710,102842,255158,237775,332762,334994,260961,289419,126651,204998,180099,217526,149506,72966,200823,222156,374168,116217,280694,198469,221464,382706,298803,283266,145090,334584,274901,280802,119089,115357,93136,416072,209941
349,204482,197790,186767,119526,145863,184710,102842,255158,237776,332762,334994,260961,289419,126651,204998,180099,217527,149506,72966,200824,222156,374168,116217,280695,198471,221465,382708,298803,283267,145090,334584,274901,280802,119090,115357,93137,416072,209941
350,204482,197790,186767,119526,145863,184710,102842,255160,237778,332762,334995,260962,289420,126652,204998,180100,217528,149506,72967,200825,222156,374168,116217,280696,198472,221465,382708,298804,283267,145090,334584,274901,280802,119091,115360,93137,416072,209941
351,204482,197790,186767,119526,145864,184710,102842,255162,237780,332762,334995,260963,289420,126652,204998,180100,217528,149506,72967,200826,222156,374168,116218,280699,198473,221467,382710,298805,283267,145090,334585,274901,280802,119092,115361,93137,416072,209941
352,204483,197790,186767,119526,145864,184710,102842,255163,237780,332762,334995,260964,289421,126653,204998,180100,217529,149506,72967,200828,222156,374168,116218,280701,198473,221469,382712,298805,283267,145091,334585,274901,280802,119095,115363,93138,416072,209941
353,204483,197790,186767,119526,145864,184710,102842,255164,237781,332762,334996,260965,289421,126653,204999,180101,217529,149507,72968,200828,222156,374168,116218,280701,198474,221469,382712,298805,283267,145091,334585,274902,280802,119096,115364,93138,416072,209941
354,204483,197790,186767,119526,145864,184710,102842,255165,237782,332762,334996,260966,289421,126653,204999,180101,217530,149507,72969,200829,222156,374168,116218,280703,198475,221470,382714,298806,283268,145091,334585,274902,280802,119097,115366,93138,416072,209941
355,204483,197790,186767,119526,145864,184710,102842,255166,237783,332762,334997,260966,289422,126655,204999,180101,217530,149507,72969,200831,222156,374168,116218,280703,198476,221470,382714,298806,283268,145091,334585,274902,280802,119097,115366,93138,416072,209941
356,204483,197790,186767,119526,145865,184710,102842,255168,237785,332762,334998,260968,289422,126655,204999,180101,217530,149507,72969,200832,222156,374168,116219,280706,198477,221472,382716,298807,283268,145091,334586,274902,280802,119099,115368,93138,416072,209941
357,204484,197790,186767,119526,145865,184710,102842,255169,237785,332762,334998,260968,289423,126655,204999,180101,217531,149508,72970,200833,222156,374168,116219,280708,198477,221474,382718,298807,283268,145091,334586,274902,280802,119100,115369,93138,416072,209941
358,204484,197790,186767,119526,145865,184710,102842,255170,237786,332762,334998,260969,289423,126655,205000,180101,217531,149508,72970,200834,222156,374168,116219,280708,198479,221474,382718,298807,283268,145091,334586,274903,280802,119101,115370,93138,416072,209941
359,204484,197790,186767,119526,145866,184710,102842,255172,237788,332762,334998,260970,289423,126655,205000,180101,217532,149508,72971,200834,222156,374168,116219,280710,198479,221475,382720,298808,283269,145091,334587,274903,280802,119102,115372,93138,416072,209941
360,204484,197790,186767,119526,145866,184710,102842,255173,237789,332762,334999,260970,289424,126656,205000,180101,217532,149508,72971,200836,222156,374168,116219,280711,198480,221476,382721,298809,283269,145091,334587,274903,280802,119102,115372,93138,416072,209941
361,204485,197790,186767,119526,145866,184710,102842,255174,237790,332762,334999,260972,289424,126656,205000,180101,217532,149508,72971,200838,222156,374168,116220,280714,198481,221478,382723,298809,283269,145091,334587,274903,280802,119104,115374,93138,416072,209941
362,204485,197790,186767,119526,145866,184710,102842,255176,237791,332762,334999,260972,289425,126656,205001,180101,217533,149509,72973,200838,222156,374168,116220,280715,198481,221479,382724,298809,283270,145091,334587,274904,280802,119106,115376,93138,416072,209941
363,204485,197790,186767,119526,145866,184710,102842,255176,237791,332762,334999,260973,289425,126656,205001,180101,217533,149509,72973,200839,222156,374168,116220,280716,198483,221480,382726,298809,283270,145091,334587,274904,280802,119106,115376,93138,416072,209941
364,204485,197790,186767,119526,145866,184710,102842,255178,237793,332762,335000,260974,289426,126657,205001,180101,217534,149509,72973,200839,222156,374168,116220,280717,198484,221480,382726,298810,283270,145091,334587,274904,280802,119107,115378,93138,416072,209941
365,204485,197790,186767,119526,145866,184710,102842,255180,237795,332762,335000,260974,289426,126657,205001,180101,217535,149509,72973,200841,222156,374168,116221,280720,198485,221482,382728,298811,283270,145091,334587,274904,280802,119108,115379,93138,416072,209941
366,204486,197790,186767,119526,145866,184710,102842,255181,237795,332762,335000,260976,289427,126657,205001,180101,217535,149509,72973,200843,222156,374168,116221,280721,198485,221483,382730,298811,283270,145091,334587,274904,280802,119110,115381,93138,416072,209941
367,204486,197790,186767,119526,145866,184710,102842,255182,237796,332762,335001,260977,289427,126657,205002,180101,217536,149510,72974,200843,222156,374168,116221,280722,198485,221484,382731,298811,283270,145091,334587,274905,280802,119111,115382,93138,416072,209941
368,204486,197790,186767,119526,145866,184710,102842,255182,237796,332762,335001,260977,289427,126657,205002,180101,217536,149510,72974,200844,222156,374168,116221,280724,198487,221485,382732,298812,283270,145091,334587,274905,280802,119112,115384,93138,416072,209941
369,204487,197790,186767,119526,145866,184710,102842,255184,237798,332762,335001,260978,289428,126658,205002,180101,217536,149510,72974,200845,222156,374168,116221,280724,198488,221485,382732,298812,283270,145091,334587,274905,280802,119112,115384,93138,416072,209941
370,204487,197790,186767,119526,145866,184710,102842,255186,237800,332762,335001,260979,289428,126658,205003,180101,217536,149511,72974,200847,222156,374168,116222,280727,198488,221487,382734,298813,283270,145091,334587,274905,280802,119114,115386,93138,416072,209941
371,204487,197790,186767,119526,145866,184710,102842,255187,237800,332762,335001,260980,289429,126658,205003,180101,217536,149511,72975,200848,222156,374168,116222,280730,198488,221489,382736,298813,283270,145091,334587,274905,280802,119115,115388,93138,416072,209941
372,204487,197790,186767,119526,145866,184710,102842,255188,237801,332762,335001,260981,289429,126658,205003,180101,217536,149511,72975,200849,222156,374168,116222,280730,198489,221489,382736,298813,283270,145091,334587,274906,280802,119116,115389,93138,416072,209941
373,204487,197790,186767,119526,145866,184710,102842,255189,237802,332762,335001,260982,289429,126658,205003,180101,217536,149511,72975,200849,222156,374168,116222,280732,198490,221490,382737,298815,283270,145091,334587,274906,280802,119117,115390,93138,416072,209941
374,204487,197790,186767,119526,145866,184710,102842,255192,237804,332762,335001,260982,289431,126659,205003,180101,217536,149511,72975,200851,222156,374168,116222,280733,198491,221491,382738,298815,283270,145091,334587,274906,280802,119117,115390,93138,416072,209941
375,204487,197790,186767,119526,145866,184710,102842,255193,237805,332762,335001,260985,289431,126659,205003,180101,217536,149511,72975,200852,222156,374168,116223,280734,198492,221492,382739,298815,283270,145091,334587,274907,280802,119119,115392,93138,416072,209941
376,204487,197790,186767,119526,145866,184710,102842,255194,237806,332762,335001,260985,289431,126659,205003,180101,217536,149511,72976,200853,222156,374168,116223,280736,198492,221494,382741,298816,283270,145091,334587,274907,280802,119121,115394,93138,416072,209941
377,204487,197790,186767,119526,145866,184710,102842,255194,237806,332762,335001,260985,289431,126659,205003,180101,217536,149511,72976,200854,222156,374168,116223,280736,198494,221494,382741,298816,283270,145091,334587,274907,280802,119121,115394,93138,Null,209941
378,204487,197790,186767,119526,145866,184710,102842,255196,237808,332762,335001,260987,289431,126660,205003,180101,217536,149511,72976,200854,222156,374168,116223,280737,198494,221495,382742,298816,283270,145091,334587,274907,Null,119122,115395,Null,Null,Null
379,204487,197790,186767,119526,145866,184710,102842,255197,237809,332762,335001,260987,289432,126660,205003,180101,217536,149511,72976,200856,222156,374168,116224,280738,198494,221496,382743,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
380,204487,197790,186767,119526,145866,184710,102842,255198,237810,332762,335001,260988,289432,126660,205003,180101,217536,149511,72976,200858,222156,374168,116224,280740,198495,221498,382745,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
381,204487,197790,186767,119526,145866,184710,102842,255199,237811,332762,335001,260988,289432,126661,205003,180101,217536,149511,72977,200858,222156,374168,116224,280741,198495,221499,382746,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
382,204487,197790,186767,119526,145866,184710,102842,255199,237811,332762,335001,260988,289433,126661,205003,180101,217536,149511,72977,200859,222156,374168,116224,280742,198495,221500,382747,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
383,204487,197790,186767,119526,145866,184710,102842,255201,237813,332762,335001,260989,289433,126661,205003,180101,217536,149511,72977,200860,222156,374168,116224,280742,198495,221500,382747,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
384,204487,197790,186767,119526,145866,184710,102842,255203,237815,332762,335001,260990,289433,126661,205003,180101,217536,149511,72978,200861,222156,374168,116225,280744,198495,221502,382749,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
385,204487,197790,186767,119526,145866,184710,102842,255203,237815,332762,335001,260990,289433,126661,205003,180101,217536,149511,72978,200863,222156,374168,116225,280745,198495,221503,382750,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
386,204487,197790,186767,119526,145866,184710,102842,255204,237816,332762,335001,260991,289433,126661,205003,180101,217536,149511,72978,200864,222156,374168,116225,280746,198495,221504,382751,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
387,204487,197790,186767,119526,145866,184710,102842,255205,237817,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200864,222156,374168,116226,280747,198495,221505,382752,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
388,204487,197790,186767,119526,145866,184710,102842,255206,237818,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200866,222156,374168,116226,280747,198495,221505,382752,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
389,204487,197790,186767,119526,145866,184710,102842,255208,237820,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200867,222156,374168,116226,280749,198495,221507,382754,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
390,204487,197790,186767,119526,145866,184710,102842,255208,237820,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200868,222156,374168,116226,280751,198495,221509,382756,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
391,204487,197790,186767,Null,145866,184710,102842,255209,237821,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200869,222156,374168,116226,280751,198495,221509,382756,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
392,204487,197790,186767,Null,145866,184710,102842,255211,237823,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200869,222156,374168,116226,280752,198495,221510,382757,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
393,204487,197790,186767,Null,145866,184710,102842,255212,237824,332762,335001,260992,289433,126661,205003,180101,217536,149511,72978,200871,222156,374168,116226,280753,198495,221511,382758,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
394,204487,Null,186767,Null,145866,184710,Null,255213,237825,Null,335001,260992,289433,126661,205003,180101,217536,149511,72978,200873,222156,374168,116226,280754,198495,221512,382759,298816,283270,Null,Null,Null,Null,Null,Null,Null,Null,Null
