%sys,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
92,0.0,0.99,0.0,0.98,0.0,0.0,1.01,0.0,0.0,1.0,1.01,1.0,1.0,1.0,0.0,0.0,1.98,2.0,2.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.01,0.0,1.0,1.01,0.0,0.0,1.0,1.0,1.01,1.01,1.01,1.01,0.0,1.01,2.02,0.99,2.97,1.01,0.98,1.01,1.0,0.0,0.98,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.99,0.99,1.98,1.01,1.01,1.98,1.01,1.0,0.97,2.0,1.0,0.98,1.0,1.01,1.01,0.98,1.0,0.0,1.0,1.01,1.01,2.0,1.01,1.01,1.98,1.01,1.0,1.01,1.01,0.0,0.0,1.01,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.01,1.98,2.0,2.0,0.0,1.98,0.0,0.0,0.99,1.0,0.0,1.01,1.01,0.0,0.99,0.0,1.01,1.0,2.02,1.01,1.01,1.0,0.0
93,0.98,11.88,1.0,0.0,17.82,12.12,16.67,16.0,1.0,12.0,8.08,1.0,1.0,1.01,0.0,0.0,0.98,1.0,10.0,0.0,0.0,1.01,1.0,11.88,0.0,1.98,13.86,12.12,1.01,0.0,1.01,0.0,12.24,1.0,1.98,8.08,2.0,1.01,1.0,13.86,1.01,14.14,10.0,15.84,14.0,13.86,1.98,16.0,1.0,0.0,12.12,1.01,6.93,14.0,0.0,10.0,0.0,0.0,10.0,8.0,0.0,1.0,11.0,0.0,1.01,0.0,9.0,14.14,13.86,1.01,0.0,0.99,0.0,0.0,10.78,1.0,1.98,1.01,16.16,1.0,1.02,1.01,11.0,10.31,15.15,11.11,11.88,12.12,6.06,1.01,0.0,0.0,0.0,9.09,0.0,1.0,1.0,1.0,1.98,0.98,0.0,1.98,0.99,10.0,9.09,1.0,1.0,1.98,1.0,1.0,5.94,2.0,1.01,12.87,0.99,8.91,1.0,10.0,0.0,2.0,10.0,9.8,1.0,0.0,1.0,10.1,0.0,1.0,9.9,0.0,1.0,0.0,0.99,1.0,10.89,1.0,1.0,11.0,0.0,0.0
94,13.27,0.0,13.0,16.0,0.99,1.0,0.0,1.0,13.27,2.02,1.0,9.0,11.88,7.14,9.09,6.06,15.15,15.0,2.02,13.73,12.12,14.85,15.84,0.0,13.86,11.11,1.98,0.0,11.11,11.0,9.09,12.24,1.0,11.11,10.0,1.01,7.07,9.0,12.0,0.0,11.11,0.0,1.01,0.0,0.0,1.02,13.86,0.0,13.0,17.82,1.0,8.0,0.0,1.01,9.09,1.01,10.89,10.0,0.0,3.0,8.0,9.09,0.99,12.12,9.9,10.89,0.0,0.0,1.02,11.0,8.91,10.2,6.93,8.0,0.0,8.08,16.0,11.11,1.0,10.2,12.87,12.0,4.0,3.0,3.92,4.04,3.0,3.92,4.0,6.06,10.0,10.0,7.0,1.0,6.0,8.08,8.25,9.09,9.0,9.9,12.0,11.0,6.93,2.02,5.0,7.07,7.14,6.06,9.0,8.08,3.0,12.0,10.89,1.0,12.0,1.02,11.11,2.0,10.1,8.08,1.01,1.01,10.2,5.05,9.0,1.98,8.0,7.07,1.0,7.14,7.92,10.2,10.0,11.22,1.01,8.0,10.2,2.02,10.0,9.9
95,0.0,1.0,0.99,0.99,0.0,0.0,1.0,0.99,1.01,0.99,1.01,1.01,1.01,4.0,1.0,1.0,0.0,0.0,1.01,2.0,2.02,1.0,1.0,1.01,0.99,0.99,1.01,1.0,0.0,0.0,0.0,0.99,0.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.98,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.99,1.98,0.0,0.97,0.0,0.99,0.99,0.99,2.0,1.0,1.0,0.0,0.0,0.99,2.02,3.0,1.01,5.05,5.05,3.06,2.0,2.02,1.01,1.0,1.0,1.02,2.0,1.0,3.0,1.0,3.03,1.98,0.0,1.01,2.97,3.0,3.06,3.03,1.01,3.03,3.0,1.0,2.0,5.0,3.0,2.97,1.02,3.03,1.01,2.02,2.0,0.0,0.0,1.0,1.0,1.01,1.0,2.0,1.02,1.0,2.0,4.95,2.02,2.0,1.0,1.98,1.0,0.0,0.0,0.99,1.01,2.0,1.01,1.02,0.99,1.01,0.0,0.0
96,1.0,1.0,0.99,0.0,1.0,1.0,0.0,0.0,0.99,0.99,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.96,0.99,2.0,0.98,1.0,0.0,0.0,1.98,0.99,1.0,1.0,1.01,1.0,0.0,0.0,1.0,0.0,0.0,1.01,1.0,1.0,1.01,0.99,0.0,2.0,2.0,1.0,1.0,1.0,1.01,0.99,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,0.0,1.0,0.0,0.0,1.0,1.0,1.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,2.97,0.0,0.0,1.0,1.0,2.0,1.01,1.0,1.01,1.01,1.01,1.01,1.01,1.0,0.0,0.99,1.0,1.01,1.01,1.98,1.98,1.0,1.01,2.0,1.01,1.0,1.01,1.0,1.01,1.01,1.98,0.0,1.01,1.0,1.01,1.0,0.99,0.0,1.01,1.01,1.0,1.01,0.0,0.0,1.0,1.98,0.0,1.01,1.0,0.0,1.0,1.98,1.01,2.0,1.0,0.0
97,1.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.01,0.0,0.0,0.98,1.0,1.01,0.0,0.0,0.0,0.99,0.0,1.01,0.0,1.0,1.02,0.99,0.0,2.0,0.0,1.0,1.01,1.01,1.0,1.0,0.0,0.99,1.01,0.0,0.0,0.0,1.0,0.0,1.01,1.01,1.01,1.0,0.99,1.01,1.01,1.01,0.99,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.0,1.01,1.01,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.01,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.01,1.01,1.01,0.99,0.0,2.0,1.0,1.01,1.0,2.0,1.98,1.01,0.99,0.0,1.01,1.0,0.0,1.0,0.0,1.0,1.0,1.98,0.0,1.0,1.01,1.0,1.0,1.01,0.99,1.01,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.02,1.01,1.01,2.0,1.01,1.02,1.0
98,1.0,0.0,1.0,0.99,1.0,0.0,0.0,1.0,0.99,0.0,1.01,1.01,2.0,1.0,1.0,0.99,0.99,2.0,2.0,1.01,0.99,1.0,1.0,1.01,0.0,1.94,1.0,1.0,1.01,0.0,1.0,1.0,1.01,1.0,0.0,0.0,1.0,1.0,1.01,0.0,1.0,1.01,1.98,1.01,2.0,1.0,0.99,0.99,0.0,1.02,1.01,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.99,1.0,1.0,0.99,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.98,1.0,0.0,0.99,2.97,1.0,0.99,0.99,0.98,0.0,1.0,1.0,1.98,1.0,0.99,1.01,1.01,1.0,2.0,0.0,0.0,2.02,1.01,1.0,1.0,1.0,1.0,0.0,0.0,1.01,1.0,2.0,1.01,1.01,1.0,0.0,1.01,0.0,1.01,1.01,1.01,0.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.98,1.0,0.0,1.01,1.01,1.0,1.98,1.02,0.0,2.0,0.99,2.0
99,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.99,0.0,0.0,2.0,1.0,0.0,1.01,1.01,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.98,1.0,0.0,0.0,0.0,1.0,1.98,1.0,0.99,1.98,1.0,1.01,1.01,0.0,1.01,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.99,2.0,0.99,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,1.01,1.01,2.0,2.0,0.0,1.02,1.0,2.02,1.0,0.0,1.01,1.0,0.99,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.99,0.0,1.0,0.99,0.0,1.01,1.0,0.99,1.0,1.0,0.0,0.0,0.99,0.98,1.01,2.0,1.01,0.99,1.0,1.0,0.0,0.0,0.99,1.0,1.98,1.0,1.0,0.0,1.98,1.98,0.0,1.01,1.0
100,0.0,14.0,0.0,0.99,14.0,14.0,15.15,12.12,0.0,13.0,11.88,1.01,1.98,0.0,1.0,0.99,0.0,1.0,15.0,1.01,1.96,1.0,0.99,15.84,0.0,0.0,16.0,12.12,2.0,0.0,1.0,0.0,10.1,1.0,1.01,7.0,1.98,1.0,0.0,12.12,1.01,15.15,12.12,15.15,13.13,14.14,0.0,13.0,1.0,0.0,11.11,1.0,7.07,13.0,0.0,13.0,0.0,0.99,10.0,6.0,0.0,0.0,12.12,0.0,0.0,1.0,12.12,13.86,8.16,0.0,0.99,0.0,1.01,1.0,9.9,1.0,1.01,1.01,16.0,1.01,1.01,1.01,15.15,15.31,16.0,14.14,13.0,12.0,10.0,2.0,1.0,1.01,1.0,9.18,1.0,1.01,0.0,1.01,1.01,0.0,0.0,1.0,1.01,13.0,12.0,0.0,0.0,1.0,1.0,2.0,9.0,1.01,1.01,10.1,1.98,8.0,0.0,13.0,0.0,1.01,12.0,12.0,1.0,0.0,1.01,10.0,1.01,1.01,7.07,0.0,2.0,1.0,1.01,0.0,10.0,1.0,2.0,10.1,1.98,1.96
101,13.86,0.0,12.87,16.16,0.0,0.98,1.0,0.0,16.83,0.0,1.01,9.9,10.2,9.0,9.8,6.19,15.53,17.17,1.0,14.14,13.0,15.31,14.0,0.0,13.13,14.0,0.0,0.0,12.12,8.91,12.12,15.15,2.0,9.09,8.08,0.0,7.07,9.18,12.0,1.98,15.15,1.01,0.99,1.02,1.0,1.01,14.29,3.0,15.31,11.11,1.01,8.0,1.0,0.0,6.0,0.0,10.0,9.0,0.0,1.0,6.06,9.09,1.0,8.16,11.88,9.9,0.0,0.0,0.0,10.0,12.12,9.0,9.9,7.92,0.0,10.0,16.16,10.1,1.01,17.0,12.87,13.0,1.0,1.0,2.02,2.0,0.0,0.0,0.0,13.13,11.0,8.08,8.08,0.0,7.07,9.09,9.09,14.0,13.0,8.16,11.11,13.13,11.0,1.01,1.01,14.14,12.0,10.0,6.93,7.14,1.02,12.0,13.0,1.0,11.11,1.01,11.0,1.01,11.88,10.1,1.01,1.0,10.1,10.89,9.09,0.98,7.92,9.9,1.0,5.94,11.11,12.24,9.09,12.75,1.01,13.13,10.0,2.0,10.1,10.89
102,0.0,0.98,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.99,1.0,1.0,0.0,1.01,1.98,0.0,0.98,0.99,1.01,0.0,1.98,0.0,2.0,1.98,1.01,1.0,1.98,1.0,2.02,1.0,0.98,1.01,1.0,1.01,1.0,1.0,0.0,0.99,1.01,0.0,1.0,0.0,0.0,1.01,0.0,0.0,1.0,2.0,1.01,1.01,1.0,1.0,1.0,0.0,0.99,0.0,0.0,1.0,0.0,0.98,1.0,1.0,0.99,0.0,0.0,0.98,0.99,1.0,0.99,1.0,0.0,1.0,0.0,0.0,1.96,1.01,1.0,1.01,1.98,1.02,1.0,1.02,1.0,1.01,1.0,1.98,1.01,1.0,0.99,0.0,0.0,0.0,1.01,0.0,0.0,1.0,1.01,0.0,0.99,1.0,1.01,0.0,1.01,1.98,0.99,1.0,0.0,2.0,1.0,0.99,0.0,0.0,0.0,1.0,1.0,2.0,1.01,1.01,1.01,1.01,1.0,0.0,1.0,1.0,0.0,1.0,0.99,1.01,1.0,1.0,0.0,1.0,1.02,1.01,0.0,1.0,1.0,2.02,2.0
103,0.99,0.0,0.98,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.01,0.0,1.01,1.0,1.98,0.99,0.0,0.0,0.96,0.0,1.0,1.98,0.0,0.98,0.0,1.0,1.01,1.98,2.0,1.01,0.99,0.0,0.99,0.0,0.0,0.0,2.0,1.0,0.0,0.98,0.99,0.98,1.0,1.01,1.0,1.98,1.01,1.0,1.01,2.97,1.98,1.0,1.01,1.0,1.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,0.0,0.0,1.0,1.01,1.0,1.0,0.0,2.0,0.0,1.0,0.98,1.01,0.99,1.0,1.02,1.0,2.97,1.0,1.01,0.0,0.0,2.0,1.0,0.99,1.01,1.0,0.0,0.0,1.01,2.0,0.99,0.0,0.0,1.98,1.01,1.01,0.0,1.01,1.01,2.0,0.98,2.0,1.0,1.01,0.0,0.0,2.0,1.01,0.0,2.0,1.01,1.01,0.0,1.01,0.0,0.0,0.99,0.0,0.0,0.0,1.02,1.0,0.99,0.99,1.02,1.0,1.0,1.01
104,0.0,0.0,0.0,0.0,1.0,0.99,1.0,0.99,1.96,0.99,1.01,1.01,2.0,1.0,1.0,0.99,1.96,1.0,0.0,0.0,0.0,1.02,1.01,0.0,1.01,0.99,0.0,1.02,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.99,1.0,0.0,1.01,1.0,0.0,0.99,2.0,0.0,1.01,2.0,1.0,0.0,1.01,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.01,0.0,1.01,0.99,1.0,1.0,1.02,0.99,1.01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.02,1.01,1.01,0.0,1.01,0.0,0.99,0.99,1.01,1.0,1.0,0.0,2.0,1.0,1.01,1.0,1.01,1.0,0.0,0.0,1.98,0.0,1.98,0.99,1.0,1.0,2.0,1.0,0.0,1.01,0.0,1.0,1.0,0.98,1.0,1.01,1.0,1.0,1.0,1.0,1.01,0.0,1.0,2.0,1.01,1.0
105,0.0,0.99,1.0,1.0,0.0,0.0,0.99,1.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,1.01,0.99,0.98,0.99,0.0,1.01,0.98,1.0,0.99,1.01,0.0,1.0,0.0,0.0,1.01,0.0,1.02,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.99,1.01,0.0,1.98,2.0,1.98,1.0,0.0,1.01,2.0,0.0,0.0,1.01,0.0,1.01,1.0,0.99,1.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,1.01,1.98,2.0,1.0,1.0,0.0,1.01,1.0,1.01,1.0,2.0,1.01,0.0,2.0,1.01,0.0,1.01,0.99,1.0,1.01,2.0,1.0,1.0,1.02,0.0,0.0,1.01,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.01,0.98,0.0,1.0,1.0,0.99,1.0,0.0,1.0,1.01,2.97,0.99,1.01,0.98,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.98,1.0,1.0
106,1.0,2.94,0.0,0.99,2.02,1.96,3.06,2.02,0.99,4.04,2.0,0.0,0.0,0.0,0.0,1.98,1.01,1.01,3.06,0.0,1.0,0.98,1.98,3.96,0.0,0.0,5.0,3.96,2.0,1.01,0.99,1.0,6.93,1.01,1.01,0.0,1.01,1.0,0.0,3.03,1.01,3.0,1.0,2.04,4.0,4.04,1.01,3.96,0.0,0.0,3.96,1.01,1.0,0.0,1.01,0.99,0.0,0.0,0.0,0.99,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.04,2.02,1.98,0.98,0.0,1.0,0.0,0.99,0.0,0.0,1.0,2.04,2.0,1.0,0.0,1.98,1.01,0.0,2.0,1.98,0.99,1.0,1.96,0.0,1.98,0.0,1.0,1.01,1.0,0.0,0.0,1.01,0.0,0.99,1.0,2.0,2.02,2.02,0.98,1.01,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.01,1.98,0.0,1.96,1.0,1.0,2.97,1.0,1.0,1.98,1.01,0.0,0.0,1.01,0.0,0.0,1.98,0.0,0.0,1.0,2.0,2.02,0.0,1.02,2.0,2.02
107,2.0,10.0,2.02,2.97,13.0,12.0,14.85,10.78,2.02,14.0,7.14,1.0,1.0,1.01,1.0,0.0,6.0,5.0,11.11,2.97,1.0,4.04,4.04,9.09,3.0,4.04,11.11,12.12,2.04,1.0,6.12,1.02,5.05,7.84,1.02,6.06,1.01,0.0,4.08,11.22,4.9,10.89,9.0,10.89,13.13,10.0,3.03,8.08,4.0,2.04,10.0,0.0,7.07,14.0,1.0,12.12,1.0,0.0,10.1,11.11,1.0,1.01,10.1,1.0,0.99,2.97,10.0,11.0,10.0,3.96,0.0,1.0,1.0,1.0,10.89,0.99,3.06,2.02,16.0,1.02,1.01,2.02,14.14,18.0,12.87,14.43,13.0,10.0,14.0,1.01,1.98,0.0,1.01,9.18,1.0,1.01,1.0,1.98,2.0,0.98,1.01,0.0,2.0,10.0,9.09,2.02,1.0,1.01,1.01,0.0,10.1,1.01,2.0,13.0,1.02,10.1,1.0,10.0,0.0,1.01,12.12,12.0,1.0,1.0,1.98,8.91,0.99,1.0,9.9,0.0,2.0,2.02,1.98,2.0,9.09,2.0,2.0,9.09,1.0,1.01
108,13.13,0.0,13.73,9.71,0.0,0.0,0.99,0.99,12.87,0.98,0.99,9.09,10.0,8.0,7.07,8.08,12.12,9.0,0.98,8.91,16.0,13.13,11.11,0.98,10.1,12.12,1.01,1.01,10.1,10.0,4.95,13.0,1.0,3.06,8.08,1.0,9.9,6.06,12.0,1.0,11.22,0.0,0.0,2.0,1.0,0.0,10.1,1.98,12.12,10.0,1.0,10.1,2.02,0.0,9.09,1.0,13.0,9.09,1.98,0.0,10.0,9.9,0.0,10.0,9.09,10.0,0.0,0.0,0.0,11.0,10.78,10.89,10.0,8.08,0.0,9.0,12.87,18.0,2.0,12.12,12.24,16.0,1.98,2.0,0.0,1.0,0.0,1.01,1.0,11.11,8.16,12.12,8.08,1.98,9.0,9.0,11.0,10.1,8.91,9.18,10.0,12.87,12.12,0.0,0.0,9.0,11.0,9.09,8.08,9.9,0.0,12.0,10.0,1.0,11.0,1.0,10.0,1.98,10.0,11.76,0.0,1.0,12.12,11.11,8.16,1.0,10.0,8.0,0.0,9.09,6.06,10.0,9.18,12.0,1.0,8.08,11.88,2.0,11.11,10.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.99,0.99,0.0,0.0,2.0,0.0,1.0,0.99,0.99,0.99,1.0,0.0,1.0,1.98,0.0,1.0,1.0,0.0,1.98,1.98,1.0,1.0,1.0,1.0,0.0,1.98,0.99,1.98,0.0,2.0,1.98,0.98,0.0,1.01,1.0,1.01,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,0.99,0.0,0.99,0.0,0.0,0.0,0.99,1.0,1.01,0.0,1.01,1.0,0.98,1.01,0.0,1.01,1.96,1.01,1.0,1.01,1.01,1.02,1.01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.99,2.0,1.0,1.0,1.0,1.01,1.0,1.01,0.0,1.01,1.01,0.0,1.01,1.02,1.01,1.0,2.0,1.01,0.0,1.0,0.0,1.01,1.0,1.98,0.0,1.0,1.0,1.01,0.99,1.01,1.0,1.0,0.0,1.0,0.99,2.0,0.0,0.99,2.02
110,0.0,1.0,1.98,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.01,1.01,1.01,1.98,1.0,1.98,0.98,0.0,0.99,0.99,1.0,1.98,0.0,0.0,1.0,0.0,0.0,1.01,1.01,0.0,0.0,1.98,0.0,0.0,1.0,1.01,1.01,0.0,0.0,0.0,1.01,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.99,0.99,1.0,0.0,1.01,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.99,0.0,1.0,0.0,0.0,0.0,1.0,1.01,1.01,0.0,1.0,1.98,0.0,1.98,1.0,1.01,1.0,1.0,0.99,1.0,0.0,1.0,1.98,1.0,1.0,1.0,0.99,0.99,1.98,1.02,0.0,1.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.98,0.99,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.01,1.0,1.0,1.01,1.98,0.0,2.02,0.0,0.0,1.01,1.0
111,0.97,0.0,1.0,1.01,0.0,0.98,1.98,1.98,0.0,0.0,1.0,1.01,0.0,0.0,0.0,0.0,1.0,0.99,2.0,0.99,1.0,0.0,2.02,0.0,0.98,1.0,1.01,2.0,0.0,1.0,1.01,0.99,1.01,1.01,0.99,0.0,2.0,1.0,0.99,1.01,0.99,1.0,0.0,0.0,0.0,0.98,0.98,0.99,1.0,1.0,1.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.01,0.99,2.0,1.0,1.0,1.01,2.0,0.99,0.0,1.0,0.0,2.0,0.0,0.0,1.01,1.01,0.0,0.0,1.01,1.01,1.0,0.0,1.01,1.0,2.0,2.0,0.99,1.02,1.01,0.99,0.99,0.0,1.0,1.01,0.0,1.01,1.01,0.0,0.0,1.01,0.98,1.0,1.01,1.01,1.0,1.0,1.0,1.01,1.98,1.01,1.01,1.0,0.0,0.99,0.0,0.0,1.0,1.01,1.0,1.0,1.0,2.97
112,0.0,1.0,0.0,0.99,0.0,1.0,0.99,1.0,1.0,1.0,1.02,0.99,1.0,0.99,0.0,0.99,1.96,1.01,0.99,0.0,0.0,1.01,0.0,0.97,0.97,0.99,0.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0,1.0,1.01,0.0,1.01,0.0,0.0,0.0,0.99,0.99,1.98,0.99,0.0,2.97,0.0,1.0,1.01,0.0,1.01,2.0,0.99,0.99,0.99,0.0,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99,1.0,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,2.0,1.01,1.0,0.0,0.0,1.0,0.0,1.01,1.0,1.02,1.0,1.0,1.98,0.0,0.0,1.0,0.99,0.0,1.01,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.99,0.0,1.01,0.0,0.0,1.0,1.0,1.0,2.0,1.98,1.0,0.0,1.01,0.0,0.0,0.0,1.96,0.0,1.01,0.0,1.01,0.0,1.01,0.99,1.02,1.01,2.0,2.02,0.0,1.01,1.0,1.02,0.0
113,0.0,13.0,1.0,1.0,15.15,16.0,15.0,17.0,0.0,15.69,10.1,1.01,0.0,1.0,0.99,0.0,0.0,0.99,16.33,0.99,0.0,1.98,1.01,15.53,0.99,0.99,14.14,8.08,1.01,1.01,2.0,1.0,12.0,1.01,1.01,6.93,1.01,0.0,1.0,13.86,1.0,15.84,13.27,15.15,15.0,14.56,0.0,16.0,0.0,0.0,12.0,0.0,6.86,11.11,1.0,13.0,1.0,1.0,9.9,10.1,0.0,1.0,9.9,1.98,0.0,0.99,14.14,14.0,11.0,0.98,1.96,0.0,0.0,1.0,9.9,1.0,1.96,1.98,16.16,1.0,1.02,0.0,17.17,13.27,16.0,16.0,13.13,11.11,10.0,1.0,2.0,0.99,1.01,8.08,1.0,0.0,1.02,1.01,1.0,1.0,1.01,0.0,1.98,11.88,11.11,1.01,0.0,0.0,1.0,0.0,8.08,1.0,1.0,12.12,1.0,11.0,1.01,9.18,0.98,1.0,13.0,8.08,1.01,1.01,0.99,8.91,1.0,1.0,9.09,0.0,1.0,1.0,2.97,1.02,8.0,1.0,1.01,10.0,0.99,1.0
114,13.0,0.0,14.0,12.12,1.0,0.0,0.0,0.0,13.73,0.0,1.0,6.06,8.08,6.06,7.14,6.06,14.0,15.69,1.0,14.14,14.14,14.14,10.89,0.98,17.0,15.15,0.0,1.01,10.2,9.09,10.0,14.29,0.0,9.09,9.0,0.0,10.0,6.06,13.4,1.02,14.0,1.01,0.0,1.01,0.0,1.0,14.14,0.0,15.84,12.0,0.0,8.08,0.99,1.01,8.08,1.0,9.0,9.18,0.0,0.0,7.07,11.0,0.0,10.1,11.0,12.12,1.0,1.0,0.99,8.16,13.73,7.0,9.0,8.08,0.99,9.0,17.35,15.31,0.99,14.29,17.17,17.82,1.01,1.98,1.01,1.0,1.0,1.98,0.0,11.0,11.11,8.08,9.0,0.0,6.06,8.08,10.0,10.78,7.14,11.0,11.88,11.88,10.0,1.01,1.0,11.0,11.0,9.9,8.16,8.0,0.0,13.13,11.88,1.01,12.0,0.0,11.22,0.0,10.1,12.0,0.0,0.0,11.22,11.22,9.0,0.0,9.0,7.07,0.0,6.0,8.08,11.0,6.06,8.91,1.01,9.0,12.0,1.0,11.88,11.0
