op_rw_latency,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
2,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0
3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0
4,0,0,0.0,0.0,0.0,0.0,0,0.001,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.001,0.0,0.0,0.0,0.001,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0
5,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0
7,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0
8,0,0,0,0.002,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0
9,0,0.0,0.0,0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0,0.0,0.007,0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.008,0.0,0,0.0,0.005,0.0,0.0,0,0.009,0.002
10,0.0,0,0,0,0.0,0,0,0.0,0.001,0.009,0.006,0.0,0.0,0.002,0.0,0.0,0.0,0,0.003,0.0,0,0.001,0.0,0.029,0.024,0.004,0.0,0.004,0.005,0.0,0.0,0.007,0,0.003,0.001,0.002,0,0.021
11,0,0.002,0,0.0,0.004,0,0.032,0.003,0.01,0.052,0.0,0.004,0.161,0.071,0,0.001,0.002,0,0.01,0.016,0.0,0.012,0.368,0.026,0.006,0,0.001,0.016,0.01,0.002,0,0.011,0.025,0.0,0.042,0,0,0.055
12,0,0.0,0.001,0,0,0,0.01,0.008,0.011,0.0,0.001,0.0,0,0.0,0.073,0,0,0.0,0,0.018,0.0,0.009,0.09,0.058,0.016,0.217,0.005,0,0,0.0,0.298,0.405,0.001,0.004,0.002,0,0.008,0.0
13,0.0,0,0.001,0,0.111,0.0,0,0.003,0.009,0,0.003,0.043,0.001,0,0.0,0.0,0.061,0,0.007,0.062,0.0,0.028,0.0,0.003,0.003,0.247,0.0,0.009,0.055,0.006,0.041,0.199,0,0.008,0.003,0.005,0,0.008
14,0.93,0.081,0,0,0.289,0,0.004,0.008,0.024,0.268,0.0,0.002,0.017,0.068,0,0.007,0.546,0,0.038,0.003,0.001,0.002,0,0.003,0.004,0.005,0.002,0.002,0.001,0,0,0.208,0.096,0.005,0.001,0,0,0.018
15,0,0,0,0.003,1.56,0,0,0.004,0.271,0.009,0.005,0.001,0.02,0,0,0.315,0,0.008,0,0.006,0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0,0.06,0.028,0,0,0.0,0.008,0,0.0,0.146
16,0.003,0.001,0.145,0,0.0,0.006,0.009,0.002,0.367,0.136,0.011,0.106,0.048,0.544,0.055,0.007,0.265,0,0.002,0.005,0.033,0.002,0.001,0.001,0.043,0.003,0.001,0.0,0.0,0.024,0.207,0.238,0.004,0.006,0.106,0.01,0,0.036
17,0.0,0.0,0,0,0.005,0,0.001,0.002,0.624,0.681,0,0.002,0.102,0.005,0,0.015,0.0,0,0,0.021,0,0.002,0,0.004,0.0,0.003,0.0,0.0,0.001,0,0,0.212,0.233,0.031,0.067,0,0,0.21
18,0,0,0,0.002,0.864,0,0,0.001,0.798,0.004,0.001,0,0.002,0.003,0,0.0,0,0,0.0,0.004,0.0,0.001,0.011,0.002,0.001,0.0,0.0,0.0,0.0,0.017,0.037,0.413,0.0,0.011,0.01,0,0,0.07
19,0,0.028,0.119,0,0.012,0.0,0.025,0.007,0.462,0,0.0,0.001,0.022,0.0,0.001,0,0.001,0.0,0.001,0.001,0.0,0.005,0.0,0.002,0.001,0.001,0.0,0,0,0.041,0.071,0.361,0.002,0.005,0.004,0.012,0.0,0.0
20,0.015,0,0.97,0,0.003,0,0,0.009,0.424,0.978,0.0,0.001,0.007,0.027,0.0,0.028,0.003,0,0,0.012,0,0.002,0.006,0.0,0.002,0.006,0.0,0.0,0.052,0,0,0.528,0.04,0.03,0.009,0.326,0,0.0
21,0,0.16,0,0.004,0.002,0,0.004,0,0.061,0.661,0.0,0.001,0.002,0.001,0,0.001,0.001,0,0.0,0.001,0.0,0.332,0.007,0.002,0.009,0.013,0.002,0.005,0.0,0.006,0.0,0.554,0.005,0.007,0.002,0,0,0.002
22,0,0.0,0.097,0,0.0,0.005,0.094,0.005,0.003,0.336,0.0,0.0,0,0.017,0.0,0,0.002,0.006,0,0.016,0.003,0,0.117,0.006,0,0.013,0.008,0.492,0,0.037,0.018,0.419,0.0,0.002,0.049,0.001,0.002,0.003
23,0.009,0,0,0,0.001,0,0,0.0,0.001,2.963,0.016,0.005,0.014,0.0,0.034,0.002,0.004,0,0.001,0.005,0.004,0.012,0.001,0.002,0.017,0.02,0.0,0.001,0.003,0,0,0.133,0.002,0.001,0.0,0.0,0,0.073
24,0,0.002,0,0.005,0.246,0,0.007,0.006,0.055,0.007,0.0,0.003,0.001,0.066,0,0.046,0.002,0,0.0,0.001,0,0.018,0,0.003,0.0,0.038,0.001,0.013,0.004,0.002,0.0,0.001,0.001,0.009,0.014,0,0,0.002
25,0,0.0,0.016,0,0,0,0,0.124,0.017,1.197,0.0,0.0,0.065,0,0.0,0.002,0,0.0,0,0.047,0.099,0.001,0.138,0.035,0.0,0.0,0.003,0.008,0,0.011,0,0.001,0.002,0.001,0.114,0.023,0.006,0.002
26,0.001,0,0,0,0.005,0.509,0.008,0.003,0.015,0,0.0,0.002,0.038,0.001,0.004,0.005,0.006,0,0.0,0.139,0.008,0.053,0.005,0.004,0.007,0.001,0.001,0.018,0.0,0.001,0.082,0.0,0,0.007,0.009,0.0,0,0.003
27,0.0,0.011,0,0.005,0.523,0,0.0,0.002,0.003,0.878,0.003,0.006,0.005,0.006,0,0.005,0,0,0.0,0.013,0,0.282,0,0.005,0.002,0.008,0.002,0.001,0.002,0,0.004,0.107,0.047,0.003,0,0,0,0.061
28,0,0.0,0.178,0,0,0,0.011,0.005,0.016,0.669,0,0,0.026,0.086,0,0.078,0.01,0,0,0.0,0.0,0.001,0.08,0.018,0.234,0.081,0,0.181,0.064,0.009,0,0.003,0.001,0.002,0.013,0,0.003,0.213
29,0.008,0.014,0,0,0.052,0.47,0,0.485,0.04,0,0.006,0.021,0.002,0.001,0.003,0,0.083,0.0,0.0,0.03,0.004,0.406,0.014,0.107,0.078,0.026,0.017,0,0,0.013,0.01,0.003,0,0.009,0.209,0.003,0,0.02
30,0,0,0,0.132,0.623,0,0.001,0.004,0.117,0.354,0.137,0.003,0.006,0.003,0.004,0.004,0.001,0,0,0.008,0,0.015,0.011,0.001,0.001,0,0.004,0.0,0.409,0,0,0.034,0.142,0.017,0.015,0,0,0.0
