object_ctx_cache_total,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
285,902637,660846,741578,595215,578290,614834,533442,1117593,1129642,977710,1240463,1098234,730834,649355,891078,608645,568858,918863,468408,678105,688164,5204852,792852,1194401,876516,3337957,888606,4155552,1555175,1092572,732673,1122475,967795,882853,1183926,774376,375038,689003,1977860,693363
286,902638,660848,741578,595215,578291,614834,533443,1117594,1129643,977710,1240465,1098235,730835,649356,891080,608645,568860,918863,468408,678107,688165,5204853,792853,1194403,876521,3337957,888608,4155554,1555175,1092572,732674,1122475,967795,882854,1183927,774377,375039,689003,1977860,693364
287,902639,660848,741578,595215,578293,614834,533443,1117595,1129644,977711,1240466,1098237,730836,649356,891081,608646,568862,918864,468409,678108,688166,5204856,792855,1194404,876523,3337957,888609,4155555,1555176,1092573,732675,1122475,967795,882857,1183928,774379,375043,689003,1977861,693365
288,902639,660848,741578,595215,578294,614834,533444,1117595,1129645,977713,1240467,1098239,730838,649360,891081,608647,568863,918864,468409,678110,688166,5204858,792856,1194406,876526,3337957,888611,4155557,1555177,1092574,732676,1122475,967796,882858,1183928,774380,375045,689004,1977861,693366
289,902639,660848,741578,595215,578294,614834,533444,1117598,1129650,977714,1240468,1098240,730840,649362,891081,608648,568863,918864,468410,678111,688167,5204859,792856,1194407,876531,3337957,888611,4155557,1555178,1092575,732676,1122475,967796,882861,1183929,774382,375046,689004,1977861,693367
290,902639,660848,741580,595216,578295,614835,533444,1117600,1129654,977715,1240468,1098242,730840,649363,891082,608648,568864,918864,468410,678113,688167,5204860,792859,1194412,876535,3337957,888613,4155560,1555179,1092575,732677,1122475,967797,882862,1183930,774385,375049,689004,1977861,693368
291,902640,660848,741580,595216,578296,614835,533445,1117601,1129654,977716,1240470,1098243,730841,649364,891083,608649,568867,918865,468411,678114,688169,5204862,792860,1194414,876538,3337957,888616,4155562,1555179,1092575,732677,1122475,967797,882864,1183930,774386,375050,689004,1977861,693368
292,902641,660848,741580,595216,578298,614835,533446,1117602,1129655,977716,1240472,1098244,730841,649364,891084,608650,568867,918865,468411,678117,688169,5204865,792861,1194414,876541,3337957,888616,4155562,1555180,1092576,732679,1122475,967798,882866,1183931,774387,375052,689005,1977862,693369
293,902641,660848,741580,595216,578299,614835,533446,1117603,1129656,977717,1240472,1098247,730842,649368,891084,608651,568868,918865,468412,678117,688169,5204866,792861,1194416,876544,3337957,888618,4155564,1555181,1092578,732679,1122475,967798,882868,1183931,774389,375054,689005,1977862,693370
294,902641,660848,741581,595216,578299,614835,533446,1117606,1129660,977717,1240473,1098247,730844,649369,891084,608651,568868,918865,468412,678119,688170,5204868,792861,1194419,876549,3337957,888619,4155565,1555182,1092579,732679,1122475,967798,882869,1183932,774391,375054,689005,1977862,693371
295,902642,660848,741582,595217,578300,614836,533447,1117607,1129663,977718,1240474,1098249,730844,649369,891086,608651,568870,918865,468412,678121,688172,5204868,792863,1194422,876552,3337957,888621,4155567,1555183,1092579,732680,1122475,967799,882869,1183933,774393,375057,689005,1977862,693372
296,902642,660848,741582,595217,578301,614836,533447,1117609,1129664,977719,1240475,1098250,730845,649370,891088,608652,568872,918866,468413,678122,688173,5204872,792864,1194424,876556,3337957,888623,4155569,1555184,1092579,732681,1122475,967799,882872,1183933,774395,375059,689005,1977862,693373
297,902643,660848,741582,595217,578304,614836,533448,1117609,1129664,977719,1240477,1098252,730846,649372,891088,608653,568872,918866,468413,678124,688173,5204874,792864,1194424,876558,3337957,888624,4155570,1555184,1092579,732682,1122475,967800,882873,1183934,774396,375060,689006,1977863,693373
298,902643,660848,741582,595217,578304,614836,533448,1117612,1129666,977719,1240478,1098254,730848,649375,891088,608654,568873,918866,468414,678124,688173,5204875,792864,1194426,876563,3337957,888625,4155571,1555185,1092581,732682,1122475,967800,882876,1183934,774398,375062,689006,1977863,693374
299,902643,660848,741583,595218,578304,614836,533448,1117613,1129670,977720,1240478,1098254,730848,649375,891088,608654,568873,918866,468414,678126,688173,5204876,792865,1194431,876569,3337957,888627,4155573,1555187,1092581,732682,1122475,967801,882876,1183935,774399,375062,689006,1977863,693375
300,902644,660848,741584,595218,578306,614837,533449,1117615,1129672,977721,1240479,1098256,730849,649375,891089,608654,568875,918866,468414,678128,688174,5204877,792866,1194433,876573,3337957,888629,4155575,1555187,1092581,732683,1122475,967801,882876,1183936,774401,375065,689006,1977863,693376
301,902645,660848,741584,595218,578307,614837,533449,1117616,1129673,977721,1240481,1098258,730849,649376,891090,608655,568877,918867,468415,678129,688176,5204880,792867,1194434,876576,3337957,888630,4155576,1555188,1092581,732684,1122475,967801,882879,1183937,774403,375067,689006,1977864,693377
302,902645,660848,741584,595218,578309,614837,533450,1117616,1129673,977721,1240482,1098261,730850,649380,891090,608656,568878,918867,468415,678131,688176,5204883,792867,1194436,876578,3337957,888632,4155578,1555188,1092582,732685,1122475,967802,882881,1183937,774404,375068,689007,1977864,693378
303,902645,660848,741584,595218,578309,614837,533450,1117619,1129676,977721,1240483,1098262,730852,649381,891090,608657,568878,918867,468416,678132,688176,5204884,792867,1194437,876584,3337957,888632,4155578,1555189,1092583,732685,1122475,967802,882882,1183937,774406,375070,689007,1977864,693378
304,902645,660848,741586,595219,578310,614838,533450,1117621,1129680,977722,1240483,1098263,730852,649381,891090,608657,568879,918867,468416,678134,688176,5204885,792868,1194441,876587,3337957,888634,4155581,1555191,1092583,732686,1122475,967803,882882,1183939,774408,375072,689007,1977864,693380
305,902646,660848,741586,595219,578311,614838,533451,1117622,1129681,977722,1240485,1098265,730853,649382,891091,608658,568882,918868,468416,678135,688177,5204887,792869,1194444,876591,3337957,888637,4155583,1555191,1092583,732686,1122475,967803,882884,1183939,774410,375074,689007,1977864,693381
306,902647,660848,741586,595219,578314,614838,533451,1117623,1129682,977722,1240486,1098266,730853,649382,891092,608659,568882,918868,468417,678137,688177,5204889,792870,1194444,876593,3337957,888637,4155583,1555192,1092583,732688,1122475,967803,882886,1183940,774411,375076,689007,1977865,693381
307,902647,660848,741586,595219,578314,614838,533452,1117625,1129683,977722,1240487,1098268,730854,649386,891092,608660,568883,918868,468418,678138,688177,5204890,792870,1194446,876597,3337957,888639,4155585,1555193,1092585,732688,1122475,967804,882888,1183940,774414,375078,689008,1977865,693382
308,902647,660848,741586,595219,578314,614838,533452,1117626,1129687,977722,1240488,1098268,730856,649387,891092,608660,568884,918868,468418,678140,688177,5204892,792870,1194447,876600,3337957,888639,4155585,1555194,1092585,732688,1122475,967804,882888,1183941,774415,375078,689008,1977865,693383
309,902647,660848,741588,595220,578316,614838,533453,1117628,1129690,977723,1240488,1098270,730856,649387,891093,608660,568884,918868,468418,678141,688178,5204892,792872,1194452,876604,3337957,888641,4155588,1555195,1092585,732689,1122475,967805,882888,1183942,774417,375081,689008,1977865,693384
310,902649,660848,741588,595220,578316,614838,533453,1117629,1129690,977723,1240490,1098271,730857,649388,891093,608661,568886,918869,468419,678142,688178,5204895,792873,1194454,876607,3337957,888644,4155590,1555196,1092585,732689,1122475,967805,882889,1183943,774419,375083,689008,1977866,693384
311,902649,660848,741588,595220,578318,614838,533454,1117630,1129691,977723,1240492,1098272,730857,649391,891094,608661,568886,918869,468419,678145,688178,5204896,792873,1194454,876610,3337957,888644,4155591,1555196,1092585,732691,1122475,967806,882891,1183943,774420,375084,689009,1977866,693384
312,902649,660848,741588,595220,578318,614838,533454,1117632,1129693,977723,1240493,1098274,730859,649393,891094,608662,568887,918869,468420,678145,688178,5204897,792873,1194456,876614,3337957,888646,4155592,1555197,1092586,732691,1122475,967806,882893,1183943,774421,375086,689009,1977866,693385
313,902649,660848,741590,595221,578318,614838,533455,1117633,1129696,977723,1240493,1098274,730860,649393,891094,608662,568887,918869,468420,678147,688178,5204898,792874,1194459,876617,3337957,888647,4155594,1555199,1092586,732691,1122475,967806,882893,1183944,774422,375086,689009,1977866,693386
314,902650,660848,741590,595221,578319,614838,533455,1117634,1129697,977724,1240494,1098276,730860,649393,891095,608663,568888,918869,468420,678149,688179,5204898,792875,1194463,876621,3337957,888650,4155596,1555199,1092586,732692,1122475,967807,882894,1183945,774424,375089,689009,1977866,693387
315,902650,660848,741590,595221,578320,614838,533455,1117636,1129698,977724,1240495,1098278,730861,649394,891096,608663,568889,918870,468421,678150,688179,5204900,792876,1194464,876626,3337957,888651,4155597,1555199,1092586,732693,1122475,967807,882896,1183945,774426,375091,689009,1977866,693387
316,902650,660848,741590,595221,578321,614838,533455,1117636,1129698,977724,1240496,1098278,730862,649396,891096,608663,568889,918870,468421,678152,688179,5204901,792876,1194465,876629,3337957,888653,4155599,1555199,1092587,732694,1122475,967808,882897,1183945,774427,375092,689010,1977866,693387
317,902650,660848,741591,595221,578321,614838,533455,1117638,1129701,977724,1240497,1098280,730864,649398,891096,608664,568890,918870,468422,678153,688179,5204903,792876,1194467,876633,3337957,888653,4155599,1555200,1092587,732694,1122475,967808,882898,1183945,774428,375094,689010,1977866,693388
318,902650,660848,741591,595221,578322,614838,533455,1117640,1129704,977725,1240497,1098281,730864,649398,891096,608664,568890,918870,468422,678154,688179,5204903,792878,1194471,876637,3337957,888655,4155601,1555202,1092587,732695,1122475,967809,882898,1183947,774430,375096,689010,1977866,693389
319,902651,660848,741591,595221,578322,614838,533455,1117641,1129704,977725,1240499,1098282,730865,649399,891097,608664,568892,918870,468422,678156,688180,5204903,792878,1194474,876640,3337957,888658,4155603,1555202,1092587,732696,1122475,967809,882898,1183947,774432,375098,689010,1977866,693390
320,902651,660848,741591,595221,578323,614838,533455,1117642,1129705,977725,1240500,1098284,730865,649399,891098,608664,568892,918871,468423,678157,688180,5204905,792879,1194474,876643,3337957,888658,4155603,1555202,1092587,732697,1122475,967809,882899,1183947,774433,375100,689010,1977866,693391
321,902651,660848,741591,595221,578323,614838,533455,1117642,1129705,977725,1240500,1098286,730866,649402,891098,608664,568893,918871,468424,678159,688180,5204906,792879,1194476,876646,3337957,888659,4155605,1555203,1092588,732697,1122475,967810,882900,1183947,774435,375102,689011,1977866,693391
322,902651,660848,741591,595221,578323,614838,533455,1117644,1129709,977725,1240501,1098286,730868,649403,891098,608665,568893,918871,468424,678161,688180,5204907,792879,1194477,876650,3337957,888659,4155605,1555204,1092588,732697,1122475,967810,882901,1183948,774436,375102,689011,1977866,693392
323,902651,660848,741591,595221,578324,614838,533455,1117646,1129711,977726,1240501,1098288,730868,649403,891098,608665,568893,918871,468424,678162,688181,5204907,792880,1194482,876653,3337957,888661,4155607,1555205,1092588,732697,1122475,967811,882901,1183949,774438,375105,689011,1977866,693393
324,902652,660848,741591,595221,578324,614838,533455,1117647,1129711,977726,1240503,1098289,730869,649404,891099,608665,568895,918872,468425,678164,688181,5204909,792881,1194484,876657,3337957,888664,4155609,1555205,1092588,732697,1122475,967811,882901,1183949,774439,375106,689011,1977866,693393
325,902652,660848,741591,595221,578325,614838,533455,1117648,1129712,977726,1240504,1098290,730869,649405,891100,608665,568895,918872,468425,678166,688181,5204909,792881,1194484,876659,3337957,888664,4155609,1555205,1092588,732698,1122475,967812,882903,1183949,774441,375108,689012,1977866,693393
326,902652,660848,741591,595221,578325,614838,533455,1117649,1129713,977726,1240504,1098292,730870,649407,891100,608666,568896,918872,468426,678166,688181,5204911,792881,1194486,876664,3337957,888665,4155611,1555206,1092589,732698,1122475,967812,882904,1183949,774442,375110,689012,1977866,693393
327,902652,660848,741591,595221,578325,614838,533455,1117651,1129717,977726,1240505,1098292,730872,649408,891100,608666,568896,918872,468426,678168,688181,5204911,792881,1194488,876666,3337957,888666,4155612,1555207,1092589,732698,1122475,967812,882904,1183950,774443,375110,689012,1977866,693394
328,902653,660848,741591,595221,578326,614838,533455,1117652,1129718,977727,1240506,1098294,730872,649408,891101,608666,568897,918872,468426,678170,688182,5204912,792882,1194492,876670,3337957,888669,4155614,1555207,1092589,732698,1122475,967813,882904,1183951,774445,375113,689012,1977866,693395
329,902653,660848,741591,595221,578326,614838,533455,1117654,1129719,977727,1240507,1098295,730873,649409,891102,608666,568898,918873,468427,678170,688182,5204913,792883,1194493,876673,3337957,888670,4155615,1555207,1092589,732699,1122475,967814,882905,1183951,774447,375115,689012,1977866,693395
330,902653,660848,741591,595221,578327,614838,533455,1117654,1129719,977727,1240508,1098296,730874,649411,891102,608666,568898,918873,468427,678172,688182,5204914,792883,1194494,876676,3337957,888671,4155617,1555207,1092589,732699,1122475,967814,882905,1183951,774448,375116,689013,1977866,693395
331,902653,660848,741591,595221,578327,614838,533455,1117656,1129721,977727,1240509,1098298,730875,649412,891102,608667,568899,918873,468428,678172,688182,5204914,792883,1194495,876683,3337957,888671,4155617,1555208,1092590,732699,1122475,967814,882906,1183951,774450,375118,689013,1977866,693397
332,902653,660848,741591,595221,578327,614838,533455,1117657,1129724,977728,1240509,1098298,730876,649412,891102,608667,568899,918873,468428,678174,688182,5204914,792884,1194499,876685,3337957,888674,4155619,1555209,1092590,732699,1122475,967815,882906,1183952,774451,375120,689013,1977866,693397
333,902654,660848,741591,595221,578328,614838,533455,1117659,1129725,977728,1240510,1098300,730876,649412,891103,608667,568900,918873,468428,678176,688183,5204915,792884,1194501,876690,3337957,888675,4155620,1555209,1092590,732699,1122475,967815,882906,1183953,774452,375121,689013,1977866,693397
334,902654,660848,741591,595221,578328,614838,533455,1117660,1129726,977728,1240511,1098302,730878,649413,891104,608667,568901,918874,468429,678176,688183,5204915,792885,1194502,876692,3337957,888676,4155621,1555209,1092590,732700,1122475,967815,882907,1183953,774454,375124,689013,1977866,693397
335,902654,660848,741591,595221,578329,614838,533455,1117660,1129726,977728,1240511,1098303,730879,649414,891104,608667,568902,918874,468429,678178,688183,5204916,792885,1194504,876695,3337957,888677,4155623,1555210,1092591,732700,1122475,967815,882907,1183953,774455,375125,689014,1977866,693397
336,902654,660848,741591,595221,578329,614838,533455,1117662,1129729,977728,1240512,1098304,730880,649415,891104,608668,568902,918874,468430,678179,688183,5204916,792885,1194505,876699,3337957,888677,4155623,1555210,1092591,732700,1122475,967815,882908,1183954,774456,375126,689014,1977866,693397
337,902654,660848,741591,595221,578330,614838,533455,1117664,1129732,977729,1240512,1098305,730880,649415,891105,608668,568902,918874,468430,678181,688183,5204916,792886,1194509,876703,3337957,888679,4155625,1555211,1092591,732700,1122475,967816,882908,1183955,774458,375129,689014,1977866,693397
338,902655,660848,741591,595221,578331,614838,533455,1117665,1129732,977729,1240513,1098307,730881,649416,891105,608668,568904,918875,468430,678183,688184,5204916,792886,1194511,876706,3337957,888681,4155627,1555211,1092591,732700,1122475,967816,882908,1183955,774459,375130,689014,1977866,693397
339,902655,660848,741591,595221,578331,614838,533455,1117666,1129733,977729,1240514,1098308,730881,649416,891106,608668,568904,918875,468431,678184,688184,5204916,792887,1194511,876709,3337957,888681,4155627,1555211,1092591,732701,1122475,967816,882909,1183955,774460,375132,689015,1977866,693397
340,902655,660848,741591,595221,578331,614838,533455,1117667,1129735,977730,1240514,1098310,730881,649417,891106,608669,568905,918875,468432,678184,688184,5204917,792887,1194513,876712,3337957,888682,4155629,1555212,1092592,732701,1122475,967816,882910,1183955,774462,375134,689015,1977866,693397
341,902655,660848,741591,595221,578331,614838,533455,1117668,1129737,977730,1240515,1098310,730882,649418,891106,608669,568905,918875,468432,678186,688184,5204917,792887,1194515,876716,3337957,888683,4155630,1555212,1092592,732701,1122475,967816,882910,1183956,774462,375134,689015,1977866,693397
342,902656,660848,741591,595221,578332,614838,533455,1117670,1129739,977730,1240515,1098313,730882,649418,891106,608669,568906,918875,468432,678187,688185,5204917,792888,1194517,876719,3337957,888684,4155631,1555213,1092592,732701,1122475,967817,882910,1183957,774464,375137,689015,1977866,693397
343,902656,660848,741591,595221,578332,614838,533455,1117672,1129740,977730,1240516,1098313,730883,649419,891107,608669,568907,918876,468433,678188,688185,5204918,792889,1194519,876723,3337957,888686,4155633,1555213,1092592,732702,1122475,967817,882911,1183957,774466,375139,689015,1977866,693397
344,902656,660848,741591,595221,578332,614838,533455,1117672,1129740,977730,1240517,1098315,730883,649420,891107,608669,568907,918876,468433,678189,688185,5204918,792889,1194519,876725,3337957,888686,4155634,1555213,1092592,732702,1122475,967817,882912,1183958,774467,375140,689016,1977866,693397
345,902656,660848,741591,595221,578332,614838,533455,1117674,1129742,977730,1240518,1098316,730883,649421,891107,608670,568908,918876,468434,678189,688185,5204918,792889,1194522,876730,3337957,888687,4155635,1555214,1092593,732702,1122475,967817,882912,1183959,774468,375142,689016,1977866,693397
346,902656,660848,741591,595221,578332,614838,533455,1117675,1129744,977730,1240519,1098316,730884,649421,891107,608670,568908,918876,468434,678191,688186,5204918,792890,1194525,876732,3337957,888689,4155637,1555215,1092593,732702,1122475,967818,882912,1183959,774468,375142,689016,1977866,693397
347,902657,660848,741591,595221,578333,614838,533455,1117677,1129745,977730,1240519,1098318,730884,649421,891107,608670,568909,918876,468434,678193,688186,5204918,792891,1194526,876737,3337957,888690,4155638,1555215,1092593,732702,1122475,967818,882912,1183959,774470,375146,689016,1977866,693397
348,902657,660848,741591,595221,578333,614838,533455,1117678,1129746,977730,1240520,1098319,730885,649423,891108,608670,568910,918877,468435,678193,688186,5204918,792891,1194527,876742,3337957,888691,4155639,1555215,1092593,732703,1122475,967818,882913,1183959,774472,375148,689016,1977866,693397
349,902657,660848,741591,595221,578333,614838,533455,1117678,1129747,977730,1240520,1098319,730885,649423,891108,608670,568911,918877,468435,678194,688186,5204918,792891,1194528,876744,3337957,888692,4155641,1555215,1092594,732703,1122475,967818,882913,1183959,774473,375148,689017,1977866,693397
350,902657,660848,741591,595221,578333,614838,533455,1117680,1129749,977730,1240521,1098320,730886,649424,891108,608671,568912,918877,468436,678195,688186,5204918,792891,1194529,876749,3337957,888692,4155641,1555216,1092594,732703,1122475,967818,882913,1183959,774474,375151,689017,1977866,693397
351,902657,660848,741591,595221,578334,614838,533455,1117682,1129751,977730,1240521,1098321,730886,649424,891108,608671,568912,918877,468436,678196,688186,5204918,792892,1194532,876752,3337957,888694,4155643,1555217,1092594,732703,1122475,967819,882913,1183959,774475,375152,689017,1977866,693397
352,902658,660848,741591,595221,578334,614838,533455,1117683,1129751,977730,1240521,1098322,730887,649425,891108,608671,568913,918877,468436,678198,688186,5204918,792892,1194534,876756,3337957,888696,4155645,1555217,1092594,732704,1122475,967819,882913,1183959,774478,375154,689018,1977866,693397
353,902658,660848,741591,595221,578334,614838,533455,1117684,1129752,977730,1240522,1098323,730887,649425,891109,608672,568913,918878,468437,678198,688186,5204918,792892,1194534,876758,3337957,888696,4155645,1555217,1092594,732704,1122475,967819,882914,1183959,774479,375155,689018,1977866,693397
354,902658,660848,741591,595221,578334,614838,533455,1117685,1129753,977730,1240522,1098324,730887,649425,891109,608672,568914,918878,468438,678199,688186,5204918,792892,1194536,876762,3337957,888697,4155647,1555218,1092595,732704,1122475,967819,882914,1183959,774480,375157,689018,1977866,693397
355,902658,660848,741591,595221,578334,614838,533455,1117686,1129754,977730,1240523,1098324,730888,649427,891109,608672,568914,918878,468438,678201,688186,5204918,792892,1194536,876765,3337957,888697,4155647,1555218,1092595,732704,1122475,967819,882914,1183959,774480,375157,689018,1977866,693397
356,902658,660848,741591,595221,578335,614838,533455,1117688,1129756,977730,1240524,1098326,730888,649427,891109,608672,568914,918878,468438,678202,688186,5204918,792893,1194539,876769,3337957,888699,4155649,1555219,1092595,732704,1122475,967820,882914,1183959,774482,375159,689018,1977866,693397
357,902659,660848,741591,595221,578335,614838,533455,1117689,1129756,977730,1240524,1098326,730889,649427,891109,608672,568915,918879,468439,678203,688186,5204918,792893,1194541,876772,3337957,888701,4155651,1555219,1092595,732704,1122475,967820,882914,1183959,774483,375160,689018,1977866,693397
358,902659,660848,741591,595221,578335,614838,533455,1117690,1129757,977730,1240524,1098327,730889,649427,891110,608672,568915,918879,468439,678204,688186,5204918,792893,1194541,876775,3337957,888701,4155651,1555219,1092595,732704,1122475,967820,882915,1183959,774484,375161,689018,1977866,693397
359,902659,660848,741591,595221,578336,614838,533455,1117692,1129759,977730,1240524,1098328,730889,649427,891110,608672,568916,918879,468440,678204,688186,5204918,792893,1194543,876779,3337957,888702,4155653,1555220,1092596,732704,1122475,967821,882915,1183959,774485,375163,689018,1977866,693397
360,902659,660848,741591,595221,578336,614838,533455,1117693,1129760,977730,1240525,1098328,730890,649428,891110,608672,568916,918879,468440,678206,688186,5204918,792893,1194544,876782,3337957,888703,4155654,1555221,1092596,732704,1122475,967821,882915,1183959,774485,375163,689018,1977866,693397
361,902660,660848,741591,595221,578336,614838,533455,1117694,1129761,977730,1240525,1098330,730890,649428,891110,608672,568916,918879,468440,678208,688186,5204918,792894,1194547,876785,3337957,888705,4155656,1555221,1092596,732704,1122475,967821,882915,1183959,774487,375165,689018,1977866,693397
362,902660,660848,741591,595221,578336,614838,533455,1117696,1129762,977730,1240525,1098330,730891,649428,891111,608672,568917,918880,468442,678208,688186,5204918,792894,1194548,876789,3337957,888706,4155657,1555221,1092597,732704,1122475,967821,882916,1183959,774489,375167,689018,1977866,693397
363,902660,660848,741591,595221,578336,614838,533455,1117696,1129762,977730,1240525,1098331,730891,649428,891111,608672,568917,918880,468442,678209,688186,5204918,792894,1194549,876791,3337957,888707,4155659,1555221,1092597,732704,1122475,967821,882916,1183959,774489,375167,689018,1977866,693397
364,902660,660848,741591,595221,578336,614838,533455,1117698,1129764,977730,1240526,1098332,730892,649429,891111,608672,568918,918880,468442,678209,688186,5204918,792894,1194550,876796,3337957,888707,4155659,1555222,1092597,732704,1122475,967821,882916,1183959,774490,375169,689018,1977866,693397
365,902660,660848,741591,595221,578336,614838,533455,1117700,1129766,977730,1240526,1098332,730892,649429,891111,608672,568919,918880,468442,678211,688186,5204918,792895,1194553,876802,3337957,888709,4155661,1555223,1092597,732704,1122475,967821,882916,1183959,774491,375170,689018,1977866,693397
366,902661,660848,741591,595221,578336,614838,533455,1117701,1129766,977730,1240526,1098334,730893,649429,891111,608672,568919,918880,468442,678213,688186,5204918,792895,1194554,876805,3337957,888710,4155663,1555223,1092597,732704,1122475,967821,882916,1183959,774493,375172,689018,1977866,693397
367,902661,660848,741591,595221,578336,614838,533455,1117702,1129767,977730,1240527,1098335,730893,649429,891112,608672,568920,918881,468443,678213,688186,5204918,792895,1194555,876808,3337957,888711,4155664,1555223,1092597,732704,1122475,967821,882917,1183959,774494,375173,689018,1977866,693397
368,902661,660848,741591,595221,578336,614838,533455,1117702,1129767,977730,1240527,1098335,730893,649429,891112,608672,568920,918881,468443,678214,688186,5204918,792895,1194557,876810,3337957,888712,4155665,1555224,1092597,732704,1122475,967821,882917,1183959,774495,375175,689018,1977866,693397
369,902662,660848,741591,595221,578336,614838,533455,1117704,1129769,977730,1240527,1098336,730894,649430,891112,608672,568920,918881,468443,678215,688186,5204918,792895,1194557,876815,3337957,888712,4155665,1555224,1092597,732704,Null,967821,882917,1183959,774495,375175,689018,1977866,693397
370,902662,660848,741591,595221,578336,614838,533455,1117706,1129771,977730,1240527,1098337,730894,649430,891113,608672,568920,918882,468443,678217,688186,5204918,792896,1194560,876818,3337957,888714,4155667,1555225,1092597,732704,Null,967821,882917,1183959,774497,375177,689018,1977866,693397
371,902662,660848,741591,595221,578336,614838,533455,1117707,1129771,977730,1240527,1098338,730895,649430,891113,608672,568920,918882,468444,678218,688186,5204918,792896,1194563,876821,3337957,888716,4155669,1555225,1092597,732704,Null,967821,882917,1183959,774498,375179,689018,1977866,693397
372,902662,660848,741591,595221,578336,614838,533455,1117708,1129772,977730,1240527,1098339,730895,649430,891113,608672,568920,918882,468444,678219,688186,5204918,792896,1194563,876823,3337957,888716,4155669,1555225,1092597,732704,Null,967821,882918,1183959,774499,375180,689018,1977866,693397
373,902662,660848,741591,595221,578336,614838,533455,1117709,1129773,977730,1240527,1098340,730895,649430,891113,608672,568920,918882,468444,678219,688186,5204918,792896,1194565,876827,3337957,888717,4155670,1555227,1092597,732704,Null,967821,882918,1183959,774500,375181,689018,1977866,693397
374,902662,660848,741591,595221,578336,614838,533455,1117712,1129775,977730,1240527,1098340,730897,649431,891113,608672,568920,918882,468444,678221,688186,5204918,792896,1194566,876830,3337957,888718,4155671,1555227,1092597,732704,Null,967821,882918,1183959,774500,375181,689018,1977866,693397
375,902662,660848,741591,595221,578336,614838,533455,1117713,1129776,977730,1240527,1098343,730897,649431,891113,608672,568920,918882,468444,678222,688186,5204918,792897,1194567,876834,3337957,888719,4155672,1555227,1092597,732704,Null,967821,882919,1183959,774502,375183,689018,1977866,693397
376,902662,660848,741591,595221,578336,614838,533455,1117714,1129777,977730,1240527,1098343,730897,649431,891113,608672,568920,918882,468445,678223,688186,5204918,792897,1194569,876837,3337957,888721,4155674,1555228,1092597,732704,Null,967821,882919,1183959,774504,375185,689018,1977866,693397
377,902662,660848,741591,595221,578336,614838,533455,1117714,1129777,977730,1240527,1098343,730897,649431,891113,608672,568920,918882,468445,678224,688186,5204918,792897,1194569,876840,3337957,888721,4155674,1555228,1092597,732704,Null,967821,882919,1183959,774504,375185,689018,Null,693397
378,902662,660848,741591,595221,578336,614838,533455,1117716,1129779,977730,1240527,1098345,730897,649432,891113,608672,568920,918882,468445,678224,688186,5204918,792897,1194570,876844,3337957,888722,4155675,1555228,1092597,732704,Null,967821,882919,Null,774505,375186,Null,Null,Null
379,902662,660848,741591,595221,578336,614838,533455,1117717,1129780,977730,1240527,1098345,730898,649432,891113,608672,568920,918882,468445,678226,688186,5204918,792898,1194571,876847,3337957,888723,4155676,1555228,1092597,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
380,902662,660848,741591,595221,578336,614838,533455,1117718,1129781,977730,1240527,1098346,730898,649432,891113,608672,568920,918882,468445,678228,688186,5204918,792898,1194573,876849,3337957,888725,4155678,1555228,1092597,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
381,902662,660848,741591,595221,578336,614838,533455,1117719,1129782,977730,1240527,1098346,730898,649433,891113,608672,568920,918882,468446,678228,688186,5204918,792898,1194574,876853,3337957,888726,4155679,1555228,1092597,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
