object_ctx_cache_total,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
91,867591,628043,707676,561960,542826,581148,502702,1086217,1094162,944994,1207210,1061716,689610,611996,854324,572225,532031,886956,433162,640179,658974,5166246,757583,1154526,837528,3304936,850939,4122590,1524863,1054499,695093,1089997,932315,844383,1148383,739686,341696,657012,1943317,655428
92,867748,628250,707839,562203,543050,581375,502839,1086395,1094401,945306,1207387,1061893,689837,612212,854470,572402,532276,887134,433347,640421,659157,5166439,757775,1154738,837723,3305172,851147,4122746,1525049,1054741,695284,1090198,932517,844581,1148605,739875,341868,657150,1943393,655629
93,868010,628445,708060,562377,543169,581577,503034,1086576,1094596,945410,1207569,1062084,690032,612399,854662,572601,532467,887250,433551,640603,659348,5166631,757927,1154969,837944,3305334,851378,4122926,1525227,1054948,695521,1090417,932709,844829,1148834,740049,342041,657370,1943686,655808
94,868207,628635,708264,562598,543391,581787,503248,1086764,1094839,945572,1207749,1062236,690251,612590,854847,572801,532647,887421,433737,640795,659498,5166818,758132,1155196,838131,3305514,851539,4123083,1525402,1055146,695733,1090619,932942,845014,1149032,740206,342231,657524,1943808,656037
95,868401,628828,708446,562816,543593,581914,503429,1086904,1095027,945750,1207947,1062438,690490,612827,854994,572967,532821,887551,433946,640988,659676,5167037,758295,1155415,838265,3305665,851719,4123243,1525565,1055412,695955,1090786,933133,845247,1149306,740428,342386,657733,1943971,656295
96,868630,629033,708652,563016,543797,582182,503624,1087075,1095240,945941,1208118,1062627,690746,613058,855230,573152,533007,887727,434102,641166,659901,5167252,758534,1155662,838582,3305841,851958,4123427,1525746,1055619,696200,1091008,933356,845432,1149466,740636,342614,657910,1944142,656516
97,868845,629212,708848,563190,544017,582400,503775,1087278,1095418,946094,1208295,1062855,690954,613201,855435,573331,533262,887922,434340,641449,660047,5167375,758754,1155923,838825,3306036,852169,4123670,1525929,1055800,696419,1091225,933558,845672,1149752,740844,342790,658048,1944408,656760
98,869014,629426,709085,563407,544224,582568,503976,1087428,1095607,946290,1208435,1063029,691139,613345,855596,573562,533403,888074,434509,641603,660233,5167598,758953,1156143,839065,3306227,852422,4123834,1526109,1055997,696678,1091412,933763,845841,1149931,741052,342997,658260,1944605,657001
99,869249,629639,709288,563658,544418,582737,504162,1087613,1095796,946526,1208595,1063219,691357,613549,855780,573726,533595,888267,434705,641802,660388,5167847,759134,1156381,839261,3306414,852660,4124043,1526295,1056274,696865,1091607,933953,846128,1150117,741263,343165,658438,1944796,657214
100,869458,629839,709471,563829,544708,582987,504312,1087842,1096037,946714,1208787,1063430,691547,613791,855985,573902,533787,888477,434868,642025,660555,5168080,759337,1156591,839503,3306593,852866,4124255,1526402,1056435,697059,1091834,934176,846307,1150307,741448,343383,658608,1945012,657397
101,869676,629976,709702,563997,544886,583171,504510,1087989,1096316,946912,1208991,1063621,691806,614029,856220,574130,533961,888690,435072,642235,660695,5168253,759512,1156826,839694,3306787,853024,4124428,1526582,1056666,697270,1092008,934336,846552,1150557,741644,343648,658783,1945299,657601
102,869898,630232,709893,564184,545073,583373,504700,1088197,1096442,947112,1209200,1063839,692041,614243,856451,574352,534202,888856,435272,642436,660852,5168478,759736,1157047,839879,3306933,853229,4124620,1526787,1056849,697486,1092199,934622,846788,1150774,741846,343862,658970,1945409,657869
103,870122,630417,710095,564387,545244,583590,504925,1088335,1096670,947365,1209372,1064041,692308,614456,856656,574562,534453,889008,435547,642645,661039,5168678,759908,1157279,840173,3307206,853472,4124810,1526938,1057018,697698,1092390,934861,847045,1150984,742117,344027,659181,1945599,658099
104,870320,630622,710342,564553,545507,583804,505064,1088554,1096903,947497,1209538,1064247,692550,614655,856821,574801,534671,889237,435722,642872,661176,5168861,760103,1157486,840312,3307363,853622,4124945,1527099,1057303,697902,1092594,935041,847226,1151207,742288,344240,659384,1945843,658345
105,870500,630816,710531,564721,545657,584092,505306,1088754,1097108,947734,1209722,1064419,692743,614888,857033,574917,534846,889422,435897,643047,661334,5169063,760299,1157696,840532,3307537,853833,4125135,1527221,1057447,698152,1092778,935252,847523,1151400,742506,344424,659613,1946102,658561
106,870721,630997,710753,564914,545881,584249,505453,1088926,1097304,947897,1209923,1064657,692990,615110,857296,575173,535070,889600,436109,643254,661462,5169230,760445,1157888,840691,3307710,854025,4125298,1527398,1057632,698386,1092969,935446,847750,1151636,742679,344683,659787,1946222,658800
107,870896,631168,710960,565072,546063,584415,505622,1089158,1097558,948041,1210138,1064822,693239,615349,857505,575348,535278,889792,436301,643497,661617,5169438,760634,1158093,840908,3307897,854237,4125467,1527578,1057828,698633,1093201,935671,847915,1151831,742859,344873,659966,1946390,658986
108,871033,631344,711091,565287,546208,584615,505788,1089330,1097735,948187,1210314,1065078,693462,615541,857738,575566,535515,889942,436553,643688,661769,5169652,760814,1158339,841130,3308081,854446,4125645,1527735,1058011,698854,1093368,935872,848135,1152031,743095,345063,660113,1946634,659166
109,871236,631549,711276,565470,546363,584784,505962,1089469,1097866,948392,1210477,1065282,693709,615739,857933,575777,535708,890093,436733,643910,661903,5169846,760964,1158525,841340,3308250,854617,4125849,1527917,1058250,699048,1093560,936063,848338,1152177,743272,345287,660301,1946818,659413
110,871434,631723,711535,565642,546612,585004,506138,1089676,1098049,948559,1210657,1065462,693917,615953,858133,575943,535934,890252,436912,644106,662046,5170048,761152,1158720,841515,3308539,854844,4126006,1528095,1058452,699264,1093756,936250,848503,1152409,743487,345448,660466,1947046,659626
111,871631,631897,711689,565828,546802,585131,506342,1089842,1098209,948786,1210838,1065671,694122,616150,858282,576193,536160,890471,437122,644347,662214,5170282,761343,1158969,841726,3308735,854972,4126223,1528284,1058667,699452,1093948,936418,848717,1152635,743651,345635,660660,1947202,659799
112,871837,632066,711871,566048,546975,585341,506478,1090061,1098485,948902,1211007,1065871,694354,616362,858512,576396,536391,890575,437365,644494,662350,5170489,761543,1159144,841888,3308904,855222,4126376,1528446,1058879,699706,1094115,936601,848955,1152863,743837,345830,660832,1947408,660015
113,872044,632225,712093,566253,547248,585467,506631,1090208,1098591,949126,1211177,1066099,694567,616541,858695,576651,536595,890776,437493,644716,662545,5170722,761800,1159386,842171,3309110,855485,4126604,1528608,1059082,699879,1094294,936811,849177,1153069,744020,345992,661001,1947614,660233
114,872211,632411,712254,566431,547439,585625,506759,1090400,1098874,949299,1211392,1066238,694773,616787,858866,576767,536747,890973,437667,644881,662659,5170904,761951,1159631,842343,3309262,855695,4126781,1528754,1059288,700075,1094518,937008,849387,1153229,744222,346167,661178,1947792,660416
115,872387,632623,712420,566646,547599,585881,506960,1090530,1099077,949500,1211568,1066438,694996,616998,859116,576997,536973,891092,437872,645088,662840,5171134,762166,1159831,842548,3309509,855876,4126997,1528931,1059534,700271,1094713,937195,849609,1153486,744409,346364,661360,1948071,660631
116,872584,632826,712612,566782,547850,586052,507119,1090712,1099273,949698,1211703,1066616,695229,617149,859341,577199,537198,891256,437981,645361,662995,5171336,762358,1160042,842734,3309714,856077,4127165,1529092,1059722,700515,1094904,937444,849815,1153721,744592,346539,661588,1948261,660846
117,872769,633018,712812,566978,548046,586224,507351,1090875,1099449,949872,1211937,1066791,695402,617381,859526,577393,537317,891483,438215,645510,663134,5171545,762535,1160242,842937,3309922,856256,4127318,1529288,1059957,700755,1095045,937633,850065,1153913,744813,346788,661745,1948486,661021
118,872978,633220,713003,567148,548220,586430,507528,1091097,1099696,950058,1212129,1066995,695626,617589,859720,577680,537542,891698,438404,645702,663309,5171778,762761,1160495,843190,3310099,856452,4127512,1529450,1060176,700946,1095229,937843,850257,1154091,745091,346905,661904,1948798,661261
119,873169,633400,713187,567371,548400,586649,507676,1091342,1099899,950188,1212309,1067207,695879,617800,859961,577851,537794,891865,438608,645947,663468,5171945,762943,1160696,843409,3310299,856693,4127689,1529609,1060421,701108,1095461,938040,850456,1154334,745176,347075,662120,1948875,661462
120,873337,633585,713372,567576,548569,586838,507877,1091476,1100079,950419,1212497,1067418,696088,618007,860193,578029,538026,892051,438800,646187,663605,5172183,763152,1160922,843646,3310498,856914,4127885,1529770,1060574,701346,1095645,938229,850673,1154549,745395,347237,662273,1949124,661662
121,873528,633764,713543,567738,548760,587036,508047,1091666,1100294,950563,1212652,1067645,696326,618175,860387,578205,538209,892288,439005,646366,663775,5172345,763328,1161127,843837,3310681,857099,4128087,1529922,1060791,701550,1095844,938413,850867,1154756,745570,347409,662463,1949307,661894
122,873717,633944,713732,567951,548978,587235,508287,1091830,1100464,950793,1212867,1067843,696540,618410,860577,578397,538420,892407,439222,646601,663924,5172548,763501,1161329,844065,3310862,857310,4128264,1530052,1061000,701757,1096079,938618,851086,1154959,745778,347633,662619,1949477,662053
123,873959,634150,713951,568185,549224,587420,508489,1092021,1100705,950970,1213035,1068062,696786,618604,860775,578646,538643,892538,439372,646824,664093,5172745,763678,1161530,844283,3311089,857528,4128426,1530262,1061203,701927,1096303,938758,851267,1155141,745945,347793,662804,1949664,662225
124,874102,634328,714153,568407,549457,587614,508656,1092223,1100899,951171,1213211,1068252,696996,618782,860940,578818,538789,892757,439545,647002,664261,5172961,763850,1161790,844481,3311288,857719,4128601,1530457,1061444,702151,1096448,938980,851535,1155319,746139,347966,662941,1949843,662476
125,874345,634478,714369,568553,549599,587779,508835,1092379,1101142,951361,1213413,1068447,697179,619028,861198,578999,538974,892930,439799,647178,664467,5173184,764051,1162004,844746,3311446,857961,4128783,1530633,1061650,702336,1096665,939165,851755,1155545,746320,348149,663161,1950063,662682
126,874552,634736,714604,568740,549825,587922,509015,1092535,1101337,951474,1213637,1068706,697435,619264,861312,579207,539173,893077,439959,647397,664628,5173432,764214,1162233,844921,3311636,858167,4128959,1530821,1061873,702553,1096880,939381,852006,1155720,746496,348376,663349,1950269,662881
127,874795,634950,714819,568956,550091,588190,509189,1092712,1101603,951641,1213789,1068934,697706,619439,861581,579441,539398,893259,440116,647596,664787,5173627,764441,1162462,845108,3311787,858375,4129140,1530930,1062062,702748,1097076,939578,852229,1155915,746714,348578,663477,1950477,663081
128,875020,635122,714994,569168,550263,588422,509332,1092921,1101796,951837,1213979,1069132,697891,619675,861745,579616,539602,893467,440348,647812,664960,5173845,764631,1162631,845340,3311921,858610,4129328,1531115,1062264,702936,1097290,939768,852475,1156168,746914,348734,663679,1950681,663314
129,875216,635302,715167,569357,550451,588578,509482,1093048,1101979,952119,1214185,1069349,698123,619872,861937,579808,539799,893597,440531,647999,665122,5174053,764819,1162877,845535,3312132,858805,4129518,1531307,1062509,703164,1097488,939993,852720,1156314,747139,348937,663865,1950890,663515
130,875452,635488,715374,569531,550680,588799,509670,1093228,1102149,952295,1214373,1069572,698368,620079,862148,580048,540035,893824,440741,648216,665268,5174264,765001,1163168,845777,3312352,859010,4129699,1531485,1062736,703365,1097711,940169,852877,1156555,747314,349124,664019,1951103,663724
131,875633,635660,715568,569715,550967,589013,509885,1093400,1102318,952492,1214567,1069811,698577,620293,862349,580247,540238,894049,441005,648394,665429,5174455,765203,1163332,845997,3312521,859143,4129888,1531657,1062894,703597,1097928,940393,853126,1156750,747494,349300,664219,1951323,663898
132,875849,635848,715724,569896,551086,589133,510100,1093603,1102469,952636,1214785,1069999,698827,620513,862588,580443,540443,894230,441199,648623,665615,5174681,765429,1163565,846159,3312697,859391,4130033,1531833,1063117,703830,1098119,940595,853346,1157013,747716,349480,664393,1951520,664135
133,876043,636008,715942,570077,551300,589316,510196,1093813,1102662,952773,1214990,1070194,699071,620759,862813,580671,540629,894392,441385,648857,665768,5174907,765603,1163781,846360,3312890,859614,4130236,1532001,1063304,704069,1098274,940825,853600,1157179,747920,349714,664602,1951690,664374
134,876215,636190,716076,570248,551439,589475,510396,1093932,1102799,953002,1215187,1070390,699330,621013,862990,580854,540836,894602,441558,649085,665915,5175135,765789,1163988,846651,3313077,859787,4130405,1532152,1063491,704282,1098487,941054,853781,1157367,748156,349919,664758,1951914,664583
135,876426,636393,716223,570445,551673,589654,510584,1094158,1102982,953211,1215383,1070650,699581,621212,863209,581082,541131,894751,441757,649318,666056,5175333,765944,1164173,846857,3313273,859932,4130550,1532335,1063692,704493,1098655,941216,854011,1157623,748365,350104,664944,1952114,664832
136,876607,636578,716434,570599,551898,589864,510741,1094292,1103188,953400,1215570,1070820,699797,621396,863445,581261,541301,894919,441986,649539,666186,5175526,766104,1164439,847067,3313458,860171,4130764,1532433,1063834,704737,1098861,941462,854243,1157765,748596,350325,665127,1952319,665028
137,876765,636769,716653,570815,552060,590069,510847,1094456,1103454,953538,1215728,1071034,699992,621599,863663,581454,541487,895039,442159,649695,666315,5175728,766259,1164618,847247,3313578,860356,4130888,1532600,1064101,704949,1099073,941618,854497,1158021,748843,350490,665311,1952513,665292
138,876959,637004,716791,571018,552236,590195,511072,1094670,1103610,953742,1215902,1071227,700199,621769,863836,581628,541674,895206,442297,649897,666485,5175943,766483,1164813,847430,3313818,860524,4131025,1532734,1064214,705192,1099262,941798,854643,1158206,748953,350646,665488,1952728,665515
139,877138,637166,717003,571214,552442,590383,511253,1094790,1103828,953934,1216083,1071416,700374,621969,863987,581792,541846,895438,442477,650072,666627,5176107,766635,1164986,847619,3313973,860725,4131226,1532899,1064409,705421,1099417,942044,854898,1158497,749173,350852,665707,1952920,665789
140,877342,637364,717170,571462,552648,590567,511430,1094932,1104020,954156,1216245,1071609,700582,622124,864208,582015,542053,895590,442639,650278,666802,5176366,766837,1165185,847853,3314162,860919,4131432,1533031,1064631,705657,1099650,942272,855125,1158687,749414,351075,665934,1953143,666010
141,877545,637552,717375,571624,552812,590746,511669,1095138,1104249,954367,1216439,1071804,700810,622316,864357,582217,542231,895761,442865,650474,666937,5176546,766993,1165376,848053,3314365,861095,4131550,1533151,1064804,705883,1099815,942471,855376,1158924,749638,351325,666130,1953356,666254
142,877748,637743,717568,571817,553005,590960,511860,1095341,1104523,954561,1216650,1071995,701005,622530,864608,582422,542484,895927,443011,650672,667121,5176735,767183,1165587,848273,3314574,861286,4131726,1533375,1064975,706082,1099986,942679,855607,1159102,749839,351489,666301,1953570,666465
143,877964,637995,717793,571996,553199,591179,512037,1095539,1104705,954791,1216800,1072214,701245,622719,864853,582634,542650,896113,443207,650984,667242,5176950,767357,1165754,848463,3314742,861442,4131892,1533502,1065174,706268,1100163,942812,855785,1159329,750026,351701,666482,1953753,666706
144,878226,638182,718061,572216,553414,591392,512254,1095728,1104994,954988,1216989,1072408,701474,622947,865001,582830,542872,896297,443400,651116,667392,5177150,767558,1165975,848669,3314880,861683,4132075,1533650,1065413,706493,1100372,943029,855973,1159546,750269,351921,666649,1953985,666886
145,878375,638395,718219,572405,553610,591599,512400,1095938,1105225,955142,1217170,1072611,701707,623185,865208,583001,543077,896460,443597,651252,667545,5177353,767731,1166182,848876,3315181,861816,4132253,1533816,1065636,706714,1100554,943203,856212,1159725,750436,352077,666844,1954204,667135
146,878593,638576,718465,572566,553855,591768,512568,1096109,1105408,955347,1217305,1072782,701951,623343,865420,583258,543289,896641,443719,651528,667699,5177574,767935,1166371,849036,3315340,862050,4132407,1533958,1065801,706915,1100748,943431,856388,1159948,750580,352235,667113,1954444,667350
147,878827,638793,718628,572838,554060,591970,512756,1096289,1105586,955568,1217485,1072976,702147,623563,865599,583417,543418,896814,443909,651677,667814,5177752,768091,1166548,849214,3315542,862190,4132553,1534110,1066040,707177,1100940,943577,856612,1160194,750819,352541,667244,1954643,667536
148,879055,638952,718846,573020,554319,592236,512918,1096436,1105815,955703,1217638,1073184,702401,623743,865812,583623,543656,896949,444095,651884,667986,5177979,768313,1166804,849443,3315731,862405,4132770,1534305,1066261,707409,1101148,943846,856811,1160389,751012,352690,667403,1954867,667762
149,879237,639138,719055,573211,554517,592396,513112,1096637,1105971,955873,1217838,1073353,702566,623950,865988,583792,543818,897150,444249,652110,668156,5178139,768507,1166988,849652,3315929,862577,4132925,1534418,1066441,707632,1101379,944087,857036,1160598,751215,352851,667650,1955022,668005
150,879439,639350,719232,573410,554701,592575,513302,1096835,1106191,956122,1217991,1073579,702825,624172,866172,583967,544036,897327,444450,652400,668334,5178402,768685,1167217,849908,3316114,862784,4133090,1534603,1066640,707848,1101574,944262,857280,1160790,751425,353044,667820,1955210,668163
151,879638,639517,719347,573580,554887,592773,513533,1096986,1106374,956354,1218173,1073832,703062,624364,866403,584202,544243,897478,444719,652535,668488,5178585,768840,1167439,850104,3316289,863003,4133273,1534789,1066866,708017,1101776,944438,857467,1160965,751555,353267,667958,1955417,668348
152,879850,639737,719550,573829,555104,593017,513662,1097233,1106621,956490,1218356,1074009,703294,624594,866635,584441,544465,897637,444852,652720,668679,5178797,769065,1167665,850346,3316500,863163,4133477,1534948,1067111,708254,1101996,944631,857654,1161183,751750,353409,668146,1955600,668571
153,880043,639891,719738,574005,555297,593184,513802,1097395,1106794,956651,1218523,1074196,703478,624788,866803,584619,544605,897824,445053,652906,668838,5179042,769236,1167878,850527,3316675,863396,4133658,1535085,1067284,708443,1102176,944836,857889,1161396,751973,353603,668321,1955813,668771
154,880181,640083,719900,574206,555455,593371,513986,1097501,1106998,956838,1218693,1074408,703695,625010,866974,584803,544785,898048,445243,653116,668998,5179278,769418,1168088,850745,3316845,863595,4133833,1535280,1067532,708671,1102350,945035,858113,1161599,752186,353765,668518,1956012,669056
155,880389,640272,720061,574447,555629,593570,514154,1097703,1107216,957056,1218863,1074627,703930,625179,867190,585021,545006,898196,445432,653309,669162,5179513,769623,1168326,851023,3317030,863808,4134076,1535414,1067726,708864,1102563,945250,858411,1161817,752409,353996,668701,1956217,669218
156,880622,640413,720245,574621,555886,593745,514328,1097906,1107463,957207,1219042,1074829,704140,625415,867390,585194,545215,898412,445616,653559,669291,5179709,769799,1168516,851203,3317230,863981,4134204,1535612,1067966,709079,1102808,945440,858582,1162009,752659,354163,668875,1956422,669450
157,880826,640645,720437,574807,556068,593906,514508,1098055,1107641,957452,1219268,1075013,704363,625638,867602,585427,545378,898562,445782,653740,669486,5179934,770052,1168722,851458,3317411,864195,4134440,1535758,1068129,709275,1102976,945613,858819,1162250,752830,354336,669093,1956569,669733
158,881060,640832,720643,575007,556288,594149,514652,1098246,1107866,957650,1219434,1075194,704609,625835,867767,585616,545575,898742,445958,653981,669644,5180147,770246,1168906,851693,3317574,864376,4134600,1535948,1068371,709485,1103152,945836,859007,1162454,752988,354549,669256,1956745,669880
159,881247,641034,720819,575242,556578,594368,514847,1098458,1108083,957826,1219626,1075418,704816,626059,867944,585799,545798,898908,446171,654217,669822,5180346,770444,1169148,851828,3317762,864591,4134748,1536090,1068581,709701,1103342,946038,859215,1162598,753176,354754,669398,1957012,670094
160,881425,641226,721056,575399,556731,594559,515007,1098652,1108281,958045,1219814,1075621,705044,626307,868153,586024,545992,899071,446355,654398,669970,5180558,770637,1169409,852059,3317938,864774,4134930,1536290,1068823,709933,1103551,946258,859434,1162846,753386,354931,669662,1957166,670441
161,881634,641406,721250,575566,556929,594776,515176,1098896,1108417,958242,1219971,1075876,705217,626503,868384,586219,546263,899222,446587,654633,670140,5180762,770819,1169608,852301,3318109,864976,4135137,1536421,1069033,710185,1103754,946477,859700,1163031,753623,355179,669833,1957357,670632
162,881824,641646,721439,575815,557148,594945,515382,1099025,1108632,958423,1220111,1076043,705499,626687,868556,586419,546450,899426,446735,654820,670299,5180961,771009,1169834,852536,3318307,865224,4135300,1536569,1069232,710388,1103925,946676,859879,1163286,753805,355337,670021,1957514,670873
163,882040,641831,721660,575974,557350,595143,515568,1099232,1108880,958590,1220282,1076222,705727,626907,868754,586612,546616,899612,446945,655002,670435,5181200,771206,1170077,852685,3318438,865407,4135510,1536715,1069469,710615,1104138,946885,860118,1163469,754026,355617,670191,1957720,671079
164,882220,642028,721844,576168,557583,595329,515738,1099383,1109108,958747,1220449,1076429,705995,627093,868929,586792,546808,899779,447149,655233,670568,5181388,771371,1170273,852936,3318621,865605,4135643,1536879,1069627,710868,1104387,947094,860361,1163675,754270,355819,670362,1957937,671307
165,882369,642243,722000,576325,557774,595478,515945,1099584,1109265,958972,1220625,1076595,706198,627301,869133,586995,546979,899967,447357,655398,670718,5181621,771550,1170472,853137,3318793,865779,4135867,1537022,1069811,711084,1104567,947328,860526,1163869,754441,355945,670550,1958142,671638
166,882646,642393,722223,576531,558016,595721,516092,1099826,1109466,959132,1220845,1076804,706420,627500,869317,587175,547199,900123,447578,655608,670859,5181850,771733,1170703,853376,3319005,865959,4136018,1537182,1070019,711314,1104836,947544,860759,1164109,754667,356116,670753,1958348,671725
167,882824,642549,722397,576765,558151,595894,516209,1099977,1109649,959321,1221016,1077019,706692,627677,869541,587396,547438,900333,447753,655758,671004,5182073,771929,1170910,853554,3319185,866175,4136181,1537320,1070216,711554,1105026,947722,861019,1164307,754877,356334,670890,1958527,671947
168,883028,642759,722540,576922,558351,596070,516423,1100191,1109935,959514,1221225,1077205,706886,627884,869693,587549,547578,900482,447976,655970,671131,5182268,772111,1171084,853756,3319339,866352,4136371,1537487,1070449,711748,1105209,947929,861206,1164504,755053,356487,671084,1958749,672156
169,883243,642915,722740,577163,558598,596271,516622,1100354,1110075,959699,1221360,1077418,707158,628062,869905,587775,547832,900665,448166,656182,671288,5182446,772293,1171336,853986,3319526,866518,4136523,1537648,1070635,711937,1105370,948073,861427,1164740,755231,356646,671299,1958936,672377
170,883456,643126,722912,577375,558766,596453,516773,1100516,1110341,959878,1221525,1077572,707324,628256,870071,587958,547974,900857,448308,656381,671431,5182684,772504,1171532,854193,3319719,866708,4136682,1537819,1070811,712182,1105558,948327,861690,1164907,755482,356889,671463,1959105,672691
171,883667,643323,723088,577583,559017,596611,516948,1100683,1110466,960142,1221726,1077725,707548,628501,870280,588146,548161,901024,448519,656567,671600,5182908,772675,1171748,854382,3319889,866903,4136867,1537966,1071009,712326,1105745,948474,861896,1165103,755656,357058,671630,1959296,672794
172,883883,643527,723267,577765,559189,596851,517188,1100850,1110777,960291,1221899,1077950,707769,628670,870454,588316,548376,901198,448714,656774,671715,5183074,772837,1171953,854579,3320086,867103,4137057,1538118,1071202,712537,1105906,948710,862098,1165285,755884,357224,671847,1959521,673030
173,884075,643696,723432,577942,559414,597063,517381,1101050,1110995,960502,1222062,1078129,708004,628884,870682,588509,548545,901404,448864,656960,671843,5183261,772976,1172138,854739,3320322,867255,4137202,1538269,1071403,712766,1106103,948895,862319,1165501,756093,357427,672042,1959712,673260
174,884307,643915,723652,578161,559633,597328,517571,1101263,1111241,960684,1222245,1078331,708220,629070,870869,588699,548761,901516,449106,657168,672016,5183484,773176,1172359,854986,3320507,867484,4137376,1538465,1071645,713006,1106286,949110,862544,1165731,756275,357593,672201,1960001,673496
175,884493,644075,723859,578368,559812,597519,517709,1101472,1111401,960873,1222432,1078539,708412,629256,871053,588902,548925,901737,449256,657361,672188,5183729,773380,1172581,855186,3320747,867709,4137588,1538628,1071864,713260,1106503,949265,862761,1165924,756502,357787,672420,1960208,673757
176,884633,644245,724025,578546,559990,597711,517869,1101635,1111595,961076,1222636,1078728,708647,629474,871263,589099,549098,901970,449448,657543,672368,5183941,773604,1172835,855427,3320922,867924,4137802,1538797,1072083,713503,1106710,949520,863013,1166150,756713,358010,672645,1960361,674017
177,884803,644443,724241,578731,560201,597878,518068,1101830,1111809,961261,1222818,1078911,708878,629694,871457,589306,549263,902091,449642,657764,672495,5184110,773777,1173045,855597,3321127,868173,4137982,1538931,1072267,713695,1106920,949724,863236,1166323,756925,358264,672780,1960570,674171
178,885029,644631,724437,578981,560415,598097,518231,1101999,1112034,961473,1222960,1079099,709122,629869,871705,589522,549475,902331,449813,658025,672622,5184305,773954,1173213,855772,3321354,868332,4138104,1539087,1072449,713888,1107126,949902,863401,1166517,757069,358423,673006,1960769,674409
179,885205,644804,724639,579191,560620,598278,518381,1102197,1112221,961604,1223162,1079285,709311,630110,871849,589694,549658,902486,450003,658181,672828,5184544,774160,1173472,855977,3321506,868513,4138305,1539247,1072652,714090,1107348,950109,863634,1166695,757267,358610,673169,1960963,674605
180,885437,645024,724826,579337,560803,598419,518614,1102358,1112415,961807,1223325,1079514,709649,630281,872136,589914,549838,902633,450224,658444,672988,5184800,774340,1173681,856191,3321667,868708,4138499,1539445,1072878,714315,1107550,950292,863877,1166938,757476,358805,673345,1961168,674853
181,885657,645204,724992,579480,561003,598617,518724,1102560,1112623,962039,1223494,1079687,709824,630485,872315,590114,550053,902798,450482,658627,673172,5185060,774561,1173909,856433,3321862,868876,4138670,1539666,1073086,714535,1107743,950475,864123,1167138,757669,358958,673565,1961353,675040
182,885858,645409,725221,579645,561190,598813,518968,1102693,1112821,962252,1223635,1079866,710000,630644,872481,590304,550262,902970,450617,658824,673345,5185244,774769,1174075,856622,3322024,869110,4138837,1539732,1073345,714717,1107925,950674,864343,1167304,757874,359185,673713,1961591,675264
183,886034,645548,725439,579880,561380,599038,519069,1102931,1113030,962357,1223838,1080022,710203,630833,872688,590488,550431,903122,450788,658986,673492,5185467,774970,1174297,856834,3322255,869350,4138998,1539955,1073589,714958,1108130,950852,864603,1167538,758067,359362,673900,1961775,675496
184,886247,645689,725580,580077,561534,599257,519156,1103087,1113195,962537,1224023,1080218,710409,631116,872889,590704,550612,903317,451008,659170,673680,5185657,775185,1174531,857013,3322485,869531,4139235,1540161,1073747,715188,1108368,951082,864830,1167720,758267,359553,674035,1961955,675697
185,886425,645890,725761,580206,561719,599416,519335,1103231,1113390,962661,1224230,1080470,710688,631339,873103,590892,550862,903510,451226,659377,673870,5185936,775404,1174692,857262,3322681,869769,4139414,1540356,1074024,715361,1108570,951247,865055,1167894,758498,359737,674197,1962157,675900
186,886584,646119,725896,580459,561889,599555,519582,1103368,1113536,962873,1224366,1080680,710939,631540,873316,591119,551058,903655,451411,659714,674029,5186163,775579,1174923,857479,3322827,870005,4139640,1540477,1074214,715576,1108728,951435,865270,1168106,758643,359922,674369,1962382,676131
187,886827,646342,726110,580642,562104,599807,519772,1103531,1113809,963070,1224550,1080844,711170,631721,873503,591346,551235,903832,451585,659802,674214,5186397,775797,1175188,857706,3323031,870162,4139786,1540698,1074508,715796,1108961,951637,865467,1168301,758849,360087,674581,1962637,676328
