op_w,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
101,159023,150059,146961,148634,161002,151918,145071,137232,151114,149061,147568,164927,164458,163403,175096,157568,157032,156814,154778,153195,138408,159003,154555,171527,166218,153844,158493,152123,139438,159460,159143,155683,153144,169593,159126,149029,149642,148675,166841,152889
102,159236,150225,147141,148857,161182,152121,145268,137445,151382,149293,147751,165124,164711,163591,175316,157757,157252,156972,154993,153338,138539,159201,154752,171700,166385,153999,158722,152270,139636,159672,159390,155881,153322,169820,159379,149213,149835,148867,167069,153060
103,159443,150403,147363,149033,161450,152238,145409,137595,151487,149408,147912,165350,164923,163811,175475,158020,157464,157193,155238,153560,138738,159432,155016,171943,166637,154270,159009,152503,139791,159890,159559,156073,153524,170046,159593,149385,149995,149043,167211,153281
104,159612,150555,147531,149199,161644,152401,145556,137786,151762,149629,148088,165495,165122,163974,175677,158133,157606,157299,155366,153726,138829,159621,155140,172172,166821,154431,159212,152671,139953,160092,159764,156270,153721,170254,159810,149589,150162,149213,167424,153492
105,159789,150739,147691,149391,161802,152664,145689,137912,151960,149808,148296,165683,165350,164225,175920,158368,157841,157499,155534,153933,139024,159812,155368,172383,167023,154604,159390,152890,140094,160298,159953,156451,153909,170469,159973,149774,150360,149387,167637,153681
106,159984,150955,147889,149605,162057,152830,145891,138091,152163,150001,148474,165856,165573,164438,176139,158561,158066,157690,155739,154200,139184,160039,155565,172583,167213,154778,159589,153054,140263,160533,160195,156643,154141,170677,160225,149953,150532,149557,167808,153885
107,160164,151158,148069,149814,162242,153009,146030,138238,152329,150192,148605,166040,165752,164595,176336,158752,158180,157816,155850,154356,139317,160248,155743,172770,167394,154967,159767,153209,140431,160731,160430,156880,154325,170923,160450,150155,150779,149794,168085,154106
108,160368,151337,148273,149994,162412,153211,146269,138468,152572,150359,148840,166225,165973,164821,176516,159039,158400,157960,156080,154538,139493,160480,155963,173035,167633,155134,159958,153397,140630,160961,160625,157043,154556,171112,160643,150446,150886,149949,168271,154268
109,160563,151549,148455,150204,162591,153430,146453,138707,152771,150562,149028,166443,166228,165022,176754,159215,158645,158199,156269,154778,139657,160650,156141,173229,167861,155312,160203,153560,140782,161185,160792,157241,154742,171306,160830,150516,151062,150115,168503,154508
110,160726,151727,148645,150335,162765,153620,146602,138849,152955,150688,149196,166653,166412,165230,176996,159390,158883,158414,156472,155018,139788,160870,156353,173452,168095,155599,160423,153770,140941,161428,161028,157430,154939,171527,161062,150742,151206,150327,168804,154714
111,160914,151916,148800,150543,162950,153824,146798,139035,153163,150908,149395,166875,166676,165434,177192,159556,159066,158580,156660,155195,139960,161045,156524,173623,168278,155807,160608,153969,141107,161577,161230,157628,155129,171719,161259,150914,151386,150475,168891,154916
112,161114,152093,149009,150696,163170,154026,146966,139193,153336,151056,149550,167076,166889,165605,177381,159752,159277,158767,156861,155427,140113,161233,156697,173855,168496,155972,160805,154147,141258,161802,161437,157792,155329,171935,161488,151113,151608,150668,169132,155149
113,161352,152256,149207,150928,163415,154204,147202,139378,153568,151290,149761,167289,167124,165828,177564,159994,159493,159005,157088,155647,140275,161433,156878,174025,168715,156181,161024,154306,141380,162002,161604,157971,155474,172111,161677,151283,151762,150817,169321,155302
114,161493,152486,149421,151133,163648,154364,147410,139585,153750,151458,149928,167475,167326,166019,177740,160174,159646,159127,157241,155793,140438,161655,157047,174309,168916,156318,161215,154477,141592,162200,161821,158196,155695,172371,161862,151475,151935,151004,169494,155447
115,161729,152655,149623,151276,163783,154556,147565,139739,153999,151664,150104,167668,167522,166198,177998,160351,159826,159259,157410,155994,140652,161869,157250,174523,169169,156572,161456,154653,141779,162450,162002,158394,155876,172594,162051,151648,152106,151143,169678,155718
116,161943,152790,149875,151512,164010,154705,147755,139893,154190,151851,150307,167929,167781,166442,178104,160558,160020,159470,157667,156215,140810,162112,157392,174748,169337,156780,161665,154829,141962,162646,162235,158560,156087,172843,162276,151816,152333,151364,169860,155929
117,162179,153064,150091,151730,164275,154975,147936,140068,154449,151962,150515,168155,168046,166676,178365,160794,160247,159647,157818,156409,140965,162307,157635,174968,169504,156987,161861,155011,142152,162872,162419,158729,156289,173056,162441,152037,152537,151552,170080,156115
118,162404,153272,150261,151966,164446,155202,148108,140275,154643,152122,150678,168346,168235,166851,178536,160962,160450,159790,157980,156614,141137,162526,157815,175126,169742,157168,162101,155194,142249,163056,162601,158910,156479,173301,162638,152228,152687,151680,170287,156321
119,162602,153443,150433,152106,164630,155362,148249,140401,154825,152319,150865,168570,168453,167079,178725,161154,160640,159978,158200,156801,141300,162726,158009,175380,169935,157352,162292,155385,142439,163264,162821,159118,156696,173548,162893,152458,152885,151882,170493,156555
120,162846,153630,150642,152290,164858,155581,148394,140579,154993,152600,151067,168785,168697,167275,178935,161395,160882,160183,158386,157030,141430,162939,158183,175671,170167,157566,162494,155563,142635,163503,163033,159326,156877,173698,163039,152613,153069,152066,170695,156756
121,163019,153802,150833,152511,165144,155796,148585,140745,155155,152780,151256,169017,168900,167490,179125,161597,161081,160294,158599,157202,141602,163130,158378,175827,170378,157743,162629,155750,142804,163732,163272,159514,157100,173952,163269,152805,153242,152216,170906,156959
122,163243,153980,150983,152714,165258,155912,148803,140945,155300,152977,151445,169216,169156,167709,179376,161785,161282,160536,158861,157427,141778,163335,158611,176062,170542,157925,162873,155890,142981,163885,163495,159753,157288,174166,163467,153021,153417,152414,171123,157130
123,163428,154173,151209,152915,165466,156096,149014,141152,155499,153117,151664,169412,169393,167919,179604,162006,161453,160763,159068,157658,141944,163553,158787,176271,170737,158141,163093,156096,143155,164109,163741,159989,157527,174419,163734,153228,153647,152583,171338,157375
124,163604,154335,151345,153092,165615,156256,149098,141270,155625,153249,151869,169592,169656,168160,179775,162195,161672,160949,159244,157880,142085,163802,158965,176480,171014,158355,163265,156256,143322,164297,163950,160124,157765,174598,163898,153461,153825,152800,171523,157610
125,163804,154518,151482,153260,165846,156434,149316,141493,155812,153486,152063,169859,169900,168412,179989,162424,161963,161109,159416,158113,142233,163995,159121,176661,171222,158509,163403,156405,143470,164487,164169,160338,157917,174827,164074,153661,154029,152957,171707,157818
126,163983,154718,151690,153444,166066,156640,149499,141631,156017,153695,152252,170026,170117,168605,180226,162590,162137,161320,159618,158340,142361,164191,159281,176926,171419,158706,163644,156608,143657,164691,164406,160562,158155,175054,164343,153890,154254,153137,171929,158050
127,164155,154895,151917,153629,166228,156849,149650,141790,156281,153876,152442,170233,170312,168784,180444,162798,162314,161471,159837,158491,142488,164389,159441,177099,171603,158860,163831,156737,143753,164817,164609,160753,158324,175303,164483,154136,154406,153312,172133,158248
128,164336,155090,152052,153803,166407,156977,149752,142001,156433,154020,152599,170418,170524,168999,180627,162971,162506,161635,160019,158687,142656,164596,159654,177291,171780,158997,163991,156871,143918,165092,164862,160976,158502,175442,164727,154238,154569,153496,172329,158515
129,164510,155322,152266,154004,166613,157160,149949,142112,156646,154214,152772,170602,170694,169159,180772,163122,162673,161756,160153,158859,142796,164756,159800,177466,171967,159195,164186,157069,144051,165210,165087,161163,158745,175692,164913,154459,154780,153685,172521,158738
130,164720,155487,152426,154147,166811,157344,150162,142249,156833,154404,152956,170804,170889,169366,180987,163351,162880,161925,160334,159062,142967,165015,160006,177658,172184,159418,164388,157273,144209,165391,165317,161391,158977,175914,165207,154694,154983,153902,172743,159008
131,164926,155688,152636,154368,166972,157520,150340,142461,157057,154632,153115,170999,171100,169504,181126,163544,163065,162152,160492,159259,143107,165200,160161,177839,172393,159580,164554,157389,144342,165614,165548,161611,159174,176170,165388,154909,155231,154128,172923,159228
132,165125,155875,152823,154571,167161,157743,150578,142659,157330,154838,153276,171185,171317,169692,181381,163757,163312,162306,160722,159457,143280,165384,160350,178054,172604,159766,164744,157562,144465,165790,165741,161801,159379,176401,165625,155111,155400,154321,173160,159473
133,165345,156052,153056,154767,167356,157955,150765,142863,157507,155033,153520,171403,171557,169910,181635,163967,163475,162476,160869,159766,143406,165588,160520,178220,172789,159961,164901,157726,144681,165962,165918,161958,159510,176577,165801,155296,155605,154494,173368,159680
134,165602,156316,153318,155010,167566,158166,150931,143042,157787,155266,153657,171602,171779,170097,181780,164167,163685,162642,161059,159894,143562,165790,160723,178435,172979,160146,165135,157908,144807,166163,166143,162169,159734,176766,166029,155536,155819,154668,173582,159919
135,165754,156488,153472,155174,167767,158378,151166,143256,158020,155451,153852,171792,172018,170322,181986,164330,163893,162826,161254,160032,143704,165991,160890,178641,173183,160342,165263,158086,144955,166395,166373,162331,159899,176999,166244,155704,155984,154834,173763,160090
136,165967,156710,153719,155357,168003,158538,151311,143418,158201,155590,154033,171964,172246,170564,182197,164586,164104,162999,161447,160301,143865,166208,161097,178823,173345,160524,165504,158238,145120,166610,166559,162540,160124,177175,166428,155849,156134,155026,173991,160350
137,166197,156894,153877,155553,168212,158750,151465,143601,158378,155804,154166,172161,172454,170716,182372,164747,164223,163172,161572,160448,143973,166378,161254,179003,173523,160645,165641,158384,145268,166776,166826,162757,160274,177388,166647,156083,156419,155300,174212,160561
138,166436,157103,154107,155759,168465,158997,151657,143744,158604,156032,154338,172360,172709,170940,182555,164950,164473,163345,161762,160652,144145,166602,161468,179254,173733,160887,165856,158599,145410,167017,167061,162944,160542,177581,166891,156271,156579,155427,174456,160746
139,166606,157255,154304,155952,168661,159175,151822,143932,158756,156166,154498,172532,172868,171111,182768,165116,164629,163528,161951,160883,144312,166764,161666,179434,173940,161042,166015,158754,145610,167238,167284,163101,160784,177809,167088,156476,156737,155584,174651,160965
140,166821,157447,154489,156107,168837,159342,152016,144139,158971,156326,154690,172751,173124,171312,182933,165296,164851,163662,162103,161165,144485,167030,161839,179669,174197,161228,166230,158912,145721,167422,167506,163337,160957,178056,167294,156679,156924,155833,174878,161216
141,167020,157657,154594,156382,169025,159539,152201,144283,159158,156587,154846,173001,173356,171533,183168,165526,165047,163866,162291,161301,144649,167205,161995,179874,174382,161434,166446,159091,145901,167614,167663,163501,161132,178237,167485,156807,157150,156002,175029,161369
142,167217,157821,154803,156558,169246,159784,152439,144526,159398,156810,155024,173181,173594,171726,183406,165766,165269,164038,162547,161474,144829,167397,162210,180106,174626,161645,166598,159298,146087,167848,167910,163667,161322,178424,167656,156990,157287,156134,175218,161557
143,167416,158043,154983,156757,169440,159949,152557,144690,159563,156946,155204,173361,173776,171950,183576,165936,165418,164194,162703,161666,144994,167656,162384,180313,174799,161810,166836,159476,146242,168083,168095,163846,161510,178653,167873,157211,157481,156330,175426,161767
144,167545,158198,155152,156958,169595,160147,152706,144791,159764,157099,155372,173579,173988,172144,183743,166124,165593,164346,162903,161871,145154,167892,162567,180518,175003,161944,167029,159648,146375,168255,168322,164053,161729,178879,168087,157428,157639,156505,175605,161971
145,167752,158393,155306,157127,169771,160345,152890,144998,159986,157282,155542,173793,174225,172362,183956,166338,165813,164525,163081,162064,145320,168119,162766,180761,175274,162245,167212,159888,146556,168501,168510,164238,161935,179170,168284,157641,157863,156701,175826,162249
146,167992,158573,155483,157377,170023,160519,153053,145192,160228,157509,155705,173997,174430,172529,184154,166513,166022,164759,163283,162307,145440,168310,162938,180942,175457,162405,167415,160011,146702,168695,168723,164427,162132,179344,168489,157889,158028,156875,176020,162416
147,168182,158708,155686,157556,170205,160683,153226,145330,160403,157658,155886,174164,174651,172752,184363,166746,166186,164906,163462,162484,145641,168535,163200,181148,175700,162611,167621,160245,146898,168933,168923,164611,162295,179579,168699,158057,158193,157059,176228,162641
148,168427,158943,155888,157750,170427,160919,153397,145524,160619,157904,156107,174347,174901,172992,184533,166934,166365,165117,163632,162721,145797,168747,163394,181324,175930,162802,167807,160399,147045,169098,169105,164824,162522,179763,168928,158216,158395,157275,176431,162935
149,168617,159137,156046,157979,170716,161140,153548,145725,160835,158101,156272,174571,175105,173189,184709,167113,166598,165268,163808,162970,145975,168947,163588,181560,176055,162997,168009,160551,147243,169343,169314,165061,162727,179967,169141,158395,158607,157438,176573,163073
150,168792,159341,156301,158164,170863,161315,153746,145930,161033,158270,156465,174774,175324,173412,184913,167334,166788,165452,164008,163141,146119,169155,163779,181818,176288,163184,168196,160729,147383,169548,169577,165250,162947,180180,169277,158597,158783,157577,176754,163273
151,169006,159536,156478,158343,171054,161543,153908,146173,161163,158492,156652,175027,175497,173652,185147,167530,167059,165610,164203,163364,146283,169358,163957,182010,176528,163356,168396,160936,147580,169786,169833,165443,163157,180447,169512,158837,159032,157838,177017,163630
152,169194,159705,156687,158548,171269,161715,154079,146295,161374,158683,156806,175191,175777,173848,185314,167724,167243,165776,164425,163555,146450,169553,164142,182236,176750,163564,168642,161098,147706,170007,170030,165666,163358,180614,169714,159020,159174,158009,177163,163817
153,169410,159949,156902,158785,171475,161917,154273,146511,161620,158865,156948,175367,175998,174025,185520,167919,167414,165931,164573,163748,146580,169794,164339,182477,176900,163742,168819,161307,147857,170203,170259,165831,163572,180861,169934,159237,159454,158192,177352,164061
154,169586,160131,157083,158946,171705,162099,154465,146637,161842,159034,157118,175573,176274,174237,185679,168092,167602,166137,164782,163965,146711,169978,164504,182668,177136,163914,169015,161435,148002,170434,170501,166009,163774,181093,170143,159470,159658,158356,177519,164258
155,169713,160328,157243,159111,171894,162250,154625,146806,161997,159189,157278,175740,176475,174430,185885,168290,167770,166311,164987,164127,146866,170205,164679,182860,177338,164092,169185,161655,148164,170592,170727,166244,164009,181261,170349,159643,159766,158541,177719,164486
156,170018,160533,157469,159352,172130,162490,154835,147091,162196,159407,157456,175942,176691,174637,186069,168477,167990,166485,165198,164344,147003,170428,164860,183100,177562,164301,169366,161809,148310,170778,170945,166494,164231,181490,170540,159862,159940,158729,177935,164813
157,170191,160700,157639,159514,172268,162657,154970,147246,162379,159571,157670,176146,176960,174829,186304,168691,168230,166668,165420,164489,147143,170653,165057,183295,177745,164482,169581,161959,148458,170981,171195,166664,164409,181752,170783,160049,160167,158929,178142,164909
158,170391,160835,157787,159710,172466,162847,155086,147456,162658,159755,157843,176344,177150,175009,186452,168852,168365,166826,165592,164697,147276,170848,165235,183475,177949,164637,169762,162145,148594,171178,171384,166829,164615,181931,170977,160230,160309,159063,178353,165117
159,170610,161059,157984,159867,172716,163043,155313,147617,162795,159950,158045,176551,177427,175214,186666,169069,168614,167034,165816,164907,147430,171025,165411,183722,178164,164822,169922,162305,148763,171410,171573,167027,164743,182152,171174,160421,160462,159260,178534,165327
160,170815,161212,158158,160070,172882,163219,155509,147775,163056,160137,158183,176704,177596,175389,186828,169257,168760,167155,166007,165101,147575,171254,165621,183916,178368,165004,170114,162465,148922,171593,171821,167230,165008,182416,171407,160660,160703,159466,178746,165549
161,171024,161430,158331,160307,173131,163375,155651,147923,163182,160307,158344,176862,177816,175568,187026,169441,168942,167369,166150,165293,147741,171482,165791,184116,178551,165176,170295,162635,149094,171768,171953,167436,165148,182617,171580,160840,160881,159638,178937,165863
162,171250,161622,158513,160448,173289,163617,155832,148102,163486,160579,158544,177071,178026,175823,187196,169612,169156,167557,166359,165498,147855,171641,165958,184329,178745,165380,170499,162832,149239,171967,172163,167606,165392,182810,171775,161069,161041,159771,179106,165971
163,171441,161829,158670,160707,173524,163830,156065,148297,163698,160718,158718,177254,178269,175983,187433,169800,169324,167720,166552,165685,147985,171820,166099,184514,178906,165507,170653,162973,149393,172168,172384,167816,165576,183037,171951,161274,161242,160020,179295,166197
164,171669,161988,158888,160917,173723,164079,156264,148501,163942,160928,158874,177451,178489,176203,187618,169995,169535,167896,166701,165883,148147,172054,166292,184731,179148,165687,170880,163149,149546,172361,172635,168063,165792,183250,172166,161438,161403,160209,179524,166427
165,171838,162212,159098,161130,173908,164278,156462,148719,164104,161112,159065,177662,178676,176388,187805,170196,169704,168100,166944,166073,148324,172296,166497,184950,179333,165862,171097,163357,149732,172601,172888,168226,165942,183469,172388,161677,161589,160368,179711,166658
166,171992,162371,159265,161303,174090,164481,156584,148880,164295,161299,159242,177844,178912,176567,188017,170382,169872,168217,167088,166255,148501,172498,166714,185198,179577,166071,171306,163570,149897,172823,173128,168522,166195,183725,172589,161880,161811,160589,180006,166916
167,172158,162535,159474,161486,174304,164643,156757,149067,164502,161507,159444,178027,179125,176784,188197,170592,170035,168435,167275,166456,148633,172672,166887,185407,179732,166254,171556,163746,150066,173043,173314,168693,166401,183938,172804,162092,162056,160784,180199,167177
168,172391,162744,159666,161702,174509,164854,156956,149238,164723,161684,159629,178214,179378,177009,188454,170801,170246,168661,167469,166727,148754,172859,167073,185569,179901,166410,171721,163872,150199,173226,173511,168890,166577,184100,172984,162237,162219,160945,180365,167333
169,172557,162924,159874,161908,174721,165033,157114,149436,164909,161896,159771,178397,179566,177178,188599,170976,170429,168788,167645,166877,148963,173096,167279,185824,180098,166581,171901,164064,150352,173402,173714,169055,166784,184338,173175,162420,162403,161181,180566,167572
170,172798,163103,160052,162085,174905,165173,157269,149580,165102,162018,159971,178618,179902,177411,188878,171195,170592,169033,167824,167149,149118,173347,167450,186034,180308,166784,172092,164258,150512,173607,173938,169238,166960,184577,173344,162637,162597,161333,180766,167765
171,173004,163319,160226,162269,175101,165383,157502,149787,165304,162229,160122,178801,180073,177586,189059,171403,170812,169191,168053,167333,149303,173605,167672,186256,180549,166949,172253,164426,150712,173824,174158,169425,167145,184813,173596,162820,162747,161512,180955,168006
172,173216,163488,160454,162516,175279,165569,157599,149918,165503,162441,160303,178973,180255,177788,189232,171590,171029,169336,168314,167521,149478,173794,167866,186423,180733,167140,172484,164584,150933,174030,174331,169593,167351,185037,173798,163027,162962,161720,181161,168186
173,173381,163702,160674,162735,175467,165804,157849,150145,165705,162675,160438,179131,180457,177943,189432,171766,171199,169500,168451,167685,149616,174012,168073,186637,180939,167385,172727,164752,150996,174295,174581,169789,167522,185291,173953,163218,163145,161880,181342,168416
174,173600,163836,160811,162868,175620,166011,157952,150310,165867,162769,160642,179320,180656,178133,189638,171985,171376,169673,168622,167856,149809,174198,168286,186872,181108,167573,172900,164980,151214,174537,174808,169956,167758,185516,174190,163410,163322,162067,181581,168645
175,173782,163970,160993,163016,175812,166178,158037,150452,166059,162950,160822,179563,180936,178407,189847,172177,171615,169822,168828,168070,149995,174479,168501,187018,181353,167817,173134,165163,151420,174674,174965,170177,167924,185739,174370,163633,163499,162188,181770,168848
176,173938,164180,161128,163173,175978,166315,158213,150591,166198,163068,161027,179772,181181,178623,190049,172396,171817,170016,169050,168399,150130,174703,168685,187256,181561,167979,173373,165389,151616,174973,175200,170387,168103,185954,174550,163771,163686,162362,181949,169049
177,174179,164410,161336,163418,176192,166571,158459,150747,166468,163286,161168,179941,181412,178826,190243,172619,171990,170197,169240,168491,150333,174935,168890,187515,181784,168195,173525,165532,151729,175156,175416,170595,168305,186143,174756,163985,163848,162533,182147,169269
178,174372,164618,161511,163606,176428,166789,158642,150959,166662,163478,161351,180152,181647,179002,190434,172840,172182,170350,169412,168686,150431,175119,169109,187778,182051,168420,173769,165736,151953,175445,175651,170799,168488,186356,174942,164227,164103,162744,182377,169466
179,174603,164839,161723,163735,176571,166970,158858,151155,166821,163657,161526,180336,181849,179223,190674,173026,172453,170527,169610,168932,150614,175317,169269,187986,182216,168566,173932,165844,152096,175590,175877,171030,168726,186563,175139,164381,164275,162872,182634,169673
180,174818,165025,161949,163997,176814,167177,159034,151388,166973,163916,161689,180527,182084,179465,190866,173253,172593,170680,169860,169162,150784,175500,169469,188167,182388,168733,174145,166074,152294,175788,176039,171235,168906,186808,175377,164584,164452,163073,182778,169915
181,175020,165210,162150,164170,177044,167367,159212,151532,167153,164121,161890,180760,182320,179592,191010,173432,172826,170878,169993,169360,150950,175698,169665,188356,182584,168925,174346,166184,152433,175970,176319,171428,169158,187090,175567,164755,164649,163366,183028,170125
182,175225,165388,162306,164376,177209,167547,159355,151696,167335,164322,162077,180931,182600,179875,191276,173658,172989,171132,170209,169571,151132,175907,169872,188620,182858,169091,174519,166380,152600,176170,176545,171606,169356,187333,175810,165002,164769,163468,183265,170353
183,175411,165559,162527,164574,177437,167726,159507,151911,167482,164510,162239,181195,182768,180048,191455,173867,173202,171238,170364,169739,151303,176080,170055,188863,183065,169315,174786,166597,152768,176403,176744,171801,169575,187578,176008,165206,164971,163659,183525,170562
184,175577,165710,162712,164798,177635,167919,159667,152046,167685,164641,162400,181387,182968,180275,191651,174023,173459,171395,170547,169888,151480,176284,170280,189085,183295,169550,175034,166804,152922,176607,176967,172046,169741,187758,176230,165379,165169,163846,183678,170842
185,175818,165898,162921,164987,177838,168081,159857,152193,167890,164877,162609,181576,183194,180492,191851,174241,173663,171580,170756,170144,151639,176558,170466,189329,183527,169732,175202,166954,153094,176806,177174,172257,169949,187939,176413,165544,165383,164053,183896,171026
186,175982,166078,163121,165146,178006,168272,159979,152399,168134,165082,162778,181756,183413,180671,192044,174438,173865,171767,171027,170402,151800,176744,170660,189550,183694,169892,175452,167136,153239,177052,177357,172359,170202,188208,176637,165737,165603,164165,184052,171240
187,176225,166316,163325,165375,178239,168532,160176,152585,168330,165183,162973,181952,183651,180871,192264,174656,174090,171953,171202,170576,151978,176935,170847,189758,183921,170106,175627,167288,153389,177225,177566,172639,170402,188410,176855,165922,165697,164369,184261,171471
188,176399,166488,163451,165542,178425,168740,160365,152750,168537,165424,163145,182150,183877,181070,192440,174910,174308,172144,171404,170774,152131,177145,171012,190024,184114,170274,175847,167485,153563,177467,177752,172802,170555,188642,177037,166071,165915,164563,184482,171676
189,176619,166666,163655,165752,178629,168932,160493,152955,168734,165643,163306,182316,184047,181213,192620,175080,174506,172296,171506,170977,152304,177347,171229,190245,184363,170493,176047,167715,153785,177689,177970,172989,170776,188870,177174,166302,166079,164762,184653,171851
190,176736,166878,163883,165920,178842,169119,160692,153086,168912,165804,163477,182532,184282,181453,192813,175303,174706,172478,171729,171191,152437,177484,171402,190461,184533,170663,176250,167866,153928,177870,178120,173166,170925,189024,177347,166414,166259,164897,184820,172085
191,176916,167096,164061,166110,179026,169297,160933,153271,169145,166034,163670,182736,184516,181653,193017,175469,174916,172639,171906,171361,152569,177679,171570,190646,184655,170843,176414,168061,154074,178055,178385,173407,171143,189258,177662,166637,166500,165114,185067,172279
192,177127,167244,164308,166284,179227,169466,161083,153414,169340,166186,163836,182935,184740,181866,193191,175647,175114,172814,172084,171593,152737,177913,171763,190837,184930,171058,176618,168219,154230,178247,178589,173583,171322,189483,177819,166807,166656,165274,185211,172451
193,177370,167424,164485,166526,179422,169667,161190,153610,169548,166381,164042,183143,184974,182069,193422,175843,175342,173041,172329,171826,152866,178082,171905,191015,185073,171204,176839,168372,154368,178407,178840,173772,171542,189754,178090,167061,166841,165538,185419,172747
194,177603,167636,164686,166690,179607,169890,161389,153800,169722,166526,164189,183339,185166,182273,193597,176080,175524,173138,172511,171988,153025,178292,172071,191206,185298,171371,177042,168494,154529,178641,179046,173930,171715,189915,178236,167224,167008,165685,185636,172914
195,177742,167773,164888,166875,179808,170060,161528,153942,169995,166711,164376,183546,185351,182508,193816,176242,175725,173401,172679,172198,153150,178481,172246,191386,185490,171553,177225,168624,154681,178815,179227,174099,171915,190132,178440,167385,167134,165780,185799,173157
196,177986,167953,165064,167092,180039,170201,161697,154081,170080,166887,164540,183731,185561,182695,194022,176480,175879,173570,172884,172425,153325,178709,172419,191586,185697,171758,177432,168800,154853,179031,179454,174310,172123,190338,178688,167584,167337,165988,185965,173331
197,178181,168159,165241,167249,180204,170379,161808,154286,170298,167107,164713,183968,185803,182885,194204,176689,176127,173749,173103,172583,153434,178880,172604,191802,185870,171939,177594,168953,155003,179181,179657,174493,172237,190550,178864,167791,167544,166155,186197,173599
198,178351,168374,165460,167501,180435,170589,162111,154483,170511,167229,164898,184168,186018,183049,194409,176868,176297,173898,173219,172761,153601,179053,172770,191999,186048,172104,177801,169143,155143,179373,179839,174636,172419,190713,178986,167966,167670,166341,186372,173816
199,178654,168555,165612,167715,180636,170835,162234,154680,170729,167457,165060,184357,186196,183219,194552,177063,176479,174064,173420,172933,153747,179290,172998,192161,186274,172290,177986,169321,155316,179601,180061,174861,172622,190982,179176,168161,167870,166509,186535,173942
200,178828,168746,165808,167851,180835,170978,162370,154833,170943,167602,165221,184531,186374,183438,194760,177260,176697,174232,173599,173169,153852,179489,173161,192349,186412,172473,178148,169484,155459,179786,180298,175083,172828,191173,179427,168378,168038,166752,186749,174208
201,179050,168973,166047,168090,181047,171179,162591,155008,171185,167809,165365,184690,186532,183565,194912,177383,176872,174358,173722,173335,154018,179684,173352,192571,186645,172639,178322,169623,155645,179981,180474,175231,172992,191401,179646,168551,168219,166836,186854,174349
202,179242,169152,166231,168273,181292,171410,162814,155160,171362,168002,165520,184855,186724,183794,195103,177598,176998,174520,173884,173514,154168,179905,173529,192785,186810,172836,178509,169778,155805,180189,180679,175443,173208,191586,179803,168761,168371,167052,187062,174522
203,179482,169381,166457,168509,181489,171617,163011,155333,171548,168207,165664,185013,186921,183984,195273,177789,177233,174660,174078,173682,154346,180116,173734,193003,187063,173041,178735,170017,155977,180420,180840,175633,173393,191787,180022,168899,168583,167212,187278,174753
204,179691,169565,166652,168739,181729,171783,163167,155455,171792,168421,165853,185159,187129,184167,195487,177977,177401,174844,174240,173888,154475,180258,173886,193128,187216,173154,178883,170088,156076,180541,181080,175880,173600,192011,180242,169109,168737,167395,187518,174965
205,179862,169761,166845,168903,181895,171977,163372,155696,171943,168634,166001,185328,187353,184359,195677,178206,177568,174979,174415,174036,154641,180432,174054,193297,187389,173361,179076,170260,156259,180753,181271,176048,173764,192232,180405,169308,168935,167589,187735,175296
206,180033,169889,166960,169081,182092,172173,163528,155886,172198,168765,166184,185555,187601,184562,195905,178330,177810,175164,174622,174269,154844,180652,174281,193527,187614,173586,179281,170462,156402,180943,181468,176256,173967,192469,180577,169461,169128,167758,187903,175392
207,180232,170107,167201,169277,182241,172344,163725,156075,172289,168936,166373,185726,187840,184776,196078,178583,178039,175306,174832,174481,154984,180823,174508,193744,187843,173756,179491,170653,156562,181167,181714,176406,174205,192646,180790,169703,169364,167974,188131,175641
208,180427,170308,167370,169467,182464,172593,163918,156265,172507,169084,166558,185932,188097,184984,196324,178754,178252,175517,175007,174686,155154,181021,174696,193992,188053,173958,179700,170887,156731,181384,181922,176637,174393,192875,181014,169856,169494,168072,188401,175848
