op_r_out_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
286,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
287,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
288,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
289,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
290,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
291,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
292,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
293,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
294,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
295,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
296,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
297,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
298,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
299,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
300,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
301,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
302,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
303,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
304,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
305,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
306,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
307,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
308,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
309,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
310,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
311,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
312,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
313,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
314,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
315,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
316,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
317,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
318,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
319,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
320,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
321,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
322,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
323,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
324,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
325,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
326,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
327,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
328,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
329,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
330,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
331,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
332,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
333,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
334,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
335,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
336,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
337,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
338,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
339,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
340,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
341,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
342,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
343,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
344,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
345,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
346,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
347,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
348,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
349,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
350,105868018135,50358633761,77550880381,95069430587,59801640480,62568309526,47180550608,59786316190,74973319889,52902871664,28665989557,74884302285,59743732834,38413771608,132383893217,60711063712,37264630889,79693902306,53234501637,66806912969,47207045525,58151592000,100310159610,47219894671,72603167472,85504118354,40406715122,81436904555,74980233237,52059495868,52197093488,105994755599,62007421247,74804365543,110347191057,75965641712,64562292515,68596243540,119295897351,40862826943
