%usr,vclient01,vclient02,vclient03,vclient04,vclient05,vclient06,vclient07,vclient08,vclient09,vclient10,vclient100,vclient101,vclient102,vclient103,vclient104,vclient105,vclient106,vclient107,vclient108,vclient109,vclient11,vclient110,vclient111,vclient112,vclient113,vclient114,vclient115,vclient116,vclient117,vclient118,vclient119,vclient12,vclient120,vclient121,vclient122,vclient123,vclient124,vclient125,vclient126,vclient127,vclient128,vclient129,vclient13,vclient130,vclient131,vclient132,vclient133,vclient134,vclient135,vclient136,vclient137,vclient138,vclient139,vclient14,vclient140,vclient15,vclient16,vclient17,vclient18,vclient19,vclient20,vclient21,vclient22,vclient23,vclient24,vclient25,vclient26,vclient27,vclient28,vclient29,vclient30,vclient31,vclient32,vclient33,vclient34,vclient35,vclient36,vclient37,vclient38,vclient39,vclient40,vclient41,vclient42,vclient43,vclient44,vclient45,vclient46,vclient47,vclient48,vclient49,vclient50,vclient51,vclient52,vclient53,vclient54,vclient55,vclient56,vclient57,vclient58,vclient59,vclient60,vclient61,vclient62,vclient63,vclient64,vclient65,vclient66,vclient67,vclient68,vclient69,vclient70,vclient71,vclient72,vclient73,vclient74,vclient75,vclient76,vclient77,vclient78,vclient79,vclient80,vclient81,vclient82,vclient83,vclient84,vclient85,vclient86,vclient87,vclient88,vclient89,vclient90,vclient91,vclient92,vclient93,vclient94,vclient95,vclient96,vclient97,vclient98,vclient99
103,0.0,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.01,0.98,1.0,1.0,0.0,0.99,0.0,0.0,1.98,1.0,1.98,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.99,0.98,0.0,0.0,1.0,0.99,0.0,0.0,0.0,0.99,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,1.0,0.98,0.0,0.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.98,0.0,1.0,1.0,0.0,0.0,0.0,0.99,1.0,1.01,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.99,0.99,1.0,1.01,0.0,1.0,1.98,1.98,0.0,1.0,1.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.98,0.99,1.01,0.0,0.0,1.0,1.0,0.99,0.98,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,1.01,0.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,1.01,0.0,0.99,1.0,2.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,1.96,1.0,1.98,0.0,0.0,0.0,1.0,0.0,0.99,0.0,0.98,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.99,1.0,1.0,0.0,1.98,1.01,1.0,1.0,1.0,1.01,1.0,1.01,1.0,1.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.99,1.01,0.99,0.99,0.0,1.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.98,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.01,1.0,0.0,0.0,1.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,1.0,1.01,1.01,0.0,0.0,0.0,1.01,1.0,0.0,1.98,0.0,1.0,2.0,0.99,0.0,1.0,0.99,0.0,0.99,1.0,1.01,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.01,0.0,1.01,1.01,0.0,0.99,1.0,0.0,0.0,1.0,1.0,0.0,1.01,0.0,0.0,1.0,0.0,1.01,1.01,0.0,1.0,1.01,0.0,1.0,0.0,0.0,1.01,0.0,0.98,1.0,1.0,0.0,0.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.98,1.0,1.01,2.0,1.0,0.0,1.0,1.0,0.99,1.0,1.0
106,0.0,1.96,1.0,0.99,2.02,10.78,7.14,9.09,0.99,1.01,2.0,1.0,0.0,1.01,1.01,0.0,1.01,0.0,4.08,0.0,0.0,0.0,0.99,4.95,0.99,0.0,6.0,2.97,0.0,0.0,0.99,0.0,11.88,0.0,0.0,1.01,0.0,1.0,0.0,6.06,0.0,6.0,0.0,5.1,6.0,5.05,0.0,4.95,0.0,2.0,2.97,0.0,1.0,1.01,0.0,1.98,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,1.02,0.0,0.0,0.0,1.98,1.01,1.02,1.0,0.99,0.0,1.0,1.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,0.99,1.0,0.0,0.0,0.0,1.96,0.0,0.0,1.0,1.01,0.0,0.0,0.0,1.0,0.0,1.98,1.0,0.98,1.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,1.0,0.0,1.02,1.02,0.0,0.0
107,3.0,13.0,2.02,3.96,16.0,14.0,11.88,15.69,8.08,18.0,18.37,1.0,1.0,0.0,1.0,0.0,8.0,4.0,18.18,4.95,1.0,4.04,4.04,18.18,7.0,6.06,16.16,15.15,5.1,1.0,13.27,2.04,2.02,11.76,0.0,14.14,0.0,0.0,5.1,15.31,4.9,17.82,19.0,17.82,15.15,17.0,5.05,21.21,6.0,2.04,17.0,0.0,13.13,13.0,1.0,14.14,1.0,0.99,13.13,12.12,0.0,2.02,17.17,1.0,1.98,1.98,18.0,19.0,21.0,1.98,0.0,1.0,1.0,1.0,12.87,0.99,3.06,1.01,14.0,1.02,1.01,2.02,18.18,15.0,18.81,16.49,16.0,17.0,13.0,0.0,0.99,0.0,0.0,13.27,0.0,0.0,2.0,1.98,1.0,0.98,1.01,2.02,1.0,19.0,18.18,0.0,1.0,0.0,1.01,1.0,12.12,2.02,0.0,12.0,0.0,14.14,2.0,13.0,1.02,0.0,14.14,15.0,1.0,1.0,0.0,13.86,0.99,0.0,11.88,0.0,0.0,0.0,1.98,1.0,17.17,1.0,1.0,17.17,2.0,0.0
108,11.11,0.0,12.75,15.53,0.0,1.0,0.99,0.0,13.86,0.0,1.98,15.15,14.0,15.0,13.13,12.12,16.16,20.0,0.98,19.8,16.0,16.16,18.18,0.98,16.16,15.15,0.0,0.0,15.15,12.0,1.98,16.0,0.0,1.02,12.12,2.0,11.88,14.14,16.0,1.0,16.33,1.01,0.0,0.0,1.0,1.01,18.18,0.99,16.16,18.0,0.0,11.11,0.0,0.0,10.1,0.0,12.0,15.15,0.0,1.0,13.0,16.83,0.0,19.0,19.19,18.0,0.0,0.0,1.01,18.0,19.61,17.82,19.0,16.16,0.0,13.0,15.84,10.0,0.0,19.19,19.39,18.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,15.15,17.35,12.12,14.14,0.99,2.0,13.0,20.0,18.18,20.79,19.39,7.0,17.82,16.16,0.0,0.0,19.0,16.0,16.16,14.14,11.88,1.0,13.0,16.0,1.0,14.0,1.0,15.0,0.99,16.0,15.69,1.01,1.0,14.14,12.12,14.29,0.0,12.0,13.0,0.0,12.12,15.15,16.0,16.33,16.0,1.0,19.19,14.85,1.0,16.16,17.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.01,0.0,0.98,0.0,1.01,2.0,1.0,1.0,0.99,1.98,0.0,1.01,0.0,0.0,1.0,0.99,0.0,0.99,0.0,1.0,1.0,0.99,0.0,1.0,1.0,1.01,0.0,0.99,0.0,1.0,1.0,1.0,0.0,0.0,0.99,0.0,1.01,0.0,0.99,1.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,1.98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.98,0.0,0.0,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.01,0.99,1.01,1.0,1.01,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.0,1.0,0.0,0.99,1.01,2.0,1.0,1.02,1.0,1.98,1.0,1.01,1.98,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98,0.0,0.99,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,1.01,1.0,0.0,0.0,0.0,2.0,1.01,0.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,1.0,1.98,0.99,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,1.01,1.01,0.0,0.0,1.01,1.02,1.0,0.0,0.0,0.99,1.0,0.0,1.0,1.0,1.98,1.0,1.01,1.0,0.0,0.0,0.0,1.0,0.99,0.0,0.99,0.0,1.0,1.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,1.0,0.0,1.0,0.98,0.99,1.0,1.0,1.98,1.01,1.01,0.0,1.98,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.99,1.01,0.0,0.0,1.01,0.0,1.0
111,0.97,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98,1.0,0.0,0.0,1.01,0.0,1.01,0.99,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.0,0.99,1.0,0.0,0.0,1.01,0.98,1.96,0.99,1.0,1.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99,0.0,1.0,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.99,0.99,1.01,1.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.98,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.01,0.99,1.02,1.01,1.0,0.0,1.0,0.0,0.0,0.0
112,0.0,0.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.99,1.0,0.99,0.0,0.99,0.98,0.0,0.99,0.0,0.0,0.0,1.98,0.0,0.97,0.99,1.01,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.01,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.99,0.99,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,0.0,1.0,1.01,1.0,1.0,0.0,1.01,1.0,0.0,1.0,1.0,0.99,1.0,1.01,1.0,0.99,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.01,0.0,1.0,1.0,1.0,0.99,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,1.0,0.0,0.98,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.0,0.0,1.01
113,1.0,14.0,0.0,1.0,15.15,18.0,23.0,21.0,0.0,20.59,16.16,0.0,1.01,1.0,0.99,1.01,0.0,0.99,20.41,0.99,1.01,0.0,0.0,19.42,0.0,0.99,21.21,23.23,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15.84,0.0,1.0,1.0,22.77,0.0,19.8,13.27,21.21,21.0,20.39,2.0,20.0,1.01,1.01,20.0,1.98,14.71,16.16,1.0,13.0,0.0,0.0,14.85,13.13,0.0,0.0,19.8,0.0,1.0,0.0,19.19,20.0,22.0,0.98,0.0,0.0,1.0,0.0,13.86,0.0,0.98,0.99,17.17,0.0,0.0,1.01,16.16,19.39,17.0,17.0,14.14,14.14,15.0,1.0,0.0,0.99,0.0,13.13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,0.99,19.8,18.18,0.0,0.0,0.0,1.0,1.0,14.14,1.0,1.0,14.14,1.0,16.0,0.0,16.33,0.98,1.0,13.0,17.17,0.0,0.0,0.99,13.86,1.0,0.0,12.12,1.0,1.0,1.0,0.0,0.0,20.0,1.0,1.01,18.0,1.98,1.0
114,16.0,0.99,17.0,17.17,0.0,0.0,0.0,0.0,21.57,0.0,2.0,17.17,15.15,16.16,13.27,14.14,26.0,20.59,1.0,21.21,16.16,22.22,24.75,0.0,19.0,20.2,1.01,0.0,20.41,12.12,14.0,17.35,1.01,13.13,13.0,1.01,12.0,15.15,22.68,0.0,22.0,0.0,1.0,0.0,2.0,1.0,22.22,2.0,20.79,20.0,1.01,12.12,1.98,0.0,12.12,0.0,16.0,12.24,0.0,1.0,15.15,20.0,0.0,20.2,19.0,18.18,0.0,0.0,0.99,24.49,17.65,22.0,20.0,17.17,0.99,15.0,17.35,14.29,0.99,19.39,16.16,15.84,1.01,0.99,0.0,1.0,1.0,0.99,1.02,14.0,13.13,16.16,14.0,1.01,5.05,14.14,22.0,18.63,23.47,19.0,6.93,17.82,21.0,0.0,2.0,18.0,14.0,13.86,14.29,15.0,1.01,14.14,13.86,0.0,15.0,1.01,15.31,1.01,15.15,14.0,1.01,0.0,12.24,11.22,14.0,1.01,15.0,13.13,0.0,15.0,13.13,17.0,20.2,19.8,1.01,21.0,17.0,2.0,15.84,16.0
115,0.0,0.0,1.0,0.0,1.0,0.97,1.0,0.0,0.0,0.0,0.0,1.01,0.99,0.0,1.0,1.98,1.0,0.0,0.0,1.01,0.99,0.0,0.0,0.99,1.01,2.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,0.0,1.01,1.0,1.0,1.98,1.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.02,0.99,0.98,1.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,1.98,1.0,0.0,0.99,2.02,1.01,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.0,0.99,0.99,1.01,1.0,1.02,0.99,0.99,0.99,0.99,0.99,0.0,0.0,1.0,1.01,1.01,0.0,0.99,0.99,0.99,0.98,0.0,0.0,0.0,0.0,1.0,1.01,1.01,1.01,1.01,1.0
116,1.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,1.0,0.99,0.0,0.99,0.0,0.0,1.0,0.0,0.98,0.0,0.0,0.0,0.99,0.0,0.0,1.0,0.99,2.0,1.0,1.0,0.99,0.0,1.0,1.98,1.01,1.0,1.01,1.01,1.0,0.0,0.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.98,0.0,0.99,0.0,0.0,0.0,0.0,1.0,1.0,0.99,0.98,1.01,0.0,0.0,1.0,1.0,1.0,1.0,1.98,1.02,0.0,0.0,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,1.0,0.99,0.0,0.0,0.0,0.0,0.0,1.01,0.99,1.0,0.0,0.0,1.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.01,0.99,0.0,0.0,0.99,1.01
117,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,1.0,0.99,1.0,0.0,1.0,0.0,1.01,1.01,1.98,1.01,0.0,1.02,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1.0,0.0,1.0,0.99,1.0,0.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.01,1.0,1.0,1.01,0.0,1.01,0.0,0.0,0.98,0.99,0.0,0.0,0.98,0.0,0.99,1.01,0.0,0.0,1.0,1.02,1.0,1.01,0.0,1.0,0.99,0.0,0.99,0.0,0.0,0.0,1.01,1.0,0.0,1.01,0.99,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.98,1.01,1.01,1.0,0.0,1.0,0.0,0.99,0.0,1.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.01,0.0,0.0,0.0,0.0,1.01,0.99,0.0,1.01,0.98,0.0,0.0,0.0,1.96,0.0,0.99,0.0,0.0,0.0,0.99,1.0,0.0,1.01,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.99,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.01,0.0,0.99,1.0,0.0,1.0,0.0,0.0,0.98,0.0,0.0,1.0,1.0,0.99,1.0,0.99,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01,1.0,0.0,0.99,0.0,0.0,1.01,0.0,0.0,1.01,0.0,1.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.01,0.0,0.0,1.01,0.0,0.99,1.0,0.98,0.99,0.0,1.0,0.0,0.99,0.99,0.0,0.99,0.0,1.0,0.99,1.0,0.99,0.99,0.0,0.0,0.0,1.02,1.01,0.0,1.0
119,0.0,0.99,0.0,1.0,0.0,0.99,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.97,0.99,0.0,0.0,1.98,0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,0.98,0.99,0.0,0.0,0.99,1.0,1.01,1.0,1.0,1.0,1.01,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.99,0.0,0.99,1.01,0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.99,1.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.98,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,2.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.01,1.01,0.0,0.0,0.0,1.01,0.0,0.0,2.0,0.0,1.0,0.99,1.01,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1.0,16.67,0.0,0.0,16.33,20.0,20.79,18.0,0.0,20.2,14.29,1.0,1.01,1.0,0.98,1.01,0.0,0.0,22.22,1.0,0.0,0.0,1.0,20.41,1.0,0.0,23.0,21.43,0.0,1.01,0.0,0.0,14.0,1.0,1.0,12.87,0.0,0.0,1.0,24.0,0.0,18.81,15.31,22.45,23.0,25.0,2.0,22.22,0.0,0.0,18.0,1.01,10.2,16.0,0.0,13.0,0.0,1.0,16.16,14.0,0.0,0.0,17.35,0.0,0.0,0.0,22.77,21.21,22.22,0.99,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.99,15.0,1.98,0.0,1.01,16.16,20.2,24.49,17.82,16.16,16.16,13.27,0.0,1.0,2.0,0.0,12.0,1.01,0.0,0.99,0.0,0.98,1.0,0.99,1.01,1.0,16.67,17.82,0.0,1.01,0.0,1.0,0.0,12.0,1.01,0.0,14.14,0.0,15.0,2.0,14.14,0.0,0.0,16.16,12.0,0.0,0.0,0.0,10.2,0.0,1.0,12.87,0.0,0.0,0.0,1.0,1.0,19.0,1.98,0.0,20.0,1.0,0.0
121,13.13,0.0,17.82,17.17,0.99,0.0,0.0,0.0,19.39,0.0,0.0,17.0,16.83,12.87,14.14,12.0,25.51,18.0,0.99,22.22,20.79,24.24,21.0,0.99,20.41,22.22,1.01,0.0,20.2,11.88,14.14,14.14,1.01,13.0,12.12,0.99,12.0,14.0,22.22,1.01,22.45,1.0,1.0,0.99,1.0,1.01,21.57,1.0,20.41,17.17,0.0,11.0,0.0,1.0,10.1,0.0,15.15,13.0,0.0,0.0,15.0,20.0,0.0,18.18,17.82,18.63,0.0,0.0,0.0,23.76,21.78,20.59,22.0,13.13,0.99,15.0,19.0,16.16,1.01,15.84,18.0,14.85,0.0,1.0,1.98,0.0,1.0,1.0,0.98,16.0,14.0,17.0,9.09,1.0,3.03,13.13,19.19,20.0,20.2,19.0,8.08,19.19,17.82,1.01,0.0,21.21,16.16,16.83,12.12,15.0,2.02,14.85,15.0,1.01,16.0,1.98,14.29,1.01,14.29,18.37,1.98,1.0,15.84,12.24,13.0,1.0,14.14,10.89,0.0,13.0,12.0,15.84,15.0,17.82,0.0,18.18,17.0,1.01,16.0,14.56
122,1.0,0.99,0.0,0.99,0.0,1.0,0.0,1.01,0.98,1.0,1.0,1.0,1.0,1.01,0.0,0.0,1.98,1.02,0.0,1.01,0.0,2.0,1.01,0.0,1.02,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.99,0.0,1.98,0.99,1.0,0.0,0.0,1.01,2.0,0.0,0.0,1.01,0.0,0.0,1.02,1.0,1.98,1.01,0.0,2.02,1.01,0.0,1.01,0.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.98,1.0,2.0,0.99,1.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,1.0,1.01,0.0,1.0,0.0,0.98,0.0,1.01,1.0,0.0,0.99,0.99,0.0,1.0,1.01,1.0,1.01,1.02,0.0,0.0,1.0,0.0,0.99,1.01,1.01,1.01,1.0,1.01,0.0,1.01,1.01,1.0,1.0,0.0,2.0,1.0,0.0,1.01,0.0,1.0,0.0,0.0,1.01,1.01,1.98,0.0,0.0,0.0,1.01,1.01,0.99,0.0,1.0,2.0,1.0,0.0,1.01,0.0
123,0.0,0.0,0.0,0.98,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,1.0,0.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.98,1.0,0.0,1.01,0.0,1.0,0.98,0.0,0.0,0.0,0.99,0.0,1.0,1.0,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.98,2.02,0.0,1.0,0.0,0.0,0.0,0.99,1.0,1.0,2.0,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,1.01,0.0,1.0,0.99,1.0,0.0,1.0,0.0,0.0,1.0,0.98,0.0,1.01,0.0,0.0,0.0,1.01,0.98,1.01,0.0,0.0,0.0,1.98,0.0,0.98,0.0,0.99,0.0,0.0,1.0,0.99,1.0,0.0,0.0,0.0,1.01,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.98,0.98,0.0,0.99,0.99,0.0,0.0,0.99,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.08,0.0,0.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.01,0.0,1.0,1.0,1.01,0.98,0.0,0.0,0.99,1.0,0.0,0.0,1.0,0.99,0.0,0.0,1.0,1.01,0.0,1.0,0.0,0.0,1.01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.01,0.0,1.01,0.0,1.01,0.0,0.0,1.0,1.0,1.01,1.01,1.01,1.0,0.0,1.0,0.0,1.02,1.98,0.0,0.99
125,1.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.01,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.01,0.99,0.98,0.0,0.0,0.0,14.29,0.0,1.0,2.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.98,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,1.01,0.99,0.99,0.0,0.98,0.0,0.0,1.96,0.0,1.01,0.0,0.0,0.0,1.0,1.01,0.0,0.0,1.01,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.01,0.0,0.99,1.01,1.0,0.0,0.0,1.01,1.01,0.0,0.0,0.0,0.99,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,1.01,0.98
