op_w_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
92,35665508224,33884708864,31597362816,32248365312,37088668416,33834880000,33865441408,30355614464,32478255488,33892803712,33788260864,38287638784,33464667008,36549228544,42583035136,34682849280,34353996032,38549896320,34625302528,31713717504,33474054784,34007236992,34883971840,38018930560,37108331136,34354344960,34373793280,35941594368,32752861184,33994434688,33841675264,34923508864,33806710144,37992215296,35590672512,32776520576,33913202176,34588363008,39319967872,30821907712
93,35666425728,33885732864,31598235264,32249377024,37089315584,33835715584,33866219648,30356159232,32479172992,33893622912,33789149696,38288433408,33465752448,36550080512,42583887104,34683701248,34355024128,38550801536,34626150400,31714524416,33474792064,34008064384,34884659968,38019905408,37109478016,34354996224,34374776320,35942372608,32753668096,33995147392,33842564096,34924442752,33807672704,37993272064,35591536768,32777569152,33913771520,34589145344,39321204864,30823017728
94,35667269504,33886539776,31599259264,32250077440,37090429696,33836620800,33867100288,30357027584,32480070016,33894667392,33789854208,38289277184,33466751872,36550924288,42584407296,34684688384,34355925248,38551452800,34627198976,31715409152,33475357312,34008797568,34885434112,38020732800,37110055552,34355737600,34375398912,35942900992,32754298880,33995831424,33843424256,34925278336,33808377216,37993960192,35592343680,32778306432,33914701312,34590005504,39321593984,30823935232
95,35667986304,33887358976,31600017024,32250745088,37091011328,33837788160,33867690112,30357850880,32480958848,33895191680,33790509568,38289953024,33467542400,36551747584,42585386240,34685138944,34356629760,38552075392,34627919872,31716162816,33476012672,34009620864,34886232832,38021584768,37110907520,34356356096,34376238592,35943695616,32754941952,33996998784,33844444160,34925937792,33809282432,37995188992,35593339008,32779174784,33915409920,34590869760,39322413184,30824914176
96,35668875136,33888161792,31600963200,32251531520,37091900160,33838439424,33868660864,30358547200,32481773952,33896158336,33791209984,38290940160,33468578688,36552620032,42586438912,34686179328,34357551360,38552980608,34628665344,31717006592,33476520576,34010288512,34886867712,38022363008,37111562880,34357064704,34377025024,35944334592,32755445760,33997600896,33845419008,34926879872,33810081152,37996032768,35594113152,32779748224,33916446208,34591770880,39323379840,30825798912
97,35669612416,33888866304,31601823360,32252358912,37092674304,33839107072,33869193344,30359431936,32482769280,33896821888,33792041472,38291607808,33469557632,36553631744,42587352320,34686896128,34358325504,38553783424,34629509120,31717993728,33477147264,34011128192,34887609088,38023186304,37112353408,34357888000,34377881088,35945035008,32756142080,33998334080,33846426624,34927686784,33810982272,37996782336,35595071616,32780473216,33917232640,34592504064,39324465280,30826769664
98,35670185856,33889566720,31602310784,32253006080,37093260032,33839942656,33869897856,30360197888,32483469696,33897378944,33792950784,38292594944,33470466944,36554561536,42588269824,34687780864,34359341312,38554496128,34630344704,31718747392,33477769856,34011988352,34888354560,38024198016,37113270912,34358686720,34378700288,35945760000,32756903936,33999145088,33847294976,34928432256,33811817856,37997662976,35595870336,32781489024,33917994496,34593192192,39324964992,30827547904
99,35670984576,33890316288,31603056256,32253726976,37093894912,33840610304,33870639232,30360754944,32484034944,33898017920,33793675776,38293364992,33471490944,36555343872,42589105408,34688649216,34360094976,38555294848,34631376896,31719652608,33478322816,34012778880,34888952576,38024923008,37114110592,34359440384,34379437568,35946566912,32757530624,33999874176,33848093696,34929308800,33812608384,37998498560,35596664960,32782209920,33918912000,34593790208,39325608064,30828281088
100,35671779200,33891139584,31604141696,32254513408,37094882048,33841511424,33871351936,30361590528,32484665728,33898820736,33794322944,38294192384,33472355200,36556146688,42589924608,34689267712,34361041152,38555888768,34632097792,31720443136,33478892160,34013573504,34889730816,38025738112,37114839680,34360144896,34380326400,35947214080,32758259712,34000824448,33849003008,34930254976,33813333376,37999153920,35597254784,32783127424,33919567360,34594597120,39326619776,30829288704
101,35672569728,33891852288,31604752000,32255160576,37095639808,33842048000,33872105600,30362274560,32485407104,33899480192,33795052032,38295027968,33473063808,36557019136,42590530816,34690365440,34361970944,38556519552,34632802304,31721430272,33479584384,34014564736,34890496768,38026721152,37115654784,34360923136,34380846592,35948082432,32758972416,34001668224,33849781248,34930939008,33814066560,38000038656,35598102656,32783795072,33920312832,34595264768,39327393920,30830136576
102,35673442176,33892532224,31605489280,32256073984,37096377088,33842879488,33872912512,30363147008,32486504832,33900430464,33795801600,38295834880,33474100096,36557789184,42591431936,34691139584,34362872064,38557166720,34633682944,31722016000,33480120960,34015375744,34891303680,38027429760,37116338816,34361558016,34381784576,35948684544,32759783424,34002536576,33850792960,34931750016,33814795648,38000968448,35599138944,32784548736,33921103360,34596051200,39328327808,30830836992
103,35674290048,33893261312,31606398592,32256794880,37097474816,33843358720,33873490048,30363761408,32486934912,33900901504,33796461056,38296760576,33474968448,36558690304,42592083200,34692216832,34363740416,38558071936,34634686464,31722925312,33480936064,34016321920,34892385024,38028425088,37117371008,34362668032,34382960128,35949638912,32760418304,34003429504,33851485184,34932536448,33815623040,38001894144,35600015488,32785253248,33921758720,34596772096,39328909440,30831742208
104,35674982272,33893883904,31607086720,32257474816,37098269440,33844026368,33874092160,30364543744,32488061312,33901806720,33797181952,38297354496,33475783552,36559357952,42592910592,34692679680,34364322048,38558506112,34635210752,31723605248,33481308800,34017096064,34892892928,38029363072,37118124672,34363327488,34383791616,35950327040,32761081856,34004256896,33852324864,34933343360,33816429952,38002746112,35600904320,32786088832,33922442752,34597468416,39329781888,30832606464
105,35675707264,33894637568,31607742080,32258261248,37098916608,33845103616,33874636928,30365059840,32488872320,33902539904,33798033920,38298124544,33476717440,36560386048,42593905920,34693642240,34365284608,38559325312,34635898880,31724453120,33482107520,34017878400,34893826816,38030227328,37118952064,34364036096,34384520704,35951224064,32761659392,34005100672,33853099008,34934084736,33817200000,38003626752,35601571968,32786846592,33923253760,34598181120,39330654336,30833380608
106,35676505984,33895522304,31608553088,32259137792,37099961088,33845783552,33875464320,30365793024,32489703808,33903330432,33798763008,38298833152,33477630848,36561258496,42594802944,34694432768,34366206208,38560107648,34636738560,31725546752,33482762880,34018808192,34894633728,38031046528,37119730304,34364748800,34385335808,35951895808,32762351616,34006063232,33854090240,34934871168,33818150272,38004478720,35602604160,32787579776,33923958272,34598877440,39331354752,30834216192
107,35677243264,33896353792,31609290368,32259993856,37100718848,33846516736,33876033664,30366395136,32490383744,33904112768,33799299584,38299586816,33478364032,36561901568,42595609856,34695215104,34366673152,38560623744,34637193216,31726185728,33483307648,34019664256,34895362816,38031812480,37120471680,34365522944,34386064896,35952530688,32763039744,34006874240,33855052800,34935841920,33818903936,38005486336,35603525760,32788407168,33924969984,34599848192,39332489344,30835121408
108,35678078848,33897086976,31610125952,32260731136,37101415168,33847344128,33877012608,30367337216,32491379072,33904796800,33800262144,38300344576,33479269248,36562827264,42596347136,34696390656,34367574272,38561213568,34638135296,31726931200,33484028544,34020614528,34896263936,38032897920,37121450624,34366206976,34386847232,35953300736,32763854848,34007816320,33855851520,34936509568,33819850112,38006260480,35604316288,32789599104,33925408256,34600483072,39333251200,30835784960
109,35678877568,33897955328,31610871424,32261591296,37102148352,33848241152,33877766272,30368316160,32492194176,33905628288,33801032192,38301237504,33480313728,36563650560,42597321984,34697111552,34368577792,38562192512,34638909440,31727914240,33484700288,34021310848,34896993024,38033692544,37122384512,34366936064,34387850752,35953968384,32764477440,34008733824,33856535552,34937320576,33820611968,38007055104,35605082240,32789885824,33926129152,34601163008,39334201472,30836768000
110,35679545216,33898684416,31611649664,32262127872,37102861056,33849019392,33878376576,30368897792,32492947840,33906144384,33801720320,38302097664,33481067392,36564502528,42598313216,34697828352,34369552640,38563073152,34639740928,31728897280,33485236864,34022211968,34897861376,38034605952,37123342976,34368111616,34388751872,35954828544,32765128704,34009729152,33857502208,34938094720,33821418880,38007960320,35606032512,32790811520,33926718976,34602031360,39335434368,30837611776
111,35680315264,33899458560,31612284544,32262979840,37103618816,33849854976,33879179392,30369659648,32493799808,33907045504,33802535424,38303006976,33482148736,36565338112,42599116032,34698508288,34370302208,38563753088,34640510976,31729622272,33485941376,34022928768,34898561792,38035306368,37124092544,34368963584,34389509632,35955643648,32765808640,34010339456,33858329600,34938905728,33822197120,38008746752,35606839424,32791516032,33927456256,34602637568,39335790720,30838439168
112,35681134464,33900183552,31613140608,32263606528,37104519936,33850682368,33879867520,30370306816,32494508416,33907651712,33803170304,38303830272,33483021184,36566038528,42599890176,34699311104,34371166464,38564519040,34641334272,31730572544,33486568064,34023698816,34899270400,38036256640,37124985472,34369639424,34390316544,35956372736,32766427136,34011261056,33859177472,34939577472,33823016320,38009631488,35607777408,32792331136,33928365568,34603428096,39336777856,30839393536
113,35682109312,33900851200,31613951616,32264556800,37105523456,33851411456,33880834176,30371064576,32495458688,33908610176,33804034560,38304702720,33483983744,36566951936,42600639744,34700302336,34372051200,38565493888,34642264064,31731473664,33487231616,34024518016,34900011776,38036952960,37125882496,34370495488,34391213568,35957024000,32766926848,34012080256,33859861504,34940310656,33823610240,38010352384,35608551552,32793027456,33928996352,34604038400,39337552000,30840020224
114,35682686848,33901793280,31614828160,32265396480,37106477824,33852066816,33881686144,30371912448,32496204160,33909298304,33804718592,38305464576,33484811136,36567734272,42601360640,34701039616,34372677888,38565993600,34642890752,31732071680,33487899264,34025427328,34900704000,38038116224,37126705792,34371056640,34391995904,35957724416,32767795200,34012891264,33860750336,34941232256,33824515456,38011417344,35609309312,32793813888,33929704960,34604804352,39338260608,30840614144
115,35683653504,33902485504,31615655552,32265982208,37107030784,33852853248,33882321024,30372543232,32497224064,33910142080,33805439488,38306255104,33485613952,36568467456,42602417408,34701764608,34373415168,38566534272,34643582976,31732894976,33488775808,34026303872,34901535488,38038992768,37127742080,34372097024,34392983040,35958445312,32768561152,34013915264,33861491712,34942043264,33825256832,38012330752,35610083456,32794522496,33930405376,34605373696,39339014272,30841724160
116,35684530048,33903038464,31616687744,32266948864,37107960576,33853463552,33883099264,30373174016,32498006400,33910908032,33806270976,38307324160,33486674816,36569466880,42602851584,34702612480,34374209792,38567398528,34644635648,31733800192,33489422976,34027299200,34902117120,38039914368,37128430208,34372948992,34393839104,35959166208,32769310720,34014718080,33862446080,34942723200,33826121088,38013350656,35611005056,32795210624,33931335168,34606278912,39339759744,30842588416
117,35685496704,33904160768,31617572480,32267841792,37109046016,33854569472,33883840640,30373890816,32499067264,33911362688,33807122944,38308249856,33487760256,36570425344,42603920640,34703579136,34375139584,38568123520,34645254144,31734594816,33490057856,34028097920,34903112448,38040815488,37129114240,34373796864,34394641920,35959911680,32770088960,34015643776,33863199744,34943415424,33826948480,38014223104,35611680896,32796115840,33932170752,34607048960,39340660864,30843350272
118,35686418304,33905012736,31618268800,32268808448,37109746432,33855499264,33884545152,30374738688,32499861888,33912018048,33807790592,38309032192,33488534400,36571142144,42604621056,34704267264,34375971072,38568709248,34645917696,31735434496,33490762368,34028994944,34903849728,38041462656,37130089088,34374538240,34395624960,35960661248,32770486272,34016397440,33863945216,34944156800,33827726720,38015226624,35612487808,32796898176,33932785152,34607573248,39341508736,30844194048
119,35687229312,33905713152,31618973312,32269381888,37110500096,33856154624,33885122688,30375254784,32500607360,33912824960,33808556544,38309949696,33489427328,36572076032,42605395200,34705053696,34376749312,38569479296,34646818816,31736200448,33491430016,34029814144,34904644352,38042503040,37130879616,34375291904,34396407296,35961443584,32771264512,34017249408,33864846336,34945008768,33828615552,38016238336,35613532288,32797840256,33933596160,34608400640,39342352512,30845152512
120,35688228736,33906479104,31619829376,32270135552,37111433984,33857051648,33885716608,30375983872,32501295488,33913975936,33809383936,38310830336,33490426752,36572878848,42606255360,34706040832,34377740544,38570318976,34647580672,31737138432,33491962496,34030686592,34905357056,38043694976,37131829888,34376168448,34397234688,35962172672,32772067328,34018228352,33865714688,34945860736,33829356928,38016852736,35614130304,32798475136,33934349824,34609154304,39343179904,30845975808
121,35688937344,33907183616,31620611712,32271040768,37112605440,33857932288,33886498944,30376663808,32501959040,33914713216,33810158080,38311780608,33491258240,36573759488,42607033600,34706868224,34378555648,38570773632,34648453120,31737842944,33492667008,34031468928,34906155776,38044333952,37132694144,34376893440,34397787648,35962938624,32772759552,34019166336,33866693632,34946630784,33830270336,38017893120,35615072384,32799261568,33935058432,34609768704,39344044160,30846807296
122,35689854848,33907912704,31621226112,32271872256,37113072384,33858407424,33887391872,30377483008,32502552960,33915520128,33810932224,38312595712,33492306816,36574656512,42608061696,34707638272,34379378944,38571764864,34649526272,31738764544,33493387904,34032308608,34907110144,38045296512,37133365888,34377638912,34398787072,35963512064,32773484544,34019793024,33867607040,34947609728,33831040384,38018769664,35615883392,32800146304,33935775232,34610579712,39344932992,30847507712
123,35690612608,33908703232,31622151808,32272695552,37113924352,33859161088,33888256128,30378330880,32503368064,33916093568,33811829248,38313398528,33493277568,36575516672,42608995584,34708543488,34380079360,38572694656,34650374144,31739710720,33494067840,34033201536,34907831040,38046152576,37134164608,34378523648,34399688192,35964355840,32774197248,34020710528,33868614656,34948576384,33832019328,38019805952,35616977024,32800994176,33936717312,34611271936,39345813632,30848511232
124,35691333504,33909366784,31622708864,32273420544,37114534656,33859816448,33888600192,30378814208,32503884160,33916634240,33812668928,38314135808,33494354816,36576503808,42609696000,34709317632,34380976384,38573456512,34651095040,31740620032,33494645376,34034221440,34908560128,38047008640,37135299200,34379400192,34400392704,35965011200,32774881280,34021480576,33869470720,34949129344,33832994176,38020539136,35617648768,32801948544,33937446400,34612160768,39346571392,30849473792
125,35692152704,33910116352,31623270016,32274108672,37115480832,33860545536,33889493120,30379727616,32504650112,33917604992,33813463552,38315229440,33495354240,36577536000,42610572544,34710255616,34382168320,38574111872,34651799552,31741574400,33495251584,34035011968,34909199104,38047750016,37136151168,34380030976,34400957952,35965621504,32775487488,34022258816,33870367744,34950005888,33833616768,38021477120,35618369664,32802767744,33938281984,34612803840,39347325056,30850325760
126,35692885888,33910935552,31624121984,32274862336,37116381952,33861389312,33890242688,30380292864,32505489792,33918461056,33814237696,38315913472,33496243072,36578326528,42611543296,34710935552,34382881024,38574976128,34652626944,31742504192,33495775872,34035814784,34909854464,38048835456,37136958080,34380837888,34401945088,35966452992,32776253440,34023094400,33871338496,34950923392,33834591616,38022406912,35619471488,32803705728,33939203584,34613541120,39348234368,30851276032
127,35693590400,33911660544,31625051776,32275620096,37117045504,33862245376,33890861184,30380944128,32506571136,33919202432,33815015936,38316761344,33497041792,36579059712,42612436224,34711787520,34383606016,38575594624,34653523968,31743122688,33496296064,34036625792,34910509824,38049544064,37137711744,34381468672,34402711040,35966981376,32776646656,34023610496,33872169984,34951705728,33835283840,38023426816,35620044928,32804713344,33939826176,34614257920,39349069952,30852087040
128,35694331776,33912459264,31625604736,32276332800,37117778688,33862769664,33891278976,30381808384,32507193728,33919792256,33815659008,38317519104,33497910144,36579940352,42613185792,34712496128,34384392448,38576266368,34654269440,31743925504,33496984192,34037473664,34911382272,38050330496,37138436736,34382029824,34403366400,35967530240,32777322496,34024736896,33873206272,34952619136,33836012928,38023996160,35621044352,32805131136,33940493824,34615011584,39349872768,30853180672
129,35695044480,33913409536,31626481280,32277156096,37118622464,33863519232,33892085888,30382263040,32508066176,33920586880,33816367616,38318272768,33498606464,36580595712,42613779712,34713114624,34385076480,38576761984,34654818304,31744630016,33497557632,34038129024,34911980288,38051047296,37139202688,34382840832,34404165120,35968341248,32777867264,34025220224,33874127872,34953385088,33837008256,38025020160,35621806208,32806036352,33941358080,34615785728,39350659200,30854094080
130,35695904640,33914085376,31627136640,32277741824,37119433472,33864272896,33892958336,30382824192,32508832128,33921365120,33817121280,38319100160,33499405184,36581443584,42614660352,34714052608,34385924352,38577454208,34655559680,31745461504,33498258048,34039189888,34912824064,38051833728,37140091520,34383754240,34404992512,35969176832,32778514432,34025961600,33875069952,34954318976,33837958528,38025929472,35623010432,32806998912,33942189568,34616674560,39351568512,30855200000
131,35696748416,33914908672,31627996800,32278647040,37120092928,33864993792,33893687424,30383692544,32509749632,33922299008,33817772544,38319898880,33500269440,36582008832,42615229696,34714843136,34386682112,38578384000,34656206848,31746268416,33498831488,34039947648,34913458944,38052575104,37140947584,34384417792,34405672448,35969651968,32779059200,34026875008,33876016128,34955220096,33838765440,38026978048,35623751808,32807879552,33943205376,34617600256,39352305792,30856101120
132,35697563520,33915674624,31628762752,32279478528,37120867072,33865907200,33894662272,30384503552,32510867840,33923142784,33818432000,38320660736,33501158272,36582778880,42616274176,34715715584,34387693824,38579014784,34657148928,31747079424,33499540096,34040701312,34914233088,38053455744,37141811840,34385179648,34406450688,35970360576,32779563008,34027595904,33876806656,34955998336,33839605120,38027924224,35624722560,32808706944,33943897600,34618390784,39353276544,30857104640
133,35698464640,33916399616,31629717120,32280281344,37121665792,33866775552,33895428224,30385339136,32511592832,33923941504,33819431424,38321553664,33502141312,36583671808,42617314560,34716575744,34388361472,38579711104,34657751040,31748345088,33500056192,34041536896,34914929408,38054135680,37142569600,34385978368,34407093760,35971032320,32780447744,34028300416,33877531648,34956641408,33840141696,38028645120,35625443456,32809464704,33944737280,34619099392,39354128512,30857952512
134,35699517312,33917480960,31630790272,32281276672,37122525952,33867639808,33896108160,30386072320,32512739712,33924895872,33819992576,38322368768,33503050624,36584437760,42617908480,34717394944,34389221632,38580391040,34658529280,31748869376,33500695168,34042364288,34915760896,38055016320,37143347840,34386736128,34408052224,35971777792,32780963840,34029123712,33878453248,34957505664,33841059200,38029419264,35626377344,32810447744,33945613824,34619812096,39355005056,30858931456
135,35700139904,33918185472,31631421056,32281948416,37123349248,33868508160,33897070720,30386948864,32513694080,33925653632,33820791296,38323147008,33504029568,36585359360,42618752256,34718062592,34390073600,38581144704,34659328000,31749434624,33501276800,34043187584,34916444928,38055860096,37144183424,34387538944,34408576512,35972506880,32781570048,34030073984,33879395328,34958169216,33841735040,38030373632,35627257984,32811135872,33946289664,34620492032,39355746432,30859631872
136,35701012352,33919094784,31632432768,32282697984,37124315904,33869163520,33897664640,30387612416,32514435456,33926222976,33821532672,38323851520,33504963456,36586350592,42619616512,34719111168,34390937856,38581853312,34660118528,31750536448,33501936256,34044076416,34917292800,38056605568,37144846976,34388284416,34409563648,35973129472,32782245888,34030954624,33880157184,34959025280,33842656640,38031094528,35628011648,32811729792,33946904064,34621278464,39356680320,30860696832
137,35701954432,33919848448,31633079936,32283500800,37125171968,33870031872,33898295424,30388361984,32515160448,33927099520,33822077440,38324658432,33505815424,36586973184,42620333312,34719770624,34391425280,38582561920,34660630528,31751138560,33502378624,34044772736,34917935872,38057342848,37145576064,34388780032,34410124800,35973727488,32782852096,34031634560,33881250816,34959914112,33843271040,38031966976,35628908672,32812688256,33948071424,34622400768,39357585536,30861561088
138,35702933376,33920704512,31634022016,32284344576,37126208256,33871043584,33899081856,30388947712,32516086144,33928033408,33822781952,38325473536,33506859904,36587890688,42621082880,34720602112,34392449280,38583270528,34661408768,31751974144,33503083136,34045690240,34918812416,38058370944,37146436224,34389771264,34411005440,35974608128,32783433728,34032621696,33882213376,34960680064,33844368768,38032757504,35629908096,32813458304,33948726784,34622920960,39358584960,30862318848
139,35703629696,33921327104,31634828928,32285135104,37127011072,33871772672,33899757696,30389717760,32516708736,33928582272,33823437312,38326178048,33507511168,36588591104,42621955328,34721282048,34393088256,38584020096,34662182912,31752920320,33503767168,34046353792,34919623424,38059108224,37147284096,34390406144,34411656704,35975243008,32784252928,34033526912,33883126784,34961323136,33845360000,38033691392,35630715008,32814297984,33949373952,34623564032,39359383680,30863215872
140,35704510336,33922113536,31635586688,32285769984,37127731968,33872456704,33900552320,30390565632,32517589376,33929237632,33824223744,38327075072,33508559744,36589414400,42622631168,34722019328,34393997568,38584568960,34662805504,31754075392,33504475776,34047443328,34920332032,38060070784,37148336768,34391168000,34412537344,35975890176,32784707584,34034280576,33884036096,34962289792,33846068608,38034703104,35631558784,32815129472,33950139904,34624583936,39360313472,30864243968
141,35705325440,33922973696,31636016768,32286896384,37128502016,33873263616,33901310080,30391155456,32518355328,33930306688,33824862720,38328099072,33509510016,36590319616,42623593728,34722961408,34394800384,38585404544,34663575552,31754632448,33505147520,34048160128,34920971008,38060910464,37149094528,34392011776,34413422080,35976623360,32785444864,34035067008,33884679168,34962961536,33846785408,38035444480,35632341120,32815653760,33951065600,34625276160,39360931968,30864870656
142,35706132352,33923645440,31636872832,32287617280,37129407232,33874267136,33902284928,30392150784,32519338368,33931220096,33825591808,38328836352,33510484864,36591110144,42624568576,34723944448,34395709696,38586109056,34664624128,31755341056,33505884800,34048946560,34921851648,38061860736,37150093952,34392876032,34414044672,35977471232,32786206720,34036025472,33885690880,34963641472,33847563648,38036210432,35633041536,32816403328,33951626752,34625816832,39361706112,30865640704
143,35706947456,33924554752,31637610112,32288432384,37130201856,33874942976,33902768256,30392822528,32520014208,33931777152,33826329088,38329573632,33511230336,36592027648,42625264896,34724640768,34396320000,38586748032,34665263104,31756127488,33506560640,34050007424,34922564352,38062708608,37150802560,34393551872,34415019520,35978200320,32786841600,34036988032,33886448640,34964374656,33848333696,38037148416,35633930368,32817308544,33952421376,34626619648,39362558080,30866500864
144,35707475840,33925189632,31638302336,32289255680,37130836736,33875753984,33903378560,30393236224,32520837504,33932403840,33827017216,38330466560,33512098688,36592822272,42625948928,34725410816,34397036800,38587370624,34666082304,31756967168,33507216000,34050974080,34923313920,38063548288,37151638144,34394100736,34415810048,35978904832,32787386368,34037692544,33887378432,34965222528,33849230720,38038074112,35634806912,32818197376,33953068544,34627336448,39363291264,30867336448
145,35708323712,33925988352,31638933120,32289947904,37131557632,33876564992,33904132224,30394084096,32521746816,33933153408,33827713536,38331343104,33513069440,36593715200,42626821376,34726287360,34397937920,38588103808,34666811392,31757757696,33507895936,34051903872,34924129024,38064543616,37152748160,34395333632,34416559616,35979887872,32788127744,34038700160,33888148480,34965980288,33850074496,38039266048,35635613824,32819069824,33953986048,34628139264,39364196480,30868475136
146,35709306752,33926725632,31639658112,32290971904,37132589824,33877277696,33904799872,30394878720,32522738048,33934083200,33828381184,38332178688,33513909120,36594399232,42627632384,34727004160,34398793984,38589062272,34667638784,31758753024,33508387456,34052686208,34924833536,38065284992,37153497728,34395988992,34417391104,35980391680,32788725760,34039494784,33889020928,34966754432,33850881408,38039978752,35636453504,32820085632,33954661888,34628851968,39364991104,30869159168
147,35710084992,33927278592,31640489600,32291705088,37133335296,33877949440,33905508480,30395443968,32523454848,33934693504,33829122560,38332862720,33514814336,36595312640,42628488448,34727958528,34399465728,38589664384,34668371968,31759478016,33509210752,34053607808,34925906688,38066128768,37154493056,34396832768,34418234880,35981350144,32789528576,34040469632,33889840128,34967508096,33851549056,38040941312,35637313664,32820773760,33955337728,34629605632,39365843072,30870080768
148,35711088512,33928241152,31641316992,32292499712,37134244608,33878916096,33906208896,30396238592,32524339584,33935701120,33830027776,38333612288,33515838336,36596295680,42629184768,34728728576,34400198912,38590528640,34669068288,31760448768,33509849728,34054476160,34926701312,38066849664,37155435136,34397615104,34418996736,35981980928,32790130688,34041145472,33890585600,34968380544,33852478848,38041694976,35638251648,32821425024,33956165120,34630490368,39366674560,30871284992
149,35711866752,33929035776,31641964160,32293437696,37135428352,33879821312,33906827392,30397061888,32525224320,33936508032,33830703616,38334529792,33516673920,36597102592,42629905664,34729461760,34401153280,38591147136,34669789184,31761468672,33510578816,34055295360,34927495936,38067816320,37155947136,34398413824,34419824128,35982603520,32790941696,34042148992,33891441664,34969351296,33853318528,38042530560,35639124096,32822158208,33957033472,34631158016,39367256192,30871850240
150,35712583552,33929871360,31643008640,32294195456,37136030464,33880538112,33907638400,30397901568,32526035328,33937200256,33831494144,38335361280,33517570944,36598016000,42630741248,34730366976,34401931520,38591900800,34670608384,31762169088,33511168640,34056147328,34928278272,38068873088,37156901504,34399179776,34420590080,35983332608,32791515136,34042988672,33892518912,34970125440,33854219648,38043403008,35639681152,32822985600,33957754368,34631727360,39367997568,30872669440
151,35713460096,33930670080,31643733632,32294928640,37136812800,33881472000,33908301952,30398896896,32526567808,33938109568,33832260096,38336397568,33518279552,36598999040,42631699712,34731169792,34403041536,38592547968,34671407104,31763082496,33511840384,34056978816,34929007360,38069659520,37157884544,34399884288,34421409280,35984180480,32792322048,34043963520,33893567488,34970915968,33855079808,38044496640,35640643712,32823968640,33958774272,34632796416,39369074816,30874131712
152,35714230144,33931362304,31644589696,32295768320,37137693440,33882176512,33909002368,30399396608,32527432064,33938891904,33832890880,38337069312,33519426432,36599801856,42632383744,34731964416,34403795200,38593227904,34672316416,31763864832,33512524416,34057777536,34929765120,38070585216,37158793856,34400736256,34422416896,35984844032,32792838144,34044868736,33894374400,34971829376,33855903104,38045180672,35641471104,32824718208,33959355904,34633496832,39369672832,30874897664
153,35715114880,33932361728,31645470336,32296739072,37138537216,33883003904,33909796992,30400281344,32528439680,33939637376,33833472512,38337790208,33520331648,36600526848,42633227520,34732763136,34404495616,38593862784,34672922624,31764655360,33513056896,34058764672,34930572032,38071572352,37159408256,34401465344,34423141888,35985700096,32793456640,34045671552,33895312384,34972505216,33856779648,38046192384,35642372224,32825607040,33960502784,34634246400,39370446976,30875897088
154,35715835776,33933107200,31646211712,32297398528,37139479296,33883749376,33910583424,30400797440,32529348992,33940329600,33834168832,38338633984,33521462144,36601395200,42633878784,34733471744,34405265664,38594706560,34673778688,31765544192,33513593472,34059518336,34931247872,38072354688,37160374912,34402169856,34423944704,35986224384,32794050560,34046617728,33896303616,34973234304,33857607040,38047142656,35643228288,32826561408,33961338368,34634918144,39371131008,30876704000
155,35716355968,33933914112,31646867072,32298074368,37140253440,33884367872,33911238784,30401489664,32529983872,33940964480,33834824192,38339318016,33522285440,36602185728,42634722560,34734282752,34405953792,38595419264,34674618368,31766207744,33514228352,34060448128,34931964672,38073141120,37161202304,34402898944,34424641024,35987125504,32794714112,34047264896,33897229312,34974196864,33858569600,38047830784,35644072064,32827270016,33961780736,34635675904,39371950208,30877637888
156,35717605248,33934753792,31647792768,32299061504,37141220096,33885350912,33912098944,30402657024,32530798976,33941857408,33835553280,38340145408,33523170176,36603033600,42635476224,34735048704,34406854912,38596131968,34675482624,31767096576,33514789504,34061361536,34932706048,38074124160,37162119808,34403755008,34425382400,35987756288,32795312128,34048026752,33898122240,34975220864,33859478912,38048768768,35644854400,32828167040,33962493440,34636445952,39372834944,30878977280
