op_in_bytes,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
93,41501847212,35592225207,42097959642,33926993599,43291886526,39266093538,41017087531,37862456017,37886141573,43959674147,40643886841,53164274650,42062249765,37968168547,57183126234,46446638041,38856829897,43184627882,37976244185,37255929945,47342074270,38543788200,44286731365,46689880904,46862887601,41508461253,43575026773,38326642058,42330215787,38784769569,39465547140,47328675709,46262083700,41729642144,39607506072,38979018132,36105326873,36735290338,52220157022,34166263415
94,41502690988,35593032119,42098983642,33927694015,43293000638,39266998754,41017968171,37863324369,37887038597,43960718627,40644591353,53165118426,42063249189,37969012323,57183646426,46447625177,38857731017,43185279146,37977292761,37256814681,47342639518,38544521384,44287505509,46690708296,46863465137,41509202629,43575649365,38327170442,42330846571,38785453601,39466407300,47329511293,46262788212,41730330272,39608312984,38979755412,36106256665,36736150498,52220546142,34167180919
95,41503407788,35593851319,42099741402,33928361663,43293582270,39268166114,41018557995,37864147665,37887927429,43961242915,40645246713,53165794266,42064039717,37969835619,57184625370,46448075737,38858435529,43185901738,37978013657,37257568345,47343294878,38545344680,44288304229,46691560264,46864317105,41509821125,43576489045,38327965066,42331489643,38786620961,39467427204,47330170749,46263693428,41731559072,39609308312,38980623764,36106965273,36737014754,52221365342,34168159863
96,41504296620,35594654135,42100687578,33929148095,43294471102,39268817378,41019528747,37864843985,37888742533,43962209571,40645947129,53166781402,42065076005,37970708067,57185678042,46449116121,38859357129,43186806954,37978759129,37258412121,47343802782,38546012328,44288939109,46692338504,46864972465,41510529733,43577275477,38328604042,42331993451,38787223073,39468402052,47331112829,46264492148,41732402848,39610082456,38981197204,36108001561,36737915874,52222331998,34169044599
97,41505033900,35595358647,42101547738,33929975487,43295245246,39269485026,41020061227,37865728721,37889737861,43962873123,40646778617,53167449050,42066054949,37971719779,57186591450,46449832921,38860131273,43187609770,37979602905,37259399257,47344429470,38546852008,44289680485,46693161800,46865762993,41511353029,43578131541,38329304458,42332689771,38787956257,39469409668,47331919741,46265393268,41733152416,39611040920,38981922196,36108787993,36738649058,52223417438,34170015351
98,41505607340,35596059063,42102035162,33930622655,43295830974,39270320610,41020765739,37866494673,37890438277,43963430179,40647687929,53168436186,42066964261,37972649571,57187508954,46450717657,38861147081,43188322474,37980438489,37260152921,47345052062,38547712168,44290425957,46694173512,46866680497,41512151749,43578950741,38330029450,42333451627,38788767265,39470278020,47332665213,46266228852,41734033056,39611839640,38982938004,36109549849,36739337186,52223917150,34170793591
99,41506406060,35596808631,42102780634,33931343551,43296465854,39270988258,41021507115,37867051729,37891003525,43964069155,40648412921,53169206234,42067988261,37973431907,57188344538,46451586009,38861900745,43189121194,37981470681,37261058137,47345605022,38548502696,44291023973,46694898504,46867520177,41512905413,43579688021,38330836362,42334078315,38789496353,39471076740,47333541757,46267019380,41734868640,39612634264,38983658900,36110467353,36739935202,52224560222,34171526775
100,41507200684,35597631927,42103866074,33932129983,43297452990,39271889378,41022219819,37867887313,37891634309,43964871971,40649060089,53170033626,42068852517,37974234723,57189163738,46452204505,38862846921,43189715114,37982191577,37261848665,47346174366,38549297320,44291802213,46695713608,46868249265,41513609925,43580576853,38331483530,42334807403,38790446625,39471986052,47334487933,46267744372,41735524000,39613224088,38984576404,36111122713,36740742114,52225571934,34172534391
101,41507991212,35598344631,42104476378,33932777151,43298210750,39272425954,41022973483,37868571345,37892375685,43965531427,40649789177,53170869210,42069561125,37975107171,57189769946,46453302233,38863776713,43190345898,37982896089,37262835801,47346866590,38550288552,44292568165,46696696648,46869064369,41514388165,43581097045,38332351882,42335520107,38791290401,39472764292,47335171965,46268477556,41736408736,39614071960,38985244052,36111868185,36741409762,52226346078,34173382263
102,41508863660,35599024567,42105213658,33933690559,43298948030,39273257442,41023780395,37869443793,37893473413,43966481699,40650538745,53171676122,42070597413,37975877219,57190671066,46454076377,38864677833,43190993066,37983776729,37263421529,47347403166,38551099560,44293375077,46697405256,46869748401,41515023045,43582035029,38332953994,42336331115,38792158753,39473776004,47335982973,46269206644,41737338528,39615108248,38985997716,36112658713,36742196194,52227279966,34174082679
103,41509711532,35599753655,42106122970,33934411455,43300045758,39273736674,41024357931,37870058193,37893903493,43966952739,40651198201,53172601818,42071465765,37976778339,57191322330,46455153625,38865546185,43191898282,37984780249,37264330841,47348218270,38552045736,44294456421,46698400584,46870780593,41516133061,43583210581,38333908362,42336965995,38793051681,39474468228,47336769405,46270034036,41738264224,39615984792,38986702228,36113314073,36742917090,52227861598,34174987895
104,41510403756,35600376247,42106811098,33935091391,43300840382,39274404322,41024960043,37870840529,37895029893,43967857955,40651919097,53173195738,42072280869,37977445987,57192149722,46455616473,38866127817,43192332458,37985304537,37265010777,47348591006,38552819880,44294964325,46699338568,46871534257,41516792517,43584042069,38334596490,42337629547,38793879073,39475307908,47337576317,46270840948,41739116192,39616873624,38987537812,36113998105,36743613410,52228734046,34175852151
105,41511128748,35601129911,42107466458,33935877823,43301487550,39275481570,41025504811,37871356625,37895840901,43968591139,40652771065,53173965786,42073214757,37978474083,57193145050,46456579033,38867090377,43193151658,37985992665,37265858649,47349389726,38553602216,44295898213,46700202824,46872361649,41517501125,43584771157,38335493514,42338207083,38794722849,39476082052,47338317693,46271610996,41739996832,39617541272,38988295572,36114809113,36744326114,52229606494,34176626295
106,41511927468,35602014647,42108277466,33936754367,43302532030,39276161506,41026332203,37872089809,37896672389,43969381667,40653500153,53174674394,42074128165,37979346531,57194042074,46457369561,38868011977,43193933994,37986832345,37266952281,47350045086,38554532008,44296705125,46701022024,46873139889,41518213829,43585586261,38336165258,42338899307,38795685409,39477073284,47339104125,46272561268,41740848800,39618573464,38989028756,36115513625,36745022434,52230306910,34177461879
107,41512664748,35602846135,42109014746,33937610431,43303289790,39276894690,41026901547,37872691921,37897352325,43970164003,40654036729,53175428058,42074861349,37979989603,57194848986,46458151897,38868478921,43194450090,37987287001,37267591257,47350589854,38555388072,44297434213,46701787976,46873881265,41518987973,43586315349,38336800138,42339587435,38796496417,39478035844,47340074877,46273314932,41741856416,39619495064,38989856148,36116525337,36745993186,52231441502,34178367095
108,41513500332,35603579319,42109850330,33938347711,43303986110,39277722082,41027880491,37873634001,37898347653,43970848035,40654999289,53176185818,42075766565,37980915299,57195586266,46459327449,38869380041,43195039914,37988229081,37268336729,47351310750,38556338344,44298335333,46702873416,46874860209,41519672005,43587097685,38337570186,42340402539,38797438497,39478834564,47340742525,46274261108,41742630560,39620285592,38991048084,36116963609,36746628066,52232203358,34179030647
109,41514299052,35604447671,42110595802,33939207871,43304719294,39278619106,41028634155,37874612945,37899162757,43971679523,40655769337,53177078746,42076811045,37981738595,57196561114,46460048345,38870383561,43196018858,37989003225,37269319769,47351982494,38557034664,44299064421,46703668040,46875794097,41520401093,43588101205,38338237834,42341025131,38798356001,39479518596,47341553533,46275022964,41743425184,39621051544,38991334804,36117684505,36747308002,52233153630,34180013687
110,41514966700,35605176759,42111374042,33939744447,43305431998,39279397346,41029244459,37875194577,37899916421,43972195619,40656457465,53177938906,42077564709,37982590563,57197552346,46460765145,38871358409,43196899498,37989834713,37270302809,47352519070,38557935784,44299932773,46704581448,46876752561,41521576645,43589002325,38339097994,42341676395,38799351329,39480485252,47342327677,46275829876,41744330400,39622001816,38992260500,36118274329,36748176354,52234386526,34180857463
111,41515736748,35605950903,42112008922,33940596415,43306189758,39280232930,41030047275,37875956433,37900768389,43973096739,40657272569,53178848218,42078646053,37983426147,57198355162,46461445081,38872107977,43197579434,37990604761,37271027801,47353223582,38558652584,44300633189,46705281864,46877502129,41522428613,43589760085,38339913098,42342356331,38799961633,39481312644,47343138685,46276608116,41745116832,39622808728,38992965012,36119011609,36748782562,52234742878,34181684855
112,41516555948,35606675895,42112864986,33941223103,43307090878,39281060322,41030735403,37876603601,37901476997,43973702947,40657907449,53179671514,42079518501,37984126563,57199129306,46462247897,38872972233,43198345386,37991428057,37271978073,47353850270,38559422632,44301341797,46706232136,46878395057,41523104453,43590566997,38340642186,42342974827,38800883233,39482160516,47343806333,46277427316,41746001568,39623746712,38993780116,36119920921,36749573090,52235730014,34182639223
113,41517530796,35607343543,42113675994,33942173375,43308094398,39281789410,41031702059,37877361361,37902427269,43974661411,40658771705,53180543962,42080481061,37985039971,57199878874,46463239129,38873856969,43199320234,37992357849,37272879193,47354513822,38560241832,44302083173,46706928456,46879292081,41523960517,43591464021,38341293450,42343474539,38801702433,39482844548,47344543613,46278021236,41746722464,39624520856,38994476436,36120551705,36750183394,52236504158,34183265911
114,41518108332,35608285623,42114552538,33943013055,43309048766,39282444770,41032554027,37878209233,37903172741,43975349539,40659455737,53181305818,42081308453,37985822307,57200599770,46463976409,38874483657,43199819946,37992984537,37273477209,47355181470,38561151144,44302775397,46708091720,46880115377,41524521669,43592246357,38341993866,42344342891,38802513441,39483733380,47345465213,46278926452,41747787424,39625278616,38995262868,36121260313,36750949346,52237212766,34183859831
115,41519074988,35608977847,42115379930,33943598783,43309601726,39283231202,41033188907,37878840017,37904192645,43976193315,40660176633,53182096346,42082111269,37986555491,57201656538,46464701401,38875220937,43200360618,37993676761,37274300505,47356058014,38562027688,44303606885,46708968264,46881151665,41525562053,43593233493,38342714762,42345108843,38803537441,39484474756,47346276221,46279667828,41748700832,39626052760,38995971476,36121960729,36751518690,52237966430,34184969847
116,41519951532,35609530807,42116412122,33944565439,43310531518,39283841506,41033967147,37879470801,37904974981,43976959267,40661008121,53183165402,42083172133,37987554915,57202090714,46465549273,38876015561,43201224874,37994729433,37275205721,47356705182,38563023016,44304188517,46709889864,46881839793,41526414021,43594089557,38343435658,42345858411,38804340257,39485429124,47346956157,46280532084,41749720736,39626974360,38996659604,36122890521,36752423906,52238711902,34185834103
117,41520918188,35610653111,42117296858,33945458367,43311616958,39284947426,41034708523,37880187601,37906035845,43977413923,40661860089,53184091098,42084257573,37988513379,57203159770,46466515929,38876945353,43201949866,37995347929,37276000345,47357340062,38563821736,44305183845,46710790984,46882523825,41527261893,43594892373,38344181130,42346636651,38805265953,39486182788,47347648381,46281359476,41750593184,39627650200,38997564820,36123726105,36753193954,52239613022,34186595959
118,41521839788,35611505079,42117993178,33946425023,43312317374,39285877218,41035413035,37881035473,37906830469,43978069283,40662527737,53184873434,42085031717,37989230179,57203860186,46467204057,38877776841,43202535594,37996011481,37276840025,47358044574,38564718760,44305921125,46711438152,46883498673,41528003269,43595875413,38344930698,42347033963,38806019617,39486928260,47348389757,46282137716,41751596704,39628457112,38998347156,36124340505,36753718242,52240460894,34187439735
119,41522650796,35612205495,42118697690,33946998463,43313071038,39286532578,41035990571,37881551569,37907575941,43978876195,40663293689,53185790938,42085924645,37990164067,57204634330,46467990489,38878555081,43203305642,37996912601,37277605977,47358712222,38565537960,44306715749,46712478536,46884289201,41528756933,43596657749,38345713034,42347812203,38806871585,39487829380,47349241725,46283026548,41752608416,39629501592,38999289236,36125151513,36754545634,52241304670,34188398199
120,41523650220,35612971447,42119553754,33947752127,43314004926,39287429602,41036584491,37882280657,37908264069,43980027171,40664121081,53186671578,42086924069,37990966883,57205494490,46468977625,38879546313,43204145322,37997674457,37278543961,47359244702,38566410408,44307428453,46713670472,46885239473,41529633477,43597485141,38346442122,42348615019,38807850529,39488697732,47350093693,46283767924,41753222816,39630099608,38999924116,36125905177,36755299298,52242132062,34189221495
121,41524358828,35613675959,42120336090,33948657343,43315176382,39288310242,41037366827,37882960593,37908927621,43980764451,40664895225,53187621850,42087755557,37991847523,57206272730,46469805017,38880361417,43204599978,37998546905,37279248473,47359949214,38567192744,44308227173,46714309448,46886103729,41530358469,43598038101,38347208074,42349307243,38808788513,39489676676,47350863741,46284681332,41754263200,39631041688,39000710548,36126613785,36755913698,52242996318,34190052983
122,41525276332,35614405047,42120950490,33949488831,43315643326,39288785378,41038259755,37883779793,37909521541,43981571363,40665669369,53188436954,42088804133,37992744547,57207300826,46470575065,38881184713,43205591210,37999620057,37280170073,47360670110,38568032424,44309181541,46715272008,46886775473,41531103941,43599037525,38347781514,42350032235,38809415201,39490590084,47351842685,46285451380,41755139744,39631852696,39001595284,36127330585,36756724706,52243885150,34190753399
123,41526034092,35615195575,42121876186,33950312127,43316495294,39289539042,41039124011,37884627665,37910336645,43982144803,40666566393,53189239770,42089774885,37993604707,57208234714,46471480281,38881885129,43206521002,38000467929,37281116249,47361350046,38568925352,44309902437,46716128072,46887574193,41531988677,43599938645,38348625290,42350744939,38810332705,39491597700,47352809341,46286430324,41756176032,39632946328,39002443156,36128272665,36757416930,52244765790,34191756919
124,41526754988,35615859127,42122433242,33951037119,43317105598,39290194402,41039468075,37885110993,37910852741,43982685475,40667406073,53189977050,42090852133,37994591843,57208935130,46472254425,38882782153,43207282858,38001188825,37282025561,47361927582,38569945256,44310631525,46716984136,46888708785,41532865221,43600643157,38349280650,42351428971,38811102753,39492453764,47353362301,46287405172,41756909216,39633618072,39003397524,36129001753,36758305762,52245523550,34192719479
125,41527574188,35616608695,42122994394,33951725247,43318051774,39290923490,41040361003,37886024401,37911618693,43983656227,40668200697,53191070682,42091851557,37995624035,57209811674,46473192409,38883974089,43207938218,38001893337,37282979929,47362533790,38570735784,44311270501,46717725512,46889560753,41533496005,43601208405,38349890954,42352035179,38811880993,39493350788,47354238845,46288027764,41757847200,39634338968,39004216724,36129837337,36758948834,52246277214,34193571447
126,41528307372,35617427895,42123846362,33952478911,43318952894,39291767266,41041110571,37886589649,37912458373,43984512291,40668974841,53191754714,42092740389,37996414563,57210782426,46473872345,38884686793,43208802474,38002720729,37283909721,47363058078,38571538600,44311925861,46718810952,46890367665,41534302917,43602195541,38350722442,42352801131,38812716577,39494321540,47355156349,46289002612,41758776992,39635440792,39005154708,36130758937,36759686114,52247186526,34194521719
127,41529011884,35618152887,42124776154,33953236671,43319616446,39292623330,41041729067,37887240913,37913539717,43985253667,40669753081,53192602586,42093539109,37997147747,57211675354,46474724313,38885411785,43209420970,38003617753,37284528217,47363578270,38572349608,44312581221,46719519560,46891121329,41534933701,43602961493,38351250826,42353194347,38813232673,39495153028,47355938685,46289694836,41759796896,39636014232,39006162324,36131381529,36760402914,52248022110,34195332727
128,41529753260,35618951607,42125329114,33953949375,43320349630,39293147618,41042146859,37888105169,37914162309,43985843491,40670396153,53193360346,42094407461,37998028387,57212424922,46475432921,38886198217,43210092714,38004363225,37285331033,47364266398,38573197480,44313453669,46720305992,46891846321,41535494853,43603616853,38351799690,42353870187,38814359073,39496189316,47356852093,46290423924,41760366240,39637013656,39006580116,36132049177,36761156578,52248824926,34196426359
129,41530465964,35619901879,42126205658,33954772671,43321193406,39293897186,41042953771,37888559825,37915034757,43986638115,40671104761,53194114010,42095103781,37998683747,57213018842,46476051417,38886882249,43210588330,38004912089,37286035545,47364839838,38573852840,44314051685,46721022792,46892612273,41536305861,43604415573,38352610698,42354414955,38814842401,39497110916,47357618045,46291419252,41761390240,39637775512,39007485332,36132913433,36761930722,52249611358,34197339767
130,41531326124,35620577719,42126861018,33955358399,43322004414,39294650850,41043826219,37889120977,37915800709,43987416355,40671858425,53194941402,42095902501,37999531619,57213899482,46476989401,38887730121,43211280554,38005653465,37286867033,47365540254,38574913704,44314895461,46721809224,46893501105,41537219269,43605242965,38353446282,42355062123,38815583777,39498052996,47358551933,46292369524,41762299552,39638979736,39008447892,36133744921,36762819554,52250520670,34198445687
131,41532169900,35621396919,42127721178,33956263615,43322663870,39295371746,41044555307,37889989329,37916718213,43988350243,40672509689,53195740122,42096766757,38000096867,57214468826,46477779929,38888487881,43212210346,38006300633,37287673945,47366113694,38575671464,44315530341,46722550600,46894357169,41537882821,43605922901,38353921418,42355606891,38816497185,39498999172,47359453053,46293176436,41763348128,39639721112,39009328532,36134760729,36763745250,52251257950,34199346807
132,41532985004,35622166967,42128487130,33957095103,43323438014,39296285154,41045530155,37890800337,37917836421,43989194019,40673169145,53196501978,42097655589,38000866915,57215513306,46478652377,38889499593,43212841130,38007242713,37288484953,47366822302,38576425128,44316304485,46723431240,46895221425,41538644677,43606701141,38354630026,42356110699,38817218081,39499789700,47360231293,46294016116,41764294304,39640691864,39010155924,36135452953,36764535778,52252228702,34200350327
133,41533886124,35622891959,42129441498,33957897919,43324236734,39297153506,41046296107,37891635921,37918561413,43989992739,40674168569,53197394906,42098638629,38001759843,57216553690,46479512537,38890167241,43213537450,38007844825,37289750617,47367338398,38577260712,44317000805,46724111176,46895979185,41539443397,43607344213,38355301770,42356995435,38817922593,39500514692,47360874365,46294552692,41765015200,39641412760,39010913684,36136292633,36765244386,52253080670,34201198199
134,41534938796,35623973303,42130514650,33958893247,43325096894,39298017762,41046976043,37892369105,37919708293,43990943011,40674729721,53198210010,42099547941,38002525795,57217147610,46480331737,38891027401,43214217386,38008623065,37290274905,47367977374,38578088104,44317832293,46724991816,46896757425,41540201157,43608302677,38356047242,42357511531,38818745889,39501436292,47361738621,46295470196,41765789344,39642346648,39011896724,36137169177,36765957090,52253957214,34202177143
135,41535561388,35624677815,42131145434,33959564991,43325920190,39298886114,41047938603,37893245649,37920662661,43991704867,40675528441,53198988250,42100526885,38003447395,57217991386,46480999385,38891879369,43214971050,38009421785,37290840153,47368559006,38578911400,44318516325,46725835592,46897593009,41541003973,43608826965,38356776330,42358117739,38819696161,39502378372,47362402173,46296146036,41766743712,39643227288,39012584852,36137845017,36766637026,52254698590,34202877559
136,41536433836,35625587127,42132157146,33960314559,43326886846,39299541474,41048532523,37893909201,37921404037,43992274211,40676269817,53199692762,42101460773,38004438627,57218855642,46482047961,38892743625,43215679658,38010212313,37291941977,47369218462,38579800232,44319364197,46726581064,46898256561,41541749445,43609814101,38357398922,42358793579,38820576801,39503140228,47363258237,46297067636,41767464608,39643980952,39013178772,36138459417,36767423458,52255632478,34203942519
137,41537375916,35626340791,42132804314,33961117375,43327742910,39300409826,41049163307,37894658769,37922129029,43993150755,40676814585,53200499674,42102312741,38005061219,57219572442,46482707417,38893231049,43216388266,38010724313,37292544089,47369660830,38580496552,44320007269,46727318344,46898985649,41542245061,43610375253,38357996938,42359399787,38821256737,39504233860,47364147069,46297682036,41768337056,39644877976,39014137236,36139626777,36768545762,52256537694,34204806775
138,41538354860,35627196855,42133746394,33961961151,43328779198,39301421538,41049949739,37895244497,37923054725,43994084643,40677519097,53201314778,42103357221,38005978723,57220322010,46483538905,38894255049,43217096874,38011502553,37293379673,47370365342,38581414056,44320883813,46728346440,46899845809,41543236293,43611255893,38358877578,42359981419,38822243873,39505196420,47364913021,46298779764,41769127584,39645877400,39014907284,36140282137,36769065954,52257537118,34205564535
139,41539051180,35627819447,42134553306,33962751679,43329582014,39302150626,41050625579,37896014545,37923677317,43994633507,40678174457,53202019290,42104008485,38006679139,57221194458,46484218841,38894894025,43217846442,38012276697,37294325849,47371049374,38582077608,44321694821,46729083720,46900693681,41543871173,43611907157,38359512458,42360800619,38823149089,39506109828,47365556093,46299770996,41770061472,39646684312,39015746964,36140929305,36769709026,52258335838,34206461559
140,41539931820,35628605879,42135311066,33963386559,43330302910,39302834658,41051420203,37896862417,37924557957,43995288867,40678960889,53202916314,42105057061,38007502435,57221870298,46484956121,38895803337,43218395306,38012899289,37295480921,47371757982,38583167144,44322403429,46730046280,46901746353,41544633029,43612787797,38360159626,42361255275,38823902753,39507019140,47366522749,46300479604,41771073184,39647528088,39016578452,36141695257,36770728930,52259265630,34207489655
141,41540746924,35629466039,42135741146,33964512959,43331072958,39303641570,41052177963,37897452241,37925323909,43996357923,40679599865,53203940314,42106007333,38008407651,57222832858,46485898201,38896606153,43219230890,38013669337,37296037977,47372429726,38583883944,44323042405,46730885960,46902504113,41545476805,43613672533,38360892810,42361992555,38824689185,39507662212,47367194493,46301196404,41771814560,39648310424,39017102740,36142620953,36771421154,52259884126,34208116343
142,41541553836,35630137783,42136597210,33965233855,43331978174,39304645090,41053152811,37898447569,37926306949,43997271331,40680328953,53204677594,42106982181,38009198179,57223807706,46486881241,38897515465,43219935402,38014717913,37296746585,47373167006,38584670376,44323923045,46731836232,46903503537,41546341061,43614295125,38361740682,42362754411,38825647649,39508673924,47367874429,46301974644,41772580512,39649010840,39017852308,36143182105,36771961826,52260658270,34208886391
143,41542368940,35631047095,42137334490,33966048959,43332772798,39305320930,41053636139,37899119313,37926982789,43997828387,40681066233,53205414874,42107727653,38010115683,57224504026,46487577561,38898125769,43220574378,38015356889,37297533017,47373842846,38585731240,44324635749,46732684104,46904212145,41547016901,43615269973,38362469770,42363389291,38826610209,39509431684,47368607613,46302744692,41773518496,39649899672,39018757524,36143976729,36772764642,52261510238,34209746551
144,41542897324,35631681975,42138026714,33966872255,43333407678,39306131938,41054246443,37899533009,37927806085,43998455075,40681754361,53206307802,42108596005,38010910307,57225188058,46488347609,38898842569,43221196970,38016176089,37298372697,47374498206,38586697896,44325385317,46733523784,46905047729,41547565765,43616060501,38363174282,42363934059,38827314721,39510361476,47369455485,46303641716,41774444192,39650776216,39019646356,36144623897,36773481442,52262243422,34210582135
145,41543745196,35632480695,42138657498,33967564479,43334128574,39306942946,41055000107,37900380881,37928715397,43999204643,40682450681,53207184346,42109566757,38011803235,57226060506,46489224153,38899743689,43221930154,38016905177,37299163225,47375178142,38587627688,44326200421,46734519112,46906157745,41548798661,43616810069,38364157322,42364675435,38828322337,39511131524,47370213245,46304485492,41775636128,39651583128,39020518804,36145541401,36774284258,52263148638,34211720823
146,41544728236,35633217975,42139382490,33968588479,43335160766,39307655650,41055667755,37901175505,37929706629,44000134435,40683118329,53208019930,42110406437,38012487267,57226871514,46489940953,38900599753,43222888618,38017732569,37300158553,47375669662,38588410024,44326904933,46735260488,46906907313,41549454021,43617641557,38364661130,42365273451,38829116961,39512003972,47370987389,46305292404,41776348832,39652422808,39021534612,36146217241,36774996962,52263943262,34212404855
147,41545506476,35633770935,42140213978,33969321663,43335906238,39308327394,41056376363,37901740753,37930423429,44000744739,40683859705,53208703962,42111311653,38013400675,57227727578,46490895321,38901271497,43223490730,38018465753,37300883545,47376492958,38589331624,44327978085,46736104264,46907902641,41550297797,43618485333,38365619594,42366076267,38830091809,39512823172,47371741053,46305960052,41777311392,39653282968,39022222740,36146893081,36775750626,52264795230,34213326455
148,41546509996,35634733495,42141041370,33970116287,43336815550,39309294050,41057076779,37902535377,37931308165,44001752355,40684764921,53209453530,42112335653,38014383715,57228423898,46491665369,38902004681,43224354986,38019162073,37301854297,47377131934,38590199976,44328772709,46736825160,46908844721,41551080133,43619247189,38366250378,42366678379,38830767649,39513568644,47372613501,46306889844,41778065056,39654220952,39022874004,36147720473,36776635362,52265626718,34214530679
149,41547288236,35635528119,42141688538,33971054271,43337999294,39310199266,41057695275,37903358673,37932192901,44002559267,40685440761,53210371034,42113171237,38015190627,57229144794,46492398553,38902959049,43224973482,38019882969,37302874201,47377861022,38591019176,44329567333,46737791816,46909356721,41551878853,43620074581,38366872970,42367489387,38831771169,39514424708,47373584253,46307729524,41778900640,39655093400,39023607188,36148588825,36777303010,52266208350,34215095927
150,41548005036,35636363703,42142733018,33971812031,43338601406,39310916066,41058506283,37904198353,37933003909,44003251491,40686231289,53211202522,42114068261,38016104035,57229980378,46493303769,38903737289,43225727146,38020702169,37303574617,47378450846,38591871144,44330349669,46738848584,46910311089,41552644805,43620840533,38367602058,42368062827,38832610849,39515501956,47374358397,46308630644,41779773088,39655650456,39024434580,36149309721,36777872354,52266949726,34215915127
151,41548881580,35637162423,42143458010,33972545215,43339383742,39311849954,41059169835,37905193681,37933536389,44004160803,40686997241,53212238810,42114776869,38017087075,57230938842,46494106585,38904847305,43226374314,38021500889,37304488025,47379122590,38592702632,44331078757,46739635016,46911294129,41553349317,43621659733,38368449930,42368869739,38833585697,39516550532,47375148925,46309490804,41780866720,39656613016,39025417620,36150329625,36778941410,52268026974,34217377399
152,41549651628,35637854647,42144314074,33973384895,43340264382,39312554466,41059870251,37905693393,37934400645,44004943139,40687628025,53212910554,42115923749,38017889891,57231622874,46494901209,38905600969,43227054250,38022410201,37305270361,47379806622,38593501352,44331836517,46740560712,46912203441,41554201285,43622667349,38369113482,42369385835,38834490913,39517357444,47376062333,46310314100,41781550752,39657440408,39026167188,36150911257,36779641826,52268624990,34218143351
153,41550536364,35638854071,42145194714,33974355647,43341108158,39313381858,41060664875,37906578129,37935408261,44005688611,40688209657,53213631450,42116828965,38018614883,57232466650,46495699929,38906301385,43227689130,38023016409,37306060889,47380339102,38594488488,44332643429,46741547848,46912817841,41554930373,43623392341,38369969546,42370004331,38835293729,39518295428,47376738173,46311190644,41782562464,39658341528,39027056020,36152058137,36780391394,52269399134,34219142775
154,41551257260,35639599543,42145936090,33975015103,43342050238,39314127330,41061451307,37907094225,37936317573,44006380835,40688905977,53214475226,42117959461,38019483235,57233117914,46496408537,38907071433,43228532906,38023872473,37306949721,47380875678,38595242152,44333319269,46742330184,46913784497,41555634885,43624195157,38370493834,42370598251,38836239905,39519286660,47377467261,46312018036,41783512736,39659197592,39028010388,36152893721,36781063138,52270083166,34219949687
155,41551777452,35640406455,42146591450,33975690943,43342824382,39314745826,41062106667,37907786449,37936952453,44007015715,40689561337,53215159258,42118782757,38020273763,57233961690,46497219545,38907759561,43229245610,38024712153,37307613273,47381510558,38596171944,44334036069,46743116616,46914611889,41556363973,43624891477,38371394954,42371261803,38836887073,39520212356,47378429821,46312980596,41784200864,39660041368,39028718996,36153336089,36781820898,52270902366,34220883575
156,41553026732,35641246135,42147517146,33976678079,43343791038,39315728866,41062966827,37908953809,37937767557,44007908643,40690290425,53215986650,42119667493,38021121635,57234715354,46497985497,38908660681,43229958314,38025576409,37308502105,47382071710,38597085352,44334777445,46744099656,46915529393,41557220037,43625632853,38372025738,42371859819,38837648929,39521105284,47379453821,46313889908,41785138848,39660823704,39029616020,36154048793,36782590946,52271787102,34222222967
157,41553735340,35641930167,42148213466,33977341631,43344356286,39316412898,41063519787,37909588689,37938517125,44008580387,40691166969,53216822234,42120769317,38021908067,57235677914,46498862041,38909643721,43230707882,38026485721,37309096025,47382645150,38598006952,44335584357,46744898376,46916278961,41557961413,43626513493,38372640138,42372466027,38838480417,39522129284,47380150141,46314618996,41786212000,39661819032,39030381972,36154978585,36783410146,52272634974,34222616183
